old_unified_id,old_source_name,old_dataset_name,old_normalized_label,old_message_raw,raw_placeholder_types,replacement_candidate_id,replacement_source_name,replacement_dataset_name,replacement_message_raw,replacement_method,duplicate_check_status,repair_status,notes
gathered_imc25_english_smish_03725,Smishing-Dataset-IMC25,Gathered approved smishing 7k,smishing,Dear Premium Call! : Buy UNISTRMU(<US_DRIVER_LICENSE>) 10000 QNTY@32.59 5% UprrCirct til 150. Don't loose opportunity. Buy as much as possible. -JWLPRES,,hf_bengali_sms_smishing_english_smish_0692,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,8500 free for you. Get it here: https://cutt.ly/betvi,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05197,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer Your AEPS Cash Withdrawal transaction for account number <US_DRIVER_LICENSE> with SBI is declined.,,imc25_english_smish_05199,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DEAR SBI YONO USER Your A/C will be Suspended todey update PANCARD for KYC varify Your account for login With Net banking click,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_03889,Smishing-Dataset-IMC25,Gathered approved smishing 7k,smishing,Hello mum I've smashed my phone and I took it to get fixed so I have a temporary number while I wait for it to be repaired. Text me here +<US_BANK_NUMBER>.,,ncsu_sms_phishing_004395,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Dear   Gambli   ,   Sorry   To   Inform   You   That   Your   Package,   Bearing   Tracking   Number   US954202**,   Which   Arrived   On   July   9,   2022,   Will   Be   Returned.   Look   Here:   https://mytextprospector.com/PackID-965220",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05344,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear SBI Customer your ACCOUNT has been BLOCKED due to KYC pending immediately Call to  Bank <US_BANK_NUMBER> to Open your Account thank you SBI,,hf_bengali_sms_smishing_english_smish_0071,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your Prime Bank savings account frozen due to unauthorized access. Unfreeze with fee 34917 TK: emergency-bank.bd/pay,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05346,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,The Airtel Mega offer is still on! Get a MiFi for just <US_DRIVER_LICENSE> + up to 125<LOCATION> bonus or MiFi +up to 150<LOCATION> bonus @ <US_DRIVER_LICENSE>. Visit our Airtel Shop at 86 Etagbor Road Calabar. Offer valid while stock lasts,,imc25_english_smish_05202,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally please follow the instructions by click on link below :,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05386,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,You successfully paid PAYCONNECT using your UNIONBNK account. Reference number : <US_DRIVER_LICENSE>. If you did not initiate this request you may visit here :,,ncsu_sms_phishing_004396,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Dear  Yamaw5ayti  ,  Sorry  To  Inform  You  That  Your  Package,  Bearing  Tracking  Number  US954202**,  Which  Arrived  On  July  9,  2022,  Will  Be  Returned.  Look  Here:  https://mytextprospector.com/PackID-965220",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05405,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,<US_DRIVER_LICENSE> is the verification code to log in to your Flipkart account. Please DO NOT SHARE THIS ...,,hf_bengali_sms_smishing_english_smish_0125,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your internet connection will be terminated. Clear dues 1800 TK: net-payment.bd/urgent,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05615,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,You've applied for a <LOCATION> passport. We need someone to confirm your identity.,,imc25_english_smish_05630,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your SBI Account is blocked update PAN number. Please update it at the earliest using the following...,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05731,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer your SBI BANK ACCOUNT Will Suspend Re-verify KYC Updated your ACCOUNT follow the link http://<IP_ADDRESS>/sbi sbibank Team Thank you,,ncsu_sms_phishing_004397,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Dear BBw5ay , Sorry To Inform You That Your Package, Bearing Tracking Number US954202**, Which Arrived On July 9, 2022, Will Be Returned. Look Here: https://mytextprospector.com/PackID-965220",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05792,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"WELLS FARGO: A transaction of $1168.89 at WALMART#928 in <LOCATION> CA on debit 4**** reference- (<US_DRIVER_LICENSE>)  Reply ""YES"" to approve Not you? reply ""STOP"" and follow the link to cancel",,hf_bengali_sms_smishing_english_smish_0246,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your AB Bank savings account frozen due to security breach. Unfreeze with fee 23847 TK: secure-bd.bd/urgent,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_05842,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,DHL : The delivery of your package <US_BANK_NUMBER> is currently blocked at the customs center. Please note the shipping costs. Visit :,,imc25_english_smish_05795,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information please follow the instructions by click on link below :,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06099,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,SMS your 9 digits PVC code to 8014 to know your polling unit (<LOCATION>) for the upcoming election.  Service Cost <US_DRIVER_LICENSE>/SMS,,ncsu_sms_phishing_004398,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Dear  Badis  ,  Sorry  To  Inform  You  That  Your  Package,  Bearing  Tracking  Number  US954202**,  Which  Arrived  On  July  9,  2022,  Will  Be  Returned.  Look  Here:  https://mytextprospector.com/PackID-965220",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06338,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer to confirm your mobile number for ICICI bank Credit Card ApplicationPlease enter the verification code <US_DRIVER_LICENSE> in your application form.,,hf_bengali_sms_smishing_english_smish_0432,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Dear user, are you worried about bus fare? Click the link below now to get cheap bus tickets this Eid.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06351,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your Binance withdrawal code: <US_DRIVER_LICENSE>. If this was not generated by you cancel here immediately:,,imc25_english_smish_05962,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear CustomerYour this BSNL Mobile number is found suspected due to misuse of telecom resources as Spam text message / Telecom Phishing / UCC / Robo or Automated calls & more than 9 connections on same name according to DoT instructions  For reverificationkindly visit nearest BSNL Customer Service Center with POI documents or contact {MPCC},replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06375,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your A/c XXXXX802653 is credited with Rs. <US_DRIVER_LICENSE> via NEFT/AXMB2310344434. Click here to approved the transitions-,,ncsu_sms_phishing_004399,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Dear Dada7ana , Sorry To Inform You That Your Package, Bearing Tracking Number US954202**, Which Arrived On July 9, 2022, Will Be Returned. Look Here: https://mytextprospector.com/PackID-965220",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06652,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Please enter the verification code: <US_DRIVER_LICENSE> to continue with your Mobile Money payment. DO NOT SHARE THIS CODE,,hf_bengali_sms_smishing_english_smish_0515,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your digital wallet hacked. Secure immediately: wallet-security.bd/urgent Amount at risk: 45000 TK,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06655,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Congratulations! Your request no xx78 is approved. Rs <US_BANK_NUMBER> successfully transferred in your A/C. Confirm Now-,,imc25_english_smish_05995,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hi Madam/Sir you will receive a free random bonus of 8 to 188💰. Please send a message to the following account to claim it!❤️❤️,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06738,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,I'm at Woolworths and brought the wrong card with me. Can you please send me 200 I will pay you back when i get home. BSB - <US_DRIVER_LICENSE> Acc - <US_BANK_NUMBER>,,ncsu_sms_phishing_005822,SMS Phishing Dataset,wspr-ncsu/sms-phishing,citizens_alerts@coo3.ygto.com   /   Citizens   Alert   /   A   Hold   was   placed   on   your   online   ID   due   to   some   reasons.   For   more   info   visit   https://hhhhhhhhhhh.co,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06930,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Y'ello. You are buying airtime worth UGX 100 for <US_BANK_NUMBER> <US_PASSPORT> <US_BANK_NUMBER> at a fee of UGX 0.0. Enter PIN to confirm:,,hf_bengali_sms_smishing_english_smish_0551,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"⏩New website [PROFITSHOP24]
▶️Registration fee 15 TK
▶️ Registration link: inbox.
🌟 Work is:
Watching YouTube videos, or following a Facebook page, you can earn 1-3 TK.🔥😱
👉You can withdraw with just 35 TK 👈",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_06968,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,[<LOCATION>/PS] Your street information is incorrect and cannot be delivered please confirm your address now:,,imc25_english_smish_06232,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Did you attempt wire transfer amount of $7500? We have issues with your shipping address. activity on your account You’ll get $130 freebies transfer amount of $7500. shipping adress. activity on your account You’ll get $130 freebies Did you attempt wire,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07011,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Second Prize 1Crore. What is the first prize? Special Invitation in Big league! & Big Winnings on My11circle CHN vs MUM Winning Amount – Rs. <US_BANK_NUMBER> (5.86Crores),,ncsu_sms_phishing_007783,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"AusPost: We attempted to deliver your parcel today but our driver missed you, please visit redeliveryservice.com to reschedule a delivery.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07027,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer Rs.574.00 has been debited from account **3394 to VPA rpy.qrkarnatakар73807233@icici. Your UPI transaction reference number is <US_BANK_NUMBER>.,,hf_bengali_sms_smishing_english_smish_0599,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Emergency tax notice: Pay arrears 32000 TK or face arrest warrant: tax-arrears.bd/urgent File: TX9847,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07122,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,We empathized with you  for any inconvenience this may have caused. Kindly assist with the first eight and last four digit on the debit card used for this transaction in this format - <US_BANK_NUMBER>-7890. Thank you.,,imc25_english_smish_06275,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,I'm at Woolworths and brought the wrong card with me! Can you please urgently send me $700 I will pay you back when I get home. BSB: 670-ACC: 1857,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07151,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Congratulations Your number/ had won PHP750000.00) 2nd winner From: KOPIKO MAGKA PERA 4 DTI# 5261'<US_DRIVER_LICENSE>. To claim just text your NAME: AGE: ADD: Work: Thank you!,,ncsu_sms_phishing_007800,SMS Phishing Dataset,wspr-ncsu/sms-phishing,Cba - We have temporarily frozen your bank due to unusual activity. Please visit: comm-home.com immediately,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07216,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer Your AEPS Balance Enquiry transaction for SBI account number <US_DRIVER_LICENSE> is successful. Your balance is 14.83 CR. RRN <US_BANK_NUMBER>.-SBI,,hf_bengali_sms_smishing_english_smish_0646,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Congratulations! You've won 50000 BDT in our lottery. Send your NID copy to claim: lottery.winner.bd/claim,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07267,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear [NAME REDACTED] Rs.5000 Bonus to be credited on My11Circle. GUJ vs KOL Prize Pool - <US_BANK_NUMBER> (9.70 Cr)...,,imc25_english_smish_06343,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Msg text for Hi mum/ Hi dad / Number ❤️ #Feedback from customer !! Guaranteed delivery. No blockage. Can send 200k per day ! 🔥 If your text is containing numbers instead of links !!,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07508,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,['Dear SBI Customer Your SBI Debit Card ending **** is due f' 'Dear SBI User your A/c X**** debited by <US_DRIVER_LICENSE>.0 on 04Dec2' 'Dear SBI User your A/c X**** debited by Rs80.0 on 02Dec22'],,ncsu_sms_phishing_007935,SMS Phishing Dataset,wspr-ncsu/sms-phishing,Parcel tip: Your package information is incomplete and cannot be delivered. Please complete your package information:http://us.2au.link,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07565,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,From <EMAIL_ADDRESS> to <EMAIL_ADDRESS> Please be advised that due to REPUBLIC ACT NO. 11934. We need to confirm your mobile number to LANDBANK access. We are hoping for your cooperation for us to make your account secure and safe on our end.,,hf_bengali_sms_smishing_english_smish_0420,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Double your savings! Call now: +8801919876543,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07725,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Sorry we could not complete your request to update the phone number linked to your <LOCATION> account. Please call customer care @<US_BANK_NUMBER>,,imc25_english_smish_06988,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Good News! Dear **** we were trying to reach you regarding an exciting HSBC Credit Card Offer. Please Reply with SMSCARD on **** to avail your offer and we will be glad to get in touch with you. You can also call us at ****.,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07731,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear customer your Request No. <US_BANK_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,,ncsu_sms_phishing_008024,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"We noticed suspicious activity on your account and had to suspend it, please veri fy identity to resume normal use:www.kofamerica.cc...",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07733,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Thank you for applying for Axis Bank Indianoil Credit Card. Your application ID is <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> and an sms confirming application status will be sent shortly.,,hf_bengali_sms_smishing_english_smish_0067,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Want to join for free and utilize your free time to do network marketing business with DXN company to create a passive income path? Then inbox,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07806,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer Your HDFC Netbanking A/C will be blocked <LOCATION>,,imc25_english_smish_07622,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Regards Customer Please upload the requested document using the link provided....,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07905,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Withdrawal code: <US_DRIVER_LICENSE>. If this was not generated by you cancel here immediately:,,ncsu_sms_phishing_008081,SMS Phishing Dataset,wspr-ncsu/sms-phishing,We would like to verify a recent transaction on your account. Please verify here https://anz.id-53.com/.com route:3,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07980,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your <LOCATION> online banking has been suspended due to security verifications, sign in below to verify your profile :",,hf_bengali_sms_smishing_english_smish_0350,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Download the largest social gaming app to play 100+ mobile games and win cash prizes up to 25 crore taka daily.,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07985,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,We have identified some unusual activity on your Online Banking. Log In via the secure link http://<IP_ADDRESS>/personal to avoid account suspension.,,imc25_english_smish_07640,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear User Your HDFC NetBanking will be Suspended. Today Please Update Your Pan Card no Click here link,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_07999,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your <LOCATION> bank account has been suspended due to security verifications, sign in below to verify your profile :",,ncsu_sms_phishing_008094,SMS Phishing Dataset,wspr-ncsu/sms-phishing,ANZ: -Your recent activity associated with your personal account looks suspicious. Please login now to verify account ownership https://security-anz-au.app,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08001,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"DEAR CUSTOMER,CBN OF NIGERIA HAS BLOCKED YOUR ATM DEBIT CARD due TO YOUR INCOMPLETE BVN REGISTRATION CALL OUR CUSTOMER CARE ON <US_BANK_NUMBER>",,hf_bengali_sms_smishing_english_smish_0404,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,Your son's school admission confirmed. Pay admission fee 25000 TK: school-admission.bd/payment,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08006,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,<LOCATION>: Unusual device has been detected. We've temporarily locked your account. Verify now,,imc25_english_smish_07748,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer? Your H.D.F.C NET BANKING? Account? Will be Suspended? Today Please Update Your PAN CARD Click here to link,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08012,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"YOUR MOBILE NO HAS GOT RS 3.5CRORE FROM THE RBI COMPENSATION FUND. TO GET FUND SEND NAME,MOBILE NO,ADD,AGE,JOB,ID,BANK DETAILS TO: <EMAIL_ADDRESS>",,ncsu_sms_phishing_008130,SMS Phishing Dataset,wspr-ncsu/sms-phishing,A new device has been registered for mobile banking if this was not you please cancel with the link below: anz-online.com route:6,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08013,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Bendigo Bank: In order to find out if an account is locked, log into your <LOCATION> for verification.",,hf_bengali_sms_smishing_english_smish_0475,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"Golden opportunity for unemployed youth, women, housewives, retired persons to earn a lot of money online from home in a short time",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08014,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your <LOCATION> account has been suspended. Click here for re-verify your data: <IP_ADDRESS>,,imc25_english_smish_07973,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer your HDFC NET-BANKING Account Will be Blocked Today Please Update...,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08019,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Our security team have tried to contact you regarding your online account. Login via the secure link http://<IP_ADDRESS>/personal to avoid account suspension.,,ncsu_sms_phishing_008153,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"We have detected unusual activity, Your P.AY.P.A.L A/c has been deactivated to activate your A/c visit http://ecoaudio.cl/",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08026,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Hello. Your contract to support Commonwealth Bank of Australia has expired. Please send us your credit card details to <EMAIL_ADDRESS> to renew the contract.,,hf_bengali_sms_smishing_english_smish_0510,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,"If you want to work, inbox. You will get 25 taka commission if you sell any product below 100 taka, 50 taka if you sell any product between 100 to 1000 taka, and 100 taka commission if you sell between 1000 to 2000 taka",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08061,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your <LOCATION> account has been suspended. Click here for re-verify your data:,,imc25_english_smish_08066,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Bank Of Montreal
Your bank account is now suspended for security updates.
Please Login to verify your account.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08063,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Standard Bank App: OTP: 33535. Cash voucher created for <US_DRIVER_LICENSE>.00. Queries? <US_BANK_NUMBER>.,,ncsu_sms_phishing_008236,SMS Phishing Dataset,wspr-ncsu/sms-phishing,Evri: We tried to deliver your parcel GBR079LP49RQ today but no one was home. Please visit: https://evri-tracklink.web.app to rearrange delivery now.,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08087,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"The Reserve bank of <LOCATION> have decide to release your unpaid fund of Rs 1,500,000.00, please send your name, phone no,address. via: <EMAIL_ADDRESS>",,imc25_english_smish_08092,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,BMO is tuning the mobile banking feature. Confirm your PVQ and answers you have in file with us.,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_08094,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your <LOCATION> account has been suspended. Click here for re-verify your data: http://<IP_ADDRESS>/reverification/?id=V58UF8,,ncsu_sms_phishing_008261,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"We noticed suspicious activity on your account and had to suspend it, please veri fy identity to resume normal use:www.kofamerica.cc ...",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
