unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason,content_quality_status,content_quality_flags,smishing_signal_score,non_smishing_reason,suggested_action,campaign_template_key,campaign_cluster_id,campaign_cluster_size,campaign_duplicate_status,is_campaign_representative,campaign_representative_reason,content_filter_status,content_filter_reason,content_replacement_candidate_id,removed_original_unified_id,strong_campaign_family_key,strong_campaign_family_id,strong_campaign_family_size,strong_campaign_family_status,strong_campaign_family_reason,row_position_1based
smishtank_1372,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1372,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspspgcm.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=; url=https://uspspgcm.com; domain=uspspgcm.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,340,60,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day,,1,unique_family,single-row strong campaign family,4686
smishtank_1154,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1154,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uewups.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The USPS team wishes you a great day!","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The USPS team wishes you a great day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://uewups.com; domain=uewups.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,329,59,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit the sms open the sms activation link again or copy the link to safari browser and open it the usps team wishes you a great day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit the sms open the sms activation link again or copy the link to safari browser and open it the usps team wishes you a great day,,1,unique_family,single-row strong campaign family,4687
smishtank_1073,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1073,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.intertrck.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Phone Number; url=https://usps.intertrck.com; domain=usps.intertrck.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,342,57,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day,,1,unique_family,single-row strong campaign family,4688
smishtank_1410,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1410,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.tirckposts.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! A iMessage O'","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! A iMessage O'",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usps.tirckposts.com; domain=usps.tirckposts.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,357,60,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day a imessage o,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day a imessage o,,1,unique_family,single-row strong campaign family,4689
smishtank_1079,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1079,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspsverify.org (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! O","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! O",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Phone Number; url=https://uspsverify.org; domain=uspsverify.org,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,340,57,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day o,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day o,,1,unique_family,single-row strong campaign family,4690
smishtank_1797,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1797,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckmypost.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckmypost.com (Please reply to 1, then exit theSMS, open the SMS iMessage","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS iMessage",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usps.trckmypost.com; domain=usps.trckmypost.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,581,96,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link < > please reply to 1 then exit thesms open the sms imessage,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit thesms open the sms activationlink again or copy the link tosafari browser and open it the us postal team wishesyou a wonderful day the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link <url> please reply to 1 then exit thesms open the sms <rand>,,1,unique_family,single-row strong campaign family,4691
smishtank_1402,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1402,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. Ready to ship when changes are complete https:// https://uspostal.after-salescenter.xyz,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. Ready to ship when changes are complete https:// <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Phone Number; url=https://uspostal.after-salescenter.xyz; domain=uspostal.after-salescenter.xyz,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,237,37,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link ready to ship when changes are complete https < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link ready to ship when changes are complete https <url>,,1,unique_family,single-row strong campaign family,4692
smishtank_1574,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1574,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. usps.upspb.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to browser and open it) The US Postal team wishes you a wonderful day","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. <URL> (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to browser and open it) The US Postal team wishes you a wonderful day",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=; url=usps.upspb.com; domain=usps.upspb.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,342,62,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours < > please reply to 1 then exit the sms open the sms activation link again or copy the link to browser and open it the us postal team wishes you a wonderful day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 <url> please reply to 1 then exit the sms open the sms activation link again or copy the link to browser and open it the us postal team wishes you a wonderful day,,1,unique_family,single-row strong campaign family,4693
smishtank_1325,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1325,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://uspgfs.top (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. <URL> (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://uspgfs.top; domain=uspgfs.top,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,353,63,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours < > please reply to y then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours <url> please reply to y then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day,,1,unique_family,single-row strong campaign family,4694
smishtank_1480,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1480,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://uspbz.top (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day O�","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. <URL> (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day O�",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://uspbz.top; domain=uspbz.top,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,355,64,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours < > please reply to y then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day o,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours <url> please reply to y then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day o,,1,unique_family,single-row strong campaign family,4695
smishtank_1542,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1542,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://cutt.ly/gwWmzsU1  (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day Sent from my iPhone","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. <URL> (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day Sent from my iPhone",verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Delivery; brand=USPS; sender_type=; url=https://cutt.ly/gwWmzsU1; domain=cutt.ly,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_too_long; sms_likeness_status=possible_multipart_sms.,380,68,True,possible_multipart_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme;url_or_domain,5,,keep,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours < > please reply to y then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day sent from my iphone,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,the usps package has arrived at the warehouse and cannot be delivered due to incomplete address information please confirm your address in the link within 12 hours <url> please reply to y then exit the sms open the sms activation link again or copy the link to safari browser and open it the us postal team wishes you a wonderful day sent from my <rand>,,1,unique_family,single-row strong campaign family,4696
smishtank_819,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,819,There is an update on your parcel. Item stopped due to unpaid customs fee. Follow the instructions here: n6u.me/RIBSH,There is an update on your parcel. Item stopped due to unpaid customs fee. Follow the instructions here: <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Delivery; brand=; sender_type=; url=n6u.me/RIBSH; domain=n6u.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,117,21,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;delivery_theme,3,,keep,there is an update on your parcel item stopped due to unpaid customs fee follow the instructions here n6u me ribsh,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,there is an update on your parcel item stopped due to unpaid customs fee follow the instructions here n6u me ribsh,,1,unique_family,single-row strong campaign family,4740
smishtank_1023,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1023,There's a home listed in your search area. Homes are moving fast! From $412 - 569 clickherenow.me/YSOHESIZ,There's a home listed in your search area. Homes are moving fast! From <AMOUNT> - 569 <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,true,category=Advertisement; brand=; sender_type=Phone Number; url=clickherenow.me/YSOHESIZ; domain=clickherenow.me,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,106,19,False,likely_sms,kept_strict_raw,True,,review_unclear_smishing,callback_phone,1,borderline smishing signal,manual_review,there s a home listed in your search area homes are moving fast from < > < > clickherenow me ysohesiz,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,there s a home listed in your search area homes are moving fast from <phone> clickherenow me ysohesiz,,1,unique_family,single-row strong campaign family,4746
smishtank_1332,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1332,these great products are available now! See all details here: https://my-trufl.com/TZWF37FdJ05 reply STOP to opt out Meet your Muse! Tap in to see: https://my-trufl.com/TZYWBKZZZM4 reply STOP to opt out Last Call To Get This Week's I Deals! Only Hours Left To Save: https://my-trufl.com/TZYSYj4eEG7 reply STOP to opt out,these great products are available now! See all details here: <URL> reply STOP to opt out Meet your Muse! Tap in to see: <URL> reply STOP to opt out Last Call To Get This Week's I Deals! Only Hours Left To Save: <URL> reply STOP to opt out,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=Trufl; sender_type=Phone Number; url=https://my-trufl.com/TZWF37FdJ05; domain=my-trufl.com,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,320,61,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,action_request;url_or_domain,4,,keep,these great products are available now see all details here < > reply stop to opt out meet your muse tap in to see < > reply stop to opt out last call to get this week s i deals only hours left to save < > reply stop to opt out,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,these great products are available now see all details here <url> reply stop to opt out meet your muse tap in to see <url> reply stop to opt out last call to get this week s i deals only hours left to save <url> reply stop to opt out,,1,unique_family,single-row strong campaign family,4750
smishtank_1111,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1111,This is a Flex Alert! The power is ours to help stop an outage now. Conserve energy by delaying laundry until the morning. Learn more at https://flexalert.link/fourtonine?id=66ZA - stop2end,This is a Flex Alert! The power is ours to help stop an outage now. Conserve energy by delaying laundry until the morning. Learn more at <URL> - stop2end,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Account Alert; brand=Flex Alert; sender_type=Phone Number; url=https://flexalert.link/fourtonine?id=66ZA; domain=flexalert.link,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,189,33,False,likely_sms,kept_strict_raw,True,,pass_likely_smishing,urgency_or_security;url_or_domain,3,,keep,this is a flex alert the power is ours to help stop an outage now conserve energy by delaying laundry until the morning learn more at < > stop2end,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is a flex alert the power is ours to help stop an outage now conserve energy by delaying laundry until the morning learn more at <url> <rand>,,1,unique_family,single-row strong campaign family,4774
smishtank_634,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,634,This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! Kp7C1.shoP/GTxulg9ld,This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Prize/Contest; brand=; sender_type=Phone Number; url=Kp7C1.shoP/GTxulg9ld; domain=kp7c1.shop,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,109,18,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;url_or_domain,4,,keep,this is a gift to express our gratitude for your exceptional payment record happy < > < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is a gift to express our gratitude for your exceptional payment record happy <num> kp7c1 shop gtxulg9ld,,1,unique_family,single-row strong campaign family,4775
smishtank_450,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,450,This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! T Mobile POSC9.XYZ/YgSpZZjZoh,This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! T Mobile <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,category=Prize/Contest; brand=T-Mobile; sender_type=Phone Number; url=POSC9.XYZ/YgSpZZjZoh; domain=posc9.xyz,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,118,20,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential;url_or_domain,4,,keep,this is a gift to express our gratitude for your exceptional payment record happy < > t mobile < >,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is a gift to express our gratitude for your exceptional payment record happy <num> t mobile posc9 xyz ygspzzjzoh,,1,unique_family,single-row strong campaign family,4776
smishtank_1360,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1360,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! d3f7a.info/6CVRmQm71,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=; sender_type=Phone Number; url=d3f7a.info/6CVRmQm71; domain=d3f7a.info,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,114,18,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential,2,,keep,this is a gift to express our gratitude for your exceptional payment record merry christmas d3f7a info 6cvrmqm71,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is a gift to express our gratitude for your exceptional payment record merry christmas d3f7a info 6cvrmqm71,,1,unique_family,single-row strong campaign family,4777
smishtank_777,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,777,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! Happy new year! n5d4q.info/KmxyTy5uNN,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! Happy new year! <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Prize/Contest; brand=; sender_type=Phone Number; url=n5d4q.info/KmxyTy5uNN; domain=n5d4q.info,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,131,21,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential,2,,keep,this is a gift to express our gratitude for your exceptional payment record merry christmas happy new year n5d4q info kmxyty5unn,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is a gift to express our gratitude for your exceptional payment record merry christmas happy new year n5d4q info kmxyty5unn,,1,unique_family,single-row strong campaign family,4778
smishtank_1359,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,1359,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! T Mobile rlwrr.info/d4csZAeztK,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! T Mobile <URL>,verified_smishing,smishing,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,true,false,false,category=Advertisement; brand=T-Mobile; sender_type=Phone Number; url=rlwrr.info/d4csZAeztK; domain=rlwrr.info,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,124,20,False,needs_review,kept_strict_raw,True,,pass_likely_smishing,account_payment_credential,2,,keep,this is a gift to express our gratitude for your exceptional payment record merry christmas t mobile rlwrr info d4cszaeztk,,1,unique_campaign,True,accepted in content-quality filtered dataset,kept,passed content-quality and campaign cap,,,this is a gift to express our gratitude for your exceptional payment record merry christmas t mobile rlwrr info d4cszaeztk,,1,unique_family,single-row strong campaign family,4779
