removed_unified_id,removed_row_position_1based,removed_strong_campaign_family_key,removed_message_raw,removed_reason,replacement_candidate_id,replacement_message_raw,replacement_source_name,replacement_dataset_name,replacement_strong_campaign_family_key,replacement_reason,duplicate_check_status,notes
replacement_ncsu_sms_phishing_049379,9450,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ SuFhQ",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_008763,hello 🥝😉🍉😁🥝 drpsnd.io/9xLQhi Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,hello drpsnd io 9xlqhi reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049380,9452,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ qkEAR",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_008838,welcome 😉✌🍊 drpsnd.io/aF5Ebg Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,welcome drpsnd io af5ebg reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049381,9453,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ BaaEq",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_007917,Drop wall https://drpsnd.io/N3PCen Reply STOP to stop,SMS Phishing Dataset,wspr-ncsu/sms-phishing,drop wall <url> reply stop to <rand>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049382,9455,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ QVKNj",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_008758,Keif Product drpsnd.io/NqzUPA Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,keif product drpsnd io nqzupa reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049383,9457,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ SuFhQ",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_015750,509036 is your verification code for api.exviews.com.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,<num> is your verification code <code> <url>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049384,9458,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ jtJLg",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_011453,964031 is your verification code for www.7ballnew.com.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,<num> is your verification code <code> <url>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049385,9460,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ JldYm",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_001714,[email protected] / v / https://magazinehours.in//?open,SMS Phishing Dataset,wspr-ncsu/sms-phishing,email protected v <url>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049386,9462,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ ifLmb",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_008757,happy Edible 😁🙂🍉 drpsnd.io/a4yrVQ Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,happy edible drpsnd io a4yrvq reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049387,9463,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ LYGrn",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_008805,drpsnd.io/yHWBUN drpsnd.io/yHWBUN Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,drpsnd io yhwbun drpsnd io yhwbun reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049388,9464,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ PCvZe",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_024310,"L'acheteur a pay&eacute;, confirmer: shrtlink.net/eed0d475",SMS Phishing Dataset,wspr-ncsu/sms-phishing,l acheteur a pay eacute confirmer shrtlink net eed0d475,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049389,9466,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ Tqenz",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_015211,happy winter ðŸ¤— https://drpsnd.io/vd3GQx Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,happy winter <url> reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049390,9468,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ tXJQg",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_008238,hello ğŸ˜ƒğŸ�°ğŸ˜ƒğŸ˜ƒğŸ˜… drpsnd.io/vi77fn Reply 'STOP' to opt out,SMS Phishing Dataset,wspr-ncsu/sms-phishing,hello drpsnd io vi77fn reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049391,9470,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ SLLtt",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_033442,"【 usdtaerc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,892,2",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtaerc com a unt login rom88 p word r66888 usable <amount> 2,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049392,9471,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ eIeIp",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_035627,"【 usdtttrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,982,5",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtttrc com a unt login rom88 p word r66888 usable <amount> 5,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049393,9473,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ SoNfV",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_036949,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,985,2",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 2,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049394,9475,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ jtJLg",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_038788,（ www.usdtierc.com ）A**ount Login:Rom88 P***word:R66888 Avai1lable:,SMS Phishing Dataset,wspr-ncsu/sms-phishing,<url> a ount login rom88 p word r66888 avai1lable,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049395,9477,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ JldYm",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_041643,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,992,5",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 5,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049396,9478,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ ifLmb",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_041829,( www.usdtmerc.com )A**ount Login:Rom88 P***word:R66888 Avai1lable:,SMS Phishing Dataset,wspr-ncsu/sms-phishing,<url> a ount login rom88 p word r66888 avai1lable,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049397,9480,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ LYGrn",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_043456,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,968,4",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 4,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049398,9482,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ PCvZe",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_044135,"【 sunioc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,976,861",SMS Phishing Dataset,wspr-ncsu/sms-phishing,sunioc com a unt login rom88 p word r66888 usable <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049399,9483,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ jiEih",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_052093,"【 osinsv.com 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,69",SMS Phishing Dataset,wspr-ncsu/sms-phishing,osinsv com ac nt login rom88 p ord r66888 usa1ble <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049400,9485,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ AWbUr",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_052164,"【 www.bitoij.com 】 Ac***nt Login:Rom88 P*****od:R66888 Asse1ts:3,97",SMS Phishing Dataset,wspr-ncsu/sms-phishing,<url> ac nt login rom88 p od r66888 asse1ts <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049401,9487,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ JalNJ",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_054137,"【 www.bitoii.com 】 Ac**unt Login:Rom88 Pa***ord:R66888 Usab1le:3,98",SMS Phishing Dataset,wspr-ncsu/sms-phishing,<url> ac unt login rom88 pa ord r66888 usab1le <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049402,9488,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ mEhek",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_054517,"（ www.usdtktrc.com ）Acc**nt Login:Rom88 Pa****rd:R66888 A1sset1s:3,",SMS Phishing Dataset,wspr-ncsu/sms-phishing,<url> acc nt login rom88 pa rd r66888 a1sset1s 3,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049403,9490,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ jiEih",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_017483,"Pending ATO payment, Resolve now to get payment at cakeondial.com/au",SMS Phishing Dataset,wspr-ncsu/sms-phishing,pending ato payment resolve now to get payment at cakeondial com au,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049404,9492,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ AWbUr",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_044224,"【 sunioc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,976,861.59Ù",SMS Phishing Dataset,wspr-ncsu/sms-phishing,sunioc com a unt login rom88 p word r66888 usable <amount> 59,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049431,9494,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ wxLJO",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_044143,"【 sunioc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,976,861.59Ù ]",SMS Phishing Dataset,wspr-ncsu/sms-phishing,sunioc com a unt login rom88 p word r66888 usable <amount> 59,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049432,9496,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ hPlYP",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_011409,Acesse: https://suportebr-inc.com/pin/6/621 para rastrear seu dispositivo.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,acesse <url> para rastrear seu dispositivo,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049433,9497,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ FrklX",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_006794,4--Eastlink: Your July road fees are not paid payment-overdue.herokuapp.com,SMS Phishing Dataset,wspr-ncsu/sms-phishing,4 eastlink your july road fees are not paid <url>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049434,9499,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ UmoeD",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_000628,FROM BANK: Account is on hold confrim here within 5min: https://ko.gl/SaZyh,SMS Phishing Dataset,wspr-ncsu/sms-phishing,from bank account is on hold confrim here within 5min <url>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049435,9501,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ vUZWq",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_007931,"Hi Test, Check out what's new here: drpsnd.io/oGxyi3 Reply 'STOP' to opt out",SMS Phishing Dataset,wspr-ncsu/sms-phishing,hi test check out what s new here drpsnd io ogxyi3 reply stop to opt out,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049436,9502,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ FzaqX",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_033080,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,419.66ÙŠÐТ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049437,9503,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ Nedoq",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_033819,"【 usdtaerc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,892,230.55ÙŠÐТ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtaerc com a unt login rom88 p word r66888 usable <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049438,9504,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ BWxKa",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_035998,"【 usdtttrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,982,537.41ÙŠÐT",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtttrc com a unt login rom88 p word r66888 usable <amount> 41 t,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049439,9506,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ wxLJO",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_036539,"【 usdtttrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,982,537.41ÙŠÐТ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtttrc com a unt login rom88 p word r66888 usable <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049440,9508,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ GTNIo",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_037797,"/ osinsj.com / You temporary L0gin code:h8xa5n, Ba1ance: 3,951,566.85 Ù.S.Ð.Т",SMS Phishing Dataset,wspr-ncsu/sms-phishing,osinsj com you temporary login code <code> ba1ance <amount> s,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049441,9509,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ hPlYP",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_033374,"【 usdtaerc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,892,230.55ÙŠÐТ )",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtaerc com a unt login rom88 p word r66888 usable <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049442,9510,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ FrklX",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_041990,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,992,537.66Ù
Š
Ð Т",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 66,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049443,9512,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ UmoeD",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_052087,"【 osinsv.com 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,695.28~~~ PUOX",SMS Phishing Dataset,wspr-ncsu/sms-phishing,osinsv com ac nt login rom88 p ord r66888 usa1ble <amount> <rand>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049444,9514,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ qZwIR",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_052126,"【 osinsv.com 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,695.28~~~ QQjX",SMS Phishing Dataset,wspr-ncsu/sms-phishing,osinsv com ac nt login rom88 p ord r66888 usa1ble <amount> <rand>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049445,9515,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ PGuXb",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_052129,"【 osinsv.com 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,695.28~~~ tqlb",SMS Phishing Dataset,wspr-ncsu/sms-phishing,osinsv com ac nt login rom88 p ord r66888 usa1ble <amount> <rand>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049446,9516,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ BWxKa",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_005378,BENDlGO: Press bendigo-support-id.com/ to cancel withdrawal of $60 to MIKE ROSE.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,bendlgo press bendigo support id com to cancel withdrawal of <amount> to mike rose,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049447,9518,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ pTEtW",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_035897,"【 usdtttrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,982,537.41ÙŠÐТ %[%",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtttrc com a unt login rom88 p word r66888 usable <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049448,9520,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ bhzwI",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_043822,"【 osinsd.com 】 A***unt Login:Rom88 P***word:R66888 Us1able:3,953,378.24Ù Š Ð Т *",SMS Phishing Dataset,wspr-ncsu/sms-phishing,osinsd com a unt login rom88 p word r66888 us1able <amount>,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049449,9521,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ qZwIR",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_045265,"ã€� sunioc.com ã€‘ A***unt Login:Rom88 P***word:R66888 Usable:3,976,861.59Ã™
/%.]",SMS Phishing Dataset,wspr-ncsu/sms-phishing,sunioc com a unt login rom88 p word r66888 usable <amount> 59 tm,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049450,9522,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining
value 3,852,287.99 ~~~ PGuXb",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_048261,"ã€� sunioc.com ã€‘ A***unt Login:Rom88 P***word:R66888 Usable:3,976,861.59Ã™
-=(,",SMS Phishing Dataset,wspr-ncsu/sms-phishing,sunioc com a unt login rom88 p word r66888 usable <amount> 59 tm,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049451,9524,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ ZkRCl",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_041993,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,992,537.66Ù
Š
Ð Т ,",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 66,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049452,9526,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ gJNqB",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_044102,"ã€� sunioc.com ã€‘ A***unt Login:Rom88 P***word:R66888 Usable:3,976,861.59Ã™ :!:%}",SMS Phishing Dataset,wspr-ncsu/sms-phishing,sunioc com a unt login rom88 p word r66888 usable <amount> 59 tm,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049453,9527,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ PavAQ",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_032951,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,419.66ÙŠÐT ^【-!-",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 66 t,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049454,9529,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99       ~~~ AHqQa",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_032952,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,419.66ÙŠÐT .--):",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtytrc com a unt login rom88 p word r66888 usable <amount> 66 t,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
replacement_ncsu_sms_phishing_049455,9530,family_usdtferc_account_reset,"[ usdtferc.com ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ JHHMr",strong_campaign_family_repeat_exclude,ncsu_sms_phishing_035752,"【 usdtttrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,982,537.41ÙŠÐT #]#=^",SMS Phishing Dataset,wspr-ncsu/sms-phishing,usdtttrc com a unt login rom88 p word r66888 usable <amount> 41 t,accepted,accepted,Raw-available SMS-like smishing replacement accepted under strong family cap.
