id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_00025,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Citizens: We are contacting you about an Exxon-Mobil charge made with you card. Visit https://,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: exxon-mobil. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00029,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,You've got a new voice message from your insurance company http://,smishing,needs_review,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: insurance company. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high
imc25_english_smish_00040,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We have detected unusual login attempts on your account. You can avoid restrictions by visiting https:// <URL>,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: unknown. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00051,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Due to a violation of our terms and conditions, your online has been limited. To reactivate please visit: https:// <URL>",smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00063,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.",smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00111,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[USP-postal] Sorry because your delivery address is wrong, your package has been stopped, please update the address: <URL>",smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: usp-postal. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00120,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<URL>BIT-VISA-CARD:Your card has been disabled. Re-enable it at https:// <URL> to keep it intact.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00139,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<URL>:-Your Tax Return was rejected by the IRS. kindly fix this by go to https:// <URL>ine now,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00147,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Netfl1xID:<US_DRIVER_LICENSE> <NAMED_ENTITY> IS_0N ""H0ID"",Renewal-your-bill-now:// @@,<URL>",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00149,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"A payment of $200.00 has been made to Chase_Morgan credit. If you didn't authorize this, visit Https://<EMAIL_ADDRESS><URL> to cancel payment.",smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: union bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00189,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[Delivery failed, addressee unknown] Your item has been delivered to the transit warehouse. But you are not at the shipping address or you don't have a safe place to store it temporarily. Please click this link to view",smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00206,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your AMAZON account is temporarily restricted. Please confirm to restore access :// <URL> Reply STOP to opt-out,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Amazon. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00213,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[U.S.P.S] Your package has been put on hold due to an address issue, please update a valid and correct shipping address.",smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: USPS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00235,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"AM/AZON#<US_DRIVER_LICENSE> YOUR AM/AZON has been'locked',fix your-bills detailLs-now! //_<URL>",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Amazon. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00268,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"NETFlx_ID.<US_DRIVER_LICENSE> YOUR SUBSCRIPTION IS_ON ""HOID"",Renewal-your-bill-now: //-@@,<URL>",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00273,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"['Amazon: Account data access attempt from <LOCATION>, <LOCATION>. Tap link to respond.', 'Amazon: Sign-in attempt from <LOCATION>, <LOCATION>. Tap link to respond.']",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Amazon. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00311,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,🎉 Oprah's Free Summer Giveaway <URL>,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,need and greed. Named entity tag: oprah. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains emoji or decorative symbols. confidence=high"
imc25_english_smish_00334,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"ability , by central click to a ,join, whatsapp://chat/?code=FefWD5h8rsd5u4qlcZlelku",smishing,needs_review,others,English,unique,Imported from IMC25 English-only smishing corpus. Named entity tag: whatsapp. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high
imc25_english_smish_00340,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,IRS- Your IRS was put on hold to get approve now go to https:// <URL>ine now.,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00356,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hi <URL>ce to meet you.I have a female friend with a good financial. She have no time to make friends for busy work, now she want to marry a man <DATE_TIME>, if you are <DATE_TIME> to <DATE_TIME>. Reply the number '1' and Click the link to message her immediately. 👇👇👇",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: dishonesty,need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains emoji or decorative symbols. confidence=high"
imc25_english_smish_00373,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Welcome to join our βtC discussion Study Group , where you can learn to earn 500-<OTP> per day, Please click whatsapp://chat/?code=l5Ro5nXJ3EmI36gE3JZk7Taf",smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00383,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[Fansthese] NFL New 3D Hoodie You will Love! 50% OFF for <DATE_TIME>! Click here to get yours: <URL> (Type STOP to QUIT),smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: fansthese. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00486,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[Amazon ] : Your account has been locked. Verify your account before <DATE_TIME>,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Amazon. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00516,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"address , buck celebrity click to a ,join, whatsapp://chat/?code=BBI8Um-bcmbp3v5H6pu9igX f adventure , building chamber click to a ,join, whatsapp://chat/?code=BBI8Um-bcmbp3v5H6pu9igX q",smishing,needs_review,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high
imc25_english_smish_00588,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,(__coinbase__) <URL> You just got [21 b.t.c],smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: Coinbase. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: exceeds strict punctuation/symbol density. confidence=high"
imc25_english_smish_00589,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"<URL># <US_DRIVER_LICENSE> Your-SUBSCRIPTION-IS-0N ""HOID"",Renewal-your-bill-now:// @@,<URL>",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. Named entity tag: ntlfix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00598,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to in-complete personal information. Please confirm your information in the link.",smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00607,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"adjustment , bunch chair click to a ,join, whatsapp://chat/?code=Jhg4JbfHxgplRPfeSakwK y acknowledge , burn cause click to a ,join, whatsapp://chat/?code=Jhg4JbfHxgplRPfeSakwK c",smishing,needs_review,spam,English,unique,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high
imc25_english_smish_00627,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,NeTf!x_ID:<PHONE_NUMBER> Your subscript!on has-expired <URL> here to renewal your bills // @<URL>,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00633,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Congratulations! 🏆🏆🏆 You are one of the 100 users we have selected to try to win the Apple iPad Pro (<OTP>) + Magic Keyboard Receive Now ➡️➡️ <URL> Hurry up to pick up your prize today! ⏳⏳,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: apple. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains emoji or decorative symbols. confidence=high"
imc25_english_smish_00639,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"<URL># <US_DRIVER_LICENSE> Your-SUBSCRIPTION-IS-0N ""H0ID"",Renewal-your-bill-now://@@,<URL>",smishing,needs_review,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: distraction. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high
imc25_english_smish_00681,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[navyfederal-EAlert]:Due to unusual activities we have temporary locked Your DEBIT <URL>nfirm your details at,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: navy federal. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00699,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[ Netflix ] Due to a problem with your card, We are having some trouble with your current information, Please,update your billing information : <URL>",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00721,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,IRS:-Your Tax return was rejected by the IRS. kindly fix this by follow https:// <URL>ine now,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00772,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,$100 Store Credit for Finishing Quick Walmart Survey 🎁 <URL>,smishing,needs_review,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: walmart. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains emoji or decorative symbols. confidence=high
imc25_english_smish_00833,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"['<DATE_TIME> is your ID/ CODE, [PayPal]: You have an outstanding payment as of <DATE_TIME>. Pay at <URL> to proceed without verification code.', '<DATE_TIME> is your ID/ CODE, [PayPal]: You have an outstanding payment as of <DATE_TIME>. Pay at <URL> to proceed without verification code.']",smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: PayPal. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00920,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"/ -TM---Deals / Rush Hour is back, Get your golden chance to win prizes worth up to $100.00 at: <URL>p? Client_ID=101&url=//<URL> adx7V",smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00935,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,UNIONBANK<ATTENTION> All funds are on hold due to multiple fraudulent direct deposits. Remaining direct deposits will remain in pending. Visit Https://<EMAIL_ADDRESS><URL> to remove hold.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: unionbank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_00945,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<DATE_TIME> is <NAMED_ENTITY> birthday 🎂 Choose a card and gift they'll love in the app right now! <URL>,smishing,needs_review,spam,English,unique,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains emoji or decorative symbols. confidence=high
imc25_english_smish_01059,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<URL>:- Your Tax return was rejected by the IRS. kindly fix this by go to https:// <URL> now,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_01142,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"['Your lost iPhone has been connected to the internet. To locate or lock this device visit: <URL>', 'Apple Inc. Your iPhone 12 <NAMED_ENTITY> in lost mode turned on with 15% battery. Check the current location at: <URL>']",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: apple inc. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_01160,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Ne'tf!ix:<US_DRIVER_LICENSE> Your Subscr!pt!ons has_expired <URL> here to Re_new your bills //@<URL>,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_01213,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[UPS] Tracking Number 1Z74Q740663128698 Our driver can't find your address, and your package is still pending. And our driver will redeliver <DATE_TIME>. Please provide your complete address at <URL> to schedule redelivery.",smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: UPS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_01226,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear to join our βtC discussion Study Group , where you can learn to earn 600-<OTP> per day, Please click whatsapp://chat/?code=GOCVGBKOzmb0FmmQBgwddb uw",smishing,needs_review,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high
imc25_english_smish_01242,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[No. <US_BANK_NUMBER>] package was held at distribution center due to unforeseen situation please follow <URL> to check out for instruction to receive your item,smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
imc25_english_smish_01252,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[ Notification ] Update your payment details as soon as possible. We're having some trouble with your current billing information. Click link below to update your billing information :,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high | round2_english_readability_cleanup 2026-05-07: needs_review; Removed from approved set by strict English/readability cleanup; IMC25 row failed strict approval cleanup: contains dense alert/token formatting. confidence=high"
