id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_00708,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,WELLS FARGO: Validation required on your account,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: wells fargo. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05027,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Yello you have resiviled <OTP> millions,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05819,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Please complete your KYC verification process to continue using SBI YONO services. Your cooperation is highly appreciated. <URL> Thank you Please complete your KYC verification process to continue using YONO SBI services. Your cooperation is highly appreciated. <URL> Thank you,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_03341,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Applicant CHAIN REACTION CONSULTING Would like to acknowledge your time taken to apply in our organization online on Executive Placement therefore we would like to book you for an interview on <DATE_TIME>: <DATE_TIME> Time: 12:00Pm ADDRESS: 108 fox Street Johannesburg CBD (14th floor Above Nandos <LOCATION>) Position: Customer Service Consultant Dress Code: <OTP> Please bring your Cv with you For more info call Mon-Fri between 08:00am/ 16:00Pm (we are not available after hours & Weekends) Kind Regards HR <NAMED_ENTITY>,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Named entity tag: chain reaction consulting. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_07102,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DEAR HDFC USER Your A/C will be blocked <DATE_TIME>. Update your PANCARD for KYC. verify your account login with NetBanking click here <URL>,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_04723,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear consumer your electricity power will be disconnected from <DATE_TIME> at <DATE_TIME> because due to not updating your electricity bill for <DATE_TIME> kindly contact electricity office number <PHONE_NUMBER> for further details thank you.,smishing,needs_review,others,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_07198,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Join the SBET community and get rewarded! Stay updated and get GCash DEPOSIT BONUS!,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. Named entity tag: sbet. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_06099,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,SMS your 9 digits PVC code to <OTP> to know your polling unit (<LOCATION>) for the upcoming election. Service Cost <US_DRIVER_LICENSE>/SMS,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05078,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<NAMED_ENTITY>: Don't share this OTP. It will be used to make purchases on <NAMED_ENTITY>...,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: zomato. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_02694,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI User Your SBI account will be deactivated <DATE_TIME>. Please click on the Link below and update PAN number immediately,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_01417,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,this is officer <NAMED_ENTITY> with the icac internet crimes against children criminal investigation division I'm going to need you to contact me back here immediately sir!,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: icac internet crimes against children. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_06275,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,I'm at Woolworths and brought the wrong card with me! Can you please urgently send me $700 I will pay you back when I get home. BSB: 670-ACC: <OTP>,smishing,needs_review,others,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: kindness,time/urgency. Named entity tag: woolworths. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_00710,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,YOU turned Auto-Scan OFF on your device! 3 Malicious files have been found! Enable Auto-Scan now,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_03228,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your shipment requires your instructions. please click on the link below and fill out...,smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_03199,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Santander - An attempt to add <NAMED_ENTITY> as a trusted payee was successful on 29/03. If this was NOT you visit:,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Santander Bank. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_01617,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,TARGET: Your verification code is <DATE_TIME>,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Named entity tag: target. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_07190,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,eflow:3.20 EUR for your travel and expenses due to <OTP>. Please pay immediately to avoid any charges.,smishing,needs_review,others,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: eflow. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_00126,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,IRS-STATEMENT-CLAIM.pdf PDF Document - 84 <NRP>,smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: IRS. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05349,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,SBI yono user your A/C will be blocked <DATE_TIME> update PAN NUMBER for EKYC click here,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_04585,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hi siz KDF is doing replacement & I've 3 vacancies send me the details of Ken & 2 others with D+ & above.U can also get me on <UK_NHS> Maj.Ndambuki.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: kdf. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_00514,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hi <NAMED_ENTITY> I, <NAMED_ENTITY> proud <NRP> leader ask ALL my supporters: Vote <NAMED_ENTITY>. End jail deaths! Paid by Hemmerling4Sheriff Stop2End",smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: john hemmerling. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05032,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<US_DRIVER_LICENSE>: <URL>,smishing,needs_review,telecom,English,near_duplicate,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: O2. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
imc25_english_smish_00983,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,$80 Gift Card - HomeDepot Survey,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: homedepot. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_04022,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Sorry your verification has been rejected. The reason for failure is as follows: As per updated compliance standards regarding EU anti-money laundering directives you must complete the latest identity verification process to access Binance services.. Please read the FAQs and Help section on our website and retry.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Binance. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05324,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,[USPS] Package delivery has been suspended due to incomplete house numbers please modify the address online in time,smishing,needs_review,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: USPS. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05121,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI User Your SBI Netbanking will be Block <DATE_TIME> Please click on the link and update your PAN no. immediately-,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05795,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information please follow the instructions by click on link below :,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_00574,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We found Rent to Own homes near you Easy approval From $425 to 735,smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_05251,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,To validate your mobile number in CVL KRA as per SEBI guidelines. click on <URL>,smishing,needs_review,others,English,near_duplicate,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: sebi. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high
imc25_english_smish_06423,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer your electricity will be dis-connected <DATE_TIME> 10:30pm <DATE_TIME> bill not update please call electricity customer care <DATE_TIME> Thank you,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_00466,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. <URL> (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",smishing,needs_review,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: IRS. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_00351,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"If you drive around with a Twix Chocolate bar sticker on your car, Twix will pay you $700 every week. You'll receive $700 every week with no mileage restriction if you take the tag without damaging the paint. Please provide the following information to get started: Full name: Address including street & apt# city state & zip code: <OTP>/ Age To process your <DATE_TIME> payment asap. Thank Below is how the sticker will be on the Door of the driver's side",smishing,needs_review,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: twix. | round1_source_triage 2026-05-07: needs_review; IMC25 row is too short, too long, or fragmentary for direct approval. confidence=medium"
imc25_english_smish_05580,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We don't send SMSe about fund transfers. Ever. 😱,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_06019,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Thank you for your spam SMS report on <DATE_TIME> at <DATE_TIME> about [Scam message. I have no ...]. Your report helps the ACMA identify potential breaches of the spam rules.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Named entity tag: acma. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_07378,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hello do you need a part-time job? salary At least <PHONE> per day. There is no application fee. Simple steps anytime anywhere <LOCATION> phone can operate over <DATE_TIME> If you are interested in this job please contact WhatsApp:+<US_BANK_NUMBER>!,smishing,needs_review,spam,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,need and greed. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_06540,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,XXXX is the <NAMED_ENTITY> (one time password) for updating your RBL Bank Credit Card settings. DO NOT SHARE OTP <OTP> ANYONE.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: rbl bank. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_02719,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,SBI NETBANKING USER Your A/C will be blocked. By <DATE_TIME> Please Update your PANCARD Number click here link.,smishing,needs_review,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_03125,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,LINKT: You have a toll trip on <DATE_TIME> was not charged promptly. Check details via Reminder from <NAMED_ENTITY>: You have an overdue tollway bill on <DATE_TIME>. Pay NOW to save up the late fees.,smishing,needs_review,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag:  transurban,linkt. | round1_source_triage 2026-05-07: needs_review; IMC25 row lacks a clear phishing action, URL, contact hook, or account-risk lure. confidence=medium"
imc25_english_smish_04788,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link https://,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
imc25_english_smish_05697,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI user Your SBI YONO account has been blocked <DATE_TIME> please update your PAN Card Immediately by link <URL> SBI TEAM,smishing,needs_review,banking,English,near_duplicate,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: needs_review; Likely near-duplicate/campaign repetition; representative approved first. confidence=high"
