id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_04854,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Ups Delivery Notification Intended to ... Your parcel from Apple Inc destined to ... has a delivery fee of $3.91. To proceed with your delivery your invoice must be paid before <DATE_TIME>. To do so Visit ... To unsubscribe Reply STOP.,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: UPS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_14330,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,BNZ: New payment of <DATE_TIME> NZD to be deducted on <DATE_TIME>. View payment or cancel it via:,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: bnz. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03310,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Notifications Dear Customer Your Electrcllty power will be disconnect at 9:30pm as your <DATE_TIME> bill wasn't update Call us <PHONE_NUMBER> Immeditely Thank you.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00424,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dream big, invest wisely, and watch your wealth grow. <URL>",smishing,approved,spam,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_16983,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Your Apple ID has been disabled until we hear from you , Prevent this by confirming your informations at <URL>",smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: apple. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_16176,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Please note your UIF Application has been approved. please reply with following information for UIF to issue your payment, D NUMBER : NAME OF BANK: STILL UNEMPLOYED: Regards UIF <LOCATION>",smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,kindness. Named entity tag: uif gauteng. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08681,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,*IMPORTANT MESSAGE FROM COMMBANK* Your <NAMED_ENTITY> has been temporarily locked. We have done this to help protect the security of your account. To restore your access please visit your closest Commonwealth Bank branch with your ID or follow the prompts below,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: commonwealth bank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
smishx_smishing_0138,SmishX,yizhu-joy/SmishX,"We have detected unusual activity, Your P.AY.P.A.L A/c has been blocked to unblock your A/c visit <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
imc25_english_smish_15280,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Shipping Company: You have to pay KD 4 fees before <DATE_TIME> for your parcel to be shipped via the link:,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: shipping company. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15093,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Parcel: 73M102C9 to <US_BANK_NUMBER> is pending at our distribution center. Authorise delivery w/out signature + other options: <URL>,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04135,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your account has been reported as abuse the system will delete your account after <DATE_TIME> if this is wrong please log in in <URL> to appeal,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02088,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Vlad, Adventure club got items you asked https",smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_00491,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Hi, it's Emily with Venture Data, a national research firm. We'd like to include your opinion on current topics across the country. Can you answer a few questions and tell us what you think? Use the following to begin: <URL> To opt out t",smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Named entity tag: venture data. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_11006,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI user your SBI YONO Account has been blocked because please verify your PAN CARD click here to login your PAN number: <NAMED_ENTITY>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: State Bank of India. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08908,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,*NAB ALERT* Your NAB Internet Banking access has been locked due to a recent logon from an unknown device or location. To restore access: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: nab. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04363,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your <NAMED_ENTITY> for Meesho login is 10*** and is valid for <DATE_TIME>. Please DO NOT share this <NAMED_ENTITY> with anyone to keep your account safe. oBc***** Meesho,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: time/urgency. Named entity tag: meesho. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_00266,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Y.our bill for <DATE_TIME> is <URL>eived. Thank you. here is our small l.oyalty re.ward fo.r you: <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: distraction,need and greed. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_17404,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Trip cancel From : ALLAHABAD, To : ALAMBAGH,Dated: <DATE_TIME> 22:00,Schedule Time: <DATE_TIME>, Collect refund from your booking agent, Contact: <EMAIL_ADDRESS>, Toll Free No:<PHONE_NUMBER>",smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: distraction. Named entity tag: UPS. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04205,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,AusPost: Sorry! We missed you <DATE_TIME> and we will not be back to deliver your parcel. More details: <URL>,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: auspost. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03436,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI user your A/C will be suspended <URL>ease update your pan card click here link <URL> Dear SBI user your A/C will be blocked <URL>ease update your pan card click on the link <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03897,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI customer your account has been blocked due to KYC kindly contact customer care <PHONE_NUMBER> to continue your account Thank you.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07080,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Hello <NAMED_ENTITY>. We cannot answer queries via text message. Please use the Your Bank app or login to your online banking.,smishing,approved,banking,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: your bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_15559,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"<LOCATION>-Track: Your Reference number ***<OTP> is available for collection, regarding home postage kindly confirm your details here",smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: singapore-track. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02558,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear HDFC user Your HDFC A/ C has been Blocked Please Update your PAN Card Click here to login your Net Banking update PAN card <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_11511,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear A recent payment has been processed to your account. Please ensure there is sufficient cleared funds in your account before <DATE_TIME> (AEST), otherwise the item may be dishonoured and a fee may be applied to your account. No SMS reply available.",smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15088,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Royal Mail: Your package has a £2.99 shipping fee, to pay this now visit <URL>. Actions will be taken if you do not pay this fee.",smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: royal mail. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07496,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear <US_DRIVER_LICENSE> Rs.<OTP> Bonus to be credited on My11Circle. GUJ vs KOL Prize Pool - <US_BANK_NUMBER> (9.70 Cr) Entry Fees - Rs.49 Click - <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. Named entity tag: my11circle. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08883,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your HDFC Life Group Term Insurance Policy no.IFC***** has been <URL>r any queries or clarification please contact . T&C apply.,smishing,approved,banking,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: HDFC Bank. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_02456,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Alert! Dear Customer Annual Charges of Rs. 99 on your Easy Buy EMI Card No will be debited on <DATE_TIME>. Ensure your Repayment Bank A/C is funded a day prior to continue enjoying benefits of EBC Card. Refer T&Cs <URL> Team IDFC FIRST Bank,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: idfc first bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_15920,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DVLA: We have identified that you have an outstanding vehicle tax refund from an overpayment. Please visit <URL> to process.,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: dvla. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00091,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"T-Mobile: Eligible CA residents get FREE data+talk+text & a smartphone with Assurance Wireless, part of the T-Mobile family. California LifeLine is a government assistance program Restrictions apply. Visit <URL> Data rates may apply.",smishing,approved,telecom,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag:  assurance wireless,T-Mobile. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_17545,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer congratulations for Flipkart company you are second luccky win TATA NEXON car contact for <PHONE_NUMBER>,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,need and greed. Named entity tag: flipkart. | round3_7k_surplus_approval 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02240,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your SBI Yono A/c details are incomplete. To continue using our services please update them by clicking on the link <URL> NICE ENT,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02995,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer your SBI Account Y0N0 and netbanking will be block <DATE_TIME>. Please update your pan card now click here link,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02317,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear SBI yono user your account will be block <DATE_TIME>. please update your PANCARD immediately. click the link <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04200,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<NAMED_ENTITY> <URL> <NAMED_ENTITY>...,smishing,approved,wrong number,English,unique,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_05063,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your SBI Account Will Be Blocked. <DATE_TIME> please update your Pan Card Thank You,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04345,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,HI Sir Your Appointment can confirm with Frn - Dsip & Mee-ting near U Call <PHONE_NUMBER> (<NAMED_ENTITY>) BUTSPA,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Named entity tag: butspa. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
