id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
imc25_english_smish_02445,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Netflix - Two steps left and we'll take care of the rest. Complete your membership renewal here: <URL>,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Netflix. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05935,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,You must enter your details to update your package with DPC.,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: dpc. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08055,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Unusual activity on your online banking. Validate security details to avoid account suspension. <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: HSBC UK. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05462,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,LINKT: Your recent automatic top-up was declined. To prevent account closure please update your payment method.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: linkt. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03873,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your SBI Account has been suspended <DATE_TIME> please update your PAN Card Immediately via link <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03253,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Please confirm payment of <OTP> HKD as your product is awaiting delivery online at <NAMED_ENTITY>,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04757,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Due to new regulations we require you to confirm your identity via <URL> - If these steps are not completed your account may lock temporarily.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Revolut. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01093,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,FRM:398f_UPS___yThXk SUBJ:<URL> MSG :RZ8ibReG7M,smishing,approved,delivery,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: UPS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_07046,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear <US_DRIVER_LICENSE> Rs.<OTP> Bonus to be credited on My11Circle. DEL vs RAJ Prize Pool - <US_BANK_NUMBER> (9.25Cr) Entry Fees - Rs.49 Click - <URL>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: herd,need and greed. Named entity tag: my11circle. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04404,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,VistaPrint: My actual name We found a price error on your last order with us which was sent to My actual postal code. We apologize for this. Please visit: <URL> to get your money back.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: vistaprint. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02559,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your S.B.I Online BANKING account will expire <DATE_TIME> to continue services update PAN to your account click <URL> . SBNCP,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_08514,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your HSBC account has been restricted in order to safeguard your information please login to verify & update your account,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HSBC UK. | round2_english_readability_cleanup 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04134,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear User Your SBI Account will be Close <DATE_TIME> Click here on the Link To Update Your PAN CARD Number,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_01069,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"According to your usecase, you qualify to use a full policy pack for your auto for <DATE_TIME>! Tap to get: <URL> Reply Stop to OPTOUT",smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: need and greed,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00819,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Greetings from <URL>. Your order has been placed successfully and the order number is - <US_DRIVER_LICENSE>.,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Named entity tag: giftexpress.com. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04439,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear User your HDFC A/c has been suspended <DATE_TIME> please Update Your PAN Card number Click here on the link: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_06874,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,BANKOFMONREAL: (Account restricted) Please visit: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: bankofmonreal. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05056,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear_SBI CUSTOMER YOUR State_<URL>COUNT Will be CLOSE TODAY Due TO Incomplete kycUpdate YOUR PAN-NOOnline Open The Link_,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_07985,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,We have identified some unusual activity on your Online Banking. Log In via the secure link <URL> to avoid account suspension.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction,time/urgency. Named entity tag: online banking. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02458,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear User Your SBI YONO Account Will Be Close Today Click here on the Link To Update your PAN CARD Number <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00867,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Here is your receipt from Lakeside Park Assn <URL> Join loyalty program on Lakeside Park Assn: <URL>,smishing,approved,others,English,unique,Imported from IMC25 English-only smishing corpus. Named entity tag: lakeside park assn. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_08101,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Congrats! You have been selected to become Paytm KYC VIP customer. We will call you shortly with instructions. Please do not share any documents on WhatsApp.,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,distraction. Named entity tag: Paytm. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03895,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,BDO ALERT Your BDO Account is on-hold due to security purposes kindly verify here: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: bdo. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04114,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear Customer Your ElectrIcIty power will be disconnect at 9:30pm as your <DATE_TIME> bill wasn't update Call us <PHONE_NUMBER> Immeditely Thank you.,smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05758,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,From <DATE_TIME> you will not be able to use your card. You must reactivate it from: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_00749,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,REGIONSBANK - Our team locked your debit on <DATE_TIME>. Please visit : <URL> to unlock it. Reply STOP to OPT OUT,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: regions bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05007,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear Edward ""Message from [GP Practice]: If you have a health condition and need help to find or stay in work you may be eligible for the Employment Support. Sign-up: <URL> or contact your surgery""",smishing,approved,others,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: gp practice. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02839,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear customer your SBI account has been block please update pancard immediately click hear,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03377,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,BDO Advisory: Your number is on hold if your number still active. please verify here: <URL>,smishing,approved,banking,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: bdo. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_02294,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,myGov: You have an unclaimed credit of $<OTP>.00 on your ATO profile that requires more info. Click <URL> to receive payment.,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: mygov. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_05705,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DPD : Your parcel is being held at your local depot please update your details to proceed,smishing,approved,delivery,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: dpd. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04633,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,<NAMED_ENTITY> mum sorry its so late I'm stuck my phone just won't turn on for some reason im messaging from a freinds phone because i only have data. You can save this one.<PHONE_NUMBER> Message me on WhatsApp if you’ve seen this. cause I can reply with data,smishing,approved,hey mum/dad,English,unique,Imported from IMC25 English-only smishing corpus. Lure principles: kindness. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04653,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Congratulation you have been giving (<OTP>#) from (APC) fromTINUBU call MR <NAMED_ENTITY> for payment <PHONE_NUMBER>).prom code <OTP> send ur <NAMED_ENTITY>,smishing,approved,spam,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed. Named entity tag: apc tinubu. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_03094,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,You have a new pay message in your my_GOV_inbox at <URL>,smishing,approved,government,English,unique,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: gov. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
