id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
smishx_smishing_0035,SmishX,yizhu-joy/SmishX,Support#<EMAIL> / TD#(URGENT)#ID231721 / TD#ID17-Access-Locked.please follow the verification form: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0106,SmishX,yizhu-joy/SmishX,"[emailÂ protected] / (Mobile and OnIine Banking) / Unlook your account, use the blew link, <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0064,SmishX,yizhu-joy/SmishX,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn <PHONE> per day <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0129,SmishX,yizhu-joy/SmishX,/ TD / We now need to confirm some of your information: <URL> Thank You,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0228,SmishX,yizhu-joy/SmishX,bdTMxMfOic Din betalingsmetode blev afvist. Opdater nu for at undgÃ¥ suspension af tjenester: <URL> An error occurred <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0208,SmishX,yizhu-joy/SmishX,Knock Knock Txt whose there to <OTP> to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs <URL> age16 to stoptxtstop£1.50/week,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0023,SmishX,yizhu-joy/SmishX,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call <ACCT>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0237,SmishX,yizhu-joy/SmishX,"[emailÂ protected] / ""WFAlert-ID#<OTP>"" / We now need to confirm some of your information: <URL> Thank You",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0207,SmishX,yizhu-joy/SmishX,"Hi Derrick tonight 7pm, discover my Bulletproof System to boost your revenue faster in <OTP>! <URL> Optout <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0046,SmishX,yizhu-joy/SmishX,[US POSTAL] Your package is ready for delivery. Confirm your address to avoid returns: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0043,SmishX,yizhu-joy/SmishX,"/ (URGENT) CaseID#TD15 / Access-Locked. Please,Validate By clicking the following link: <URL>",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0160,SmishX,yizhu-joy/SmishX,"USPS service: Package was delayed due to incomplete door number. Reply to [ CHK ], please reconfirm your address. <URL> Please update it timely.Open link in browser",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0012,SmishX,yizhu-joy/SmishX,Sent by: D-H-L Do not reply to this message. Your parcel is lined up for delivery. Confirm the settlement in order for us to proceed with the delivery: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0041,SmishX,yizhu-joy/SmishX,USPS: We tried to delivery your parcel this morning needs your attention (3.00$ unpaid fee) and the delivery address on link: <URL> Text STOP to opt-out,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0052,SmishX,yizhu-joy/SmishX,Start your craze adventure today. Register and get your ultimate welcome package <URL> Optout: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0243,SmishX,yizhu-joy/SmishX,TD##[emailÂ protected] / (URGENT) TD#ID05121 / TD Bank#51-(URGENT) Access-Locked. Recover your access by clicking: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0150,SmishX,yizhu-joy/SmishX,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: <URL> STOP? Send STOP FRND to <OTP>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0039,SmishX,yizhu-joy/SmishX,"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : <URL> Best Regards, Paypal 9:39 AM",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0202,SmishX,yizhu-joy/SmishX,"USPS service: Package was delayed due to incomplete door number. Reply to [1], please reconfirm your address. <URL> Please update it timely.Open link in browser",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0249,SmishX,yizhu-joy/SmishX,Welcome to Paytm payment bank your re verification done successful in your wallet get <OTP> cashback click in link and login your paytm <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0178,SmishX,yizhu-joy/SmishX,In order to Track and Manage your Trade please register at your earliest. Click here to get app for iOS: <URL> Click here to get app for Android: <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0014,SmishX,yizhu-joy/SmishX,+123 Congratulations - in this week's competition draw u have won the £<OTP> prize to claim just call <ACCT> b4280703. T&Cs/stop SMS <ACCT>. Over 18 only 150ppm,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0132,SmishX,yizhu-joy/SmishX,Vdjdbd discover proven Property &Business Methods to grow your revenue in <OTP>. Starts Sat 10am! <URL> Optout <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0176,SmishX,yizhu-joy/SmishX,"rgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £<OTP>. To claim txt DIS to <OTP> 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=0; if_phone=1; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
smishx_smishing_0028,SmishX,yizhu-joy/SmishX,[emailÂ protected] / no subject / Are you interested in discreet affair? Open My Link I'll show you everything I'm live On My Website it's free join... <URL>,smishing,approved,other,English,unique,Imported from SmishX manually relabeled dataset. if_URL=1; if_phone=0; if_email=0. | round1_source_triage 2026-05-07: approved; SmishX high-confidence SMS-like phishing row from manually relabeled source. confidence=high
