cluster_signature,cluster_size,id,source_name,review_status,message_clean
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt,21,ncsu_sms_phishing_016424,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT ("
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt,21,ncsu_sms_phishing_016425,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT #"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt,21,ncsu_sms_phishing_016426,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT &"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt,21,ncsu_sms_phishing_016427,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT *"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt placeholder,21,ncsu_sms_phishing_016436,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT (~~<PHONE>"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt placeholder,21,ncsu_sms_phishing_016437,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT /~~<PHONE>"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt placeholder,21,ncsu_sms_phishing_016446,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT :~~<PHONE>"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt placeholder,21,ncsu_sms_phishing_016481,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT %~~<PHONE>"
your usdtcoin access placeholder username mak88 login code placeholder balance number number number number usdt placeholder,21,ncsu_sms_phishing_016484,SMS Phishing Dataset,candidate,"Your USDTCOIN Access [ <URL> ] Username:Mak88 Login code:<OTP> Balance:1,654,293.49 USDT 】~~<PHONE>"
new cntd l0gin placeholder username rom88 word r66888 all number number number,21,ncsu_sms_phishing_017932,SMS Phishing Dataset,candidate,"New CNTD L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:6,834,632.28ÙŠÐТ 【"
new cntd l0gin placeholder username rom88 word r66888 all number number number,21,ncsu_sms_phishing_017934,SMS Phishing Dataset,candidate,"New CNTD L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:6,834,632.28ÙŠÐТ ]"
new cntd l0gin placeholder username rom88 word r66888 all number number number,21,ncsu_sms_phishing_017935,SMS Phishing Dataset,candidate,"New CNTD L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:6,834,632.28ÙŠÐТ 】"
new cntd l0gin placeholder username rom88 word r66888 all number number number,21,ncsu_sms_phishing_017936,SMS Phishing Dataset,candidate,"New CNTD L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:6,834,632.28ÙŠÐТ }"
new cntd l0gin placeholder username rom88 word r66888 all number number number,21,ncsu_sms_phishing_017937,SMS Phishing Dataset,candidate,"New CNTD L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:6,834,632.28ÙŠÐТ #"
new c0in l0gin placeholder username rom88 word r66888 ba1ance number number number 24usdc,20,ncsu_sms_phishing_029691,SMS Phishing Dataset,candidate,"New C0in L0gin|| <URL> || Username: Rom88 P***word: R66888 Ba1ance:3,816,765.24USDC /*:[@"
new c0in l0gin placeholder username rom88 word r66888 ba1ance number number number 24usdc,20,ncsu_sms_phishing_029692,SMS Phishing Dataset,candidate,"New C0in L0gin|| <URL> || Username: Rom88 P***word: R66888 Ba1ance:3,816,765.24USDC :%,}:"
new c0in l0gin placeholder username rom88 word r66888 ba1ance number number number 24usdc,20,ncsu_sms_phishing_029727,SMS Phishing Dataset,candidate,"New C0in L0gin|| <URL> || Username: Rom88 P***word: R66888 Ba1ance:3,816,765.24USDC {{,!&"
new c0in l0gin placeholder username rom88 word r66888 ba1ance number number number 24usdc,20,ncsu_sms_phishing_029728,SMS Phishing Dataset,candidate,"New C0in L0gin|| <URL> || Username: Rom88 P***word: R66888 Ba1ance:3,816,765.24USDC *%:.!"
new c0in l0gin placeholder username rom88 word r66888 ba1ance number number number 24usdc,20,ncsu_sms_phishing_029740,SMS Phishing Dataset,candidate,"New C0in L0gin|| <URL> || Username: Rom88 P***word: R66888 Ba1ance:3,816,765.24USDC (},(("
new bitoim l0gin placeholder username rom88 word r66888 ba1ance number number number email protected,19,ncsu_sms_phishing_024829,SMS Phishing Dataset,candidate,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ .})[email protected]"
new bitoim l0gin placeholder username rom88 word r66888 ba1ance number number number email protected,19,ncsu_sms_phishing_024861,SMS Phishing Dataset,candidate,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ [email protected]}%*"
new bitoim l0gin placeholder username rom88 word r66888 ba1ance number number number email protected,19,ncsu_sms_phishing_024867,SMS Phishing Dataset,candidate,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ [email protected]}[%"
new bitoim l0gin placeholder username rom88 word r66888 ba1ance number number number email protected,19,ncsu_sms_phishing_024879,SMS Phishing Dataset,candidate,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ [email protected]*"
new bitoim l0gin placeholder username rom88 word r66888 ba1ance number number number email protected,19,ncsu_sms_phishing_025011,SMS Phishing Dataset,candidate,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ -!{[email protected]"
new ijgf l0gin placeholder username rom88 word r66888 all number number number email protected,17,ncsu_sms_phishing_019021,SMS Phishing Dataset,candidate,"New IJGF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,830,529.43ÙŠÐТ :[email protected]/}"
new ijgf l0gin placeholder username rom88 word r66888 all number number number email protected,17,ncsu_sms_phishing_019148,SMS Phishing Dataset,candidate,"New IJGF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,830,529.43ÙŠÐТ @#[email protected]"
new ijgf l0gin placeholder username rom88 word r66888 all number number number email protected,17,ncsu_sms_phishing_019341,SMS Phishing Dataset,candidate,"New IJGF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,830,529.43ÙŠÐТ %^*[email protected]"
new ijgf l0gin placeholder username rom88 word r66888 all number number number email protected,17,ncsu_sms_phishing_019559,SMS Phishing Dataset,candidate,"New IJGF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,830,529.43ÙŠÐТ &[email protected]:@"
new ijgf l0gin placeholder username rom88 word r66888 all number number number email protected,17,ncsu_sms_phishing_019802,SMS Phishing Dataset,candidate,"New IJGF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,830,529.43ÙŠÐТ [email protected]}(["
newcoin l0gin placeholder email protected rom88 word r66888 ba1ance number number number number,16,ncsu_sms_phishing_024337,SMS Phishing Dataset,candidate,"NewCoin L0gin|| <URL> || [email protected]:Rom88 P***word:R66888 Ba1ance:3,863,852.69 ÙŠÐТ 【【/.【"
newcoin l0gin placeholder email protected rom88 word r66888 ba1ance number number number number,16,ncsu_sms_phishing_024359,SMS Phishing Dataset,candidate,"NewCoin L0gin|| <URL> || [email protected]:Rom88 P***word:R66888 Ba1ance:3,724,661.29 ÙŠÐТ {)#@/"
newcoin l0gin placeholder email protected rom88 word r66888 ba1ance number number number number,16,ncsu_sms_phishing_024361,SMS Phishing Dataset,candidate,"NewCoin L0gin|| <URL> || [email protected]:Rom88 P***word:R66888 Ba1ance:3,724,661.29 ÙŠÐТ {*【*】"
newcoin l0gin placeholder email protected rom88 word r66888 ba1ance number number number number,16,ncsu_sms_phishing_024365,SMS Phishing Dataset,candidate,"NewCoin L0gin|| <URL> || [email protected]:Rom88 P***word:R66888 Ba1ance:3,724,661.29 ÙŠÐТ !,("
newcoin l0gin placeholder email protected rom88 word r66888 ba1ance number number number number,16,ncsu_sms_phishing_024366,SMS Phishing Dataset,candidate,"NewCoin L0gin|| <URL> || [email protected]:Rom88 P***word:R66888 Ba1ance:3,724,661.29 ÙŠÐТ !,(}="
blnance have frozen your online dashboard due failed login attempts from new device reinstate click here verify binance,14,ncsu_sms_phishing_009891,SMS Phishing Dataset,candidate,"[BlNANCE] We have frozen your online dashboard due to failed login attempts from a new device. To reinstate, click here: verify-binance.info (M1)"
blnance have frozen your online dashboard due failed login attempts from new device reinstate click here verify binance,14,ncsu_sms_phishing_009892,SMS Phishing Dataset,candidate,"[BlNANCE] We have frozen your online dashboard due to failed login attempts from a new device. To reinstate, click here: verify-binance.info (E1)"
blnance have frozen your online dashboard due failed login attempts from new device reinstate click here verify binance,14,ncsu_sms_phishing_009893,SMS Phishing Dataset,candidate,"[BlNANCE] We have frozen your online dashboard due to failed login attempts from a new device. To reinstate, click here: verify-binance.info (V)"
blnance have frozen your online dashboard due failed login attempts from new device reinstate click here verify binance,14,ncsu_sms_phishing_009894,SMS Phishing Dataset,candidate,"[BlNANCE] We have frozen your online dashboard due to failed login attempts from a new device. To reinstate, click here: verify-binance.info (M)"
blnance have frozen your online dashboard due failed login attempts from new device reinstate click here verify binance,14,ncsu_sms_phishing_009895,SMS Phishing Dataset,candidate,"[BlNANCE] We have frozen your online dashboard due to failed login attempts from a new device. To reinstate, click here: verify-binance.info (G)"
number number placeholder number number number you pay sam jeff number usd not you click here cancel placeholder,14,ncsu_sms_phishing_030435,SMS Phishing Dataset,candidate,/ 4/24/<OTP> 7:04:16 PM / You pay sam jeff $500 USD if it's not you click here to cancel <URL>
number number placeholder number number number you pay sam jeff number usd not you click here cancel placeholder,14,ncsu_sms_phishing_030436,SMS Phishing Dataset,candidate,/ 4/24/<OTP> 7:04:22 PM / You pay sam jeff $500 USD if it's not you click here to cancel <URL>
number number placeholder number number number you pay sam jeff number usd not you click here cancel placeholder,14,ncsu_sms_phishing_030556,SMS Phishing Dataset,candidate,/ 4/24/<OTP> 7:02:25 PM / You pay sam jeff $500 USD if it's not you click here to cancel <URL>
number number placeholder number number number you pay sam jeff number usd not you click here cancel placeholder,14,ncsu_sms_phishing_030559,SMS Phishing Dataset,candidate,/ 4/24/<OTP> 7:09:59 PM / You pay sam jeff $500 USD if it's not you click here to cancel <URL>
number number placeholder number number number you pay sam jeff number usd not you click here cancel placeholder,14,ncsu_sms_phishing_030560,SMS Phishing Dataset,candidate,/ 4/24/<OTP> 7:10:06 PM / You pay sam jeff $500 USD if it's not you click here to cancel <URL>
new kerc l0gin placeholder you login code placeholder total number number number email protected,13,ncsu_sms_phishing_032309,SMS Phishing Dataset,candidate,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ 【[[email protected]]"
new kerc l0gin placeholder you login code placeholder total number number number email protected,13,ncsu_sms_phishing_032442,SMS Phishing Dataset,candidate,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ {[email protected](*"
new kerc l0gin placeholder you login code placeholder total number number number email protected,13,ncsu_sms_phishing_032661,SMS Phishing Dataset,candidate,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ [email protected]*/【"
new kerc l0gin placeholder you login code placeholder total number number number email protected,13,ncsu_sms_phishing_032957,SMS Phishing Dataset,candidate,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ ([email protected]"
new kerc l0gin placeholder you login code placeholder total number number number email protected,13,ncsu_sms_phishing_033512,SMS Phishing Dataset,candidate,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ [email protected]^}"
placeholder you temporary l0gin code placeholder ba1ance number number number number,13,ncsu_sms_phishing_037767,SMS Phishing Dataset,candidate,"/ <URL> / You temporary L0gin code:<OTP>, Ba1ance: 3,951,566.85 Ù.S.Ð.Т *.%#@"
placeholder you temporary l0gin code placeholder ba1ance number number number number,13,ncsu_sms_phishing_037768,SMS Phishing Dataset,candidate,"/ <URL> / You temporary L0gin code:<OTP>, Ba1ance: 3,951,566.85 Ù.S.Ð.Т 】【/[*"
placeholder you temporary l0gin code placeholder ba1ance number number number number,13,ncsu_sms_phishing_037769,SMS Phishing Dataset,candidate,"/ <URL> / You temporary L0gin code:<OTP>, Ba1ance: 3,951,566.85 Ù.S.Ð.Т ,/(,/"
placeholder you temporary l0gin code placeholder ba1ance number number number number,13,ncsu_sms_phishing_037770,SMS Phishing Dataset,candidate,"/ <URL> / You temporary L0gin code:<OTP>, Ba1ance: 3,951,566.85 Ù.S.Ð.Т ],@&*"
placeholder you temporary l0gin code placeholder ba1ance number number number number,13,ncsu_sms_phishing_037774,SMS Phishing Dataset,candidate,"/ <URL> / You temporary L0gin code:<OTP>, Ba1ance: 3,951,566.85 Ù.S.Ð.Т =)-【{"
placeholder ount login rom88 word r66888 avai1lable number number number number,13,ncsu_sms_phishing_038630,SMS Phishing Dataset,candidate,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19 ÙŠÐТ @@{{{"
placeholder ount login rom88 word r66888 avai1lable number number number number,13,ncsu_sms_phishing_038636,SMS Phishing Dataset,candidate,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19 ÙŠÐТ (-&-]"
placeholder ount login rom88 word r66888 avai1lable number number number number,13,ncsu_sms_phishing_038637,SMS Phishing Dataset,candidate,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19 ÙŠÐТ &】//["
placeholder ount login rom88 word r66888 avai1lable number number number number,13,ncsu_sms_phishing_038639,SMS Phishing Dataset,candidate,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19 ÙŠÐТ !.^{."
placeholder ount login rom88 word r66888 avai1lable number number number number,13,ncsu_sms_phishing_038640,SMS Phishing Dataset,candidate,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19 ÙŠÐТ )^"
new mzya l0gin placeholder username rom88 word r66888 all number number number email protected,12,ncsu_sms_phishing_023084,SMS Phishing Dataset,candidate,"New MZYA L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,836,627.32ÙŠÐТ )】[email protected]"
new mzya l0gin placeholder username rom88 word r66888 all number number number email protected,12,ncsu_sms_phishing_023276,SMS Phishing Dataset,candidate,"New MZYA L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,836,627.32ÙŠÐТ &%{[email protected]"
new mzya l0gin placeholder username rom88 word r66888 all number number number email protected,12,ncsu_sms_phishing_023318,SMS Phishing Dataset,candidate,"New MZYA L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,836,627.32ÙŠÐТ .#:[email protected]"
new mzya l0gin placeholder username rom88 word r66888 all number number number email protected,12,ncsu_sms_phishing_023331,SMS Phishing Dataset,candidate,"New MZYA L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,836,627.32ÙŠÐТ ]@%[email protected]"
new mzya l0gin placeholder username rom88 word r66888 all number number number email protected,12,ncsu_sms_phishing_023473,SMS Phishing Dataset,candidate,"New MZYA L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,836,627.32ÙŠÐТ ]=*[email protected]"
ihre voiksbank app ist abgelaufen klicken sie hier reaktivieren placeholder,11,ncsu_sms_phishing_000858,SMS Phishing Dataset,candidate,"Ihre VoIksbank ID App ist abgelaufen. Klicken Sie hier, um es zu reaktivieren: <URL> (N)"
ihre voiksbank app ist abgelaufen klicken sie hier reaktivieren placeholder,11,ncsu_sms_phishing_000859,SMS Phishing Dataset,candidate,"Ihre VoIksbank ID App ist abgelaufen. Klicken Sie hier, um es zu reaktivieren: <URL> (H)"
ihre voiksbank app ist abgelaufen klicken sie hier reaktivieren placeholder,11,ncsu_sms_phishing_000860,SMS Phishing Dataset,candidate,"Ihre VoIksbank ID App ist abgelaufen. Klicken Sie hier, um es zu reaktivieren: <URL> (F1)"
ihre voiksbank app ist abgelaufen klicken sie hier reaktivieren placeholder,11,ncsu_sms_phishing_000861,SMS Phishing Dataset,candidate,"Ihre VoIksbank ID App ist abgelaufen. Klicken Sie hier, um es zu reaktivieren: <URL> (W)"
ihre voiksbank app ist abgelaufen klicken sie hier reaktivieren placeholder,11,ncsu_sms_phishing_000870,SMS Phishing Dataset,candidate,"Ihre VoIksbank ID App ist abgelaufen. Klicken Sie hier, um es zu reaktivieren: <URL> (F)"
new dhny l0gin placeholder username rom88 word r66888 all number number number email protected,11,ncsu_sms_phishing_019404,SMS Phishing Dataset,candidate,"New DHNY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,988,034.50ÙŠÐТ ##[email protected]"
new dhny l0gin placeholder username rom88 word r66888 all number number number email protected,11,ncsu_sms_phishing_019634,SMS Phishing Dataset,candidate,"New DHNY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,988,034.50ÙŠÐТ 】[email protected]}#"
new dhny l0gin placeholder username rom88 word r66888 all number number number email protected,11,ncsu_sms_phishing_019809,SMS Phishing Dataset,candidate,"New DHNY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,988,034.50ÙŠÐТ [email protected]="
new dhny l0gin placeholder username rom88 word r66888 all number number number email protected,11,ncsu_sms_phishing_019829,SMS Phishing Dataset,candidate,"New DHNY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,988,034.50ÙŠÐТ @*{[email protected]"
new dhny l0gin placeholder username rom88 word r66888 all number number number email protected,11,ncsu_sms_phishing_019968,SMS Phishing Dataset,candidate,"New DHNY L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,988,034.50ÙŠÐТ ,[email protected](}"
new vtrc l0gin placeholder you login code placeholder total number number number email protected,11,ncsu_sms_phishing_032774,SMS Phishing Dataset,candidate,"New VTRC L0gin || <URL> || You Login code: <OTP> Total: 3,880,037.54ÙŠÐТ [email protected]/(:"
new vtrc l0gin placeholder you login code placeholder total number number number email protected,11,ncsu_sms_phishing_032968,SMS Phishing Dataset,candidate,"New VTRC L0gin || <URL> || You Login code: <OTP> Total: 3,880,037.54ÙŠÐТ %%[email protected]["
new vtrc l0gin placeholder you login code placeholder total number number number email protected,11,ncsu_sms_phishing_033058,SMS Phishing Dataset,candidate,"New VTRC L0gin || <URL> || You Login code: <OTP> Total: 3,880,037.54ÙŠÐТ *[email protected]/【"
new vtrc l0gin placeholder you login code placeholder total number number number email protected,11,ncsu_sms_phishing_033247,SMS Phishing Dataset,candidate,"New VTRC L0gin || <URL> || You Login code: <OTP> Total: 3,880,037.54ÙŠÐТ ([email protected]*{"
new vtrc l0gin placeholder you login code placeholder total number number number email protected,11,ncsu_sms_phishing_033309,SMS Phishing Dataset,candidate,"New VTRC L0gin || <URL> || You Login code: <OTP> Total: 3,880,037.54ÙŠÐТ (*[email protected]("
new coin l0gin placeholder username rom88 word r66888 ba1ance placeholder,10,ncsu_sms_phishing_017926,SMS Phishing Dataset,candidate,New Coin L0gin || <URL> || Username:Rom88 P***word:R66888 Ba1ance:<PHONE> ÙŠÐТ )
new coin l0gin placeholder username rom88 word r66888 ba1ance placeholder,10,ncsu_sms_phishing_017927,SMS Phishing Dataset,candidate,"New Coin L0gin || <URL> || Username:Rom88 P***word:R66888 Ba1ance:<PHONE> ÙŠÐТ ,"
new coin l0gin placeholder username rom88 word r66888 ba1ance placeholder,10,ncsu_sms_phishing_017929,SMS Phishing Dataset,candidate,New Coin L0gin || <URL> || Username:Rom88 P***word:R66888 Ba1ance:<PHONE> Ã™Å Ã�Ğ¢ &
new coin l0gin placeholder username rom88 word r66888 ba1ance placeholder,10,ncsu_sms_phishing_017930,SMS Phishing Dataset,candidate,New Coin L0gin || <URL> || Username:Rom88 P***word:R66888 Ba1ance:<PHONE> Ã™Å Ã�Ğ¢ ^
new coin l0gin placeholder username rom88 word r66888 ba1ance placeholder,10,ncsu_sms_phishing_031601,SMS Phishing Dataset,candidate,New Coin L0gin || <URL> || Username:Rom88 P***word:R66888 Ba1ance:<PHONE> Ã™Å Ã�Ğ¢ }
placeholder account login rom88 word r66888 available number number number,10,ncsu_sms_phishing_032527,SMS Phishing Dataset,candidate,"（ <URL> ）Account Login:Rom88 P***word:R66888 Available:3,891,660.48ÙŠÐТ ^]]%#"
placeholder account login rom88 word r66888 available number number number,10,ncsu_sms_phishing_032531,SMS Phishing Dataset,candidate,"（ <URL> ） Account Login:Rom88 P***word:R66888 Available:3,965,419.66ÙŠÐТ )),=-"
placeholder account login rom88 word r66888 available number number number,10,ncsu_sms_phishing_032532,SMS Phishing Dataset,candidate,"（ <URL> ） Account Login:Rom88 P***word:R66888 Available:3,965,419.66ÙŠÐТ ![((."
placeholder account login rom88 word r66888 available number number number,10,ncsu_sms_phishing_032535,SMS Phishing Dataset,candidate,"（ <URL> ）Account Login:Rom88 P***word:R66888 Available:3,891,660.48ÙŠÐТ ]{).#"
placeholder account login rom88 word r66888 available number number number,10,ncsu_sms_phishing_032559,SMS Phishing Dataset,candidate,"（ <URL> ）Account Login:Rom88 P***word:R66888 Available:3,891,660.48ÙŠÐТ =})*/"
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,9,ncsu_sms_phishing_003580,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:4
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,9,ncsu_sms_phishing_003581,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:3
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,9,ncsu_sms_phishing_003582,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:1
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,9,ncsu_sms_phishing_003583,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:2
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,9,ncsu_sms_phishing_003584,SMS Phishing Dataset,candidate,S PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:1
votre produit achet recevez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_005885,SMS Phishing Dataset,candidate,"Votre produit a été acheté, recevez votre argent : shortbit.us/6I8wM"
votre produit achet recevez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_005886,SMS Phishing Dataset,candidate,"Votre produit a été acheté, recevez votre argent : shortbit.us/6I8wM (P)"
votre produit achet recevez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_005887,SMS Phishing Dataset,candidate,"Votre produit a été acheté, recevez votre argent : shortbit.us/6I8wM (S)"
votre produit achet recevez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_005888,SMS Phishing Dataset,candidate,"Votre produit a été acheté, recevez votre argent : shortbit.us/6I8wM (H1)"
votre produit achet recevez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_005889,SMS Phishing Dataset,candidate,"Votre produit a t achet, recevez votre argent : shortbit.us/6I8wM (A)"
vos biens ont achet prenez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_007305,SMS Phishing Dataset,candidate,"Vos biens ont été achetés, prenez votre argent : shortbit.us/6I8wM (V)"
vos biens ont achet prenez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_007307,SMS Phishing Dataset,candidate,"Vos biens ont été achetés, prenez votre argent : shortbit.us/6I8wM (S)"
vos biens ont achet prenez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_007308,SMS Phishing Dataset,candidate,"Vos biens ont été achetés, prenez votre argent : shortbit.us/6I8wM (G)"
vos biens ont achet prenez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_007310,SMS Phishing Dataset,candidate,"Vos biens ont été achetés, prenez votre argent : shortbit.us/6I8wM (A1)"
vos biens ont achet prenez votre argent shortbit 6i8wm,9,ncsu_sms_phishing_007315,SMS Phishing Dataset,candidate,"Vos biens ont été achetés, prenez votre argent : shortbit.us/6I8wM (P3)"
new device has been registered for mobile banking this was not you please cancel with the link below,9,ncsu_sms_phishing_008123,SMS Phishing Dataset,candidate,A new device has been registered for mobile banking if this was not you please cancel with the link below: <URL> (E)
new device has been registered for mobile banking this was not you please cancel with the link below,9,ncsu_sms_phishing_008124,SMS Phishing Dataset,candidate,A new device has been registered for mobile banking if this was not you please cancel with the link below: <URL> (A5)
new device has been registered for mobile banking this was not you please cancel with the link below,9,ncsu_sms_phishing_008125,SMS Phishing Dataset,candidate,A new device has been registered for mobile banking if this was not you please cancel with the link below: <URL> (Q3)
new device has been registered for mobile banking this was not you please cancel with the link below,9,ncsu_sms_phishing_008126,SMS Phishing Dataset,candidate,A new device has been registered for mobile banking if this was not you please cancel with the link below: <URL> (X)
new device has been registered for mobile banking this was not you please cancel with the link below,9,ncsu_sms_phishing_008127,SMS Phishing Dataset,candidate,A new device has been registered for mobile banking if this was not you please cancel with the link below: <URL> route:1
new vhjf l0gin placeholder username rom88 word r66888 all number number number email protected,9,ncsu_sms_phishing_018073,SMS Phishing Dataset,candidate,"New VHJF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,952,438.22ÙŠÐТ [email protected]*#"
new vhjf l0gin placeholder username rom88 word r66888 all number number number email protected,9,ncsu_sms_phishing_018111,SMS Phishing Dataset,candidate,"New VHJF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,952,438.22ÙŠÐТ ^#[email protected]"
new vhjf l0gin placeholder username rom88 word r66888 all number number number email protected,9,ncsu_sms_phishing_018173,SMS Phishing Dataset,candidate,"New VHJF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,952,438.22ÙŠÐТ [email protected]*】)"
new vhjf l0gin placeholder username rom88 word r66888 all number number number email protected,9,ncsu_sms_phishing_018502,SMS Phishing Dataset,candidate,"New VHJF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,952,438.22ÙŠÐТ =【)[email protected]"
new vhjf l0gin placeholder username rom88 word r66888 all number number number email protected,9,ncsu_sms_phishing_018643,SMS Phishing Dataset,candidate,"New VHJF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,952,438.22ÙŠÐТ 【&[email protected]="
new rzjm l0gin placeholder username rom88 word r66888 all number number number,9,ncsu_sms_phishing_018526,SMS Phishing Dataset,candidate,"New RZJM L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,891,431.51ÙŠÐТ ]:&*]"
new rzjm l0gin placeholder username rom88 word r66888 all number number number,9,ncsu_sms_phishing_018527,SMS Phishing Dataset,candidate,"New RZJM L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,891,431.51ÙŠÐТ [%-%("
