id,source_name,dataset_name,message_clean,label,review_status,scam_category,language,duplicate_status,reviewer_notes
ncsu_sms_phishing_032824,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New KERC L0gin || <URL> || You Login code: <OTP> Total: 3,936,438.26ÙŠÐТ :@=*:",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=32823; objectID=6449bc6b92600b2f408de989; sender=+16289990610; timestamp=1682522755.0; error_in_time=0.0.
ncsu_sms_phishing_019597,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New XIKG L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,891,426.37ÙŠÐТ ./*]{",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=19596; objectID=642b86dfa632547af5bd4633; sender=+176370321; timestamp=1680390933.0; error_in_time=0.0.
ncsu_sms_phishing_010124,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Post Office: Your shipping add-ress is incorrect and the pack-age can not be delivered, pls click: <URL>",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=10123; objectID=634f21f12420e772a4770e8d; sender=+18023991667; timestamp=1666154982.0; error_in_time=120.0.
ncsu_sms_phishing_055117,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,487.35 ~~~~ NPWna",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=55116; objectID=645dd7145f6f08f5e17c3f48; sender=+62884; timestamp=1683843328.0; error_in_time=0.0.
ncsu_sms_phishing_064295,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ YZVOgn",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=64294; objectID=6463040b60018e30e80185bd; sender=+16262174980; timestamp=1684235431.0; error_in_time=60.0.
ncsu_sms_phishing_052647,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,695.28~~~ WGhS",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=52646; objectID=645cbd7f0f0e843e857225e1; sender=+16263224373; timestamp=1683773115.0; error_in_time=0.0.
ncsu_sms_phishing_044761,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99 {*(**",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=44760; objectID=64531aca149ea726dbdef059; sender=+1818355XXXX; timestamp=1683192451.0; error_in_time=120.0.
ncsu_sms_phishing_027995,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXM L0gin || <URL> || You Login code: <OTP> Total: 3,853,40.73ÙŠÐТ .#(!-",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=27994; objectID=64449224c9789050fd64a7b3; sender=+16289992825; timestamp=1682185046.0; error_in_time=0.0.
ncsu_sms_phishing_057294,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,487.35 ~~~~ UBnoT",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=57293; objectID=645ef051c7361432779e9c7e; sender=+19095283770; timestamp=1683910071.0; error_in_time=0.0.
ncsu_sms_phishing_041125,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remainingvalue 3,852,287.99 &=-【]",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=41124; objectID=6450fb4839b30d1fdbfab260; sender=+1818355XXXX; timestamp=1683052773.0; error_in_time=120.0.
ncsu_sms_phishing_029544,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXM L0gin || <URL> || You Login code: <OTP> Total: 3,853,40.73ÙŠÐТ #%:}=",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=29543; objectID=6446543ad04ffe177bb18c1b; sender=+16289990610; timestamp=1682303735.0; error_in_time=0.0.
ncsu_sms_phishing_022349,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New KTRC L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,862,139.29ÙŠÐТ .{/&]",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=22348; objectID=642f962ce9a5ce2965eada32; sender=+16289992825; timestamp=1680814892.0; error_in_time=0.0.
ncsu_sms_phishing_056881,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,487.35 ~~~~ tnmUZ",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=56880; objectID=645eb7e97af95180264ae412; sender=+19095283770; timestamp=1683899065.0; error_in_time=0.0.
ncsu_sms_phishing_024159,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New MZYA L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,836,627.32ÙŠÐТ ]-{@{",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=24158; objectID=64344f53864d7c08d6c273c5; sender=unknown; timestamp=1681123752.0; error_in_time=0.0.
ncsu_sms_phishing_032212,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New CFJB L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,835,254.70ÙŠÐТ **%@}",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=32211; objectID=6449627ccd9155d00e5e4253; sender=+16289992825; timestamp=1682554725.0; error_in_time=120.0.
ncsu_sms_phishing_058172,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New COIN~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ tFaZV",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=58171; objectID=646041a1ff6c498ffe803904; sender=unknown; timestamp=1684004987.0; error_in_time=0.0.
ncsu_sms_phishing_061517,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ nqhtMy",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=61516; objectID=6461e6a8813fc2471743f528; sender=+16262174980; timestamp=1684160524.0; error_in_time=120.0.
ncsu_sms_phishing_018619,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New KMGZ L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,837,506.78ÙŠÐТ ^[&]}",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=18618; objectID=642ac03f0bfc70db5d3fd5e2; sender=+16269052691; timestamp=1680497283.0; error_in_time=0.0.
ncsu_sms_phishing_061853,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ FjTizu",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=61852; objectID=646203863e5a6ee47aecf898; sender=+16262174980; timestamp=1684119698.0; error_in_time=0.0.
ncsu_sms_phishing_034554,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,891,660.48ÙŠÐТ )^^*:",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=34553; objectID=644ab3fad87b17ddcdbb9306; sender=+16289992825; timestamp=1682641363.0; error_in_time=120.0.
ncsu_sms_phishing_025002,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ -!{",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=25001; objectID=643fd7ccb68d5524dff74a09; sender=+40731882341; timestamp=1681929037.0; error_in_time=120.0.
ncsu_sms_phishing_052697,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,695.28~~~ kEae",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=52696; objectID=645cd50c9834c791a61e0056; sender=+626322; timestamp=1683828697.0; error_in_time=120.0.
ncsu_sms_phishing_025355,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New Bitoim L0gin : 【 <URL> 】 Username:Rom88 P***word:R66888 Ba1ance: 3,926,850.62ÙŠÐТ -:",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=25354; objectID=64402d8ba9095316860e1e4d; sender=+17869128933; timestamp=1681901942.0; error_in_time=0.0.
ncsu_sms_phishing_064202,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New TRXE~Login || <URL> || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ JnOdDy",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=64201; objectID=646300a98b26d11c11ea396e; sender=+908502125736; timestamp=1684181928.0; error_in_time=0.0.
ncsu_sms_phishing_050641,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ^=]{:",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=50640; objectID=64597b4aab51e18ba9e9029b; sender=+18183553102; timestamp=1683265011.0; error_in_time=172800.0.
ncsu_sms_phishing_039401,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19ÙŠÐТ }^[#(",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=39400; objectID=644f72515e2a1aa9ed36ebb9; sender=unknown; timestamp=1682902292.0; error_in_time=0.0.
ncsu_sms_phishing_052145,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"【 <URL> 】 Ac***nt Login:Rom88 P****ord:R66888 Usa1ble:3,983,695.28~~~ qhlV",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=52144; objectID=645c315d2f265896914fc68b; sender=+16263224373; timestamp=1683737823.0; error_in_time=0.0.
ncsu_sms_phishing_041291,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: LV#288 remaining value 3,852,287.99 ##*&{",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=41290; objectID=6451214793e98bd992757f28; sender=+18183553102; timestamp=1683062320.0; error_in_time=120.0.
ncsu_sms_phishing_040614,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"( <URL> )A**ount Login:Rom88 P***word:R66888 Avai1lable:3,882,406.19ÙŠÐТ @[.#【",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=40613; objectID=6450538585b402ecbe12eaee; sender=unknown; timestamp=1682958636.0; error_in_time=0.0.
ncsu_sms_phishing_019371,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"New IJGF L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,830,529.43ÙŠÐТ }:】#%",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=19370; objectID=642b6908e1c239a027ff1d36; sender=+16289992825; timestamp=1680535393.0; error_in_time=0.0.
ncsu_sms_phishing_036153,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,875,423.51ÙŠÐТ ).*&&",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=36152; objectID=644c0b1ba58d80d06ea91ea5; sender=+19175258211; timestamp=1682680061.0; error_in_time=0.0.
ncsu_sms_phishing_056019,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"[ <URL> ] Dear Lisa, the account has been reset for you, the new login code: <OTP> remaining value 3,834,887.11 ~~~ LDFQf",smishing,candidate,other,unknown,unique,Imported from wspr-ncsu/sms-phishing all-positive phishing corpus. messageID=56018; objectID=645e639a7a06f65f49d4d6b0; sender=unknown; timestamp=1683877614.0; error_in_time=0.0.
