record_id,screenshot_file,source,visible_date_label,cleaned_text,redactions_applied,notes
359,analysisdataset (2).csv,Oprah,"12/21/2022, 07:24:08",FRM:|Voucher#VX832774| <URL> MSG:Oprah is doing her biggest giveawayl Voucher#VX832774,<URL>,
360,analysisdataset (2).csv,Netflix,"12/21/2022, 07:26:01","NETFLIX REMINDER. Frm:Neftlix MSG: We couldn't process the October NETFLIX monthly payment, and the account is under temporary locked, Kindly update your billing information at: <URL> to regain full access to your account and avoid any restrictions. NET-<PHONE> Stop.SMS rates may apply October-membership.",<URL>; <PHONE>,
361,analysisdataset (2).csv,Oprah,"12/21/2022, 07:26:53",FRM:<URL> (sms_ID=VRWDSAD614) MSG:Oprah's Biggest Give Away Ever! (sms_ID=VRWDSAD614),<URL>,
362,analysisdataset (2).csv,Phone Number,"12/21/2022, 07:27:32",Your Wife will Love Your Boner <URL>,<URL>,
363,analysisdataset (2).csv,Oprah,"12/21/2022, 07:27:33",FRM:<URL> (Voucher#CIGS97) MSG:Were Announcing Oprah's Latest Natural Flavor Dietary Candy Give Away (Voucher#CIGS97),<URL>,
364,analysisdataset (2).csv,Phone Number,"12/21/2022, 07:29:14","Delivery Service - Your p@ackage has arrived at the distribution center, your address format is incorrect please update:<URL>",<URL>,
365,analysisdataset (2).csv,Costco,"12/21/2022, 07:30:47","Treat yourself today and tomorrow when you register at Costco. Get your card valued at $55, this will not last too long. Yes, you can share! <URL>",<URL>,
366,analysisdataset (2).csv,EDD,"12/21/2022, 07:31:59","EDD- A new login was detected in Flint, Michigan visit <URL> if that was not you.",<URL>,
367,analysisdataset (2).csv,Phone Number,"12/21/2022, 07:32:52",<Subject: Friend Req> Do Hey <NAME> we live really close. Check me out <URL> Lets chat and maybe meet up soon. Talk soon,<URL>; <NAME>,
369,analysisdataset (2).csv,Amazon,"12/21/2022, 07:35:07","Amazon.com: We found a suspicious transaction, for security reasons we have deactivated your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link: <URL>",<URL>,
370,analysisdataset (2).csv,Amazon,"12/21/2022, 07:36:11","<Subject: Unusual Activity> : We've suspend your Amazon account due to unusual activity. New Login attempt has been blocked from : Mozilla Firefox <PHONE> - Russia] Your Amazon account has been locked by our system. If this wasn't you, please verify with link below: <URL>",<URL>; <PHONE>,
371,analysisdataset (2).csv,Amazon,"12/21/2022, 07:37:01","Notification From Amazon: We've locked your Amazon account due to a billing issue. To unlock your Amazon account, please click link below: <URL> Please take action on your account within 48 hours to avoid permanent ? View all",<URL>,
372,analysisdataset (2).csv,CVS,"12/21/2022, 07:56:01",CVS Appreciation Week: Complete Quick Survey and Earn up to $100 in CVS Credit <URL>,<URL>,
373,analysisdataset (2).csv,Walmart,"12/21/2022, 07:57:31",WOW $100 for 1-2 Minute Walmart Servey <URL>,<URL>,
374,analysisdataset (2).csv,Walmart,"12/21/2022, 07:58:50",Earn up to $100 in Walmart Store Value. Please finish survey to earn rewards <URL>,<URL>,
375,analysisdataset (2).csv,Phone Number,"12/21/2022, 08:00:23","GROW UR COCK 2+ INCHES, STAY STIFF FOR HOURS <URL>",<URL>,
376,analysisdataset (2).csv,Phone Number,"12/21/2022, 08:01:48",Get the Biggest Dick For Her <URL>,<URL>,
377,analysisdataset (2).csv,Phone Number,"12/21/2022, 08:02:50",OMG you can add so much length and girth. Free trial ends today <URL>,<URL>,
379,analysisdataset (2).csv,Venmo,"12/21/2022, 08:05:14",NOTICE: Venmo $100 was Deposited to Your VENMO Account. Please Claim it Here Within 24 Hours MMS <URL>,<URL>,
380,analysisdataset (2).csv,Home Depot,"12/21/2022, 08:06:04",Ultimate GiveAway by HomeDepot <URL>,<URL>,
381,analysisdataset (2).csv,CVS,"12/21/2022, 08:06:57","We'll be awarding $50 to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well. <URL>",<URL>,
382,analysisdataset (2).csv,Phone Number,"12/21/2022, 20:51:08","According to your usecase, you qualify to use a full policy pack for your auto for just 19/mth! Tap to get: <URL> Reply Stop to OPTOUT",<URL>,
383,analysisdataset (2).csv,Phone Number,"12/21/2022, 20:52:40",Simple return of 45$ when you submit easy info. <URL>,<URL>,
384,analysisdataset (2).csv,Phone Number,"12/21/2022, 20:53:36",summertime is done and ur still looking huge in the mirror. try this for a week and eliminate more than you can imagine. <URL>,<URL>,
385,analysisdataset (2).csv,IceHouse,"12/21/2022, 20:56:40",IceHouse: This little compact AC gives a blast of freezing-cool air: order it right now with discount <URL> Reply END to unsubscribe,<URL>,
386,analysisdataset (2).csv,Walgreens,"12/21/2022, 20:57:56","Walgreens: We want to choose along our few other 420 shoppers reserving 1 prize for a 60 sec survey. Offer ends in 5 hours <URL> Aug 1, 6:45 AM",<URL>,
387,analysisdataset (2).csv,Phone Number,"12/21/2022, 20:59:07",Test our new-formula cream for 7 days and your friends won't believe it's you. Real lifting! <URL> Reply Stop to OPTOUT,<URL>,
388,analysisdataset (2).csv,Phone Number,"12/21/2022, 21:00:06",Pay $40 for full vehicle insurance. Limited-number of proposals. Hurry and click: <URL> Reply END to unsubscribe,<URL>,
389,analysisdataset (2).csv,Phone Number,"12/21/2022, 21:00:51",Credit score update: There is your current credit score. To receive details open link! <URL> Reply END to unsubscribe,<URL>,
391,analysisdataset (2).csv,Phone Number,"12/21/2022, 21:02:17",We may send up to $250 for gasoline if you complete this select survey. Believe in you! <URL> Reply END to unsubscribe,<URL>,
392,analysisdataset (2).csv,Phone Number,"12/21/2022, 21:03:00",No need to work out - just 1 glass before night and your plump belly fades quickly! <URL> Reply Stop to OPTOUT,<URL>,
399,analysisdataset (2).csv,Netflix,"12/22/2022, 03:55:15","[Notification ] Update your payment details as soon as possible. We're having some trouble with your current billing information. Click link below to update your billing information : <URL> Best Regards, The Netflix team",<URL>,
401,analysisdataset (2).csv,Amazon,"12/22/2022, 03:57:30","Your card charged for $349 for Domesis Matthewson Recliner Charcoal Gray. order id AMZ1649751 on <PHONE>. If you DO NOT, Please contact us <PHONE>",<PHONE>,
402,analysisdataset (2).csv,Phone Number,"12/22/2022, 03:58:17","FRM:Unit-VJKXU SUBJ:CS_ID: <PHONE> MSG: Your shipment 55511 could not be delivered. To reschedule, continue below:<URL>",<URL>; <PHONE>,
403,analysisdataset (2).csv,12002,"12/22/2022, 03:59:30",FRM:Cathy Goad MSG:Yolanda Vitela <ADDR> <URL>,<URL>; <ADDR>,
404,analysisdataset (2).csv,Phone Number,"12/22/2022, 04:01:31","Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James <PHONE> for details",<PHONE>,
406,analysisdataset (2).csv,Marine Corps,"12/22/2022, 04:03:39","TIMESENSITIVENOTICE: Exposed to UnsafeWater? If you or someone you love were stationed, worked, or lived for at least 30 days at Marine Corps Base CAMPIeJEUNE prior to 1988, you may be entitled to significantCOMPENSATION. Get your noCOST-Consultation by calling: <PHONE>",<PHONE>,
408,analysisdataset (2).csv,Phone Number,"12/22/2022, 04:07:14","place our Add on your vehicle & paid seven hundred dollars wkly, for more details? hit <URL>",<URL>,
409,analysisdataset (2).csv,Bank of America,"12/23/2022, 23:39:32",<B Of A># : Your account has been locked due to fraud attempt made on 22 DEC. To prevent account closure please visit <URL> to verify O° A,<URL>,
410,analysisdataset (2).csv,Bank of America,"12/23/2022, 23:43:55","BofA Alert: We 've placed a hold on your debit/atm card due to some unusual activity, To recover Visit <URL> and verify your identity",<URL>,
412,analysisdataset (2).csv,Phone Number,"01/09/2023, 20:17:13",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re deliver: <URL>,<URL>,
413,analysisdataset (2).csv,USPS,"01/16/2023, 15:29:04","[U.S.P.S-Postal]: You have a package with wrong address in our transit warehouse, please update your address. Access. <URL>",<URL>,
414,analysisdataset (2).csv,Bank of America,"01/22/2023, 05:50:13","BOFA Alerts: Possible transaction attempt Jan 17,2023 of $1350.59,believe not made by you kindly contact us on <PHONE> now",<PHONE>,
415,analysisdataset (2).csv,ICAC,"02/02/2023, 23:20:34",this is <NAME> the icac internet crimes against children criminal investigation division I'm <NAME> you to contact me back here immediately sir!,<NAME>,
416,analysisdataset (2).csv,USPS,"02/02/2023, 23:20:39",USPS: Your delivery has not completed due to address validation issues. Access <URL> for assistance with redelivery.,<URL>,
417,analysisdataset (2).csv,Wells Fargo,"02/02/2023, 23:21:00","FreeMsg_WFargo: Your billpay did not process as scheduled, we are here to help you solve it. Follow Ipsf/wfargo to review",,
418,analysisdataset (2).csv,Phone Number,"03/27/2023, 21:32:38",Get Paid! Only takes 2 minutes <URL>,<URL>,
419,analysisdataset (2).csv,Bank of America,"03/28/2023, 03:47:02",BOA: Your Online Profile has a probable association with a system vulnerability. Log in and verify your details at <URL> to prevent identity theft. O,<URL>,
420,analysisdataset (2).csv,Amazon,"03/28/2023, 05:58:05","Subject: New Device Login A login attempt to your Amazon Shopping was made from an unknown browser. Please make sure the following details are correct before authorizing the login: Time: February 10, 2023 IP Address: <PHONE> Browser: Mozilla Firefox Location: Texas, USA If the above details are correct, you can ignore this sms. If this not you click the following link to update your account. <URL> If you do not update before 24 hours, your account will be automatically terminated.",<URL>; <PHONE>,
421,analysisdataset (2).csv,Phone Number,"03/28/2023, 19:57:54",Order #<PHONE> confirmed! Est. delivery 03/23. Total: $2249.78. Questions? Call <PHONE>. Reply STOP to opt-out. Happy shopping!,<PHONE>,
422,analysisdataset (2).csv,USPS,"03/28/2023, 20:13:13","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address <URL> Please update it timely.Open link in browser",<URL>,
428,analysisdataset (2).csv,Phone Number,"03/28/2023, 22:06:14","Your shipping order is on hold due to an incomplete street address in the shipping information. Check, please. <URL> 1:26 PM",<URL>,
430,analysisdataset (2).csv,Chase Morgan,"03/28/2023, 22:07:52","UNIONBANK<ATTENTION> A payment of $200.00 has been made to Chase_Morgan credit. If you didn't authorize this, visit <URL> to cancel payment.",<URL>,
432,analysisdataset (2).csv,Amazon,"03/28/2023, 22:08:11","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",<URL>,
433,analysisdataset (2).csv,USPS,"03/28/2023, 22:08:30","[U.S.P.S-Postal]: You have a package with wrong address in our transit warehouse, please update your address. Access. <URL>",<URL>,
435,analysisdataset (2).csv,EDD,"03/28/2023, 22:09:05",EDD CA UI: Your EDD debit has been Temporarily DISABLED. Refer to <URL> Reply STOP to OPT-Out,<URL>,
436,analysisdataset (2).csv,Verizon,"03/28/2023, 22:10:04",VZW FreeMsg: Important - your payment is now due. To make a payment click <URL> or dial #PMT (#768) from your handset.,<URL>,
437,analysisdataset (2).csv,Amazon,"03/28/2023, 22:11:06","Amazon: Congratulations Henry, you came 3rd in today's Amazon pods raffle! Click the link to : <URL>",<URL>,
440,analysisdataset (2).csv,VEVOR,"03/28/2023, 22:12:01",VEVOR: Don't miss our must-buy list! Weekly updated with the best promotions and offers! Hurry!>> <URL> Reply STOP to stop,<URL>,
441,analysisdataset (2).csv,Phone Number,"03/28/2023, 22:16:43",Your Prick Will Get So Big That She'll Choke On It! <URL>,<URL>,
442,analysisdataset (2).csv,EE,"03/28/2023, 22:18:51","[EE]:We were unable to process your latest bill. In order to avoid fees, update your billing information via: <URL>",<URL>,
443,analysisdataset (2).csv,Costco,"03/28/2023, 22:50:58",costco promo : iPhone 14 on us winner line: <PHONE> Color: Purple Storage: 256GB <URL>,<URL>; <PHONE>,
444,analysisdataset (2).csv,Netflix,"03/28/2023, 22:54:27",FRM:<URL> (sms_ID=IYMVQIT264) MSG:Netflix is Refunding you $65. Remaining Time to Claim (48) hr (sms_ID=IYMVQIT264),<URL>,
445,analysisdataset (2).csv,AMAZON,"03/28/2023, 23:19:25",Your AMAZON account is temporarily restricted. Please confirm to restore access :// <URL> Reply STOP to opt-out,<URL>,
446,analysisdataset (2).csv,Amazon,"03/28/2023, 23:27:26",Amazon.com We temporarily placed your Amazon suspended To restore follow instruction below. <URL> Please complete recovery within 2 days otherwise Amazon account permanently suspended. We are sorry for any inconvenience this may have caused. Thank you for your attention. O,<URL>,
447,analysisdataset (2).csv,Netflix,"03/28/2023, 23:29:27","Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account : <URL> Regards, Netflix Pte. Ltd.",<URL>,
449,analysisdataset (2).csv,Amazon,"03/28/2023, 23:29:52","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recover your account immediately click link bellow: <URL> Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",<URL>,
450,analysisdataset (2).csv,T-Mobile,"03/28/2023, 23:30:00",This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! T Mobile <URL>,<URL>,
453,analysisdataset (2).csv,Netflix,"03/28/2023, 23:30:28","1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: <URL> Regards, Netflix Pte. Ltd.",<URL>,
456,analysisdataset (2).csv,Amazon,"03/28/2023, 23:31:07",(Amazon: Account locked.more info <URL> ~) ol6f0 O A,<URL>,
457,analysisdataset (2).csv,Amazon,"03/28/2023, 23:31:31",Amazon.com 976595 is your Amazon OTP. Do not share it with anyone If you didnt make this request login to verif below <URL> Otherwise ignore this message. Amazon Team O,<URL>,
458,analysisdataset (2).csv,Amazon,"03/28/2023, 23:31:54","Your Amazon Account has been locked. We recently received multiple failed login attempts on your account. Recover your account immediately by click link bellow: <URL> Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",<URL>,
459,analysisdataset (2).csv,Whatsapp,"03/28/2023, 23:31:54","Dear <NAME> BtC discussion Study Group, where you can learn to earn <PHONE> per day, Please click <URL> uw",<URL>; <PHONE>; <NAME>,
461,analysisdataset (2).csv,PayPal,"03/28/2023, 23:32:26","Your PayPal has been limited. We have frozen your PayPal cause our service has detected two unauthorized attempt. To unlock your account, you required verify your Account. Click the link below to unlock your Account : <URL> Your account will be automatically unlock, after finishing the verification. Best Regards, PayPal Support.",<URL>,
467,analysisdataset (2).csv,Amazon,"03/28/2023, 23:33:18","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",<URL>,
468,analysisdataset (2).csv,Amazon,"03/28/2023, 23:33:27","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",<URL>,
471,analysisdataset (2).csv,Home Depot,"03/28/2023, 23:33:49",1 5 Minute Survey For $100 Gift From Home Depot <URL>,<URL>,
472,analysisdataset (2).csv,Paypal,"03/28/2023, 23:34:08","Your Account has been limited. We have locked your Account ID because our service has detected two unauthorized attempt. To unlock your account, you required verify your Account. Click the link below to unlock your Account : <URL> Your account will be automatically unlock, after finishing the verification. Best Regards, Paypal service. O",<URL>,
473,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:34:40",Don't ever leave home without it ... the Tiger or the WOOD <URL>,<URL>,
474,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:34:47","I'm <NAME> a comprehensive plan for your car, available for just 19 a month. Open: <URL> Reply END to unsubscribe",<URL>; <NAME>,
476,analysisdataset (2).csv,Walmart,"03/28/2023, 23:35:04",$100 Store Credit for Finishing Quick Walmart Survey <URL>,<URL>,
477,analysisdataset (2).csv,Oprah,"03/28/2023, 23:35:43",FRM:<URL> Discount#LL<ACCT> MSG:Biggest Giveaway Oprah Has Ever Done| Discount#LL<ACCT>,<URL>; <ACCT>,
478,analysisdataset (2).csv,Wells Fargo,"03/28/2023, 23:35:57",FRM:Wells-Fargo_stsj MSG:Alert Ref:WWRPq!Card Locked! Read complete msg now : <URL>,<URL>,
481,analysisdataset (2).csv,Email To Text,"03/28/2023, 23:36:33",(Call <PHONE> Now ! 290#) Your Debit.Card have been locked! Account-ID: <PHONE>!,<PHONE>,
482,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:36:36",<URL>,<URL>,
485,analysisdataset (2).csv,CVS,"03/28/2023, 23:36:50",CVS Customers: Finish this Survey and earn up to $100 in CVS Credit. This Special Deal ends tomorrow <URL> 8:49 AM,<URL>,
486,analysisdataset (2).csv,Oprah,"03/28/2023, 23:36:50","4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| <URL> MSG: Oprah is doing her biggest giveaway] Voucher#VX554228",<URL>,
487,analysisdataset (2).csv,Walmart,"03/28/2023, 23:37:04",$100 Store Credit for Finishing Quick Walmart Survey ð <URL>,<URL>,
489,analysisdataset (2).csv,UPS,"03/28/2023, 23:37:33",FRM:6r9y-(_-UPS-ohBvp SUBJ:<URL> MSG: :wVURUADrn8-a4,<URL>,
490,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:37:42",2 MIN Survey - 100 Reward <URL>,<URL>,
492,analysisdataset (2).csv,CITI,"03/28/2023, 23:37:50",Free Citi Msgs #311: Your debit has been blocked due to irregular activity. To certify please follow: <URL>,<URL>,
493,analysisdataset (2).csv,Oprah,"03/28/2023, 23:38:01",4:37 FRM:<URL> (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438),<URL>,
496,analysisdataset (2).csv,Home Depot,"03/28/2023, 23:38:36",5 Minute Survey For $100 Gift From Home Depot <URL>,<URL>,
497,analysisdataset (2).csv,UPS,"03/28/2023, 23:38:40",FRM:#4ta.UPS.se4 Rd SUBJ:<URL> MSG:Out for delivery:missing location info(Error) . Thank you O,<URL>,
499,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:39:11",This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! <URL>,<URL>,
501,analysisdataset (2).csv,Email To Text,"03/28/2023, 23:39:28","NtxID:265569 Your-Subscriptions-will-expired-t oday,renewal-your-bills-now>:// <URL>",<URL>,
502,analysisdataset (2).csv,Wells Fargo,"03/28/2023, 23:39:32","WELLSFARGO: Your Zelle pay of $1250 to Ray*****@gmail.com is on Hold, Visit <URL> to Confirm or Cancel",<URL>,
503,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:39:39","Welcome to join our BtC discussion Study Group, where you can learn to earn <PHONE> per day, Please click <URL>",<URL>; <PHONE>,
505,analysisdataset (2).csv,Bank of America,"03/28/2023, 23:40:10",Bank Of America Fraud Dep: Your Debit card has been restricted due to unusual transactions. see here: <URL>,<URL>,
506,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:40:20",FRM:398f_UPS-_____yThXk SUBJ:<URL> MSG: :RZ8ibReG7M,<URL>,
508,analysisdataset (2).csv,Home Depot,"03/28/2023, 23:40:42","Home Depot Study, Get Paid Today <URL>",<URL>,
509,analysisdataset (2).csv,Home Depot,"03/28/2023, 23:41:39",Freebie by Home Depot! Get $90 <URL> 9:32 PM,<URL>,
510,analysisdataset (2).csv,Bank of the West,"03/28/2023, 23:41:47","FRM:<EMAIL> SUBJ: (Bank of the West) MSG:For Security review, Due to unusual activity,verify account at: <URL>",<URL>; <EMAIL>,
511,analysisdataset (2).csv,PayPal,"03/28/2023, 23:42:12","<Subject: PayPal Msg,> New login detected from: [<PHONE> - Oman ] Android Follow link below to unlock your account: <URL> verify your account within 24 hours or your PayPal account will be terminated permanently. Regards, PayPal ID 617065",<URL>; <PHONE>,
514,analysisdataset (2).csv,Costco,"03/28/2023, 23:42:32",make sure to pick up what they have at Cost co because they hardly ever give away 60$. So you have to get it when you can. <URL>,<URL>,
515,analysisdataset (2).csv,Navy Federal,"03/28/2023, 23:42:34",FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact <PHONE> MSG::7268,<PHONE>,
517,analysisdataset (2).csv,UNICEF,"03/28/2023, 23:43:13","Congratulation, You have been given a free $1,000 fund by UNICEF. This program is for the people affected with covid19 pandemic. To claim your funds, click on this link <URL> O'",<URL>,
521,analysisdataset (2).csv,Amazon,"03/28/2023, 23:43:31","<Subject: Notification : 84781> Due to a problem with your card information, we have disabled your amazon account for your security reasons. To unlock your account please follow link below: <URL> This is <NAME> v",<URL>; <NAME>,
522,analysisdataset (2).csv,Altura Credit Union,"03/28/2023, 23:43:31",FRM:Altura CU. MSG:Security Alert Verify your account to avoid permanent lock <URL>,<URL>,
523,analysisdataset (2).csv,Navy Federal,"03/28/2023, 23:43:36",4:42 FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact <PHONE> MSG::1294,<PHONE>,
524,analysisdataset (2).csv,Costco,"03/28/2023, 23:43:54","To earn, simply respond! Yes, let us know what you think. Costco will get you back up to $100 for each participation. <URL> 12:42 PM",<URL>,
527,analysisdataset (2).csv,Email To Text,"03/28/2023, 23:44:33",Hi <URL>,<URL>,
530,analysisdataset (2).csv,UPS,"03/28/2023, 23:44:44",FRM:esmlfl-UPS-2 MSG:803-We tried to deliver your parcel today but you weren't in or there was no safe place to leave it <URL>,<URL>,
531,analysisdataset (2).csv,EBT-Card,"03/28/2023, 23:44:49",(Security Warning-cqo3-Contact our 24/7 Support: <PHONE> #) EBT-Card is currently Frozen! MessageID for <PHONE>!,<PHONE>,
532,analysisdataset (2).csv,Netflix,"03/28/2023, 23:44:53","(NETFLX) We have failed 3 times to extend your sub,fix your bill now > ://<URL>",<URL>,
534,analysisdataset (2).csv,Email To Text,"03/28/2023, 23:45:03","(We have trouble with your billing information, Please Update <URL> ~) 25LZ",<URL>,
535,analysisdataset (2).csv,USAA,"03/28/2023, 23:45:15","Hello, You are invited to USAA Discover IT event. Please check your email for details or RSVP at this <URL> ~USAA",<URL>,
540,analysisdataset (2).csv,Altura Credit Union,"03/28/2023, 23:45:52",FRM:Altura Credit Union. SUBJ:+ MSG:Account Notification Online Click Below To Open Message <URL>,<URL>,
544,analysisdataset (2).csv,Amazon,"03/28/2023, 23:46:34",<Subject: Amazon MSG: 073444> We've locked your Amazon account due to unusual activity. New Login from : [<PHONE> - Albania] Browser: Mozilla Firefox To restore your account click link below: <URL> View all,<URL>; <PHONE>,
545,analysisdataset (2).csv,Total Gym,"03/28/2023, 23:46:35",Thanks for purchase $570.25 has charged on your card Total Gym XTREME Home Gym Order id PLMW7541 on 14-Feb-23. Not you? Ring us: <PHONE>,<PHONE>,
550,analysisdataset (2).csv,Amazon,"03/28/2023, 23:47:22","Greetings to Amazon Customer, As a new amazon regulation, we need to ask our customers to update their account information in order to continue using amazon shopping. Update Here: <URL> If the customer does not update the account information within the next 24 hours, your amazon account will be permanently closed. Amazon ID: 501868",<URL>,
553,analysisdataset (2).csv,Bank Of America,"03/28/2023, 23:48:02",<Subject: BOfA Notification: <PHONE>> We've locked your Bank Of America Account due to unusual activity. New Login from : [<PHONE> - Zimbabwe ] Browser: UC Browser To restore your account click link below: <URL>,<URL>; <PHONE>,
555,analysisdataset (2).csv,T-Mobile,"03/28/2023, 23:48:42","T We appologize for the tempoary phone outage yesterday. You were one of the 25,000 affected clients. In return we are providing you with a $100 FREE GIFT! Please take this brief 30 second survey about Tmobile and we'll offer you a $100 free item. <URL>",<URL>,
557,analysisdataset (2).csv,T-Mobile,"03/28/2023, 23:49:13",T-Mobile CONGRATULATIONS! You have been selected to get an exclusive reward! Click OK to START: <URL> O A,<URL>,
560,analysisdataset (2).csv,Amazon,"03/28/2023, 23:49:34",<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [<PHONE>-New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: <URL> verify you account within 24 hours or your Amaz,<URL>; <PHONE>,
564,analysisdataset (2).csv,Phone Number,"03/28/2023, 23:50:29",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: <URL>,<URL>,
567,analysisdataset (2).csv,Amazon,"03/28/2023, 23:51:18",<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [<PHONE> - New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: <URL> verify you account within 24 hours or your Amaz View all,<URL>; <PHONE>,
569,analysisdataset (2).csv,Email To Text,"03/28/2023, 23:52:36",Trevor Kvanvig Just One cup right before sleeptime can shed of 39 - lbs. <URL> Aliza,<URL>,
574,analysisdataset (2).csv,Tide,"03/28/2023, 23:53:43",Trevor If you do this for 4 wks you will drop 50 lb.s <URL> Norris,<URL>,
577,analysisdataset (2).csv,Visa,"03/29/2023, 00:23:02",Your EDD (UI online) account needs urgent attention due to some irregular activities. Your account will be restricted if not verified. You are required to kindly click and sign up using your secured link provided below: <URL> P.S Complete the verification process to keep your EDD Debit card active.,<URL>,
578,analysisdataset (2).csv,Phone Number,"03/29/2023, 00:26:24",f3147403 best place to get a small Money - Installment Money up to $2000 go this link -> <URL>%,<URL>,
579,analysisdataset (2).csv,FedEx,"03/29/2023, 00:29:20","We were unable to deliver your parcel, To redeliver please visit: <URL> and schedule a redelivery.",<URL>,
580,analysisdataset (2).csv,J&J,"03/29/2023, 01:56:53","You appear on the list of the thousands, that bought/used baby-powder in May 21' so J&J must pay you 86k - Verlfy your Info here <URL> stop to end",<URL>,
594,analysisdataset (2).csv,Phone Number,"03/29/2023, 03:46:22","How was your day? Hey, Kelly! Do you remember me? I'm <NAME>",<NAME>,
595,analysisdataset (2).csv,Phone Number,"03/29/2023, 03:49:09","How are you? I'm <NAME>, are you Mr. Casper, please?",<NAME>,
596,analysisdataset (2).csv,Costco,"03/29/2023, 04:04:57",From the execs at Cost co: we thank you for your loyalty. There are 10 items that you can choose at no cost <URL>,<URL>,
597,analysisdataset (2).csv,Costco,"03/29/2023, 04:07:52",Wanna make extra cheese $? .. answer these Costco will handsomely give 75$... invite a friend and have a chance to gain more! <URL>,<URL>,
598,analysisdataset (2).csv,CVS,"03/29/2023, 04:09:44",Hello C VS customer! You were chosen at random to complete a brief survey. You will receive payment for your viewpoint. <URL>,<URL>,
599,analysisdataset (2).csv,Phone Number,"03/29/2023, 04:12:27","She was all mine the entire night, superior to anything else I've tried. <URL>",<URL>,
600,analysisdataset (2).csv,UNIONBANK,"03/29/2023, 04:13:22",UNIONBANK<ATTENTION> All funds are on hold due to multiple fraudulent direct deposits. Remaining direct deposits will remain in pending. Visit <URL> to remove hold.,<URL>,
601,analysisdataset (2).csv,Netflix,"03/29/2023, 18:05:52","We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below: <URL> Netflix Services",<URL>,
602,analysisdataset (2).csv,USPS,"03/29/2023, 19:01:30",From: US.Postal Msg: Your package is on hold for an invalid recipient address. Fill in the correct address info by the link. <URL>,<URL>,
605,analysisdataset (2).csv,TD,"03/29/2023, 22:14:58",TD: Your debit card has been restricted due to suspicious activity. Please visit: <URL> RTYUIOP A S D F G H J K L CVBNM (B,<URL>,
606,analysisdataset (2).csv,Phone Number,"03/29/2023, 22:18:22","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",<URL>,
607,analysisdataset (2).csv,Alaska USA,"03/29/2023, 22:21:29",Your Alaska USA Access to Ultra Branch is Disabled. Restore Your Access <URL> Here,<URL>,
608,analysisdataset (2).csv,GameStop,"03/29/2023, 22:25:05",[Regions Alerts] Did you attempt a charge of $120.89 on your card at *GAMESTOP on 08/05/2022 at 5:10pm EST? Cancel request here: <URL>,<URL>,
611,analysisdataset (2).csv,Walmart,"03/29/2023, 22:33:54",From Regions Bank: verify account activity. Did u authorize purchase attempt $511.73 for card ending in <ACCT> at Walmart supercenter on 10/29/19? Reply yes/no,<ACCT>,
