id,message_raw,message_clean,label,original_label,label_mapping_notes,source_name,source_url,source_type,dataset_name,original_file_format,date_collected,scam_category,country_or_region,language,contains_url,contains_phone,contains_otp,redaction_status,duplicate_status,review_status,reviewer_notes
imc25_english_smish_04411,ASB: A new Payee had been added from a new device at <DATE_TIME> on <DATE_TIME>. If this was NOT you proceed to: <URL>,ASB: A new Payee had been added from a new device at <DATE_TIME> on <DATE_TIME>. If this was NOT you proceed to: <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,AUS,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: asb. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04412,Dear SBI Customer Your SBI-YONO A/C-will be Blocked Today Please-UPDATED. Your PAN Card With Net banking <URL> Here link,Dear SBI Customer Your SBI-YONO A/C-will be Blocked Today Please-UPDATED. Your PAN Card With Net banking <URL> Here link,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04420,Dear customer your icici bank debit/credit card has been blocked <DATE_TIME>. Please update your pan card. Click link and update Now,Dear customer your icici bank debit/credit card has been blocked <DATE_TIME>. Please update your pan card. Click link and update Now,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: ICICI Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04425,Dear Customer your SBI Netbanking Account will be blocked by <DATE_TIME> please update your PAN Card visit the link <URL>,Dear Customer your SBI Netbanking Account will be blocked by <DATE_TIME> please update your PAN Card visit the link <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04427,Dear customer Your HDFC Bank Account will be closed <DATE_TIME> please update Your PAN No via given link <URL>,Dear customer Your HDFC Bank Account will be closed <DATE_TIME> please update Your PAN No via given link <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04430,Dear SBI Customer Your SBI YONO Account has been blocked <DATE_TIME> please Update Your PAN Card number Click <URL>,Dear SBI Customer Your SBI YONO Account has been blocked <DATE_TIME> please Update Your PAN Card number Click <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04432,Your Nedbank Account Is Not Updated On The <DATE_TIME> Server & Account Will Be Blocked.Tap <URL> To Update,Your Nedbank Account Is Not Updated On The <DATE_TIME> Server & Account Will Be Blocked.Tap <URL> To Update,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: nedbank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04435,RM0 UPS:Welcome Msg freq per user activity. For support visit <URL> Msg&Data rates may apply. To STOP visit <URL> RM0 UPS <URL> IMPORT FEES DUE T-SHIRT HK LIMITED shipment scheduled. Pay online or pay driver on delivery. Reply STOP to cancel msgs,RM0 UPS:Welcome Msg freq per user activity. For support visit <URL> Msg&Data rates may apply. To STOP visit <URL> RM0 UPS <URL> IMPORT FEES DUE T-SHIRT HK LIMITED shipment scheduled. Pay online or pay driver on delivery. Reply STOP to cancel msgs,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,delivery,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: UPS. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04436,FNB:-) Your FNB Account is not updated in the server for FICA Click -><URL> & Update your Account to avoid Restricted accounts by 11:59,FNB:-) Your FNB Account is not updated in the server for FICA Click -><URL> & Update your Account to avoid Restricted accounts by 11:59,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: fnb. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04439,Dear User your HDFC A/c has been suspended <DATE_TIME> please Update Your PAN Card number Click here on the link: <URL>,Dear User your HDFC A/c has been suspended <DATE_TIME> please Update Your PAN Card number Click here on the link: <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04440,Santander: A payment of 750.00 to <NAMED_ENTITY> is scheduled to leave your account <DATE_TIME>. If this was NOT you call: <PHONE_NUMBER> ref: 3719,Santander: A payment of 750.00 to <NAMED_ENTITY> is scheduled to leave your account <DATE_TIME>. If this was NOT you call: <PHONE_NUMBER> ref: <OTP>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,GBR,English,false,false,false,redacted,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Santander Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04442,SANTANDER:Your One Time Passcode is <US_DRIVER_LICENSE> for a purchase of 1590.23GBP to AIRBNB. If this was NOT you please call us on <DATE_TIME> REF-G9201A,SANTANDER:Your One Time Passcode is <US_DRIVER_LICENSE> for a purchase of <OTP>.23GBP to AIRBNB. If this was NOT you please call us on <DATE_TIME> REF-G9201A,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,GBR,English,false,false,false,redacted,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: Santander Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04443,Payment of Rs.*** is due <DATE_TIME> on your AMEX Credit Card ending ***. Pay now at <URL> on <LOCATION>.,Payment of Rs.*** is due <DATE_TIME> on your AMEX Credit Card ending ***. Pay now at <URL> on <LOCATION>.,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: amex. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04445,You can call back <PHONE_NUMBER>. They are now available to take calls. Track details of all these calls on Airtel Thanks App,You can call back <PHONE_NUMBER>. They are now available to take calls. Track details of all these calls on Airtel Thanks App,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,telecom,,English,false,false,false,not_needed,unique,approved,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: Airtel. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04448,Dear India Post Payment Bank User Your Account Has been blocked <DATE_TIME> please update your pan card click here the link,Dear India Post Payment Bank User Your Account Has been blocked <DATE_TIME> please update your pan card click here the link,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: india post payment bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04450,Dear sbi User Your yono account will be hold by <DATE_TIME> please update your pan card now visit the link <URL>,Dear sbi User Your yono account will be hold by <DATE_TIME> please update your pan card now visit the link <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04453,Dear customer your sbi account will be blocked <DATE_TIME> please update your pan card <URL>,Dear customer your sbi account will be blocked <DATE_TIME> please update your pan card <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04454,NZTA A vehicle registered in your name recently travelled on a toll road and the toll has not been paid. More details: <URL>,NZTA A vehicle registered in your name recently travelled on a toll road and the toll has not been paid. More details: <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,government,AUS,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: nzta. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04457,Hello mum My phone doesnt work so im using a spare. I need to talk to you urgently. The bank have locked my account and i need to pay a debt. But i only have data so please message me on whatsapp on <US_BANK_NUMBER>,Hello mum My phone doesnt work so im using a spare. I need to talk to you urgently. The bank have locked my account and i need to pay a debt. But i only have data so please message me on whatsapp on <US_BANK_NUMBER>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,hey mum/dad,AUS,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: kindness,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04458,Dear Natalie please confirm your credentials for <DATE_TIME>'s delivery otherwise your package will be returned to the sender: <URL>,Dear Natalie please confirm your credentials for <DATE_TIME>'s delivery otherwise your package will be returned to the sender: <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,delivery,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04460,Dear Customer Your Sbi account has been Blocked <DATE_TIME> Please Update your PanCard kyc click on the link,Dear Customer Your Sbi account has been Blocked <DATE_TIME> Please Update your PanCard kyc click on the link,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04462,Dear Customer Your Demat Portfolio Having Stocks Worth Rs. <US_BANK_NUMBER> Has Been Marked as Dormant. Activate Now <URL> -sbi securities,Dear Customer Your Demat Portfolio Having Stocks Worth Rs. <US_BANK_NUMBER> Has Been Marked as Dormant. Activate Now <URL> -sbi securities,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04464,linked D'ear HDFC NATBANKING will be Suspended <DATE_TIME> please update your PAN card Now Click Link here,linked D'ear HDFC NATBANKING will be Suspended <DATE_TIME> please update your PAN card Now Click Link here,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04466,Dear customer your ICICI BANK account will be suspended <DATE_TIME>. Please update your PAN CARD immediately <DATE_TIME> is <DATE_TIME>. open ICICI BANK apk.,Dear customer your ICICI BANK account will be suspended <DATE_TIME>. Please update your PAN CARD immediately <DATE_TIME> is <DATE_TIME>. open ICICI BANK apk.,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: ICICI Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04469,Congratulations! You have qualified for the HDFC Bank Credit Card activation offer for Oct'22 Here's your Gift Voucher for Rs.500 Visit <URL> R39Z4FZ47Kl v Login with: Choose a voucher from an exciting range of brands before 31 Mar'23 Have queries? Call <PHONE_NUMBER> T&C,Congratulations! You have qualified for the HDFC Bank Credit Card activation offer for Oct'22 Here's your Gift Voucher for Rs.500 Visit <URL> R39Z4FZ47Kl v Login with: Choose a voucher from an exciting range of brands before 31 Mar'23 Have queries? Call <PHONE_NUMBER> T&C,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04470,INDAIN BANKRs.50000.00 credited to a/c XXXXXXXX4343@ybl on <DATE_TIME> by a/c linked to <PHONE_NUMBER>@ybl (UPI Ref No <US_BANK_NUMBER>),INDAIN BANKRs.<OTP>.00 credited to a/c XXXXXXXX4343@ybl on <DATE_TIME> by a/c linked to <PHONE_NUMBER>@ybl (UPI Ref No <US_BANK_NUMBER>),smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,redacted,unique,approved,Imported from IMC25 English-only smishing corpus. Lure principles: authority. Named entity tag: indian bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04474,Dear User Your SBI YONO A/C Will Be Blocked please Update Your PAN card immediately Click on link,Dear User Your SBI YONO A/C Will Be Blocked please Update Your PAN card immediately Click on link,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04477,Dear customer Your SBI CREDIT CARD Reward point Worth Rs.4853 Will Expire By <DATE_TIME>. Kindly Redeem Your Point in cash by Click here <URL>,Dear customer Your SBI CREDIT CARD Reward point Worth Rs.<OTP> Will Expire By <DATE_TIME>. Kindly Redeem Your Point in cash by Click here <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,redacted,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,need and greed,time/urgency. Named entity tag: State Bank of India. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04478,Dear HDFC Customer your HDFC Account has been blocked <DATE_TIME> please Update Your PAN CARD by link,Dear HDFC Customer your HDFC Account has been blocked <DATE_TIME> please Update Your PAN CARD by link,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04479,Give me a call on my number <PHONE_NUMBER>. I do not want to disclose any information here online.,Give me a call on my number <PHONE_NUMBER>. I do not want to disclose any information here online.,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,wrong number,,English,false,false,false,not_needed,unique,approved,Imported from IMC25 English-only smishing corpus. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04481,Your account <US_DRIVER_LICENSE> is debited with INR 149.00 on <DATE_TIME>. Info:<PHONE_NUMBER> <US_DRIVER_LICENSE>/<US_BANK_NUMBER>/<URL>e Curr bal is 37485.55. If not initiated at your end call <PHONE_NUMBER> - SBM BANK (INDIA).,Your account <US_DRIVER_LICENSE> is debited with INR 149.00 on <DATE_TIME>. Info:<PHONE_NUMBER> <US_DRIVER_LICENSE>/<US_BANK_NUMBER>/<URL>e Curr bal is <OTP>.55. If not initiated at your end call <PHONE_NUMBER> - SBM BANK (INDIA).,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,redacted,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: sbm bank india. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04482,Dear Customer Your electri city power will be dis-connect night 9:30pm Your <DATE_TIME> bill is not update please call <LOCATION> office number <PHONE_NUMBER> Thanks,Dear Customer Your electri city power will be dis-connect night 9:30pm Your <DATE_TIME> bill is not update please call <LOCATION> office number <PHONE_NUMBER> Thanks,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,others,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04485,DEAR HDFC USER Your A/C will be blocked today.update your PANCARD <URL>rify your account login NetBanking kyc upload Click here <URL>,DEAR HDFC USER Your A/C will be blocked today.update your PANCARD <URL>rify your account login NetBanking kyc upload Click here <URL>,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04488,Your Account has been suspended and requires verification. Please click this link.,Your Account has been suspended and requires verification. Please click this link.,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
imc25_english_smish_04491,Linkt Reminder: Please check your overdue toll notice at <URL> before <DATE_TIME>.,Linkt Reminder: Please check your overdue toll notice at <URL> before <DATE_TIME>.,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,others,AUS,English,false,false,false,not_needed,unique,approved,Imported from IMC25 English-only smishing corpus. Lure principles: time/urgency. Named entity tag: linkt. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high
imc25_english_smish_04493,Dear customer your HDFC A/C will be suspended <DATE_TIME> due to incomplete KYC immediately pls update your PAN card Click Here,Dear customer your HDFC A/C will be suspended <DATE_TIME> due to incomplete KYC immediately pls update your PAN card Click Here,smishing,smishing_corpus_row,IMC25 rows are all smishing by dataset construction; imported only where language == English.,Smishing-Dataset-IMC25,https://github.com/reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,reportsmishing/Smishing-Dataset-IMC25,CSV,2026-05-07,banking,IND,English,false,false,false,not_needed,unique,approved,"Imported from IMC25 English-only smishing corpus. Lure principles: authority,time/urgency. Named entity tag: HDFC Bank. | round1_source_triage 2026-05-07: approved; IMC25 English SMS-like phishing row with direct lure/action signal. confidence=high"
