unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels,message_raw,message_clean,raw_text_available,raw_text_status,cleaning_status,redaction_detected_in_raw,raw_lookup_status,raw_lookup_notes
gathered_imc25_english_smish_02375,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02375,Dear SBI User Your SBI account will be deactivated <DATE_TIME>. Please click on the Link below and update PAN number immediately.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your sbi account will be deactivated <date time> please click on the link below and update pan number immediately,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI User Your SBI account will be deactivated <DATE_TIME>. Please click on the Link below and update PAN number immediately.,Dear SBI User Your SBI account will be deactivated <DATE_TIME>. Please click on the Link below and update PAN number immediately.,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02376,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02376,Dear customer your SBI account has been block please update pancard immediately click here,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi account has been block please update pancard immediately click here,,1,true,Smishing-Dataset-IMC25,smishing,Dear customer your SBI account has been block please update pancard immediately click here,Dear customer your SBI account has been block please update pancard immediately click here,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_imc25_english_smish_02377,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02377,UNIONBANK WARNING : Upon investigation your phone number has been linked to bank fraud. Please visit <URL> to cooperate and update your phone number,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,unionbank warning upon investigation your phone number has been linked to bank fraud please visit <url> to cooperate and update your phone number,,1,true,Smishing-Dataset-IMC25,smishing,UNIONBANK WARNING : Upon investigation your phone number has been linked to bank fraud. Please visit <URL> to cooperate and update your phone number,UNIONBANK WARNING: Upon investigation your phone number has been linked to bank fraud. Please visit <URL> to cooperate and update your phone number,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02380,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02380,eFlow:Payment failed due to system failure you have a bill to pay please pay the toll before the due date. Details: <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,eflow payment failed due to system failure you have a bill to pay please pay the toll before the due date details <url>,,1,true,Smishing-Dataset-IMC25,smishing,eFlow:Payment failed due to system failure you have a bill to pay please pay the toll before the due date. Details: <URL>,eFlow:Payment failed due to system failure you have a bill to pay please pay the toll before the due date. Details: <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02381,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02381,"Congratulations Dear you have been gifted (#<OTP>) From Bola <NAMED_ENTITY> President Of Nigeria Call ""Mr <NAMED_ENTITY> For Your Payment.""",smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row.,congratulations dear you have been gifted <otp> from bola <named entity> president of nigeria call mr <named entity> for your payment,,1,true,Smishing-Dataset-IMC25,smishing,"Congratulations Dear you have been gifted (#75500) From Bola <NAMED_ENTITY> President Of Nigeria Call ""Mr <NAMED_ENTITY> For Your Payment.""","Congratulations Dear you have been gifted (#75500) From Bola <NAMED_ENTITY> President Of Nigeria Call ""Mr <NAMED_ENTITY> For Your Payment.""",False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02382,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02382,Dear Customer your SBI Netbanking Account will be Suspended by <DATE_TIME>. please Update your PANCARD now visit the link <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi netbanking account will be suspended by <date time> please update your pancard now visit the link <url>,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer your SBI Netbanking Account will be Suspended by <DATE_TIME>. please Update your PANCARD now visit the link <URL>,Dear Customer your SBI Netbanking Account will be Suspended by <DATE_TIME>. please Update your PANCARD now visit the link <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02383,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02383,Alerts! Dear SBI user Your SBI YONO account will be blocked <DATE_TIME>. Please click here link to update PAN number immediately. <URL> Thank You.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,alerts dear sbi user your sbi yono account will be blocked <date time> please click here link to update pan number immediately <url> thank you,,1,true,Smishing-Dataset-IMC25,smishing,Alerts! Dear SBI user Your SBI YONO account will be blocked <DATE_TIME>. Please click here link to update PAN number immediately. <URL> Thank You.,Alerts! Dear SBI user Your SBI YONO account will be blocked <DATE_TIME>. Please click here link to update PAN number immediately. <URL> Thank You.,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02384,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02384,Dear HDFC Customer your HDFC NET BANKING user id incorrect please try again Let er <DATE_TIME> please update your PAN card now visit below the link,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear hdfc customer your hdfc net banking user id incorrect please try again let er <date time> please update your pan card now visit below the link,,1,true,Smishing-Dataset-IMC25,smishing,Dear HDFC Customer your HDFC NET BANKING user id incorrect  please try again Let er <DATE_TIME> please update your PAN card now visit below the link,Dear HDFC Customer your HDFC NET BANKING user id incorrect please try again Let er <DATE_TIME> please update your PAN card now visit below the link,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02386,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02386,Message: Overdue record has expired which may cause your credit to be affected as well. Please check <URL> for more information.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,message overdue record has expired which may cause your credit to be affected as well please check <url> for more information,,1,true,Smishing-Dataset-IMC25,smishing,Message: Overdue record has expired which may cause your credit to be affected as well. Please check <URL> for more information.,Message: Overdue record has expired which may cause your credit to be affected as well. Please check <URL> for more information.,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02389,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02389,Dear Consumer Your Electric-Power will be disconnected <DATE_TIME> Bill Payment Rejected due to Your Old Unpaid Bill Urgent Call Electric Officer <PHONE_NUMBER> Thanks,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,dear consumer your electric power will be disconnected <date time> bill payment rejected due to your old unpaid bill urgent call electric officer <phone number> thanks,,1,true,Smishing-Dataset-IMC25,smishing,Dear Consumer Your Electric-Power will be disconnected <DATE_TIME> Bill Payment Rejected due to Your Old Unpaid Bill Urgent Call Electric Officer <PHONE_NUMBER> Thanks,Dear Consumer Your Electric-Power will be disconnected <DATE_TIME> Bill Payment Rejected due to Your Old Unpaid Bill Urgent Call Electric Officer <PHONE> Thanks,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02392,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02392,Dear user your HDFC bank Account will be suspended! <DATE_TIME> please update your PAN CARD click here <URL> Thank you,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear user your hdfc bank account will be suspended <date time> please update your pan card click here <url> thank you,dup_000724,2,true,Smishing-Dataset-IMC25,smishing,Dear user your HDFC bank Account will be suspended! <DATE_TIME> please update your PAN CARD click here <URL> Thank you,Dear user your HDFC bank Account will be suspended! <DATE_TIME> please update your PAN CARD click here <URL> Thank you,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02393,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02393,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your sbi yono account has been blocked please update your pan card click here login your net banking update your pan number,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_imc25_english_smish_02394,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02394,"SANTANDER: A Payment of £<OTP>.00 was attempted at <DATE_TIME> to ""<NAMED_ENTITY>"". If this was NOT you please call us on <DATE_TIME>. OTP <OTP>: <US_DRIVER_LICENSE>.",smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,santander a payment of <otp> 00 was attempted at <date time> to <named entity> if this was not you please call us on <date time> otp <otp> <us driver license>,,1,true,Smishing-Dataset-IMC25,smishing,"SANTANDER: A Payment of £1995.00 was attempted at <DATE_TIME> to ""<NAMED_ENTITY>"". If this was NOT you please call us on <DATE_TIME>. OTP CODE: <US_DRIVER_LICENSE>.","SANTANDER: A Payment of <AMOUNT> was attempted at <DATE_TIME> to ""<NAMED_ENTITY>"". If this was NOT you please call us on <DATE_TIME>. OTP CODE: <US_DRIVER_LICENSE>.",False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02397,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02397,<DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL> DEAR SBI YONO USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,<date time> update pancard for kyc verify your account login with netbanking clickhear link <url> dear sbi yono user your a c will be suspended <date time> update pancard for kyc verify your account login with netbanking clickhear link <url>,,1,true,Smishing-Dataset-IMC25,smishing,<DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL> DEAR SBI YONO USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL>,<DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL> DEAR SBI YONO USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02398,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02398,RBC security code: <US_DRIVER_LICENSE> is your code to login via unregistered device. If this was not you immediately visit: <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,rbc security code <us driver license> is your code to login via unregistered device if this was not you immediately visit <url>,,1,true,Smishing-Dataset-IMC25,smishing,RBC security code: <US_DRIVER_LICENSE> is your code to login via unregistered device. If this was not you immediately visit: <URL>,RBC security code: <US_DRIVER_LICENSE> is your code to login via unregistered device. If this was not you immediately visit: <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02400,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02400,Instagram link: <URL> Don't share it.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,instagram link <url> don t share it,,1,true,Smishing-Dataset-IMC25,smishing,Instagram link: <URL> Don't share it.,Instagram link: <URL> Don't share it.,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02401,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02401,Dear Customer Your ATM Card Has Been Blocked By State Bank Due To Non Verification Yet If you Want To Keep Using Your ATM CARD Us:Call me..,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your atm card has been blocked by state bank due to non verification yet if you want to keep using your atm card us call me,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer Your ATM Card Has Been Blocked By State Bank Due To Non Verification Yet If you Want To Keep Using Your ATM CARD Us:Call me..,Dear Customer Your ATM Card Has Been Blocked By State Bank Due To Non Verification Yet If you Want To Keep Using Your ATM CARD Us:Call me..,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_imc25_english_smish_02402,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02402,ACT NOW! Your Business Account will soon be suspended. Click this link to prevent action.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,act now your business account will soon be suspended click this link to prevent action,,1,true,Smishing-Dataset-IMC25,smishing,ACT NOW! Your Business Account will soon be suspended. Click this link to prevent action.,ACT NOW! Your Business Account will soon be suspended. Click this link to prevent action.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_imc25_english_smish_02404,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02404,SBI YONO USER Your A/C will be blocked. By <DATE_TIME> Please update your PAN CARD Number click here link <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,sbi yono user your a c will be blocked by <date time> please update your pan card number click here link <url>,,1,true,Smishing-Dataset-IMC25,smishing,SBI YONO USER Your A/C will be blocked. By <DATE_TIME> Please update your PAN CARD Number click here link <URL>,SBI YONO USER Your A/C will be blocked. By <DATE_TIME> Please update your PAN CARD Number click here link <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02408,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02408,Dear Customer your SBI NET BANKING Account Will be Suspended by <DATE_TIME> Please <NAMED_ENTITY> now visit the link,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your sbi net banking account will be suspended by <date time> please <named entity> now visit the link,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer your SBI NET BANKING Account Will be Suspended by <DATE_TIME> Please <NAMED_ENTITY> now visit the link,Dear Customer your SBI NET BANKING Account Will be Suspended by <DATE_TIME> Please <NAMED_ENTITY> now visit the link,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02409,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02409,D H L : Your parcel is still awaiting processing. Please confirm delivery charges.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,d h l your parcel is still awaiting processing please confirm delivery charges,,1,true,Smishing-Dataset-IMC25,smishing,D H L : Your parcel is still awaiting processing. Please confirm delivery charges.,D H L: Your parcel is still awaiting processing. Please confirm delivery charges.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.
gathered_imc25_english_smish_02413,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02413,Order no: 337 View bill: <URL> Review on: <URL> - McDonald's,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,order no <num> view bill <url> review on <url> mcdonald s,,1,true,Smishing-Dataset-IMC25,smishing,Order no: 337 View bill: <URL> Review on: <URL> - McDonald's,Order no: 337 View bill: <URL> Review on: <URL> - McDonald's,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02417,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02417,Dear User Your HDFC Bank Account Will be Suspended! <DATE_TIME> please Update Your PAN Card number Click here link <URL> Thank you.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear user your hdfc bank account will be suspended <date time> please update your pan card number click here link <url> thank you,,1,true,Smishing-Dataset-IMC25,smishing,Dear User Your HDFC Bank Account Will be  Suspended! <DATE_TIME> please Update Your PAN Card number Click here link <URL> Thank you.,Dear User Your HDFC Bank Account Will be Suspended! <DATE_TIME> please Update Your PAN Card number Click here link <URL> Thank you.,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02418,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02418,Dear SBI user Your SBI YONO Account will be blocked <DATE_TIME> please update your PANCARD Number click here link.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your sbi yono account will be blocked <date time> please update your pancard number click here link,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI user Your SBI YONO Account will be blocked <DATE_TIME> please update your PANCARD Number click here link.,Dear SBI user Your SBI YONO Account will be blocked <DATE_TIME> please update your PANCARD Number click here link.,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02419,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02419,Governorship and State Assembly Election are on <DATE_TIME>. Make your vote count. Go out and vote. For enquiries call INEC on: <OTP>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row.,governorship and state assembly election are on <date time> make your vote count go out and vote for enquiries call inec on <otp>,,1,true,Smishing-Dataset-IMC25,smishing,Governorship and State Assembly Election are on <DATE_TIME>. Make your vote count. Go out and vote. For enquiries call INEC on: 4632,Governorship and State Assembly Election are on <DATE_TIME>. Make your vote count. Go out and vote. For enquiries call INEC on: 4632,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02420,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02420,Hi this is a reminder from Linkt. Your vehicle registration has been suspended pay your overdue toll invoice immediately to remove the limitation at: <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,hi this is a reminder from linkt your vehicle registration has been suspended pay your overdue toll invoice immediately to remove the limitation at <url>,,1,true,Smishing-Dataset-IMC25,smishing,Hi this is a reminder from Linkt. Your vehicle registration has been suspended pay your overdue toll invoice immediately to remove the limitation at: <URL>,Hi this is a reminder from Linkt. Your vehicle registration has been suspended pay your overdue toll invoice immediately to remove the limitation at: <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02421,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02421,DEAR SBI USER Your A/C will be blocked today.update your PAN CARD <URL>rify your acco...,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your a c will be blocked today update your pan card <url>rify your acco,,1,true,Smishing-Dataset-IMC25,smishing,DEAR SBI USER Your A/C will be blocked today.update your PAN CARD <URL>rify your acco...,DEAR SBI USER Your A/C will be blocked today.update your PAN CARD <URL>rify your acco...,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02425,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02425,Dear customer your YONO SBI account will be blocked <DATE_TIME> please update your PAN card <URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your yono sbi account will be blocked <date time> please update your pan card <url>,,1,true,Smishing-Dataset-IMC25,smishing,Dear customer your YONO SBI account will be blocked <DATE_TIME> please update your PAN card <URL>,Dear customer your YONO SBI account will be blocked <DATE_TIME> please update your PAN card <URL>,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02426,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02426,get fresh eggs from the farm from medium to jumbo size whatsapp thembi eggs on <PHONE_NUMBER> for quotation,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,get fresh eggs from the farm from medium to jumbo size whatsapp thembi eggs on <phone number> for quotation,,1,true,Smishing-Dataset-IMC25,smishing,get fresh eggs from the farm from medium to jumbo size whatsapp thembi eggs on <PHONE_NUMBER> for quotation,get fresh eggs from the farm from medium to jumbo size whatsapp thembi eggs on <PHONE> for quotation,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02429,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02429,Dear HDFC User Your HDFC NetBanking will be Suspended <DATE_TIME> Please click on the link and update your PAN no,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear hdfc user your hdfc netbanking will be suspended <date time> please click on the link and update your pan no,,1,true,Smishing-Dataset-IMC25,smishing,Dear HDFC User Your HDFC NetBanking will be Suspended <DATE_TIME> Please click on the link and update your PAN no,Dear HDFC User Your HDFC NetBanking will be Suspended <DATE_TIME> Please click on the link and update your PAN no,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02430,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02430,Dear customer your HDFC account will be blocked. Please update your PANCARD and complete your KYC. Click here <URL> HDFC TEAM,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear customer your hdfc account will be blocked please update your pancard and complete your kyc click here <url> hdfc team,,1,true,Smishing-Dataset-IMC25,smishing,Dear customer your HDFC account will be blocked. Please update your PANCARD and complete your KYC. Click here <URL> HDFC TEAM,Dear customer your HDFC account will be blocked. Please update your PANCARD and complete your KYC. Click here <URL> HDFC TEAM,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
gathered_imc25_english_smish_02431,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_02431,Abnormal delivery: (<URL>) Since the street community is unclear please update in time,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,abnormal delivery <url> since the street community is unclear please update in time,,1,true,Smishing-Dataset-IMC25,smishing,Abnormal delivery: (<URL>) Since the street community is unclear please update in time,Abnormal delivery: (<URL>) Since the street community is unclear please update in time,False,already_redacted,cleaned_from_already_redacted,True,already_redacted_source,Selected gathered final `message_raw`; available source text already contains placeholders.
