unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels,message_raw,message_clean,raw_text_available,raw_text_status,cleaning_status,redaction_detected_in_raw,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,final_dataset_eligible,exclusion_reason
gathered_imc25_english_smish_04352,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04352,Your shipment requires a delivery fee. proceed to pay now to avoid delivery delay Visit:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,your shipment requires a delivery fee proceed to pay now to avoid delivery delay visit,,1,true,Smishing-Dataset-IMC25,smishing,Your shipment requires a delivery fee. proceed to pay now to avoid delivery delay Visit:,Your shipment requires a delivery fee. proceed to pay now to avoid delivery delay Visit:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04352,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04362,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04362,We recently sent you an email about voice security - it includes some key points we need you to agree to. If you're happy with these and you'd like to remain opted in please reply 'YES'. If we don't hear from you or you reply NO - we'll remove your voice pattern and opt you out. Your Barclays team.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,we recently sent you an email about voice security it includes some key points we need you to agree to if you re happy with these and you d like to remain opted in please reply yes if we don t hear from you or you reply no we ll remove your voice pattern and opt you out your barclays team,,1,true,Smishing-Dataset-IMC25,smishing,We recently sent you an email about voice security - it includes some key points we need you to agree to. If you're happy with these and you'd like to remain opted in please reply 'YES'. If we don't hear from you or you reply NO - we'll remove your voice pattern and opt you out. Your Barclays team.,We recently sent you an email about voice security - it includes some key points we need you to agree to. If you're happy with these and you'd like to remain opted in please reply 'YES'. If we don't hear from you or you reply NO - we'll remove your voice pattern and opt you out. Your Barclays team.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04362,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04386,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04386,Dear SBI user your SBI Account will be Block Today Please click on the link and update your PAN no. immiedately-,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your sbi account will be block today please click on the link and update your pan no immiedately,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI user your SBI Account will be Block Today Please click on the link and update your PAN no. immiedately-,Dear SBI user your SBI Account will be Block Today Please click on the link and update your PAN no. immiedately-,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04386,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04406,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04406,Your UnionBank Account was blocked due to 3 unsuccessful login attempts. you may unblock your profile by going to:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your unionbank account was blocked due to 3 unsuccessful login attempts you may unblock your profile by going to,,1,true,Smishing-Dataset-IMC25,smishing,Your UnionBank Account was blocked due to 3 unsuccessful login attempts. you may unblock your profile by going to:,Your UnionBank Account was blocked due to 3 unsuccessful login attempts. you may unblock your profile by going to:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04406,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04457,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04457,Hello mum My phone doesnt work so im using a spare. I need to talk to you urgently. The bank have locked my account and i need to pay a debt. But i only have data so please message me on whatsapp on <US_BANK_NUMBER>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=hey mum/dad; strict-clean approved gathered smishing row.,hello mum my phone doesnt work so im using a spare i need to talk to you urgently the bank have locked my account and i need to pay a debt but i only have data so please message me on whatsapp on <us bank number>,,1,true,Smishing-Dataset-IMC25,smishing,Hello mum My phone doesnt work so im using a spare. I need to talk to you urgently. The bank have locked my account and i need to pay a debt. But i only have data so please message me on whatsapp on <US_BANK_NUMBER>,Hello mum My phone doesnt work so im using a spare. I need to talk to you urgently. The bank have locked my account and i need to pay a debt. But i only have data so please message me on whatsapp on <US_BANK_NUMBER>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04457,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04474,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04474,Dear User Your SBI YONO A/C Will Be Blocked please Update Your PAN card immediately Click on link,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear user your sbi yono a c will be blocked please update your pan card immediately click on link,,1,true,Smishing-Dataset-IMC25,smishing,Dear User Your SBI YONO A/C Will Be Blocked please Update Your PAN card immediately Click on link,Dear User Your SBI YONO A/C Will Be Blocked please Update Your PAN card immediately Click on link,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04474,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04488,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04488,Your Account has been suspended and requires verification. Please click this link.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your account has been suspended and requires verification please click this link,,1,true,Smishing-Dataset-IMC25,smishing,Your Account has been suspended and requires verification. Please click this link.,Your Account has been suspended and requires verification. Please click this link.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04488,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04539,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04539,Pay: You have a bill that will be overdue and incur a penalty. Please check and complete the payment! [<URL>,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,pay you have a bill that will be overdue and incur a penalty please check and complete the payment <url>,,1,true,Smishing-Dataset-IMC25,smishing,Pay: You have a bill that will be overdue and incur a penalty. Please check and complete the payment! [http://s1TROd.w],Pay: You have a bill that will be overdue and incur a penalty. Please check and complete the payment! [<URL>,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04539,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04573,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04573,Good News! Dear ... we were trying to reach you regarding an exciting HSBC Credit Card Offer. Please Reply with SMSCARD on ... to avail your offer and we will be glad to get in touch with you. You can also call us at ...,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,good news dear we were trying to reach you regarding an exciting hsbc credit card offer please reply with smscard on to avail your offer and we will be glad to get in touch with you you can also call us at,,1,true,Smishing-Dataset-IMC25,smishing,Good News! Dear ... we were trying to reach you regarding an exciting HSBC Credit Card Offer. Please Reply with SMSCARD on ... to avail your offer and we will be glad to get in touch with you. You can also call us at ...,Good News! Dear ... we were trying to reach you regarding an exciting HSBC Credit Card Offer. Please Reply with SMSCARD on ... to avail your offer and we will be glad to get in touch with you. You can also call us at ...,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04573,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04607,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04607,Credit Union: Hello your credit union account has been placed on a hold for our new security update Verify your account:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,credit union hello your credit union account has been placed on a hold for our new security update verify your account,,1,true,Smishing-Dataset-IMC25,smishing,Credit Union: Hello your credit union account has been placed on a hold for our new security update Verify your account:,Credit Union: Hello your credit union account has been placed on a hold for our new security update Verify your account:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04607,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04612,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04612,Citi Bank AU: A new device has been registered to your Online Banking. If you do not recognise this activity please visit us at:,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,citi bank au a new device has been registered to your online banking if you do not recognise this activity please visit us at,,1,true,Smishing-Dataset-IMC25,smishing,Citi Bank AU: A new device has been registered to your Online Banking. If you do not recognise this activity please visit us at:,Citi Bank AU: A new device has been registered to your Online Banking. If you do not recognise this activity please visit us at:,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04612,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04618,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04618,The IRS will never initiate contact with you by email text or social media regarding a bill or tax refund.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row.,the irs will never initiate contact with you by email text or social media regarding a bill or tax refund,,1,true,Smishing-Dataset-IMC25,smishing,The IRS will never initiate contact with you by email text or social media regarding a bill or tax refund.,The IRS will never initiate contact with you by email text or social media regarding a bill or tax refund.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04618,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04647,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04647,Dear SBI customer your account has been BLOCKED due to KYC is pending. Immediately call to BANK <US_BANK_NUMBER> and open your account Thank you SBI,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi customer your account has been blocked due to kyc is pending immediately call to bank <us bank number> and open your account thank you sbi,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI customer your account has been BLOCKED due to KYC is pending. Immediately call to BANK <US_BANK_NUMBER> and open your account Thank you SBI,Dear SBI customer your account has been BLOCKED due to KYC is pending. Immediately call to BANK <US_BANK_NUMBER> and open your account Thank you SBI,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04647,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04711,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04711,Dear SBI user your SBI Account will be Block Today Please click on the link and update your PAN no. immediately-,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi user your sbi account will be block today please click on the link and update your pan no immediately,,1,true,Smishing-Dataset-IMC25,smishing,Dear SBI user your SBI Account will be Block Today Please click on the link and update your PAN no. immediately-,Dear SBI user your SBI Account will be Block Today Please click on the link and update your PAN no. immediately-,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04711,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04728,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04728,Dear Customer GREAT NEWS! You're Pre-Approved for Credit Up to Rs. 1 Lakh* Sign Up for Flipkart Pay Later & Get Rs. 100* Gift Card.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row.,dear customer great news you re pre approved for credit up to rs 1 lakh sign up for flipkart pay later get rs <num> gift card,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer GREAT NEWS! You're Pre-Approved for Credit Up to Rs. 1 Lakh* Sign Up for Flipkart Pay Later & Get Rs. 100* Gift Card.,Dear Customer GREAT NEWS! You're Pre-Approved for Credit Up to Rs. 1 Lakh* Sign Up for Flipkart Pay Later & Get Rs. 100* Gift Card.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04728,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04806,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04806,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone...,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your login for paytm app has started do not share sms with otp code to anyone,,1,true,Smishing-Dataset-IMC25,smishing,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone...,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone...,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04806,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04821,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04821,Canada Post: You missed your delivery. Your parcel was returned to our post office. A delivery reschedule is required. text Y to reschedule your delivery,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,canada post you missed your delivery your parcel was returned to our post office a delivery reschedule is required text y to reschedule your delivery,,1,true,Smishing-Dataset-IMC25,smishing,Canada Post: You missed your delivery. Your parcel was returned to our post office. A delivery reschedule is required. text Y to reschedule your delivery,Canada Post: You missed your delivery. Your parcel was returned to our post office. A delivery reschedule is required. text Y to reschedule your delivery,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04821,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04868,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04868,Attention! This is to inform you that the IncomeDept has officially concluded the TaxAudit. You are due for an overdue refund of <OTP>.49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly Ensure you fill accurate details. Click the link beneath and submit a refund request.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row.,attention this is to inform you that the incomedept has officially concluded the taxaudit you are due for an overdue refund of <otp> 49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly ensure you fill accurate details click the link beneath and submit a refund request,,1,true,Smishing-Dataset-IMC25,smishing,Attention! This is to inform you that the IncomeDept has officially concluded the TaxAudit. You are due for an overdue refund of 40199.49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly Ensure you fill accurate details.  Click the link beneath and submit a refund request.,Attention! This is to inform you that the IncomeDept has officially concluded the TaxAudit. You are due for an overdue refund of 40199.49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly Ensure you fill accurate details. Click the link beneath and submit a refund request.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04868,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04915,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04915,Dear User Your SBI YONO A-C will be suspended please update your PANCARD IMMEDIATELY click here.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear user your sbi yono a c will be suspended please update your pancard immediately click here,,1,true,Smishing-Dataset-IMC25,smishing,Dear User Your SBI YONO A-C will be suspended please update your PANCARD IMMEDIATELY click here.,Dear User Your SBI YONO A-C will be suspended please update your PANCARD IMMEDIATELY click here.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04915,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04922,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04922,Message from HDFC Bank : Dear AKHILESH KUMAR MISHRA Get Accidental /Disability cover of Rs. 2 Lakhs for premium at Rs. 20 per annum through Pradhan Mantri Suraksha Bima Yojana Government Scheme. If you are interested please click the link,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,message from hdfc bank dear akhilesh kumar mishra get accidental disability cover of rs 2 lakhs for premium at rs 20 per annum through pradhan mantri suraksha bima yojana government scheme if you are interested please click the link,,1,true,Smishing-Dataset-IMC25,smishing,Message from HDFC Bank : Dear AKHILESH KUMAR MISHRA Get Accidental /Disability cover of Rs. 2 Lakhs for premium at Rs. 20 per annum through Pradhan Mantri Suraksha Bima Yojana Government Scheme. If you are interested please click the link,Message from HDFC Bank: Dear AKHILESH KUMAR MISHRA Get Accidental /Disability cover of Rs. 2 Lakhs for premium at Rs. 20 per annum through Pradhan Mantri Suraksha Bima Yojana Government Scheme. If you are interested please click the link,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04922,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04924,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04924,Your package cannot be delivered due to a missing address you can update your address online and request a new delivery,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,your package cannot be delivered due to a missing address you can update your address online and request a new delivery,,1,true,Smishing-Dataset-IMC25,smishing,Your package cannot be delivered due to a missing address you can update your address online and request a new delivery,Your package cannot be delivered due to a missing address you can update your address online and request a new delivery,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04924,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04942,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04942,YOUR HDFC ACCOUNT HAS BEEN SUSPENDED DUE TO NON SUBMISSION OF YOUR KYC CLICK THE BELOW LINK TO UPDATE YOUR PAN NUMBER,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your hdfc account has been suspended due to non submission of your kyc click the below link to update your pan number,,1,true,Smishing-Dataset-IMC25,smishing,YOUR HDFC ACCOUNT HAS BEEN SUSPENDED DUE TO NON SUBMISSION OF YOUR KYC CLICK THE BELOW LINK TO UPDATE YOUR PAN NUMBER,YOUR HDFC ACCOUNT HAS BEEN SUSPENDED DUE TO NON SUBMISSION OF YOUR KYC CLICK THE BELOW LINK TO UPDATE YOUR PAN NUMBER,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04942,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04943,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04943,Dear HDFC user Your HDFC NetBanking Account will be blocked Today Please click on the link and update your PAN CARD number immediately.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear hdfc user your hdfc netbanking account will be blocked today please click on the link and update your pan card number immediately,,1,true,Smishing-Dataset-IMC25,smishing,Dear HDFC user Your HDFC NetBanking Account will be blocked Today Please click on the link and update your PAN CARD number immediately.,Dear HDFC user Your HDFC NetBanking Account will be blocked Today Please click on the link and update your PAN CARD number immediately.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04943,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_04962,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04962,Congratulations Your number/ had won PHP750000.00) 2nd winner From: KOPIKO MAGKA PERA 4 DTI# 5261S'20. To claim just text your NAME: AGE: ADD: Work: Thank you!,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row.,congratulations your number had won php750000 00 2nd winner from kopiko magka pera 4 dti 5261s 20 to claim just text your name age add work thank you,,1,true,Smishing-Dataset-IMC25,smishing,Congratulations Your number/ had won PHP750000.00) 2nd winner From: KOPIKO MAGKA PERA 4 DTI# 5261S'20. To claim just text your NAME: AGE: ADD: Work: Thank you!,Congratulations Your number/ had won <AMOUNT>) 2nd winner From: KOPIKO MAGKA PERA 4 DTI# 5261S'20. To claim just text your NAME: AGE: ADD: Work: Thank you!,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_04962,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_05030,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_05030,Time is running out! Your Vodafone points (<OTP> points) will expire soon Visit vodofa ... to redeem your Rewards points and enjoy great offers,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row.,time is running out your vodafone points <otp> points will expire soon visit vodofa to redeem your rewards points and enjoy great offers,,1,true,Smishing-Dataset-IMC25,smishing,Time is running out! Your Vodafone points (5131 points) will expire soon Visit vodofa ...   to redeem your Rewards points and enjoy great offers,Time is running out! Your Vodafone points (5131 points) will expire soon Visit vodofa ... to redeem your Rewards points and enjoy great offers,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_05030,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_05059,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_05059,Scotiabank security system has detected some unusual activity. Please verify your identity in order to avoid suspension.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,scotiabank security system has detected some unusual activity please verify your identity in order to avoid suspension,,1,true,Smishing-Dataset-IMC25,smishing,Scotiabank security system has detected some unusual activity. Please verify your identity in order to avoid suspension.,Scotiabank security system has detected some unusual activity. Please verify your identity in order to avoid suspension.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_05059,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_05199,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_05199,DEAR SBI YONO USER Your A/C will be Suspended todey update PANCARD for KYC varify Your account for login With Net banking click,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,dear sbi yono user your a c will be suspended todey update pancard for kyc varify your account for login with net banking click,,1,true,Smishing-Dataset-IMC25,smishing,DEAR SBI YONO USER Your A/C will be Suspended todey update PANCARD for KYC varify Your account for login With Net banking click,DEAR SBI YONO USER Your A/C will be Suspended todey update PANCARD for KYC varify Your account for login With Net banking click,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_05199,False,duplicate_against_raw_required_dataset
gathered_imc25_english_smish_05218,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_05218,You have successfully added your A/c no. XX to Google Pay UPI app - Axis Bank,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,you have successfully added your a c no xx to google pay upi app axis bank,,1,true,Smishing-Dataset-IMC25,smishing,You have successfully added your A/c no. XX to Google Pay UPI app - Axis Bank,You have successfully added your A/c no. XX to Google Pay UPI app - Axis Bank,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,excluded_duplicate_raw_available,,gathered_imc25_english_smish_05218,False,duplicate_against_raw_required_dataset
