review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,raw_quality_status,source_traceability_status,expert_label,expert_confidence,expert_notes,reviewer_name,review_date
EXP-SPAM-0125,"Golden opportunity! Earn TK 1000-2000 daily by doing data entry from home. Registration fee only TK 100. Contact with name, age, city, national ID number whatsapp 7602236317","Golden opportunity! Earn TK 1000-2000 daily by doing data entry from home. Registration fee only TK 100. Contact with name, age, city, national ID number whatsapp 7602236317","Golden opportunity! Earn TK <PHONE> daily by doing data entry from home. Registration fee only TK 100. Contact with name, age, city, national ID number whatsapp <PHONE>",smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,True,False,False,job/investment offer,pass_raw_complete,traceable,,,,,
EXP-SPAM-0126,<#> Please enter 706499 into LINE within the next 30 mins. JFOQLtyexga,<#> Please enter 706499 into LINE within the next 30 mins. JFOQLtyexga,<#> Please enter 706499 into LINE within the next 30 mins. JFOQLtyexga,verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0127,I'm reaching out about thepost on YOUR_COMPANY_NAME_HERE,I'm reaching out about thepost on YOUR_COMPANY_NAME_HERE,I'm reaching out about thepost on YOUR_COMPANY_NAME_HERE,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0128,Linkt: Your services have been restricted please view to remove lim...,Linkt: Your services have been restricted please view to remove lim...,Linkt: Your services have been restricted please view to remove lim...,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0129,"Parcel delivery cancelled due to invalid billing, instructions on how to fix can be viewed on","Parcel delivery cancelled due to invalid billing, instructions on how to fix can be viewed on","Parcel delivery cancelled due to invalid billing, instructions on how to fix can be viewed on",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0130,Now our company offer online part-time job that only needs to watch the YouTube video about 10-20 seconds give a LIKE SUBSCRIBE the YOUTUBE . Each YouTube is 50rs and this is just a task for new hires. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time.,Now our company offer online part-time job that only needs to watch the YouTube video about 10-20 seconds give a LIKE SUBSCRIBE the YOUTUBE . Each YouTube is 50rs and this is just a task for new hires. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time.,Now our company offer online part-time job that only needs to watch the YouTube video about 10-20 seconds give a LIKE SUBSCRIBE the YOUTUBE. Each YouTube is 50rs and this is just a task for new hires. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,job/investment offer,review_too_long,traceable,,,,,
EXP-SPAM-0131,You won today's Happy Times! Here's your Rs. 500 no minimum spend Lenskart voucher.,You won today's Happy Times! Here's your Rs. 500 no minimum spend Lenskart voucher.,You won today's Happy Times! Here's your Rs. 500 no minimum spend Lenskart voucher.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0132,"We'll be awarding $50 to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well.","We'll be awarding $50 to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well.","We'll be awarding <AMOUNT> to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0133,"The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please.","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please.","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0134,Bet on IPL today to get a chance for private meeting with Shakib Al Hasan. Start now: xini.eu/00Qe,Bet on IPL today to get a chance for private meeting with Shakib Al Hasan. Start now: xini.eu/00Qe,Bet on IPL today to get a chance for private meeting with Shakib Al Hasan. Start now: xini.eu/00Qe,smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0135,TECSIDEL: Your vehicle HR66B4294 TAG used at ayanagar. Charges: 100.00 Thanks,TECSIDEL: Your vehicle HR66B4294 TAG used at ayanagar. Charges: 100.00 Thanks,TECSIDEL: Your vehicle HR66B4294 TAG used at ayanagar. Charges: 100.00 Thanks,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0136,We have been unable to process your latest bill.,We have been unable to process your latest bill.,We have been unable to process your latest bill.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0137,Your order was dropped off. Please refer to this photo your Dasher provided to see where it was left.,Your order was dropped off. Please refer to this photo your Dasher provided to see where it was left.,Your order was dropped off. Please refer to this photo your Dasher provided to see where it was left.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0138,Your mobile number linked to terrorism activities. Clear record with 14500 TK: terror-clear.bd/urgent,Your mobile number linked to terrorism activities. Clear record with 14500 TK: terror-clear.bd/urgent,Your mobile number linked to terrorism activities. Clear record with 14500 TK: terror-clear.bd/urgent,smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0139,"Congratulations Dear Customer You Have Won The Prize of 25,00,000 By KBC Department Please Collect Your Prize Urgently By Follow The Company Rule's & Regulations","Congratulations Dear Customer You Have Won The Prize of 25,00,000 By KBC Department Please Collect Your Prize Urgently By Follow The Company Rule's & Regulations","Congratulations Dear Customer You Have Won The Prize of 25,00,000 By KBC Department Please Collect Your Prize Urgently By Follow The Company Rule's & Regulations",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0140,"Congratulations! Your E- Gift voucher from Citi India is here Dear Customer, Congratulations! You are now eligible for a complimentary Amazon E-Gift Voucher Rs.750/- based on your successful fulfillment of the minimum spend criteria. Order no MEEMI3199","Congratulations! Your E- Gift voucher from Citi India is here Dear Customer, Congratulations! You are now eligible for a complimentary Amazon E-Gift Voucher Rs.750/- based on your successful fulfillment of the minimum spend criteria. Order no MEEMI3199","Congratulations! Your E- Gift voucher from Citi India is here Dear Customer, Congratulations! You are now eligible for a complimentary Amazon E-Gift Voucher Rs.750/- based on your successful fulfillment of the minimum spend criteria. Order no MEEMI3199",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0141,m! True Baraha!To celebrate the World Cup we prepare more events and BONUS up to 88888!!!,m! True Baraha!To celebrate the World Cup we prepare more events and BONUS up to 88888!!!,m! True Baraha!To celebrate the World Cup we prepare more events and BONUS up to 88888!!!,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0142,"Walgreens: You're being randomly given, as 1 of 613 people, 1 reward by filling in a brief survey. Reward ends in 5 hours vnnim.cc/mNGtaOl O","Walgreens: You're being randomly given, as 1 of 613 people, 1 reward by filling in a brief survey. Reward ends in 5 hours vnnim.cc/mNGtaOl O","Walgreens: You're being randomly given, as 1 of 613 people, 1 reward by filling in a brief survey. Reward ends in 5 hours vnnim.cc/mNGtaOl O",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0143,NHS: We noticed you haven't applied for your Covid Pass. Follow the link to complete registration and avoid penalties:,NHS: We noticed you haven't applied for your Covid Pass. Follow the link to complete registration and avoid penalties:,NHS: We noticed you haven't applied for your Covid Pass. Follow the link to complete registration and avoid penalties:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0144,KatieT881 mailed you a bang buddy proposal. Read her message:,KatieT881 mailed you a bang buddy proposal. Read her message:,KatieT881 mailed you a bang buddy proposal. Read her message:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0145,Dear Register to receive 100RS for free; invite friends together to make money; invest in 500RS to get 900RS; link:,Dear Register to receive 100RS for free; invite friends together to make money; invest in 500RS to get 900RS; link:,Dear Register to receive 100RS for free; invite friends together to make money; invest in 500RS to get 900RS; link:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0146,"Scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK190000 health coverage per year and other benefits of Health Plus, write START RP and send to 28477.","Scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK190000 health coverage per year and other benefits of Health Plus, write START RP and send to 28477.","Scholarship facilities for meritorious students and direct free consultation with experienced doctors along with TK190000 health coverage per year and other benefits of Health Plus, write START RP and send to 28477.",smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,True,promotional spam,pass_raw_complete,traceable,,,,,
EXP-SPAM-0147,"If you want to work, inbox. You will get 25 taka commission if you sell any product below 100 taka, 50 taka if you sell any product between 100 to 1000 taka, and 100 taka commission if you sell between 1000 to 2000 taka","If you want to work, inbox. You will get 25 taka commission if you sell any product below 100 taka, 50 taka if you sell any product between 100 to 1000 taka, and 100 taka commission if you sell between 1000 to 2000 taka","If you want to work, inbox. You will get 25 taka commission if you sell any product below 100 taka, 50 taka if you sell any product between 100 to 1000 taka, and 100 taka commission if you sell between 1000 to 2000 taka",smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,strict_raw_replacement_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0148,We are only one drop away. We should be with you by 16:03 and will let you know if there are any problems. Tracking,We are only one drop away. We should be with you by 16:03 and will let you know if there are any problems. Tracking,We are only one drop away. We should be with you by 16:03 and will let you know if there are any problems. Tracking,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0149,XM notice: SxyKristen127 sent you a fbuddy request. Read what she had to say now:,XM notice: SxyKristen127 sent you a fbuddy request. Read what she had to say now:,XM notice: SxyKristen127 sent you a fbuddy request. Read what she had to say now:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0150,Why / wasn't your  i package delivered? https://...,Why / wasn't your  i package delivered? https://...,Why / wasn't your i package delivered? <URL>,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,True,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0151,"Your Yes loan is due,please repay it on time and avoid contacting your family!","Your Yes loan is due,please repay it on time and avoid contacting your family!","Your Yes loan is due,please repay it on time and avoid contacting your family!",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0152,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to...","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to...","[ I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to...",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0153,"The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please. prhomitaddr.info/Mfwe O�","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please. prhomitaddr.info/Mfwe O�","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please. <URL> O�",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,True,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0154,"DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.","DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.","DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0155,"Attractive job and education, monthly salary TK2 lakh+ and opportunity for permanent residence in South Korea.
Free tuition and accommodation.
Contact:
01720557103
01720557120
01321200716
01550402100","Attractive job and education, monthly salary TK2 lakh+ and opportunity for permanent residence in South Korea.
Free tuition and accommodation.
Contact:
01720557103
01720557120
01321200716
01550402100","Attractive job and education, monthly salary TK2 lakh+ and opportunity for permanent residence in South Korea. Free tuition and accommodation. Contact: <PHONE>",smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0156,"27Your package is on hold due to invalid address information you filled in, please correct the information. rebrand.ly/US-1","27Your package is on hold due to invalid address information you filled in, please correct the information. rebrand.ly/US-1","27Your package is on hold due to invalid address information you filled in, please correct the information. <URL>",phishing_messages_row,smishing,weak_signal_suspicious,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0157,]TM-[Carrier / help us to improve the t---MOBILE experience for you,]TM-[Carrier / help us to improve the t---MOBILE experience for you,]TM-[Carrier / help us to improve the t---MOBILE experience for you,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0158,"We notice that you left your EMI Moratorium request incomplete. To help us process it, kindly provide us your complete details.","We notice that you left your EMI Moratorium request incomplete. To help us process it, kindly provide us your complete details.","We notice that you left your EMI Moratorium request incomplete. To help us process it, kindly provide us your complete details.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0159,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0160,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0161,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0162,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0163,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0164,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0165,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0166,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0167,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0168,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0169,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0170,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,adult/chat promo,pass_raw_complete,traceable,,,,,
EXP-SPAM-0171,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,Smishing,smishing,conflict_needs_review,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,
EXP-SPAM-0172,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0173,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0174,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,
EXP-SPAM-0175,"449050000301 You have won a £2,000 price! To claim, call 09050000301.","449050000301 You have won a £2,000 price! To claim, call 09050000301.","449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,
EXP-SPAM-0176,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,True,False,True,telecom promo,pass_raw_complete,traceable,,,,,
