record_id,screenshot_file,screenshot_index,message_order,source,visible_date_label,extracted_text
364,analysisdataset (2).csv,262,1,Phone Number,"12/21/2022, 07:29:14","Delivery Service - Your p@ackage has arrived at the distribution center, your address format is incorrect please update:http://qr.co6.info/ui69"
365,analysisdataset (2).csv,263,1,Costco,"12/21/2022, 07:30:47","Treat yourself today and tomorrow when you register at Costco. Get your card valued at $55, this will not last too long. Yes, you can share! http://sidedeity.finance/lgUzySA5"
366,analysisdataset (2).csv,264,1,EDD,"12/21/2022, 07:31:59","EDD- A new login was detected in Flint, Michigan visit http://e-d-d-safety022.duckdns.org/a if that was not you."
367,analysisdataset (2).csv,265,1,Phone Number,"12/21/2022, 07:32:52",<Subject: Friend Req> Do Hey It looks like we live really close. Check me out 3woe.xyz/bApNnm3lur Lets chat and maybe meet up soon. Talk soon
369,analysisdataset (2).csv,266,1,Amazon,"12/21/2022, 07:35:07","Amazon.com: We found a suspicious transaction, for security reasons we have deactivated your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link: https://l.ead.me/Amazon-Account-Verify-ID9517453"
370,analysisdataset (2).csv,267,1,Amazon,"12/21/2022, 07:36:11","<Subject: Unusual Activity> : We've suspend your Amazon account due to unusual activity. New Login attempt has been blocked from : Mozilla Firefox 8.7 120.12.194.127 - Russia] Your Amazon account has been locked by our system. If this wasn't you, please verify with link below: https://lindsy352.preview.softr.app/?t=1659623895934"
371,analysisdataset (2).csv,268,1,Amazon,"12/21/2022, 07:37:01","Notification From Amazon: We've locked your Amazon account due to a billing issue. To unlock your Amazon account, please click link below: https://notification-accountid.lnk.to/resolveaccount?secure-acoount&?=https://amazon.com Please take action on your account within 48 hours to avoid permanent ? View all"
372,analysisdataset (2).csv,269,1,CVS,"12/21/2022, 07:56:01",CVS Appreciation Week: Complete Quick Survey and Earn up to $100 in CVS Credit swellingcipher.com/wnX1r9
373,analysisdataset (2).csv,270,1,Walmart,"12/21/2022, 07:57:31",WOW $100 for 1-2 Minute Walmart Servey appliedtriumph.com/HW3SV3
374,analysisdataset (2).csv,271,1,Walmart,"12/21/2022, 07:58:50",Earn up to $100 in Walmart Store Value. Please finish survey to earn rewards encumberrapidit.com/b4xUQc
375,analysisdataset (2).csv,272,1,Phone Number,"12/21/2022, 08:00:23","GROW UR COCK 2+ INCHES, STAY STIFF FOR HOURS slanderchapter.com/LC6JHd"
376,analysisdataset (2).csv,273,1,Phone Number,"12/21/2022, 08:01:48",Get the Biggest Dick For Her spikefibrous.com/TrarTX
377,analysisdataset (2).csv,274,1,Phone Number,"12/21/2022, 08:02:50",OMG you can add so much length and girth. Free trial ends today quotienteminent.com/UbMa99
379,analysisdataset (2).csv,275,1,Venmo,"12/21/2022, 08:05:14",NOTICE: Venmo $100 was Deposited to Your VENMO Account. Please Claim it Here Within 24 Hours MMS http://lossfighting.com/5D2wSz
380,analysisdataset (2).csv,276,1,Home Depot,"12/21/2022, 08:06:04",Ultimate GiveAway by HomeDepot http://securitywe.yokohama/s4Wm9i
381,analysisdataset (2).csv,277,1,CVS,"12/21/2022, 08:06:57","We'll be awarding $50 to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well. http://seizingblessing.directory/BZnYMyug"
382,analysisdataset (2).csv,278,1,Phone Number,"12/21/2022, 20:51:08","According to your usecase, you qualify to use a full policy pack for your auto for just 19/mth! Tap to get: aaprmm6pc2.co/5zoily Reply Stop to OPTOUT"
383,analysisdataset (2).csv,279,1,Phone Number,"12/21/2022, 20:52:40",Simple return of 45$ when you submit easy info. http://addressknowing.digital/UOCLWkls
384,analysisdataset (2).csv,280,1,Phone Number,"12/21/2022, 20:53:36",summertime is done and ur still looking huge in the mirror. try this for a week and eliminate more than you can imagine. http://voicetabular.boutique/ju67rmG2
385,analysisdataset (2).csv,281,1,IceHouse,"12/21/2022, 20:56:40",IceHouse: This little compact AC gives a blast of freezing-cool air: order it right now with discount ng4kaszp8.co/4apued3m Reply END to unsubscribe
386,analysisdataset (2).csv,282,1,Walgreens,"12/21/2022, 20:57:56","Walgreens: We want to choose along our few other 420 shoppers reserving 1 prize for a 60 sec survey. Offer ends in 5 hours jkigr.cc/IB5sXLZ Aug 1, 6:45 AM"
387,analysisdataset (2).csv,283,1,Phone Number,"12/21/2022, 20:59:07",Test our new-formula cream for 7 days and your friends won't believe it's you. Real lifting! idwaxp51og.co/a09c Reply Stop to OPTOUT
388,analysisdataset (2).csv,284,1,Phone Number,"12/21/2022, 21:00:06",Pay $40 for full vehicle insurance. Limited-number of proposals. Hurry and click: egxi6aqx8r.co/zz5welj Reply END to unsubscribe
389,analysisdataset (2).csv,285,1,Phone Number,"12/21/2022, 21:00:51",Credit score update: There is your current credit score. To receive details open link! 5wac5ltscn.co/oaktfqv Reply END to unsubscribe
391,analysisdataset (2).csv,286,1,Phone Number,"12/21/2022, 21:02:17",We may send up to $250 for gasoline if you complete this select survey. Believe in you! a56cyklri.co/1hyv3 Reply END to unsubscribe
392,analysisdataset (2).csv,287,1,Phone Number,"12/21/2022, 21:03:00",No need to work out - just 1 glass before night and your plump belly fades quickly! kh5niapbp4.co/fs4h Reply Stop to OPTOUT
399,analysisdataset (2).csv,288,1,Netflix,"12/22/2022, 03:55:15","[Notification ] Update your payment details as soon as possible. We're having some trouble with your current billing information. Click link below to update your billing information : https://gotommbr.myclickfunnels.com/ Best Regards, The Netflix team"
401,analysisdataset (2).csv,289,1,Amazon,"12/22/2022, 03:57:30","Your card charged for $349 for Domesis Matthewson Recliner Charcoal Gray. order id AMZ1649751 on 12-13-2022. If you DO NOT, Please contact us +18772214408"
402,analysisdataset (2).csv,290,1,Phone Number,"12/22/2022, 03:58:17","FRM:Unit-VJKXU SUBJ:CS_ID: 106109122 MSG: Your shipment 55511 could not be delivered. To reschedule, continue below:https://lnkd.in/eZXKcEdF"
403,analysisdataset (2).csv,291,1,12002,"12/22/2022, 03:59:30",FRM:Cathy Goad MSG:Yolanda Vitela 12002 Allegheny St https://kstu.hair/rbZ4A68x
404,analysisdataset (2).csv,292,1,Phone Number,"12/22/2022, 04:01:31","Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James +1 (509) 785-6416 for details"
406,analysisdataset (2).csv,293,1,Marine Corps,"12/22/2022, 04:03:39","TIMESENSITIVENOTICE: Exposed to UnsafeWater? If you or someone you love were stationed, worked, or lived for at least 30 days at Marine Corps Base CAMPIeJEUNE prior to 1988, you may be entitled to significantCOMPENSATION. Get your noCOST-Consultation by calling: 1-833-597-2291"
408,analysisdataset (2).csv,294,1,Phone Number,"12/22/2022, 04:07:14","place our Add on your vehicle & paid seven hundred dollars wkly, for more details? hit https://bit.ly/3NhkqSn"
409,analysisdataset (2).csv,295,1,Bank of America,"12/23/2022, 23:39:32",<B Of A># : Your account has been locked due to fraud attempt made on 22 DEC. To prevent account closure please visit https://s.id/1tuDl to verify O° A
410,analysisdataset (2).csv,296,1,Bank of America,"12/23/2022, 23:43:55","BofA Alert: We 've placed a hold on your debit/atm card due to some unusual activity, To recover Visit https://profib04.com and verify your identity"
412,analysisdataset (2).csv,297,1,Phone Number,"01/09/2023, 20:17:13",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re deliver: https://usp-sptcn.top
413,analysisdataset (2).csv,298,1,USPS,"01/16/2023, 15:29:04","[U.S.P.S-Postal]: You have a package with wrong address in our transit warehouse, please update your address. Access. upsshipping.io/keGL6LxbyYpQN8z"
414,analysisdataset (2).csv,299,1,Bank of America,"01/22/2023, 05:50:13","BOFA Alerts: Possible transaction attempt Jan 17,2023 of $1350.59,believe not made by you kindly contact us on 1877-928-5810 now"
415,analysisdataset (2).csv,300,1,ICAC,"02/02/2023, 23:20:34",this is officer Collins with the icac internet crimes against children criminal investigation division I'm going to need you to contact me back here immediately sir!
416,analysisdataset (2).csv,301,1,USPS,"02/02/2023, 23:20:39",USPS: Your delivery has not completed due to address validation issues. Access uspstrack-ot.info for assistance with redelivery.
417,analysisdataset (2).csv,302,1,Wells Fargo,"02/02/2023, 23:21:00","FreeMsg_WFargo: Your billpay did not process as scheduled, we are here to help you solve it. Follow Ipsf/wfargo to review"
418,analysisdataset (2).csv,303,1,Phone Number,"03/27/2023, 21:32:38",Get Paid! Only takes 2 minutes http://boardingma.shopping/fEXyQZ
419,analysisdataset (2).csv,304,1,Bank of America,"03/28/2023, 03:47:02",BOA: Your Online Profile has a probable association with a system vulnerability. Log in and verify your details at https://sec03boa.com/bRZQK to prevent identity theft. O
420,analysisdataset (2).csv,305,1,Amazon,"03/28/2023, 05:58:05","Subject: New Device Login A login attempt to your Amazon Shopping was made from an unknown browser. Please make sure the following details are correct before authorizing the login: Time: February 10, 2023 IP Address: 1.22.542.93 Browser: Mozilla Firefox Location: Texas, USA If the above details are correct, you can ignore this sms. If this not you click the following link to update your account. scnv.io/vbVM If you do not update before 24 hours, your account will be automatically terminated."
421,analysisdataset (2).csv,306,1,Phone Number,"03/28/2023, 19:57:54",Order #113-87368244-001 confirmed! Est. delivery 03/23. Total: $2249.78. Questions? Call 8557672244. Reply STOP to opt-out. Happy shopping!
422,analysisdataset (2).csv,307,1,USPS,"03/28/2023, 20:13:13","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address http://usedps.com/go/Tracking/Q11U3 Please update it timely.Open link in browser"
428,analysisdataset (2).csv,308,1,Phone Number,"03/28/2023, 22:06:14","Your shipping order is on hold due to an incomplete street address in the shipping information. Check, please. ptycglvlogd.info/Rdeu 1:26 PM"
430,analysisdataset (2).csv,309,1,Chase Morgan,"03/28/2023, 22:07:52","UNIONBANK<ATTENTION> A payment of $200.00 has been made to Chase_Morgan credit. If you didn't authorize this, visit Https://www.UnionBank.Org_@bit.ly/3T1lhlE to cancel payment."
432,analysisdataset (2).csv,310,1,Amazon,"03/28/2023, 22:08:11","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s953782679.onlinehome.us/custapp Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service"
433,analysisdataset (2).csv,311,1,USPS,"03/28/2023, 22:08:30","[U.S.P.S-Postal]: You have a package with wrong address in our transit warehouse, please update your address. Access. upsshipping.io/keGL6Lxb21O9aom"
435,analysisdataset (2).csv,312,1,EDD,"03/28/2023, 22:09:05",EDD CA UI: Your EDD debit has been Temporarily DISABLED. Refer to http://myverifylink.cf Reply STOP to OPT-Out
436,analysisdataset (2).csv,313,1,Verizon,"03/28/2023, 22:10:04",VZW FreeMsg: Important - your payment is now due. To make a payment click http://mobile.vzw.com/paybill or dial #PMT (#768) from your handset.
437,analysisdataset (2).csv,314,1,Amazon,"03/28/2023, 22:11:06","Amazon: Congratulations Henry, you came 3rd in today's Amazon pods raffle! Click the link to : b2gxv.info/5ssC5f2SEG"
440,analysisdataset (2).csv,315,1,VEVOR,"03/28/2023, 22:12:01",VEVOR: Don't miss our must-buy list! Weekly updated with the best promotions and offers! Hurry!>> https://zgz.nu/df9aoZbT Reply STOP to stop
441,analysisdataset (2).csv,316,1,Phone Number,"03/28/2023, 22:16:43",Your Prick Will Get So Big That She'll Choke On It! thomasanquetin.com/wVAFt7
442,analysisdataset (2).csv,317,1,EE,"03/28/2023, 22:18:51","[EE]:We were unable to process your latest bill. In order to avoid fees, update your billing information via: https://ee.uk.billing45.com/?ee=2"
443,analysisdataset (2).csv,318,1,Costco,"03/28/2023, 22:50:58",costco promo : iPhone 14 on us winner line: 6197729441 Color: Purple Storage: 256GB dawlmterreabrbie.com/phone.html
444,analysisdataset (2).csv,319,1,Netflix,"03/28/2023, 22:54:27",FRM:www.ClaimRefund.info (sms_ID=IYMVQIT264) MSG:Netflix is Refunding you $65. Remaining Time to Claim (48) hr (sms_ID=IYMVQIT264)
445,analysisdataset (2).csv,320,1,AMAZON,"03/28/2023, 23:19:25",Your AMAZON account is temporarily restricted. Please confirm to restore access :// Inkd.in/gHghxQ3U Reply STOP to opt-out
446,analysisdataset (2).csv,321,1,Amazon,"03/28/2023, 23:27:26",Amazon.com We temporarily placed your Amazon suspended To restore follow instruction below. https://www.weblaunch.hu/free/main38/mail?=749000072 Please complete recovery within 2 days otherwise Amazon account permanently suspended. We are sorry for any inconvenience this may have caused. Thank you for your attention. O
447,analysisdataset (2).csv,322,1,Netflix,"03/28/2023, 23:29:27","Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account : http://s955064170.onlinehome.us/itsy?_glbsas Regards, Netflix Pte. Ltd."
449,analysisdataset (2).csv,323,1,Amazon,"03/28/2023, 23:29:52","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recover your account immediately click link bellow: http://s954844695.onlinehome.us/act?_recovrAccount Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service"
450,analysisdataset (2).csv,324,1,T-Mobile,"03/28/2023, 23:30:00",This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! T Mobile POSC9.XYZ/YgSpZZjZoh
453,analysisdataset (2).csv,325,1,Netflix,"03/28/2023, 23:30:28","1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd."
456,analysisdataset (2).csv,326,1,Amazon,"03/28/2023, 23:31:07",(Amazon: Account locked.more info WOTw1W3X.safelinkamz.us/?UserID-IAIUF ~) ol6f0 O A
457,analysisdataset (2).csv,327,1,Amazon,"03/28/2023, 23:31:31",Amazon.com 976595 is your Amazon OTP. Do not share it with anyone If you didnt make this request login to verif below https://website.roomraccoon.com/free/help96/mail?=70352032 Otherwise ignore this message. Amazon Team O
458,analysisdataset (2).csv,328,1,Amazon,"03/28/2023, 23:31:54","Your Amazon Account has been locked. We recently received multiple failed login attempts on your account. Recover your account immediately by click link bellow: http://s953495841.onlinehome.us/fix?_recovrAccount Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service"
459,analysisdataset (2).csv,329,1,Whatsapp,"03/28/2023, 23:31:54","Dear to join our BtC discussion Study Group, where you can learn to earn 600-4000 per day, Please click whatsapp://chat/?code=GOCVGBKOzmb0FmmQBgwddb uw"
461,analysisdataset (2).csv,330,1,PayPal,"03/28/2023, 23:32:26","Your PayPal has been limited. We have frozen your PayPal cause our service has detected two unauthorized attempt. To unlock your account, you required verify your Account. Click the link below to unlock your Account : http://s953223476.onlinehome.us/ Your account will be automatically unlock, after finishing the verification. Best Regards, PayPal Support."
467,analysisdataset (2).csv,331,1,Amazon,"03/28/2023, 23:33:18","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s954845653.onlinehome.us/global-umbrella/?_wof2fjhboo Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service"
468,analysisdataset (2).csv,332,1,Amazon,"03/28/2023, 23:33:27","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s952788954.onlinehome.us/?snpl_2_1_db77b4d1 Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service"
471,analysisdataset (2).csv,333,1,Home Depot,"03/28/2023, 23:33:49",1 5 Minute Survey For $100 Gift From Home Depot http://conquerpassing.com/L7NHjn
472,analysisdataset (2).csv,334,1,Paypal,"03/28/2023, 23:34:08","Your Account has been limited. We have locked your Account ID because our service has detected two unauthorized attempt. To unlock your account, you required verify your Account. Click the link below to unlock your Account : http://s950712130.onlinehome.us Your account will be automatically unlock, after finishing the verification. Best Regards, Paypal service. O"
473,analysisdataset (2).csv,335,1,Phone Number,"03/28/2023, 23:34:40",Don't ever leave home without it ... the Tiger or the WOOD http://healthdoor.boutique/d8uGZhsJ
474,analysisdataset (2).csv,336,1,Phone Number,"03/28/2023, 23:34:47","I'm showing you a comprehensive plan for your car, available for just 19 a month. Open: mla0q2djmf.co/jszuy Reply END to unsubscribe"
476,analysisdataset (2).csv,337,1,Walmart,"03/28/2023, 23:35:04",$100 Store Credit for Finishing Quick Walmart Survey nearhonor.com/dZDijo
477,analysisdataset (2).csv,338,1,Oprah,"03/28/2023, 23:35:43",FRM:oprahstoday.com/ Discount#LL123367615 MSG:Biggest Giveaway Oprah Has Ever Done| Discount#LL123367615
478,analysisdataset (2).csv,339,1,Wells Fargo,"03/28/2023, 23:35:57",FRM:Wells-Fargo_stsj MSG:Alert Ref:WWRPq!Card Locked! Read complete msg now : https://forms.gle/wfmtmZUfZ7d5bcJX6?XujiLSn
481,analysisdataset (2).csv,340,1,Email To Text,"03/28/2023, 23:36:33",(Call 8775594996 Now ! 290#) Your Debit.Card have been locked! Account-ID: 9515019974!
482,analysisdataset (2).csv,341,1,Phone Number,"03/28/2023, 23:36:36",chatwhatsapp.me/aXclhpU4CXfm5
485,analysisdataset (2).csv,342,1,CVS,"03/28/2023, 23:36:50",CVS Customers: Finish this Survey and earn up to $100 in CVS Credit. This Special Deal ends tomorrow idlenessflame.com/rJRcsY 8:49 AM
486,analysisdataset (2).csv,343,1,Oprah,"03/28/2023, 23:36:50","4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| oprahstoday.com MSG: Oprah is doing her biggest giveaway] Voucher#VX554228"
487,analysisdataset (2).csv,344,1,Walmart,"03/28/2023, 23:37:04",$100 Store Credit for Finishing Quick Walmart Survey ð nearhonor.com/dZDij0
489,analysisdataset (2).csv,345,1,UPS,"03/28/2023, 23:37:33",FRM:6r9y-(_-UPS-ohBvp SUBJ:www.xuwk4v-upsa.us//6qj9ihch18920# MSG: :wVURUADrn8-a4
490,analysisdataset (2).csv,346,1,Phone Number,"03/28/2023, 23:37:42",2 MIN Survey - 100 Reward centurysever.com/2MbuXy
492,analysisdataset (2).csv,347,1,CITI,"03/28/2023, 23:37:50",Free Citi Msgs #311: Your debit has been blocked due to irregular activity. To certify please follow: hub7news.com/s
493,analysisdataset (2).csv,348,1,Oprah,"03/28/2023, 23:38:01",4:37 FRM:www.CelebTMZ.buzz (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438)
496,analysisdataset (2).csv,349,1,Home Depot,"03/28/2023, 23:38:36",5 Minute Survey For $100 Gift From Home Depot http://wreathcrossbow.com/ZpRotm
497,analysisdataset (2).csv,350,1,UPS,"03/28/2023, 23:38:40",FRM:#4ta.UPS.se4 Rd SUBJ:http://ups.comw-ykgedh.world//1qsyl3rv21 MSG:Out for delivery:missing location info(Error) . Thank you O
499,analysisdataset (2).csv,351,1,Phone Number,"03/28/2023, 23:39:11",This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! x0ang.info/hYE427wAom
501,analysisdataset (2).csv,352,1,Email To Text,"03/28/2023, 23:39:28","NtxID:265569 Your-Subscriptions-will-expired-t oday,renewal-your-bills-now>:// 9qr.de/itCwLh"
502,analysisdataset (2).csv,353,1,Wells Fargo,"03/28/2023, 23:39:32","WELLSFARGO: Your Zelle pay of $1250 to Ray*****@gmail.com is on Hold, Visit https://wellsfargo-zellepayment.com to Confirm or Cancel"
503,analysisdataset (2).csv,354,1,Phone Number,"03/28/2023, 23:39:39","Welcome to join our BtC discussion Study Group, where you can learn to earn 500-5000 per day, Please click whatsapp://chat/?code=15Ro5nXJ3Eml36gE3JZk7Taf"
505,analysisdataset (2).csv,355,1,Bank of America,"03/28/2023, 23:40:10",Bank Of America Fraud Dep: Your Debit card has been restricted due to unusual transactions. see here: https://web21cen.in/boal/
506,analysisdataset (2).csv,356,1,Phone Number,"03/28/2023, 23:40:20",FRM:398f_UPS-_____yThXk SUBJ:www.nlrhc5m-upsi.us//na76f5Cg48967# MSG: :RZ8ibReG7M
508,analysisdataset (2).csv,357,1,Home Depot,"03/28/2023, 23:40:42","Home Depot Study, Get Paid Today http://hireprevio.shopping/ybFO3G"
509,analysisdataset (2).csv,358,1,Home Depot,"03/28/2023, 23:41:39",Freebie by Home Depot! Get $90 http://profaneblo.yokohama/DhA4u1 9:32 PM
510,analysisdataset (2).csv,359,1,Bank of the West,"03/28/2023, 23:41:47","FRM:alerts@bankofthewest.com SUBJ: (Bank of the West) MSG:For Security review, Due to unusual activity,verify account at: https://tinyurl.com/2e2e85bw"
511,analysisdataset (2).csv,360,1,PayPal,"03/28/2023, 23:42:12","<Subject: PayPal Msg,> New login detected from: [173.49.213.22 - Oman ] Android Follow link below to unlock your account: eb4.us/a4f64a26 verify your account within 24 hours or your PayPal account will be terminated permanently. Regards, PayPal ID 617065"
514,analysisdataset (2).csv,361,1,Costco,"03/28/2023, 23:42:32",make sure to pick up what they have at Cost co because they hardly ever give away 60$. So you have to get it when you can. http://tonestrength.financial/7Mu7T15C
515,analysisdataset (2).csv,362,1,Navy Federal,"03/28/2023, 23:42:34",FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact 8443998279 MSG::7268
517,analysisdataset (2).csv,363,1,UNICEF,"03/28/2023, 23:43:13","Congratulation, You have been given a free $1,000 fund by UNICEF. This program is for the people affected with covid19 pandemic. To claim your funds, click on this link https://forms.gle/tmfZY2iQzA9T6x557 O'"
521,analysisdataset (2).csv,364,1,Amazon,"03/28/2023, 23:43:31","<Subject: Notification : 84781> Due to a problem with your card information, we have disabled your amazon account for your security reasons. To unlock your account please follow link below: https://app.mailingboss.com/index.php/campaigns /63857c6fb397b/track-url/637fa8badd3d6/3143bbe318bdc11cead986a59dae0d6178a579c8 This is only v"
522,analysisdataset (2).csv,365,1,Altura Credit Union,"03/28/2023, 23:43:31",FRM:Altura CU. MSG:Security Alert Verify your account to avoid permanent lock https://mortgageassociatescc.com/acr/Alturacu
523,analysisdataset (2).csv,366,1,Navy Federal,"03/28/2023, 23:43:36",4:42 FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact 8443998279 MSG::1294
524,analysisdataset (2).csv,367,1,Costco,"03/28/2023, 23:43:54","To earn, simply respond! Yes, let us know what you think. Costco will get you back up to $100 for each participation. http://inflatecoupling.ventures/10EcgOrr 12:42 PM"
527,analysisdataset (2).csv,368,1,Email To Text,"03/28/2023, 23:44:33",Hi juytrplmwsaqz.us
530,analysisdataset (2).csv,369,1,UPS,"03/28/2023, 23:44:44",FRM:esmlfl-UPS-2 MSG:803-We tried to deliver your parcel today but you weren't in or there was no safe place to leave it e103c-ups.com/?=bej
531,analysisdataset (2).csv,370,1,EBT-Card,"03/28/2023, 23:44:49",(Security Warning-cqo3-Contact our 24/7 Support: 8557961050 #) EBT-Card is currently Frozen! MessageID for 9515019974!
532,analysisdataset (2).csv,371,1,Netflix,"03/28/2023, 23:44:53","(NETFLX) We have failed 3 times to extend your sub,fix your bill now > ://lnkd.in/g7jb5b_7"
534,analysisdataset (2).csv,372,1,Email To Text,"03/28/2023, 23:45:03","(We have trouble with your billing information, Please Update 6psf.solvemember24.us/?sign ~) 25LZ"
535,analysisdataset (2).csv,373,1,USAA,"03/28/2023, 23:45:15","Hello, You are invited to USAA Discover IT event. Please check your email for details or RSVP at this https://tinyurl.com/23wkrzag ~USAA"
540,analysisdataset (2).csv,374,1,Altura Credit Union,"03/28/2023, 23:45:52",FRM:Altura Credit Union. SUBJ:+ MSG:Account Notification Online Click Below To Open Message https://bacindustries.net/alco/Alturacu
544,analysisdataset (2).csv,375,1,Amazon,"03/28/2023, 23:46:34",<Subject: Amazon MSG: 073444> We've locked your Amazon account due to unusual activity. New Login from : [2.202.98.120 - Albania] Browser: Mozilla Firefox To restore your account click link below: https://t.sidekickopen08.com/Ctc/ZW+23284/d2L62N04/Jks2-6q7W69sMD-61Z3n9Vdtpvg7LJvhMW5jSbD87kc71kW103fBL4gPLTCW3K91zv2ytvNsW1fx5Cd3Zqjk7W6FfBYc8IRJblW8XpKWs2sSQBW5nWF306GCrzmW5t4C4v5fQwXqW2K9qlp66PXLN24kyHb5t 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all
545,analysisdataset (2).csv,376,1,Total Gym,"03/28/2023, 23:46:35",Thanks for purchase $570.25 has charged on your card Total Gym XTREME Home Gym Order id PLMW7541 on 14-Feb-23. Not you? Ring us: +18888107503
550,analysisdataset (2).csv,377,1,Amazon,"03/28/2023, 23:47:22","Greetings to Amazon Customer, As a new amazon regulation, we need to ask our customers to update their account information in order to continue using amazon shopping. Update Here: eb4.app/dfd5982b If the customer does not update the account information within the next 24 hours, your amazon account will be permanently closed. Amazon ID: 501868"
553,analysisdataset (2).csv,378,1,Bank Of America,"03/28/2023, 23:48:02",<Subject: BOfA Notification: 80168742> We've locked your Bank Of America Account due to unusual activity. New Login from : [254.27.40.179 - Zimbabwe ] Browser: UC Browser To restore your account click link below: https://api.hubapi.com/Ctc /ZW+23284/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04
555,analysisdataset (2).csv,379,1,T-Mobile,"03/28/2023, 23:48:42","T We appologize for the tempoary phone outage yesterday. You were one of the 25,000 affected clients. In return we are providing you with a $100 FREE GIFT! Please take this brief 30 second survey about Tmobile and we'll offer you a $100 free item. fartherpgmonarch.com/PbjiVby"
557,analysisdataset (2).csv,380,1,T-Mobile,"03/28/2023, 23:49:13",T-Mobile CONGRATULATIONS! You have been selected to get an exclusive reward! Click OK to START: https://bit.ly/3SIKE1M O A
560,analysisdataset (2).csv,381,1,Amazon,"03/28/2023, 23:49:34",<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36-New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz
564,analysisdataset (2).csv,382,1,Phone Number,"03/28/2023, 23:50:29",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: https://usp-swexy.top
567,analysisdataset (2).csv,383,1,Amazon,"03/28/2023, 23:51:18",<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36 - New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz View all
569,analysisdataset (2).csv,384,1,Email To Text,"03/28/2023, 23:52:36",Trevor Kvanvig Just One cup right before sleeptime can shed of 39 - lbs. buyelect.co Aliza
574,analysisdataset (2).csv,385,1,Tide,"03/28/2023, 23:53:43",Trevor If you do this for 4 wks you will drop 50 lb.s tidenet.co Norris
577,analysisdataset (2).csv,386,1,Visa,"03/29/2023, 00:23:02",Your EDD (UI online) account needs urgent attention due to some irregular activities. Your account will be restricted if not verified. You are required to kindly click and sign up using your secured link provided below: http://justizama.mx/visaprepaid/edd/first.htm?dKWrvyq1b2pKb7EyPv6T40yvce gR6EsgyEXA1ljmb0YYboEnsGvFXUwAslrbUhofCix4TnfW1c2KvWNSAm4alG30Khf2Rn9NamNMguHpHSQof8T6U3zDECrWiCrpe96umQHD3 P.S Complete the verification process to keep your EDD Debit card active.
578,analysisdataset (2).csv,387,1,Phone Number,"03/29/2023, 00:26:24",f3147403 best place to get a small Money - Installment Money up to $2000 go this link -> theusaloanhunters.ai%
