record_id,screenshot_file,screenshot_index,message_order,source,visible_date_label,extracted_text
95,precleaned\Bernard - April 26 - 78 imgs\IMG_1908(1).jpg,68,1,Unknown,"Sat, Mar 7 at 11:07AM","Barefoot luxury in Siargao awaits. Enjoy an exclusive discount at Nay Palad Hideaway and all-inclusive island bliss w/ your RCBC Premium Credit Card. To book, call 09177017840 / 09171069821. For details, visit the rcbccredit website, search NPH20. DTI246086S26. Offer until 6/30/26"
96,precleaned\Bernard - April 26 - 78 imgs\IMG_1908.jpg,69,1,Unknown,"Sat, Mar 7 at 7:06PM","Pre-order the Samsung Galaxy S26 Series for as low as P2,166.25/mo. at 0% inst. for 24mos at select Samsung Experience/Premium stores! Bundle with Galaxy Buds4 & get 10% OFF the Buds. Offer valid until Mar 8, for a min. spend of P40,000. T&Cs apply. Details at the RCBC Credit website & search: SAMS26SP. D250155S26"
97,precleaned\Bernard - April 26 - 78 imgs\IMG_1910.jpg,70,1,Metrobank,"Wed, Apr ae 05 PM","Going to Japan? Power up your concert experience with your Metrobank credit card. EARN P500 CASHBACK with Metrobank's Cashback Pass when you spend at least P50,000 in Japan. Valid for card-present transactions made in Japan with currency code of JPY from April 16 to 20, 2026 only. Register now! Download the Metrobank App, click ""Promos"" before logging in, and search for ""PHP 500 CASHBACK on your Japan Spends"" to know more. Quick Tip! When travelling abroad or shopping overseas online stores, always choose to pay in non-PHP currency to enjoy better conversion rates and avoid extra fees. T&Cs apply. DTI250926S26. CCPD26-05/7."
98,precleaned\Bernard - April 26 - 78 imgs\IMG_1911(1).jpg,71,1,Metrobank,"Mon, Apr 13 at 6:15PM","Avoid additional charges by not missing your next due date on 13 Apr 2026. The outstanding balance of your Metrobank credit card ending in 2538 is PHP 57,875.54. Pay at least the minimum amount due of PHP 2,025.64, immediately. You may pay via Metrobank Online, Metrobank App or using other banking apps. Disregard if already paid."
99,precleaned\Bernard - April 26 - 78 imgs\IMG_1911.jpg,72,1,Metrobank,"Sat, Apr 11 at 11:59AM","Your referrals can earn you rewards! Get P5,000 eGC for every successful referral when friends apply & get approved for their first Metrobank credit card using your code ACO135. Promo runs until Jun 30, 2026. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041"
100,precleaned\Bernard - April 26 - 78 imgs\IMG_1912.jpg,73,1,Metrobank,,"oat, Apr ti at 11-09 AM Your referrals can earn you rewards! Get P5,000 eGC for every successful referral when friends apply & get approved for their first Metrobank credit card using your code ACO135. Promo runs until Jun 30, 2026. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041"
101,precleaned\Bernard - April 26 - 78 imgs\IMG_1913.jpg,74,1,Metrobank,"Tue, Apr 7 at 10:26AM","Ready to scream, sing, and stan? Make every fandom moment in South Korea unforgettable. Get P500 CASHBACK for a min. accum. spend of P50,000 in South Korea. Valid for card present transactions made In South Korea with currency code of KRW. Register from April 8 to 13, 2026! Download the Metrobank App click ""Promos"" before logging in and search for ""PHP 500 CASHBACK on your South Korea Spends"" to know more. Quick Tip! When travelling abroad or shopping overseas online stores, always choose to pay in non-PHP currency to enjoy better conversion rates and avoid extra fees. T&Cs apply. DTI250926S26. CCPD26-057."
102,precleaned\Bernard - April 26 - 78 imgs\IMG_1914.jpg,75,1,Metrobank,"Mon, Apr 6 at 8:32PM","Your chance to start earning eGCs is EXTENDED until June 30, 2026! Share your code ACO135 & invite friends to apply for their first Metrobank credit card to earn P5,000 eGC per successful referral. Visit our website for the application link & T&Cs. DT1245534S2025 CCPD26-041"
103,precleaned\Bernard - April 26 - 78 imgs\IMG_1915.jpg,76,1,Metrobank,"Mon, Apr 6 at 3:13PM","Attending a concert in Korea or Japan? Enjoy these deals until 04/10/2026! - AGODA: USD80 cashback for amin. spend of USD6O0. Register now! - KLOOK: P4,000 OFF for a min. spend of P20,000. Select stay dates apply. Use code: MBWORLDTOUR Download the Metrobank app, click ""Promos"" before logging in and search for ""USD 80 CASHBACK at Agoda"" and ""20% OFF in Korea and Japan at Klook"" to know more. T&Cs apply DTI252629S26. CCPD26-133. Metrobank is regulated by the BSP."
104,precleaned\Bernard - April 26 - 78 imgs\IMG_1916.jpg,77,1,Metrobank,,"1ue, Mar ot at 9-92 FM Last chance to earn eGCs! Start referring friends now to apply for their first Metrobank credit card using your code ACO135. Earn P5,000 eGCs for every successful referral until March 31, 2026 only! Visit our website for the application link & T&Cs. DTI245534S2025 CCPD26-041"
105,precleaned\Bernard - April 26 - 78 imgs\IMG_1917(1).jpg,78,1,Metrobank,"Sat, Mar 28 at 10:44AM","Skip ""Pay in PHP""! Quick Tip: When booking your hotel accommodations through overseas online store, or travelling abroad, ALWAYS choose to PAY INNON-PHP CURRENCY for better conversion rates and enjoy more savings. Metrobank is regulated by the BSP."
106,precleaned\Bernard - April 26 - 78 imgs\IMG_1917.jpg,79,1,Unknown,"Thu, Mar 26 at 10:51AM","Your MCC card 3166 was used at CHECKOUT CARDS for PHP 57330.00. If you did not make this, call 88700700 to avoid further unauthorized transactions."
107,precleaned\Bernard - April 26 - 78 imgs\IMG_1918.jpg,80,1,Unknown,"Thu, Mar 26 at 10:51AM","Your MCC card 3166 was used at CHECKOUT CARDS for PHP 57330.00. If you did not make this, call 88700700 to avoid further unauthorized transactions."
108,precleaned\Bernard - April 26 - 78 imgs\IMG_1919(1).jpg,81,1,Unknown,"Fri, Mar 20 at 1:01PM","Make every full tank count - for you and your friends! Refer them to apply for the new Toyota Platinum Mastercard and enjoy 3% rebate on ALL fuel brands, discounts on Toyota services and more. Use your code ACO135 & earn P5,000 eGCs per successful referral. Promo runs until Mar 31, 2026. Visit our website for more information. DTI245534S2025 CCPD26-041"
109,precleaned\Bernard - April 26 - 78 imgs\IMG_1919.jpg,82,1,Metrobank,"Fri, Mar ZU at 7:41AM","Your Metrobank credit card ending in 3166 was due last 18/ Mar/2026 with statement balance of PHP 3,972.84 and minimum amount due of PHP 1,000.00. For online payment, visit the Metrobank Online website or download the Metrobank mobile application."
110,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,83,1,Metrobank,,"Jocelyn, Big Travel Bonus is back with up to P10,000 CASHBACK for a min. accum. spend on all your travel spend using your Metrobank credit card!"
111,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,83,2,Metrobank,,"Register now! Download the Metrobank App, click ""Promos"" before logging in and search for ""Up to PHP 10,000 cashback on all travel spend"" to know more. Promo runs from 03/16/26 to 05/15/26 only. T&Cs apply. DTI249796S26. CCPD26-108."
112,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,83,3,Unknown,,"Quick Tip! When travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases."
113,precleaned\Bernard - April 26 - 78 imgs\IMG_1920.jpg,83,4,Metrobank,,Metrobank is regulated by the BSP.
114,precleaned\Bernard - April 26 - 78 imgs\IMG_1921(1).jpg,84,1,Metrobank,"Wed, Mar 11 at 1:42 PM","Flying just got easier using your Metrobank credit card! Book now with Philippine Airlines and enjoy 0% installment for 3 months plus Shop Now, Pay Later up to 90 days after for a min. single-receipt of P20,000. Available in all ticketing offices nationwide until December 31, 2026. Promo is not applicable to online bookings. T&Cs apply. DTI244434S26. CCPD26-095. Metrobank is regulated by the BSP."
115,precleaned\Bernard - April 26 - 78 imgs\IMG_1921.jpg,85,1,Unknown,"Mon, Mar 9 at 2:39PM",Your P5k SM Gift Pass is waiting! Refer friends to apply for a credit card using your code ACO135 until 03/31/26. T&Cs apply DTI245534S2025 CCPD26-041
116,precleaned\Bernard - April 26 - 78 imgs\IMG_1922(1).jpg,86,1,Unknown,"Thu, Mar 5 at 5:31PM",Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/2026. T&Cs apply DTI245534S2025 CCPD26-041
117,precleaned\Bernard - April 26 - 78 imgs\IMG_1922.jpg,87,1,Unknown,"Sat, Mar 7 at 1:23PM","Your MCC card 3166 was used at GPTZERO, INC. for USD 23.99. If you did not make this, call 88700700 to avoid further unauthorized transactions."
118,precleaned\Bernard - April 26 - 78 imgs\IMG_1923(1).jpg,88,1,Metrobank,"Wed, Feb 25 at 3:51PM","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Metrobank is regulated by BSP."
119,precleaned\Bernard - April 26 - 78 imgs\IMG_1923.jpg,89,1,Metrobank,"Sun, Feb 22 at 10:12AM","ENDING TODAY! Drop by The Metrobank Travel Fair at the Glorietta Activity Center, OAM to 8PM to enjoy exclusive deals on: - Airlines - Hotel Accommodations - Cruises - Travel Agencies - Other Travel-Related Merchants T&Cs apply. DTI244768. CCPD26-01"
120,precleaned\Bernard - April 26 - 78 imgs\IMG_1924(1).jpg,90,1,Metrobank,"Wed, Feb 18 at 5:45PM","Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,753.94. You may pay via Metrobank Online, Metrobank App or using other banking apps."
121,precleaned\Bernard - April 26 - 78 imgs\IMG_1924(2).jpg,91,1,Metrobank,"Thu, Feb 19 at 5:00 PM","Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,753.94. You may pay via Metrobank Online, Metrobank App or using other banking apps."
122,precleaned\Bernard - April 26 - 78 imgs\IMG_1924.jpg,92,1,Metrobank,,"Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,000.00. You may pay via Metrobank Online, Metrobank App or using other banking apps."
123,precleaned\Bernard - April 26 - 78 imgs\IMG_1925(1).jpg,93,1,Unknown,"Sat, Feb 7 at 1:22PM","Your MCC card 3166 was used at GPTZERO, INC. for USD 23.99. If you did not make this, call 88700700 to avoid further unauthorized transactions."
124,precleaned\Bernard - April 26 - 78 imgs\IMG_1925(2).jpg,94,1,Metrobank,"Fri, Feb 13 at 7:58PM","Still haven't referred? Don't miss the chance to earn big: get P5,000 eGC for every successful referral until Mar 31, 2026! Share your code ACO135 & invite friends to apply for their 1st Metrobank credit card! Visit our website for the application link and T&Cs. DT1245534S2025 CCPD26-041"
125,precleaned\Bernard - April 26 - 78 imgs\IMG_1925.jpg,95,1,Unknown,"Wed, Jan 28 at 6:16PM","Your MCC card 3166 was used at WALTER AI for USD 23.00. If you did not make this, call 88700700 to avoid further unauthorized transactions."
126,precleaned\Bernard - April 26 - 78 imgs\IMG_1926(1).jpg,96,1,Metrobank,"Wed, Jan 21 at 7:40 PM","Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,429.60. You may pay via Metrobank Online, Metrobank App or using other banking apps."
127,precleaned\Bernard - April 26 - 78 imgs\IMG_1926.jpg,97,1,Metrobank,"Wed, Jan 21 at 3:33PM","Purchase your Korea concert tickets using your Metrobank Mastercard credit card and get up to P8,000 CASHBACK! Search ""Up to PHP 8,000 CASHBACK with Beyond Borders"" on the Metrobank website to learn more. Promo runs from 1/16/6 to 3/15/26. T&Cs apply. DTI244590. CCPD26-002."
128,precleaned\Bernard - April 26 - 78 imgs\IMG_1927(1).jpg,98,1,Metrobank,,"Great news! As of 01/19/2026, you have enough rewards points on your Metrobank Platinum Mastercard to waive your Annual Fee goodbye. Convert your 26400 points to a 50% Annual Fee Waiver by texting the keyword below to 225622 on or before Feb 13, 2026. Keyword:"
129,precleaned\Bernard - April 26 - 78 imgs\IMG_1927(1).jpg,98,2,Unknown,,MB REDEEM MPAF50
130,precleaned\Bernard - April 26 - 78 imgs\IMG_1927(1).jpg,98,3,Metrobank,,We'll process your redemption within 10-20 banking days. Please reply using your primary registered mobile number to ensure successful processing. T&Cs apply. Metrobank is regulated by BSP.
131,precleaned\Bernard - April 26 - 78 imgs\IMG_1927.jpg,99,1,Metrobank,,"Greetings from Metrobank! This is a friendly reminder on your minimum amount due of PHP 1,429.60. You may pay via Metrobank Online, Metrobank App or using other banking apps."
132,precleaned\Zabala - April 28\Screenshot_20260428_154825_Messages.jpg,100,1,Microsoft,Monday 8 Jul 2024 + 10:03 pm,Use verification code 367518 for Microsoft authentication.
133,precleaned\Zabala - April 28\Screenshot_20260428_154825_Messages.jpg,100,2,Microsoft,Friday 23 Aug 2024 + 7:10 pm,Use verification code 785435 for Microsoft authentication.
134,precleaned\Zabala - April 28\Screenshot_20260428_154825_Messages.jpg,100,3,Microsoft,Sunday 24 Nov 2024 + 12:24 pm,Use verification code 523859 for Microsoft authentication.
135,precleaned\Zabala - April 28\Screenshot_20260428_154844_Messages.jpg,101,1,Google,Thursday 16 Jan 2025 + 3:40 pm,G-304679 is your Google verification code. Don't share your code with anyone.
136,precleaned\Zabala - April 28\Screenshot_20260428_154911_Messages.jpg,102,1,Unknown,Tuesday 10 Sept 2024 + 10:42 am,"Psst! 'Wag ka nang tamarin, TODAY lang ‘to! Mag-GrabCar Saver na for 15% cheaper fares. Ayaw mo pa rin bumangon? Eto extra 25% OFF your ride with code TINATAMADAKO! Max discount of P100, min fare of P200."
137,precleaned\Zabala - April 28\Screenshot_20260428_154911_Messages.jpg,102,2,Unknown,Wednesday 11 Sept 2024 + 11:42 am,"Bawal na i-dahilan si Bantay, kasi may bantay naman talaga siya! Mag-book na ng GrabCar Saver for 15% cheaper fares + may 25% OFF ka pa when you use code WALANGBANTAYSIBANTAY. Max discount of P100, min fare of P200."
138,precleaned\Zabala - April 28\Screenshot_20260428_154911_Messages.jpg,102,3,Unknown,Thursday 12 Sept 2024 + 11:40am,"Strict ba talaga parents mo? Baka kasi ‘di ka nag-GrabCar Saver para makatipid up to 15% on fares! PLUS use code STRICTPARENTSKO for extra 25% OFF your ride. Max discount of P100, min fare of P200."
139,precleaned\Zabala - April 28\Screenshot_20260428_154922_Messages.jpg,103,1,Unknown,Monday 23 Sept 2024 + 3:41pm,"Lagi nang may budget para mag-book dahil rides are up to 15% cheaper na with GrabCar Saver! PLUS, may 25% OFF ka pa when you use code TIGHTBUDGETKO. Mas mabilis nang mag book, nakatipid ka pa! Min. fare P200, max discount P100."
140,precleaned\Zabala - April 28\Screenshot_20260428_154922_Messages.jpg,103,2,Unknown,Tuesday 24 Sept 2024 + 3:41pm,"Sayang naman ang 25% OFF GrabCar kung mag-papass ka! Huwag mo na palampasin ito! Book GrabCar Saver + use code PASSMUNAME. Nagmamadali? Mas mabilis na mag-book ngayon with GrabCar! Min. fare P200, max discount P100."
141,precleaned\Zabala - April 28\Screenshot_20260428_154922_Messages.jpg,103,3,Unknown,Wednesday 25 Sept 2024 + 3:43 pm,"Bakit next time pa, eh mas mabilis na ngayon mag-book sa GrabCar?! Alam namin nagtitipid ka, kaya book with GrabCar Saver for 15% cheaper rides & use code NEXTTIMENALANG to enjoy 25% OFF your ride! Min fare P200, max discount P100."
142,precleaned\Zabala - April 28\Screenshot_20260428_154934_Messages.jpg,104,1,Unknown,Thursday 26 Sept 2024 + 5:53 pm,"Hindi mo na kailangan bumawi, mas mabilis na kasi mag-book with GrabCar! Mas pinatipid pa ang ride when you book GrabCar Saver for up to 15% cheaper rides with code BAWIAKO to get additional 25% OFF. Min fare P200, max discount P100."
143,precleaned\Zabala - April 28\Screenshot_20260428_154934_Messages.jpg,104,2,Unknown,Wednesday 6 Nov 2024 + 9:40 am,Tag-tipid after ng long weekend? Try out this hack: book GrabCar Saver for up to 15% cheaper fares + use code GANAP for an extra P30 OFF rides. Book now!
144,precleaned\Zabala - April 28\Screenshot_20260428_154934_Messages.jpg,104,3,Grab,Friday 27 Dec 2024 + 8:19pm,Holiday Alert! Grab will NEVER send links via SMS to ask for your personal details. Stay vigilant and be cautious of messages you receive.
145,precleaned\Zabala - April 28\Screenshot_20260428_154941_Messages.jpg,105,1,Unknown,Wednesday 1 Jan 2025 + 8:24am,"IT'S SAVING TIP! Get 5% cashback on GrabCar rides using GrabPay from Sun to Thurs, 9AM-9PM, minimum fare of P250 required. Stack with promos for more savings!"
146,precleaned\Zabala - April 28\Screenshot_20260428_154941_Messages.jpg,105,2,Unknown,Sunday 5 Jan 2025 + 9:54 am,"IT'S SAVING TIP! Bigger savings when you use GrabPay with 5% CashBack on GrabCar rides & stack with other promos! Minimum fare of 250, from Sun-Thurs, 9AM-9PM."
147,precleaned\Zabala - April 28\Screenshot_20260428_154941_Messages.jpg,105,3,Unknown,Thursday 9 Jan 2025 « 12:19pm,"IT'S SAVING TIP! Get 5% CASHBACK on GrabCar rides using GrabPay from Sunday to Thursday, 9AM- 9PM min fare P250. Use with promos for more savings!"
148,precleaned\Zabala - April 28\Screenshot_20260428_154953_Messages.jpg,106,1,Unknown,Friday 10 Jan 2025 + 12:14 pm,We Miss You! Enjoy 30% OFF your next ride with code RIDEAGAIN. It's time to hit the road again with GrabCar! What are you waiting for? Book now!
149,precleaned\Zabala - April 28\Screenshot_20260428_154953_Messages.jpg,106,2,Unknown,Tuesday 14 Jan 2025 + 4:13 pm,"IT'S SAVING TIP! Get 5% CASHBACK on GrabCar rides using GrabPay from Sunday to Thursday, 9AM- 9PM min fare P250. Use with other promos for more savings!"
150,precleaned\Zabala - April 28\Screenshot_20260428_154953_Messages.jpg,106,3,Unknown,Monday 20 Jan 2025 + 9:57am,"IT'S SAVING TIP! Get 5% cashback on GrabCar rides using GrabPay from Sunday to Thursday, 9AM- 9PM min fare P250. Stack with promos for more savings!"
151,precleaned\Zabala - April 28\Screenshot_20260428_155005_Messages.jpg,107,1,Unknown,,"Pwede pa magamit? MAGREUSE! Para just like this GrabCar tipid hack, walang tapon! Book GrabCar Saver for up to 15% cheaper fares every day PLUS you get to enjoy another 25% OFF with code MAGREUSE. Min. fare P200, max disc. P100. Don't wait, book now!"
152,precleaned\Zabala - April 28\Screenshot_20260428_155005_Messages.jpg,107,2,Grab,Wednesday 29 Jan 2025 * 4:15pm,"Ubos na ang allowance for coffee? MAGTIMPLA with GrabCar! Dahil mas tipid kapag ikaw ang magtitimpla, makakapag-book ka pa ng GrabCar Saver for up to 15% cheaper fares every day PLUS you get to enjoy another 25% OFF with code MAGTIMPLA. P200, max disc. P100. Open the Grab app and book now! Ubos na ang allowance for coffee? MAGTIMPLA with GrabCar! Dahil mas tipid kapag ikaw ang magtitimpla, makakapag-book ka pa ng GrabCar Saver for up to 15% cheaper fares every day PLUS you get to enjoy another 25% OFF with code MAGTIMPLA. P200, max disc. P100. Open the Grab app and book now!"
153,precleaned\Zabala - April 28\Screenshot_20260428_155018_Messages.jpg,108,1,Unknown,,"Don't miss out on 50% OFF your GrabCar ride RIGHT NOW! Use code LABASTAYONOW when you book from 12NN to 1PM and 2PM to 3PM. Max disc. P150, min. fare, P200. Don't wait, book now with GrabCar!"
154,precleaned\Zabala - April 28\Screenshot_20260428_155018_Messages.jpg,108,2,Grab,Friday 7 Feb 2025 + 6:38pm,"This weekend, sagot ng GrabCar ang gala mo! Get 50% OFF from 12PM to 1PM and 2PM to 3PM when you use code LABASTAYONOW. May 30% OFF ka pa ALL DAY when you use code LABASTAYO! Max disc. P150, min. fare, P200. Hurry and open the Grab app to book now!"
155,precleaned\Zabala - April 28\Screenshot_20260428_155018_Messages.jpg,108,3,Grab,Saturday 8 Feb 2025 + 2:44 pm,"GRABCAR WEEKEND FLASH SALE! 50% OFF your ride from 10AM to 11AM and 1PM to 2PM Use code:LABASTAYONOW. 30% OFF ALL DAY when you use code LABASTAYO! Max disc. P150, min. fare, P200. Hurry and open the Grab app to book now!"
156,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,1,Unknown,,Don't miss out on 50% OFF your GrabCar ride RIGHT
157,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,2,Unknown,,NOW! Use code LABASTAYONOW when you book
158,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,3,Unknown,,"from 10AM to 11AM and 1PM to 2PM. Max disc. P150,"
159,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,4,Unknown,,"min. fare, P200. Don't wait, book now with GrabCar!"
160,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,5,Unknown,Friday 6 Jun * 10:02am,6.6 SALE ALERT! Enjoy up to 30% OFF on GrabCar
161,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,6,Lazada,Friday 6 Jun * 10:02am,vouchers bundles on Lazada! Visit Grab PH's official
162,precleaned\Zabala - April 28\Screenshot_20260428_155046_Messages.jpg,109,7,Unknown,Friday 6 Jun * 10:02am,store for best deals. Add to cart na!
163,precleaned\Zabala - April 28\Screenshot_20260428_155123_Messages.jpg,110,1,Unknown,Wednesday 18 Jun + 7:33 am,Texting with (SMS/MMS) Ma palodi ni og 300 nag away ming sir twagan nko ang agency Ma palodi ni og 300 nag away ming sir twagan nko ang agency
164,precleaned\Zabala - April 28\Screenshot_20260428_155145_Messages.jpg,111,1,Unknown,Friday 7 Mar 2025 + 1:59 pm,Your Authy verification code is: 976151
165,precleaned\Zabala - April 28\Screenshot_20260428_155145_Messages.jpg,111,2,Unknown,Sunday 21 Sept » 9:30pm,Your Authy verification code is: 715706
166,precleaned\Zabala - April 28\Screenshot_20260428_155156_Messages.jpg,112,1,CODASHOP,Saturday 4 Oct + 2:22am,CODASHOP: Your voucher code is CH4MI-ZJCNW-ZHN7X. Thank you for using Codashop!
167,precleaned\Zabala - April 28\Screenshot_20260428_155221_Messages.jpg,113,1,Unknown,,"SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs Feb 24-28, 2025 only! DT1I211890"
168,precleaned\Zabala - April 28\Screenshot_20260428_155221_Messages.jpg,113,2,Unknown,Saturday 8 Mar 2025 + 10:05am,"Bratpack Drops! Get summer-ready with must-have essentials from New Era, Wallex, DBTK, Hydro Flask, Birkenstock, Native, and more. Shop now at a Bratpack store near you!"
169,precleaned\Zabala - April 28\Screenshot_20260428_155221_Messages.jpg,113,3,Unknown,Friday 2 May « 5:35pm,"SKOOP is back at Bratpack! Time to cop the Basiks, throw on the drip, and let your fits match the vibe! Don't snooze at this comeback, fam! Get 'em now at select Bratpack stores."
170,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,114,1,Unknown,,"Shop smarter every Mon & Tue! Enjoy 15% OFF at Primer stores like Bratoack, GRIND, R.O.X., ResToeRun, The Travel Club & more. T&Cs apply. DTI 224784"
171,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,114,2,Unknown,Monday 4 Aug « 11:42am,"Deals you'll love, every Monday & Tuesday! Get 15% OFF at Primer stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more. T&Cs apply. DTI224784"
172,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,114,3,Unknown,Tuesday 5 Aug * 4:01pm,"Hi, Ralf Cedric! Birkentock is NOW available at ResToeRun Greenhills Mall. Come visit us at the 3rd level."
173,precleaned\Zabala - April 28\Screenshot_20260428_155231_Messages.jpg,114,4,Unknown,Sunday 31 Aug « 11:21am,"Start your week right! Loyalty members get 15% OFF @ Primer stores every Mon & Tues-Bratpack, ResToeRun, R.O.X., The Travel Club & more! T&Cs apply. DTI224784"
174,precleaned\Zabala - April 28\Screenshot_20260428_155240_Messages.jpg,115,1,Unknown,Monday 1 Sept « 11:03 am,"Hey September Star! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply."
175,precleaned\Zabala - April 28\Screenshot_20260428_155240_Messages.jpg,115,2,Unknown,Saturday 20 Sept - 10:05 am,"Don't miss your 20% OFF Birthday Treat! Shop at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X. The Travel Club & more. Treat yourself with premium products from Birkenstock, Hellolulu, Hydro Flask, Montbell, Native, Delsey, Keen & more. Hurry, this promo runs until Sept. 30, 2025. T&Cs apply."
176,precleaned\Zabala - April 28\Screenshot_20260428_155240_Messages.jpg,115,3,Unknown,Sunday 5 Oct « 11:04am,"Kick off your week with 15% OFF every Monday & Tuesday at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! T&Cs apply. DTI224784"
177,precleaned\Zabala - April 28\Screenshot_20260428_155308_Messages.jpg,116,1,Smart,,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C"
178,precleaned\Zabala - April 28\Screenshot_20260428_155308_Messages.jpg,116,2,Unknown,,Tap to load preview
179,precleaned\Zabala - April 28\Screenshot_20260428_155308_Messages.jpg,116,3,Smart,Saturday 9 Nov 2024 + 4:08 pm,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! ,"
180,precleaned\Zabala - April 28\Screenshot_20260428_155328_Messages.jpg,117,1,Smart,,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99."
181,precleaned\Zabala - April 28\Screenshot_20260428_155328_Messages.jpg,117,2,Smart,Friday 25 Jul * 7:45pm,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES!"
182,precleaned\Zabala - April 28\Screenshot_20260428_160139_Messages.jpg,118,1,Smart,,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99."
183,precleaned\Zabala - April 28\Screenshot_20260428_160139_Messages.jpg,118,2,Smart,Friday 8 Aug - 9:04am,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES!"
184,precleaned\Zabala - April 28\Screenshot_20260428_160152_Messages.jpg,119,1,Smart,,"You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview"
