unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,service_category,institution_type,source_file,reviewer_notes,data_origin,is_synthetic,synthetic_template_id,generation_method,notes
synthetic_service_ham_000654,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_000654,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on https://example.com/rewards for MORE SURPRISES!","Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on <URL> for MORE SURPRISES!",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,True,False,False,False,False,False,telecom,Smart,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00158,template_slot_sampling,Generated from service_ham_template_00158; synthetic values only.
synthetic_service_ham_001119,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001119,"Nice! You received a P500 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires! Nice! You received a P100 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!","Nice! You received a <AMOUNT> voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires! Nice! You received a <AMOUNT> voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,ewallet,Maya,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00083,template_slot_sampling,Generated from service_ham_template_00083; synthetic values only.
synthetic_service_ham_001138,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001138,"Ready for Holy Week, JOCELYN ANNE? For every P100 spent, earn 5X points on overseas purchases & 3X points on local online shopping with your RCBC Visa Infinite. Redeem your points for airmiles, shopping & dining vouchers, and more!","Ready for Holy Week, JOCELYN ANNE? For every <AMOUNT> spent, earn 5X points on overseas purchases & 3X points on local online shopping with your RCBC Visa Infinite. Redeem your points for airmiles, shopping & dining vouchers, and more!",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00113,template_slot_sampling,Generated from service_ham_template_00113; synthetic values only.
synthetic_service_ham_001142,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001142,"Sayang naman ang 25% OFF GrabCar kung mag-papass ka! Huwag mo na palampasin ito! Book GrabCar Saver + use code PASSMUNAME. Nagmamadali? Mas mabilis na mag-book ngayon with GrabCar! Min. fare 9.95 GigaPoints, max discount P100.","Sayang naman ang 25% OFF GrabCar kung mag-papass ka! Huwag mo na palampasin ito! Book GrabCar Saver + use code PASSMUNAME. Nagmamadali? Mas mabilis na mag-book ngayon with GrabCar! Min. fare <AMOUNT>, max discount <AMOUNT>.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00115,template_slot_sampling,Generated from service_ham_template_00115; synthetic values only.
synthetic_service_ham_001143,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001143,"Psst! 'Wag ka nang tamarin, today lang ‘to! Mag-GrabCar Saver na for 15% cheaper fares. Ayaw mo pa rin bumangon? Eto extra 25% OFF your ride with code TINATAMADAKO! Max discount of P300, min fare of P500.","Psst! 'Wag ka nang tamarin, <DATE_TIME> lang ‘to! Mag-GrabCar Saver na for 15% cheaper fares. Ayaw mo pa rin bumangon? Eto extra 25% OFF your ride with code TINATAMADAKO! Max discount of <AMOUNT>, min fare of <AMOUNT>.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00112,template_slot_sampling,Generated from service_ham_template_00112; synthetic values only.
synthetic_service_ham_001148,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001148,"Don't miss your 20% OFF Birthday Treat! Shop at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X. The Travel Club & more. Treat yourself with premium products from Birkenstock, Hellolulu, Hydro Flask, Montbell, Native, Delsey, Keen & more. Hurry, this promo runs until Sept. 30, 2025. T&Cs apply.","Don't miss your 20% OFF Birthday Treat! Shop at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X. The Travel Club & more. Treat yourself with premium products from Birkenstock, Hellolulu, Hydro Flask, Montbell, Native, Delsey, Keen & more. Hurry, this promo runs until Sept. 30, 2025. T&Cs apply.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,False,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00108,template_slot_sampling,Generated from service_ham_template_00108; synthetic values only.
synthetic_service_ham_001150,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001150,"Bakit next time pa, eh mas mabilis na ngayon mag-book sa GrabCar?! Alam namin nagtitipid ka, kaya book with GrabCar Saver for 15% cheaper rides & use code NEXTTIMENALANG to enjoy 25% OFF your ride! Min fare P50, max discount P100.","Bakit next time pa, eh mas mabilis na ngayon mag-book sa GrabCar?! Alam namin nagtitipid ka, kaya book with GrabCar Saver for 15% cheaper rides & use code NEXTTIMENALANG to enjoy 25% OFF your ride! Min fare <AMOUNT>, max discount <AMOUNT>.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00106,template_slot_sampling,Generated from service_ham_template_00106; synthetic values only.
synthetic_service_ham_001153,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001153,"Hindi mo na kailangan bumawi, mas mabilis na kasi mag-book with GrabCar! Mas pinatipid pa ang ride when you book GrabCar Saver for up to 15% cheaper rides with code BAWIAKO to get additional 25% OFF. Min fare PHP 1,000.00, max discount P300.","Hindi mo na kailangan bumawi, mas mabilis na kasi mag-book with GrabCar! Mas pinatipid pa ang ride when you book GrabCar Saver for up to 15% cheaper rides with code BAWIAKO to get additional 25% OFF. Min fare <AMOUNT>, max discount <AMOUNT>.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00110,template_slot_sampling,Generated from service_ham_template_00110; synthetic values only.
synthetic_service_ham_001154,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001154,"Strict ba talaga parents mo? Baka kasi ‘di ka nag-GrabCar Saver para makatipid up to 15% on fares! PLUS use code STRICTPARENTSKO for extra 25% OFF your ride. Max discount of 4.95 GigaPoints, min fare of PHP 2,450.75.","Strict ba talaga parents mo? Baka kasi ‘di ka nag-GrabCar Saver para makatipid up to 15% on fares! PLUS use code STRICTPARENTSKO for extra 25% OFF your ride. Max discount of <AMOUNT>, min fare of <AMOUNT>.",ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,True,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00116,template_slot_sampling,Generated from service_ham_template_00116; synthetic values only.
synthetic_service_ham_001172,service_ham_template_generator,synthetic_service_ham_from_manual_templates,synthetic_ham_template,synthetic_row_001172,P50. Discount auto-applied,<AMOUNT>. Discount auto-applied,ham,ham,synthetic_ham_approved,approved_synthetic,True,synthetic_generated_raw,cleaned_from_synthetic_raw,not_applicable_synthetic,synthetic row generated from approved manual ham template,False,False,False,False,True,False,promo_legitimate,Unknown,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,,synthetic_template,True,service_ham_template_00105,template_slot_sampling,Generated from service_ham_template_00105; synthetic values only.
