final_dataset_version,final_row_id,final_split_eligible,final_dataset_role,data_origin,is_synthetic,source_name,dataset_name,source_group,normalized_label,message_raw,message_clean,service_category,scam_category,label_status,review_status,notes,unified_id,source_row_id,source_label,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,institution_type,source_file,reviewer_notes,synthetic_template_id,generation_method
v1_public_real_only,v1_public_real_only_row_002038,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think i've fixed it can you send a test message?,I think i've fixed it can you send a test message?,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000491,491,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002039,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think if he rule tamilnadu..then its very tough for our people.,I think if he rule tamilnadu..then its very tough for our people.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005496,5496,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002040,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think it's all still in my car,I think it's all still in my car,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002807,2807,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002041,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think its far more than that but find out. Check google maps for a place from your dorm.,I think its far more than that but find out. Check google maps for a place from your dorm.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001480,1480,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002042,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think just yourself …Thanks and see you tomo,I think just yourself …Thanks and see you tomo,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004100,4100,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002043,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think steyn surely get one wicket:),I think steyn surely get one wicket:),,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005335,5335,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002044,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think that tantrum's finished so yeah I'll be by at some point,I think that tantrum's finished so yeah I'll be by at some point,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005533,5533,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002045,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think the other two still need to get cash but we can def be ready by 9,I think the other two still need to get cash but we can def be ready by 9,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005017,5017,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002046,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think u have the wrong number.,I think u have the wrong number.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001749,1749,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002047,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I think we're going to finn's now, come","I think we're going to finn's now, come",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001736,1736,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002048,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002160,2160,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002049,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I think your mentor is , but not 100 percent sure.","I think your mentor is, but not 100 percent sure.",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005366,5366,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002050,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001325,1325,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002051,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002103,2103,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002052,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003932,3932,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002053,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001524,1524,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002054,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I though we shd go out n have some fun so bar in town or something – sound ok?,I though we shd go out n have some fun so bar in town or something – sound ok?,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001373,1373,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002055,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!","I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005445,5445,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002056,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I thought slide is enough.,I thought slide is enough.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005473,5473,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002057,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,i thought we were doing a king of the hill thing there.,i thought we were doing a king of the hill thing there.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004332,4332,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002058,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps,I to am looking forward to all the sex cuddling.. Only two more sleeps,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003852,3852,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002059,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002567,2567,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002060,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I told that am coming on wednesday.,I told that am coming on wednesday.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004165,4165,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002061,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I told your number to gautham..,I told your number to gautham..,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001489,1489,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002062,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003283,3283,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002063,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001898,1898,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002064,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I tot u reach liao. He said t-shirt.,I tot u reach liao. He said t-shirt.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001303,1303,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002065,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I uploaded mine to Facebook,I uploaded mine to Facebook,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005189,5189,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002066,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003134,3134,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002067,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,ham,I've been searching for the right words to express my gratitude my  brother.  You have been wonderful and a blessing at all times.,I've been searching for the right words to express my gratitude my brother. You have been wonderful and a blessing at all times.,,,accepted,accepted,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,mishra_000838,838,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002068,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000014,14,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002069,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,ham,I've been searching for the right words to thank you for this brother. I promise i wont take your help for granted and will fulfill my promise. You have been helping at all times.,I've been searching for the right words to thank you for this brother. I promise i wont take your help for granted and will fulfill my promise. You have been helping at all times.,,,accepted,accepted,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,mishra_002352,2352,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002070,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've been trying to reach him without success,I've been trying to reach him without success,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004545,4545,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002071,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've got it down to a tea. not sure which flavour,I've got it down to a tea. not sure which flavour,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004442,4442,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002072,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I've got  &lt;#&gt; , any way I could pick up?","I've got <#>, any way I could pick up?",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000676,676,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002073,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I‘ve got some salt, you can rub it in my open wounds if you like!","I‘ve got some salt, you can rub it in my open wounds if you like!",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005171,5171,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002074,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I've got ten bucks, jay is being noncomittal","I've got ten bucks, jay is being noncomittal",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001410,1410,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002075,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.","I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000536,536,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002076,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've not sent it. He can send me.,I've not sent it. He can send me.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002924,2924,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002077,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've reached already.,I've reached already.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004731,4731,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002078,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've reached home finally...,I've reached home finally...,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004280,4280,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002079,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've reached home n i bathe liao... U can call me now...,I've reached home n i bathe liao... U can call me now...,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004073,4073,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002080,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've reached sch already...,I've reached sch already...,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005114,5114,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002081,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've sent ü my part..,I've sent ü my part..,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004526,4526,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002082,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003591,3591,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002083,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've told him that i've returned it. That should i re order it.,I've told him that i've returned it. That should i re order it.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002801,2801,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002084,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I've told you everything will stop. Just dont let her get dehydrated.,I've told you everything will stop. Just dont let her get dehydrated.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004454,4454,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002085,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,ham,I've would like to thank you for this brother. I promise I wont take your help for granted and will fulfil my promise.,I've would like to thank you for this brother. I promise I wont take your help for granted and will fulfil my promise.,,,accepted,accepted,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,mishra_004803,4803,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002086,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,I wait 4 ü inside da car park...,I wait 4 ü inside da car park...,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003117,3117,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_002087,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"I wake up long ago already... Dunno, what other thing?","I wake up long ago already... Dunno, what other thing?",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_001323,1323,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
