unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels
smishtank_3,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,3,"Costco: Daniel, the code 42003 printed on your receipt from 10 came in 2nd in our Airpods draw: f2gpy.info/RzNKEws Zve",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Prize/Contest; brand=Costco; sender_type=Short Code; url=f2gpy.info/RzNKEwsZve; domain=f2gpy.info,costco daniel the code <num> printed on your receipt from 10 came in 2nd in our airpods draw <url> zve,,1,true,SmishTank,smishing
smishtank_230,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,230,Inbound friend solicitation from WetSara002. Respond now: http://dcydpl.com/grguJq2,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://dcydpl.com/grguJq2; domain=dcydpl.com,inbound friend solicitation from wetsara002 respond now <url>,,1,true,SmishTank,smishing
smishtank_231,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,231,What is your favorite position on bed? You wanna see my favorite? Go here: http://wbfmqs.com/M2ksvNA,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://wbfmqs.com/M2ksvNA; domain=wbfmqs.com,what is your favorite position on bed you wanna see my favorite go here <url>,dup_004613,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_232,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,232,KatieT881 mailed you a bang buddy proposal. Read her message: http://gfxmth.com/6vDFZpW,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://gfxmth.com/6vDFZpW; domain=gfxmth.com,katiet881 mailed you a bang buddy proposal read her message <url>,,1,true,SmishTank,smishing
smishtank_233,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,233,"hi there, it's friday! My name is annie and was wondering if we could meet sometime. write me https://bit.ly/3shWipe",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=https://bit.ly/3shWipe; domain=kzpldr.com,hi there it s friday my name is annie and was wondering if we could meet sometime write me <url>,,1,true,SmishTank,smishing
smishtank_234,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,234,You received a text from SxySandra89. Press here to access your inbox: http://ntswkf.com/Q2osg6L,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://ntswkf.com/Q2osg6L; domain=ntswkf.com,you received a text from sxysandra89 press here to access your inbox <url>,dup_005064,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_235,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,235,Oprah had a Heart Attack! Read http://relateversion.com/1DvMxP,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://relateversion.com/1DvMxP; domain=relateversion.com,oprah had a heart attack read <url>,,1,true,SmishTank,smishing
smishtank_236,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,236,Alert: Your Edd account was just signed in new device. If this wasn't you kindly click here https://secur-34b0a-protect.duckdns.org/auth/ to regain the access or visit nearby branch.,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=EDD; sender_type=Phone Number; url=https://secur-34b0a-protect.duckdns.org/auth/; domain=secur-34b0a-protect.duckdns.org,alert your edd account was just signed in new device if this wasn t you kindly click here <url> to regain the access or visit nearby branch,,1,true,SmishTank,smishing
smishtank_238,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,238,fl!ng solicitation - Angie wants to meetup. See now: http://tvmscy.com/B2VSOWO,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://tvmscy.com/B2VSOWO; domain=tvmscy.com,fl ng solicitation angie wants to meetup see now <url>,,1,true,SmishTank,smishing
smishtank_239,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,239,See the intimate pictures Kelly released 4 you! Unlock below...http://dtwxzf.com/003u52r,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://dtwxzf.com/003u52r; domain=dtwxzf.com,see the intimate pictures kelly released 4 you unlock below <url>,,1,true,SmishTank,smishing
smishtank_240,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,240,My hubby left on vacation and the mf left me all alone. Like to fool around? http://pslajs.com/ROpuoXO,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://pslajs.com/ROpuoXO; domain=pslajs.com,my hubby left on vacation and the mf left me all alone like to fool around <url>,dup_002821,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_241,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,241,"Hi baby, here are the photos I wanted to share with you. Let me know what you think...http://psjzzw.com/no2hgVq",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://psjzzw.com/no2hgVq; domain=psjzzw.com,hi baby here are the photos i wanted to share with you let me know what you think <url>,,1,true,SmishTank,smishing
smishtank_242,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,242,You received a friend invite from Curvy Marta002. Answer back here: http://ryjlvn.com/P9nu967,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://ryjlvn.com/P9nu967; domain=ryjlvn.com,you received a friend invite from curvy marta002 answer back here <url>,,1,true,SmishTank,smishing
smishtank_243,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,243,BustyMary89 sent these triple x-photos 4 you. Open them here: http://swhcdt.com/zErCE7I,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://swhcdt.com/zErCE7I; domain=swhcdt.com,bustymary89 sent these triple x photos 4 you open them here <url>,,1,true,SmishTank,smishing
smishtank_244,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,244,"Hi honey, heres the selfies I forgot to send to you. I hope u like them, msg me...http://crglhy.com/3pzFoOA",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://crglhy.com/3pzFoOA; domain=crglhy.com,hi honey heres the selfies i forgot to send to you i hope u like them msg me <url>,,1,true,SmishTank,smishing
smishtank_245,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,245,"Hello honey, Elizabeth here. You got any plans for today? If not, message me...link}",verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=; domain=,hello honey elizabeth here you got any plans for today if not message me link,,1,true,SmishTank,smishing
smishtank_246,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,246,"Hi there, this is Hillary. Let's meet for a bite or drinks? Txt me: http://hnkmrb.com/WIXTZAO",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://hnkmrb.com/WIXTZAO; domain=hnkmrb.com,hi there this is hillary let s meet for a bite or drinks txt me <url>,,1,true,SmishTank,smishing
smishtank_247,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,247,Lisa sent you a kiss. She shared her s3xy pics with you. See now: http://mphrbt.com/J24sIRz,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://mphrbt.com/J24sIRz; domain=mphrbt.com,lisa sent you a kiss she shared her s3xy pics with you see now <url>,,1,true,SmishTank,smishing
smishtank_248,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,248,HotJackie871 is hoping for intimate pleasures. Accept her invite here: http://tftjrl.com/8xGFWIB,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://tftjrl.com/8xGFWIB; domain=tftjrl.com,hotjackie871 is hoping for intimate pleasures accept her invite here <url>,dup_001657,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_249,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,249,Brenda shot you a live video invite. Access her webcam here: http://cvvwbt.com/P9nu9lx,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://cvvwbt.com/P9nu9lx; domain=cvvwbt.com,brenda shot you a live video invite access her webcam here <url>,,1,true,SmishTank,smishing
smishtank_250,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,250,"Kate1069XXX has shared these fresh ""Private pics"" View them here: http://vqljmq.com/ImZsm7g",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://vqljmq.com/ImZsm7g; domain=vqljmq.com,kate1069xxx has shared these fresh private pics view them here <url>,dup_002582,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_251,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,251,"Hi there, this is Phoebe. Did you view my invite? I need to get out. Let me know: http://tmgcrg.com/5rBu34D",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://tmgcrg.com/5rBu34D; domain=tmgcrg.com,hi there this is phoebe did you view my invite i need to get out let me know <url>,,1,true,SmishTank,smishing
smishtank_252,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,252,XM notice: SxyKristen127 sent you a fbuddy request. Read what she had to say now: http://brdcry.com/D2Xswv0,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://brdcry.com/D2Xswv0; domain=brdcry.com,xm notice sxykristen127 sent you a fbuddy request read what she had to say now <url>,,1,true,SmishTank,smishing
smishtank_253,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,253,Funlegz504 shot you these snapshots. Tap now: http://kjhcmb.com/7wEf2VN You got a email from FineAndrea101! Touch to connect to her message: http://ybfwmj.com/zErCE9N,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://kjhcmb.com/7wEf2VN; domain=kjhcmb.com,funlegz504 shot you these snapshots tap now <url> you got a email from fineandrea101 touch to connect to her message <url>,,1,true,SmishTank,smishing
smishtank_254,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,254,client-Swtcara739 these photos. Find below: http://vcljcy.com/rvjF706 shot you,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://vcljcy.com/rvjF706; domain=vcljcy.com,client swtcara739 these photos find below <url> shot you,,1,true,SmishTank,smishing
smishtank_255,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,255,Hrnykari1169 invited you to a date night out. respond here: http://csrlvl.com/X0yujpo,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://csrlvl.com/X0yujpo; domain=csrlvl.com,hrnykari1169 invited you to a date night out respond here <url>,,1,true,SmishTank,smishing
smishtank_256,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,256,hi mustardobvious.com/Ouyhk7,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=mustardobvious.com/Ouyhk7; domain=mustardobvious.com,hi <url>,dup_001504,3,false,SmishTank,smishing
smishtank_257,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,257,"honey, here's those pics I promised you. I hope u like them, msg me...http://jryxlz.com/8xGFWJD",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://jryxlz.com/8xGFWJD; domain=jryxlz.com,honey here s those pics i promised you i hope u like them msg me <url>,,1,true,SmishTank,smishing
smishtank_258,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,258,"Hi, you wish to meet at the bar tonite? Btw its Susan, let me know: http://lxhtwb.com/G21sEyA",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://lxhtwb.com/G21sEyA; domain=lxhtwb.com,hi you wish to meet at the bar tonite btw its susan let me know <url>,,1,true,SmishTank,smishing
smishtank_259,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,259,"Cindy9969wet said: Hi, want to meetup? View my photos & txt me here...http://xtfpnp.com/Q2osg44",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://xtfpnp.com/Q2osg44; domain=xtfpnp.com,cindy9969wet said hi want to meetup view my photos txt me here <url>,,1,true,SmishTank,smishing
smishtank_260,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,260,Carrie unlocked her bare pix! Use this code 98023 to access now: http://xqgpft.com/mn118G9,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://xqgpft.com/mn118G9; domain=xqgpft.com,carrie unlocked her bare pix use this code <num> to access now <url>,,1,true,SmishTank,smishing
smishtank_261,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,261,Becky unlocked her private gallery. Your code is 95068 to view now: http://gghcfp.com/ImZsmDB,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://gghcfp.com/ImZsmDB; domain=gghcfp.com,becky unlocked her private gallery your code is <num> to view now <url>,,1,true,SmishTank,smishing
smishtank_262,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,262,"Hi hun, my name is Lisa. I see we live near one another. Message me...http://rfhy.ps.com/6vDF7Xx",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://rfhy.ps.com/6vDF7Xx; domain=rfhy.ps.com,hi hun my name is lisa i see we live near one another message me <url>,,1,true,SmishTank,smishing
smishtank_263,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,263,"Hey hun, I finally got my web cam setup. Let's talk, enter here: http://kxqghk.com/ROpuoNr",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Wrong Number/Romance Scam; brand=; sender_type=Phone Number; url=http://kxqghk.com/ROpuoNr; domain=kxqghk.com,hey hun i finally got my web cam setup let s talk enter here <url>,,1,true,SmishTank,smishing
smishtank_264,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,264,"XtcHannaxx69 released these new ""Private images"" See then here: http://cggcvt.com/J24sll9",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://cggcvt.com/J24sll9; domain=cggcvt.com,xtchannaxx69 released these new private images see then here <url>,dup_004791,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_265,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,265,You got a text from Cute Beth03. Tap to enter inbox...http://yrvdnd.com/OmwsQQJ,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://yrvdnd.com/OmwsQQJ; domain=yrvdnd.com,you got a text from cute beth03 tap to enter inbox <url>,,1,true,SmishTank,smishing
smishtank_266,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,266,BofA Alerts - A Direct Deposit to your Account has been placed under review. Please visit https://scre-b0llafca.live/login to resolve this.,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Bank of America; sender_type=Phone Number; url=https://scre-bollafca.live/login; domain=scre-bollafca.live,bofa alerts a direct deposit to your account has been placed under review please visit <url> to resolve this,dup_000441,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_267,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,267,"Unusual Activity : We've suspend your Amazon account due to unusual activity. Sign in attempt blocked from: Mozilla Firefox 8.5 [ 85.123.144.235 - Canada ] Our system has suspend your Amazon account for security reasons. To unlock your Amazon account, please verify with link below: http://www.xprswebsite.com/free/usere444/redire444/?=3458455 You need to take action within 2 days before account will be suspended. Regards, Amazon Teams O",verified_smishing,smishing,accepted,accepted,true,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Amazon; sender_type=Email To Text; url=http://www.xprswebsite.com/free/usere444/redire444/?=3458455; domain=www.xprswebsite.com,unusual activity we ve suspend your amazon account due to unusual activity sign in attempt blocked from mozilla firefox 8 5 <num> canada our system has suspend your amazon account for security reasons to unlock your amazon account please verify with link below <url> you need to take action within 2 days before account will be suspended regards amazon teams o,,1,true,SmishTank,smishing
smishtank_268,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,268,"Unusual Activity : We've suspend your Amazon account due to unusual activity. Login attempt blocked from : Chrome 104.0 [ 233.183.152.35 - Taiwan] Our system has suspend your Amazon account for security reasons. To unlock your Amazon account, please verify with link below: https://a-use192.vev.site/redirecting/?=8651140 You need to take action within 2 days before account will be suspended. Regards, Amazon Teams",verified_smishing,smishing,accepted,accepted,true,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Amazon; sender_type=Email To Text; url=https://a-use192.vev.site/redirecting/?=8651140; domain=a-use192.vev.site,unusual activity we ve suspend your amazon account due to unusual activity login attempt blocked from chrome <num> 0 <num> taiwan our system has suspend your amazon account for security reasons to unlock your amazon account please verify with link below <url> you need to take action within 2 days before account will be suspended regards amazon teams,,1,true,SmishTank,smishing
smishtank_269,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,269,Burger King Request your Fr@@ and enter for fr@@ for a Year 1X3.me/3WJ0mm Send message,verified_smishing,smishing,accepted,accepted,false,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=Burger King; sender_type=Phone Number; url=1X3.me/3WJ0mm; domain=1x3.me,burger king request your fr and enter for fr for a year 1x3 me 3wj0mm send message,,1,true,SmishTank,smishing
smishtank_270,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,270,Alert: 372-Month 4br/2bth home available near you no credit check http://5ot.short.gy/yQLk4sUm2dKc Send message,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=; sender_type=Phone Number; url=http://5ot.short.gy/yQLk4sUm2dKc; domain=5ot.short.gy,alert <num> month 4br 2bth home available near you no credit check <url> send message,,1,true,SmishTank,smishing
smishtank_271,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,271,BofAEDD: Avoid losing your California state benefits from fraudulent applicants by confirming your profile information here: http://statebenefitalertsedd.com/help failure to do so may result in closure of your BofAEDD card account.,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Bank of America; sender_type=; url=http://statebenefitalertsedd.com/help; domain=statebenefitalertsedd.com,bofaedd avoid losing your california state benefits from fraudulent applicants by confirming your profile information here <url> failure to do so may result in closure of your bofaedd card account,,1,true,SmishTank,smishing
smishtank_273,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,273,BANK OF AMERICA EDD ALERT SERVICES: Your EDD prepaid Visa debit card '4427' has been locked and under review due to unusual activities on the account. Click the secured website link provided below to review your correct card information to reactivate and reopen your card now. http://resolveeddcards.com/reopennow,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Bank of America; sender_type=; url=http://resolveeddcards.com/reopennow; domain=resolveeddcards.com,bank of america edd alert services your edd prepaid visa debit card <num> has been locked and under review due to unusual activities on the account click the secured website link provided below to review your correct card information to reactivate and reopen your card now <url>,,1,true,SmishTank,smishing
smishtank_274,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,274,Your account has been debited $542.35 for HP Pro Series F1. Order ID-AMZBMX. If you did not authorize this Call us 18885951347,verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=HP; sender_type=Phone Number; url=; domain=,your account has been debited <num> 35 for hp pro series f1 order id amzbmx if you did not authorize this call us <num>,,1,true,SmishTank,smishing
smishtank_275,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,275,"ALERT-BANKINGID: it55XX2445 / Good Day, Quick review for your banking application is required at: +18333320502 NotificationID:9aAyyy0AaA",verified_smishing,smishing,accepted,accepted,false,false,true,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=; sender_type=; url=; domain=,alert bankingid it55xx2445 good day quick review for your banking application is required at <num> notificationid 9aayyy0aaa,,1,true,SmishTank,smishing
smishtank_276,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,276,"From: Neftlix MSG: We encountered issues processing the latest payment for your NETFLIX membership. And the account is temporarily restricted, To continue using NETFLIX, Please Update your billing information at http://www.billing-customer.kfx65hci-app.zwbq.shop and avoid suspension. Regards, NETFLIX Ltd. Stop.MSG rates may apply NET-41796E9XA. Nov 5, 8:40 AM",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Netflix; sender_type=; url=http://www.billing-customer.kfx65hci-app.zwbq.shop; domain=www.billing-customer.kfx65hci-app.zwbq.shop,from neftlix msg we encountered issues processing the latest payment for your netflix membership and the account is temporarily restricted to continue using netflix please update your billing information at <url> and avoid suspension regards netflix ltd stop msg rates may apply net 41796e9xa nov 5 8 40 am,,1,true,SmishTank,smishing
smishtank_277,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,277,"You have been offered a Grant of $1,450,000.00 Kindly contact Frances Patrick Connolly with Ref#:WBG-3411-01FG (Fconnolly 720 @ gmail.com)",verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Prize/Contest; brand=; sender_type=Phone Number; url=; domain=,you have been offered a grant of 1 <num> <num> 00 kindly contact frances patrick connolly with ref wbg <num> 01fg fconnolly <num> <url>,,1,true,SmishTank,smishing
smishtank_278,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,278,JP-Morgan: Alerts! Your Accounts are on hold due to unauthorized activity. Visit jpmorgan9webio.com/ to verify your account.,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=JP Morgan; sender_type=Phone Number; url=jpmorgan9webio.com/; domain=jpmorgan9webio.com,jp morgan alerts your accounts are on hold due to unauthorized activity visit <url> to verify your account,dup_002448,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_279,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,279,CITI: Your contact information has been updated. If this wasnt you please review visit https://cltl-00.herokuapp.com/login to verify,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=CITI; sender_type=Phone Number; url=https://cltl-00.herokuapp.com/login; domain=cltl-00.herokuapp.com,citi your contact information has been updated if this wasnt you please review visit <url> to verify,dup_000589,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_280,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,280,PREPAIDBANKOFAMERICA: ALERT: Your online banking has been disabled due to new online updates. To update your information please verify at http//:boaonlineverified.com,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Bank of America; sender_type=Phone Number; url=boaonlineverified.com; domain=boaonlineverified.com,prepaidbankofamerica alert your online banking has been disabled due to new online updates to update your information please verify at http <url>,,1,true,SmishTank,smishing
smishtank_285,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,285,The carrier cannot deliver because your package address is not detailed. Please update the address details. uspalterigt.info/wt2e,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Delivery; brand=; sender_type=Phone Number; url=uspalterigt.info/wt2e; domain=uspalterigt.info,the carrier cannot deliver because your package address is not detailed please update the address details <url>,,1,true,SmishTank,smishing
smishtank_286,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,286,BofA-EDD ALERT : Your BOA EDD Prepaid Card has been disabled for security reasons. Visit to https://user-bo2faedd.com/edd reactivate your card now.,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Account Alert; brand=Bank of America; sender_type=Phone Number; url=https://user-bo2faedd.com/edd; domain=user-bo2faedd.com,bofa edd alert your boa edd prepaid card has been disabled for security reasons visit to <url> reactivate your card now,dup_000442,2,false,SmishTank + Smishing-Dataset-IMC25,smishing
smishtank_287,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,287,CVS Appreciation Week: Complete Quick Survey and Earn up to $100 in Rewards senatedoublet.com/HU8KRY,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=CVS; sender_type=Phone Number; url=senatedoublet.com/HU8KRY; domain=senatedoublet.com,cvs appreciation week complete quick survey and earn up to <num> in rewards <url>,,1,true,SmishTank,smishing
smishtank_288,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,288,Grab CVS' New Incentive $100 areanitrogen.com/Leye1E,verified_smishing,smishing,accepted,accepted,true,false,false,data\source_archives\public_baseline\analysisdataset.csv,category=Advertisement; brand=CVS; sender_type=Phone Number; url=areanitrogen.com/Leye1E; domain=areanitrogen.com,grab cvs new incentive <num> <url>,,1,true,SmishTank,smishing
