candidate_id,source_name,dataset_name,source_group,source_row_id,source_file,message_raw,message_clean,source_label,normalized_label,label_status,review_status,candidate_reason,spam_signal_score,smishing_signal_score,likely_review_bucket,bucket_reason,raw_quality_status,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,scam_category,notes,selection_priority_score,duplicate_key
convspam_f9cdca16494b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1119,data/organized/uci_sms_spam_collection_uniform.csv,"449050000301 You have won a £2,000 price! To claim, call 09050000301.","449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,< > you have won a < > price to claim call < >
convspam_fe41050c70bf,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1138,data/organized/uci_sms_spam_collection_uniform.csv,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,True,True,False,False,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,dont forget you can place as many free requests with < > as you wish for more information call < >
convspam_8ba328d4526d,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1208,data/organized/uci_sms_spam_collection_uniform.csv,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr","As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,False,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no 88600 to claim < > msg exp 30apr
convspam_9f1fea4777dc,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1467,data/organized/uci_sms_spam_collection_uniform.csv,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+","YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,you < > are guaranteed the latests nokia phone a 40gb ipod mp < > layer or a < > prize txt word collect to no 83355 tc llc ny usa < > mt msgrcvd18
convspam_b7597872cbee,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1537,data/organized/uci_sms_spam_collection_uniform.csv,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;prize_reward_ad;original_spam_label,pass_raw_complete,False,False,False,False,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,you have won a nokia < > this is what you get when you win our free auction to take part send nokia to 86021 now hg suite342 2lands row w1jhl 16
convspam_e5f0edc43916,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1660,data/organized/uci_sms_spam_collection_uniform.csv,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,rgent this is the 2nd attempt to contact u u have won < > call < > b < > t csbcm4235wc1n3xx callcost < > pm mobilesvary max < > 50
convspam_9833ab7a4aa4,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1688,data/organized/uci_sms_spam_collection_uniform.csv,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,todays vodafone numbers ending with 0089 my last four digits are selected to received a < > award if your number matches please call < > to claim your < > award
convspam_fa37e9c43b70,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1768,data/organized/uci_sms_spam_collection_uniform.csv,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;prize_reward_ad;original_spam_label,pass_raw_complete,False,False,False,False,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,sms auction you have won a nokia < > this is what you get when you win our free auction to take part send nokia to 86021 now hg suite342 2lands row w1jhl 16
convspam_d6dccb1c0707,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1782,data/organized/uci_sms_spam_collection_uniform.csv,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,big brother alert the computer has selected u for 10k cash or 150 voucher call < > ntt po box < > 18 bt landline cost < > pm mobiles vary
convspam_6d8844256339,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1808,data/organized/uci_sms_spam_collection_uniform.csv,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,todays voda numbers ending 1225 are selected to receive a < > award if you have a match please call < > quoting claim < > standard rates app
convspam_af9c97f663ae,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1849,data/organized/uci_sms_spam_collection_uniform.csv,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV","FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,free nokia or motorola with upto 12mths 1 < > rice linerental 500 free x net mins 100txt mth free b tooth call mobileupd8 on < > or call 2optout d3wv
convspam_97b37403f0b6,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1854,data/organized/uci_sms_spam_collection_uniform.csv,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,this is the 2nd time we have tried 2 contact u u have won the < > ound prize 2 claim is easy call < > now only < > per min bt national rate
convspam_fe92192eb13b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1930,data/organized/uci_sms_spam_collection_uniform.csv,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,call from < > tells u 2 call < > to claim < > prize u have 2 enter all ur mobile personal details the prompts careful
convspam_4acd41fe4271,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1943,data/organized/uci_sms_spam_collection_uniform.csv,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,well done your 4 costa del sol holiday or < > await collection call < > now toclaim sae tcs pobox334 stockport sk38xh cost < > pm max10mins
convspam_28c768a8e31c,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1971,data/organized/uci_sms_spam_collection_uniform.csv,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,you have won a guaranteed < > award or even < > cashto claim ur award call free on < > 2 stop getstop on < >
convspam_3fec570529fa,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2114,data/organized/uci_sms_spam_collection_uniform.csv,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,you are a winner you have been specially selected to receive < > cash or a < > award speak to a live operator to claim call < > am < > m cost < >
convspam_c8ca9eb43981,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2190,data/organized/uci_sms_spam_collection_uniform.csv,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,free camera phones with linerental from 4 49 month with 750 cross ntwk mins 1 < > rice txt bundle deals also avble call < > or call2optout j mf
convspam_dbb6549f6aaf,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2221,data/organized/uci_sms_spam_collection_uniform.csv,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,gambling_promo;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,gambling/casino/free spin,,UCI spam is preserved for later smishing relabel review.,230,you have won a guaranteed < > cash or a < > prize to claim yr prize call our customer service representative on < > between 10am < > m cost < >
convspam_2881e3ce3eac,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2313,data/organized/uci_sms_spam_collection_uniform.csv,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,congratulations thanks to a good friend u have won the < > xmas prize 2 claim is easy just call < > now only < > per minute bt national rate
convspam_51afca4c1a20,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2314,data/organized/uci_sms_spam_collection_uniform.csv,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..","tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;prize_reward_ad;original_spam_label,pass_raw_complete,True,False,False,False,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,tddnewsletter < > more games from thedailydraw dear helen dozens of free games with great prizeswith
convspam_ac4955391f08,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2375,data/organized/uci_sms_spam_collection_uniform.csv,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,xmas prize draws we are trying to contact u todays draw shows that you have won a < > prize guaranteed call < > from land line valid 12hrs only
convspam_3d839b807420,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2497,data/organized/uci_sms_spam_collection_uniform.csv,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,winner as a valued network customer you hvae been selected to receive a < > reward to collect call < > valid 24 hours only acl < > pm
convspam_11b6988e4b38,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2515,data/organized/uci_sms_spam_collection_uniform.csv,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;prize_reward_ad;original_spam_label,pass_raw_complete,False,False,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,u have won a nokia < > lus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now pobox114 14tcr w1 16
convspam_6e8228efc0bb,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2792,data/organized/uci_sms_spam_collection_uniform.csv,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,u ve bin awarded < > to play 4 instant cash call < > to claim every 9th player wins min < > < > optout < >
convspam_457c6d507ca4,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2835,data/organized/uci_sms_spam_collection_uniform.csv,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,you ve won tkts to the < > cup final or < > cash to collect call < > < > pobox < >
convspam_e9ea6cfd2e62,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3165,data/organized/uci_sms_spam_collection_uniform.csv,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,this is the 2nd time we have tried to contact u u have won the < > prize to claim just call < > b < > t cs stop sms < > ppm
convspam_12fe2631c6ca,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3267,data/organized/uci_sms_spam_collection_uniform.csv,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.","44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,False,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,< > do you want a new nokia < > colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call < >
convspam_70c17cab6377,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3299,data/organized/uci_sms_spam_collection_uniform.csv,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,False,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,todays voda numbers ending 5226 are selected to receive a 350 award if you hava a match please call < > quoting claim < > standard rates app
convspam_39b57d87425b,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3410,data/organized/uci_sms_spam_collection_uniform.csv,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,False,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,do you want a new nokia < > colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call < >
convspam_f527eb0c6e9a,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3421,data/organized/uci_sms_spam_collection_uniform.csv,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads < > er week free deltomorrow call < > or reply now
convspam_2d8e543afc96,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3530,data/organized/uci_sms_spam_collection_uniform.csv,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE","You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,you are a < > winner or guaranteed caller prize this is our final attempt to contact you to claim call < > now < > pmpobox10183bhamb64xe
convspam_fe87e05f39a5,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3572,data/organized/uci_sms_spam_collection_uniform.csv,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,False,False,True,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,customer loyalty offer the new nokia6650 mobile from only < > at txtauction txt word start to no 81151 get yours now 4t ctxt tc < > mtmsg
convspam_07a0ae3cdd42,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3596,data/organized/uci_sms_spam_collection_uniform.csv,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam,spam,needs_smishing_relabel,needs_smishing_relabel,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,False,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,do you want a new nokia < > colour phone delivered tomorrow with 200 free minutes to any mobile 100 free text free camcorder reply or call < >
convspam_75f6e5844eac,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3599,data/organized/uci_sms_spam_collection_uniform.csv,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,congratulations you ve won you re a winner in our august < > prize draw call < > now prize < >
convspam_56e7a16630ba,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3898,data/organized/uci_sms_spam_collection_uniform.csv,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,tells u 2 call < > to claim < > prize u have 2 enter all ur mobile personal details the prompts careful
convspam_0d6658f971b9,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3964,data/organized/uci_sms_spam_collection_uniform.csv,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo","You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,promotional_offer;premium_number_ad;original_spam_label,pass_raw_complete,False,True,False,True,promotional spam,,UCI spam is preserved for later smishing relabel review.,230,you have been specially selected to receive a 3000 award call < > before the lines close cost < > pm 16 t cs apply ag promo
convspam_4c8f33acd318,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4002,data/organized/uci_sms_spam_collection_uniform.csv,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate","This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",spam,spam,conflict_needs_review,conflict_needs_review,original_spam_label,7,0,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label,pass_raw_complete,False,True,False,True,prize/reward promo,,UCI spam is preserved for later smishing relabel review.,230,this is the 2nd time we have tried to contact u u have won the < > prize 2 claim is easy just call < > now only < > per minute bt national rate
