old_review_id,old_message_raw,old_failure_reason,replacement_candidate_id,replacement_message_raw,replacement_source_name,replacement_dataset_name,replacement_candidate_reason,replacement_priority_score,notes
EXP-SPAM-0306,Tmo-bi1: Please note here is your Holiday little surprise gift to convey our reciprocal loyalty for your outstanding payment history. Let's have <DATE_TIME>: <URL>,placeholder_raw,rawrep_3983756f44e8,I promise this is a short but urgent message...,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0307,"Congratulations Dear Customer You have Won The Prize of 25,00,000/- By KBC JIO, Department Please Collect Your Prize Urgently By Follow The Company Rules and Regulations,
Lucky Draw Holder Name
Mr <NAMED_ENTITY>
Lottery No 0786UK",placeholder_raw,rawrep_d13967ac574f,*WESTPAC ALERT* Your Westpac Live access will be terminiNated if you do n ot amend your contact details. To restore:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0308,", need extra working capital? We've got you! Get approved & funds in <DATE_TIME>!
Click to apply https://tinyurl.llc/FAtW7F STOP to end",placeholder_raw,rawrep_adc809382ace,Inquiring around a house I saw on a genuine domain agent's page,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0309,Every one throughout are confidentially speaking regarding <NAMED_ENTITY> sugar-coated original Gummies.(TVNVLWSUQX197),placeholder_raw,rawrep_e20ebf385f46,"FROM:USPS our companys courier couldnt make the delivery of parcel to you address at today please input again your adress at: vpmEvening49tw.4k1pkmal.in/#?.fkz2 to drive back your package regards, usps - 61BX5B",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0310,VEVOR: Don't miss our must-buy list! <DATE_TIME> updated with the best promotions and offers! Hurry!>> <URL> Reply STOP to stop,placeholder_raw,rawrep_ebf12ea1cb0f,"Good News..!!
Your Loan Amount for Rs.15000
Is Successfully Approved
Check Your Loan Status Here",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0311,"Avoid the woke bullshit. Get on The Right Stuff, the fastest growing dating app in <LOCATION>. <URL> Reply STOP to cancel",placeholder_raw,rawrep_94dbd9e5204f,"From this, after every task you will get TK1200,,, You don't need to invest any money to do this job, you can do this job for free.",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0312,"22.7 million big <LOCATION>!
At least 34 chances to win in one game!
Replace your bicycle with a BMW
-PAGCOR Licensed-",placeholder_raw,rawrep_73605f25e96b,"Our courier was unable to deliver your order, what are you going @ to do now?",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0313,"place our Add on your vehicle & paid seven hundred dollars wkly,
for more details ? hit 👉 <URL>",placeholder_raw,rawrep_63532c5e596d,NHS: You've been in close contact with a person who has contracted the Omicron variant. Please order a test kit,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0314,AT&T <DATE_TIME> Give-away Winner Line : <PHONE_NUMBER>. Model: Iphone 14 Color: Purple /512<LOCATION>,placeholder_raw,rawrep_e61721417ccd,Medicare: You have been in close proximity with somebody who is positive for omicron. Please immediately get a testkit now through:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0315,"Cloud mining platform: <URL>
Copy the website browser and open the registration to get $100 for free, which will be credited to the account in <DATE_TIME>. Participating in cloud mining can earn around $300-800 per day. Permanent income is guaranteed and risk-free! Invite your friends to join and get great rewards",placeholder_raw,rawrep_a18b40a732a8,"REGISTER FOR VACCINE NOW
for people 18+ above!!
Apply for vaccine with My-Vaci app.
Download link below
Link:",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0316,"T-Mobile Deals / Congrats! Grab a chance to win prizes worth up to 100 usd, Enter Here >> <URL>",placeholder_raw,rawrep_a4c9b0f16c94,Earn TK500-700 daily! Using Flexiload SIM from home. Inbox for details.,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0317,Morrisons' <DATE_TIME> Draw results have been released <DATE_TIME>. Your Shopper ID (MRS02275) came 3rd in our list: <URL>,placeholder_raw,rawrep_f4099c221ede,Since youre a appreciated customer of Home Depot we have a gift valued at $100 dedicated to you (Con't 2 of 2 for your time. Just acknowledge this three question survey and you'll be compensated.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0318,Thanks for your interest in ITC <URL>r one time 5 digit code is <DATE_TIME>. Click <URL> to opt out from the messaging list.,placeholder_raw,rawrep_8696a40f1e39,"Dear customer  Congratulation You have order on SNAPDEAL company, computerized results are final. You are the first Won. Tata safari cost Rs=12,60,000/- REG. CHARGE 6,500/- TOLL FREE N.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0319,CONGRATULATIONS! From SAFARICOM LIPA NA M-PESA PROMOTION! You have won <URL> claim your prizekindly call H/Office <PHONE_NUMBER> NO PAYMENT!,placeholder_raw,rawrep_3fdb2743ec94,Kindly how may we be of help please Share your reachable mobile number for further assistance on your queries.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0320,Y.our in.vo.ice for <URL> <NAMED_ENTITY> was <URL>d. Thanks.. <URL>'s our small pres.ent fo.r u: <NAMED_ENTITY>,placeholder_raw,rawrep_729af9269967,"Dear Customer, our delivery man tried delivery at your address but failed due to  House was locked. Delivery will be attempted again.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0321,Your new phone (under <US_DRIVER_LICENSE>) is waiting! #CheckSMDeals for cool smartphone finds from Realme Vivo Nokia & more!,placeholder_raw,rawrep_8bfc7c0bd792,"Walgreens: We want to choose along our few other 420 shoppers reserving 1 prize for a 60 sec survey. Offer ends in 5 hours jkigr.cc/IB5sXLZ Aug 1, 6:45 AM",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0322,"RSVP for up to 5 free tickets
INVITATIONS ONLY COMEDY
<DATE_TIME>. 10:30pm
info/tickets: <URL>
STOP 2 END",placeholder_raw,rawrep_f47781775366,Someone who came in contact with you tested positive or has shown symptoms for COVID-19 & recommends you self-isolate/get tested. More at,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0323,AT&T <DATE_TIME> Give-away Winner Line : <US_BANK_NUMBER>. Model: Iphone 14 Color: Purple /512<LOCATION> ///<URL>,placeholder_raw,rawrep_10dc0cf3a6dc,Here's the link you requested to download the NNNow app : h,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0324,<NAMED_ENTITY> sent you a kiss. She shared her s3xy pics with you. See now: <URL>,placeholder_raw,rawrep_72f2ad237686,Congrats! Your SBI Credit_Card Application can be approved,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0325,Hi ****** Transaction successfully done of Rs.96793 to your Rummy A/C. Click <URL>ine/1gi78o94 to withdraw it Now. ADESPL,placeholder_raw,rawrep_1ab75c203664,"Hi, your package is / ready for pick up ->",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0326,"[""Dear User you've got My11Circle for your participation on Specials. Use code Get Flat 5000 bonus cash on <DATE_TIME>"" ""Dear User You've got Specials coupon of Get Flat 5000 bonus cash on My Winnings. Click on https://t.jio/winnings-MYIPL5K to claim. T&C""]",placeholder_raw,rawrep_6c3ee2d0249c,NHS: You have recently been in close contact with someone who has tested positive for Omicron. You need to book a PCR test kit:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0327,"Hello.
This is a reminder
<DATE_TIME> we will go to your area.
If you need product, please send your order <DATE_TIME>
Thank you",placeholder_raw,rawrep_6c9ac8071579,i'll hack you next ur 2 step dosent matter 😂,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0328,Dear ZXXXXX Rs.5000 Welcome Bonus on My11Circle. Prize Pool - Rs. <US_BANK_NUMBER> (9.60 Cr) Entry Fees - Rs.49 Click - <URL>,placeholder_raw,rawrep_37f2ffbd762b,"Hey, This will be done from your side kindly block it if you don't want SMS",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0329,"Hi! My name is <NAMED_ENTITY>. This is an important message from the PCH Prize Patrol team. Signed and approved by the Sweet Stakes Audit Bureau. Congratulations on being a first-place winner from our grand promotion. Did you check your mailbox or your email? Your confirmation number is 7711. Please contact our prize patrol team at your earliest convenience to make preparations for prize delivery. At <PHONE_NUMBER>. I repeat, <PHONE_NUMBER>. Congratulations once more! Thanks again!",placeholder_raw;too_long,rawrep_1bb98914310e,IPAYTM WE WELL HOLD AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0330,So you're just going to leave and not say anything? Your DIAMOND status will expire! Click HERE to fix: <URL>,placeholder_raw,rawrep_ad27cb9a7536,IRS_Statement_ID40AJGAT9.pdf PDF Document � 97 KB,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0331,Are you voting Claim your 10000 Naira Bola <NAMED_ENTITY> Presidential Campaign Funds APPLY NOW,placeholder_raw,rawrep_29e92d8340ac,"Prevent coronavirus by cleaning all surfaces frequently. High-contact surfaces include door handles, stair rails and tables. Take Responsibility!",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0332,BUY BNKNFTY 43700PE FOR ENTRY TGT AND SL CL/WP <NAMED_ENTITY>,placeholder_raw,rawrep_cdd1d329ef49,Your AppIe-lD will be disabled for security reasons. To avoid this you can see in more detail and follow the next steps at,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0333,<NAMED_ENTITY> unlocked her bare pix! Use this code <DATE_TIME> to access now: <URL>,placeholder_raw,rawrep_595daa7ba2f2,"TO TRANSFER
INB Axis Asset Management Com BILL_AAMGCL Payments",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0334,"Stupid [redacted], Last 1 hr Left to Activate your Tpp Wholesale Pty 90% Off Animated Video Deal. Click Here <DATE_TIME> to Activate Now & Grow Sales by 1000%",placeholder_raw,rawrep_57fa4fe4b4b0,Immigration office requires additional documents for visa. Processing fee 8500 TK: visa-process.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0335,Take our survey: <URL>,placeholder_raw,rawrep_bcfa9a92d587,"Dear user, You have successfully been vaccinated with your Precaution Dose with COVISHIELD. You may download your vaccination Certificate from -",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0336,SHRI KRISHNA PRASADAM LTD ( BSE CODE- <US_DRIVER_LICENSE> ) MAKE HIGH EVERY DAY. TODAY HIGH 36.30 DON'T MISS IT >>>> BUY 5000 QTY OF SKP @ 36.30 FOR 100% SURE TGT 46,placeholder_raw,rawrep_8cdd19f4290d,Please send me your mobile number right away.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0337,"Hi HR manager <DATE_TIME> you are selected for Part/Full time JOB. Now you can daily upto Rs.20,000 for more add me on <URL> . SVNC",placeholder_raw,rawrep_60093bc7d164,"The Canadian Revenue Agency has issued your last benefit via INTERAC(e-transfer). To deposit your funds, follow the steps below :",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0338,Cheer up! A new WalmartReward awaits! : Expires <DATE_TIME> at <DATE_TIME>:  <URL> pflduowi ...,placeholder_raw,rawrep_392455238b20,Your Macquarie online banking access has been temporarily restricted. We need you to complete our digital verification below to continue.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0339,<NAMED_ENTITY> your fortune with the Fortune Tree slot game on SUGARPLAY! Get BONUS!,placeholder_raw,rawrep_d6bb9a61868c,"(AM#ZON) 163975 YOUR 4CCOUNT HAS BEEN I_OCKED,fix your bill-now. //unusa.id/9rua O",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0340,Betway. Congratulations! You have won a <US_DRIVER_LICENSE> Free Bet Betway Voucher. Your voucher pin is: 6*****. Redeem at,placeholder_raw,rawrep_811e22c72d66,"Hi, I'm thinking of using one of your photos as a source of inspiration for my art project i'm working on for a museum. You'll be getting compensated for it and also given credits, are you down?",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0341,LAST CHANCE to win a Samsung Freestyle Projector! Sign up & activate your FREE Lionsgate Play access at <URL> to earn a raffle entry!,placeholder_raw,rawrep_5ecc8aabb3fd,IRS_TAX_REFUND_B2D 5T88RF9.pdf PDF Document - 83 KB,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0342,"BUY 10000 QTY NECCLTD <US_DRIVER_LICENSE> AB0VE 96 INTRADAY TGT 97, 150+ IN <DATE_TIME>
BIGGEST IMENSE ON BUDGET ON THIS SCRIPT
PRICE GO UP 10% EVERY WEEK
<URL>",placeholder_raw,rawrep_2a270eb33189,"DVLA: Due to recent calculations, you overpaid us by 203.07. Please follow the link below to process your repayment",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0343,Hi 👋. Transaction successfully done of Rs.96793 to your Rummy A/C. Click <URL>ine/1gi78o94 to withdraw it Now. ADSPL,placeholder_raw,rawrep_477a29043f7f,"If you have 1/2 hour free time in your day, let me know. I'll show you some processes from which you can earn income.
Then say Hi now..",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0344,<ADV>Singtel Mo4U. You're selected to receive a FREE $1052 Beauty Gift Set from dorra! Redeem NOW @ <URL> T&Cs <NRP> UNSUB to opt out>,placeholder_raw,rawrep_40be0b1a41bf,Emergency: Your father hospitalized. Medical bills 35000 TK needed: hospital-emergency.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0345,"Try Our New Belly Fat Buster for No Cost!

Lose 15 lbs in <DATE_TIME> or Pay Nothing!",placeholder_raw,rawrep_5edca2bc125e,"Vote Teddy A
Vote Teddy A
Vote Teddy A
Vote Teddy A
Vote Teddy A
Vote Teddy A
Vote Teddy A
Vote Teddy A
Vote Teddy A",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0346,Suprise!!! <URL>,placeholder_raw;too_short,rawrep_a80aa386406f,"Thank You for enrolling in Congress party membership program.
Your enroller is K Prabhhu.
Your details will be verified.
You will get a message once approved.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0347,"Knock <URL>'s FLAT 500 CASHBACK
This Diwali @ Fantastic Friday Sale
Don't Wait Now. Shop & Apply <US_DRIVER_LICENSE>",placeholder_raw,rawrep_2a26b10eab8e,do NOT go outside. that fucking cat just hung an anvil above your door so he can drop it on your head and squish you to be really short. be careful.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0348,CVS: We are inviting you as one of the 637 customers who can claim 1 prize for filling a quick survey. Reward ends in <DATE_TIME> <URL>,placeholder_raw,rawrep_91a0f4956a1d,I’m contesting for an ambassadorialship spot at an online influencers program can you please vote for me?🙏🏼🙏🏼,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0349,<LOCATION> invoi.ce for <URL>t m.onth was received. T.hank yo.u! here's a surprise gift fo.r y.ou: <URL>,placeholder_raw,rawrep_03e27e16d781,Your vehicle insurance expired. Immediate renewal required 8500 TK: auto-insurance.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0350,Congratulations! On <DATE_TIME> you participated in survey-lottery competition. You finished 2nd! See what you won,placeholder_raw,rawrep_8a7131b32241,Property mutation blocked due to fake documents. Clear with legal fee 28000 TK: mutation-legal.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0351,Welcome to Loopback Rewards! Tap the following link to download our mobile app! <URL> Reply STOP to OPT OUT,placeholder_raw,rawrep_2768603dbbe1,"To earn money from home, convert your used SIM to flexiload SIM and earn 500 to 700 taka daily easily by selling offers both online and offline. If you want to convert your used SIM to flexiload SIM, inbox us. Thank you.",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0352,It's <NAMED_ENTITY> again Office: <PHONE_NUMBER> It appears you may be eligible for compensation on your Injury. Can you give me a quick call please? - STOP to STOP,placeholder_raw,rawrep_d518ec7421e0,"Hi, I'm interested in your ad when we can meet to see this property? https",Smishing-Dataset-IMC25,Gathered approved smishing 7k,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0353,Use Code iphone10 for: Additional Discount 10% on iPhone. Offer is valid <DATE_TIME> only Hurry Up!,placeholder_raw,rawrep_e800f88fc695,REGISTER FOR VACCINE NOW for people 18+ above!! Apply for vacine with My-Vaci app. Download link below,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0354,"Your mobile number has won 450,000 and iPhone 12 in the ICC Cricket 2022 Kindly send your name,phone number,address to this email: <EMAIL_ADDRESS>",placeholder_raw,rawrep_755215747a93,Play the latest games at RougeCasino and get 400% on your first deposit: slgn.me/9BPrAw ( Unsubscribe: uayq.link/9BPxCV ),SMS Phishing Dataset,wspr-ncsu/sms-phishing,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0357,CVS WEEKENDWINNER available credit:  $500. Start Shopping TODAY https<IP_ADDRESS>,placeholder_raw,rawrep_420eb9b6d567,"Your Mobile No Have Won 4,00,00,000/-Inr From Range Rover motors Company UK' Send Name Mobile No Age Address Occupation",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0360,"110006200329213538002096563501|200109081129puid436916784@<URL>sportypay|<US_BANK_NUMBER>|null|paystack
Ref:110006200329213538002096563501",placeholder_raw;not_sms_like_artifact,rawrep_8be53a45762a,"Your KreditFund loan is due,please repay it on time and avoid contacting your family!",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0363,"Dear <PHONE_NUMBER>, You Are Selected for Amazon Gift Card Worth Upto Rs. 5000 on enrollment: <URL> MMQ445",placeholder_raw,rawrep_ca83bbb50dd6,You are selected to win lakhs. Register now to transfer your amount in your A/C.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0364,(MEESHO company)Dear Customer You are winner of Meesho company online shopping . You win 2nd prize (Tata nexon) Four wheeler Car marketing amount Rs-<US_DRIVER_LICENSE>/- <DATE_TIME> Registration service <URL>.1950/-deposit. Contact no:- <UK_NHS>. GM no=<PHONE_NUMBER>,placeholder_raw,rawrep_f0c42ecce5de,"hi This is Mary, how arThis is Mary, how are you doing Alisa?e you doing Alisa?",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0365,Last Call To Get This <DATE_TIME>'s Deals! <DATE_TIME>: <URL> reply STOP to opt out,placeholder_raw,rawrep_cd107a3fc8eb,"Dear Customer, Get your pension information at your fingertips by registering yourself on new SBI PENSIONSERVA portal. It's simple and works on your android or iOS Mobile also. Please ignore if already registered.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0367,Dear C V S Shopper! Youve been randomly selected to answer a very short survey. You'll be paid for your time . <URL>ory/KI5AudhL,placeholder_raw,rawrep_cecad53270c2,"BDO ALERT
Our system has detected a suspicious activity...
please proceed to authenticate.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0372,"<NAMED_ENTITY> girls
<NAMED_ENTITY> night 5000 hyd
Nude video cal 500
sri
<NAMED_ENTITY>
Jassi
bavani
mouni
puja
<NAMED_ENTITY> nmbrs",placeholder_raw,rawrep_f4ff4c7efa4e,"Package reminder: We cannot deliver your package to door due to the incomplete house number, please fill in the address.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0374,We pay $650 <DATE_TIME> to vehicle owners who help us advertise our brand (Pro Active Pest Control) with their respective vehicle's exterior part. Click here to read more and apply,placeholder_raw,rawrep_60e41e167470,(Your Parcel Is Cleared) Re-schedule:,Smishing-Dataset-IMC25,Gathered approved smishing 7k,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0375,TWICE 5TH WORLD TOUR 'READY TO BE' Verified Fan Onsale in <LOCATION> on <DATE_TIME>! Get tix <DATE_TIME> PT at <URL> Login with <EMAIL_ADDRESS> and use access code: HSK7EZG,placeholder_raw,rawrep_1188d336de79,The Duty of Youth is to challenge corruption,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0376,Congratulation you have become a winner in the 1st prize Tata safari storme by online <URL>is valid for one <URL> no:-<PHONE_NUMBER> T&C. <URL>,placeholder_raw,rawrep_95b265cca5c1,"Jack, what are your plans for tomorrow?",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0377,Buy 1000 Qty of Bombay Rayon Fashions Ltd (<US_DRIVER_LICENSE>) At CMP Target Rs 250+. Time horizon 7 Days.,placeholder_raw,rawrep_a16e82a7e674,SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. Selection will be based on numbers. Send B.SC pass Marksheet and certificate to WhatsApp 7602236317,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0381,Your approval has been issued for the SBA self-employed only Medical Coverage. 50% less than market plans. Don't wait Call <PHONE_NUMBER>. Reply Stop to end,placeholder_raw,rawrep_f104c6d06703,"NTFLIX.ID# 495442 Your-SUBSCRIPTION-IS-0N """"H0ID"""",Renewal-your-bill-now:// @@, unusa.id/4mx6",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0385,Dear customer you have won a prize <US_DRIVER_LICENSE> Two Hundred thousand Riyal from <LOCATION> so very happy great congratulations this is promotional lucky draw for the Happy New Year so you can contact us on this number of 00996B,placeholder_raw,rawrep_9fe05e7498e6,This is Second and final advise: We W! Il Block Your gadget promptly. Please Eliminate unwanted me$sage's. Scan today: congvd.me/X2Onlwz97M,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0386,"Hey <NAMED_ENTITY>, help us answer a fast survey.
We will give you a free watch in return.
<URL>
Txt Stop to end",placeholder_raw,rawrep_ab477480895a,"◆ If qualified, you can earn online by teaching. Contact User-10381381741225860264.",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0387,"You have been selected for a FREE $1,000 Bestbuy Giftcard! Enter Code: ""FREE415"" at <URL> to get yours now. Only 121 left! txt out to remove",placeholder_raw,rawrep_03052fd810fb,"Dear student, Congratulations on passing your secondary exam. Today you are the future of Bangladesh, we await you. Comilla City College (EIIN:134648) Kotbari, Comilla Mobile: 01781939370 01859412805",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0388,"<NAMED_ENTITY>, Free Rs. 8850 welcome bonus can be credited to your <NAMED_ENTITY> account. Download Now & Claim: <URL>",placeholder_raw,rawrep_94f16c7a772a,Hello. I'm Emily. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest?,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
