review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,raw_quality_status,source_traceability_status,expert_label,expert_confidence,expert_notes,reviewer_name,review_date,normalized_label,likely_review_bucket,bucket_reason,spam_signal_score,smishing_signal_score,selection_priority_score,candidate_origin,duplicate_key
EXP-SPAM-0118,HDFCUPI 07naizdOcFyt%2FFds1RRic2%BI%2Fq5f0I3305660D%3D1LICRcl1Knbh%2F0YO%2FwuG8kjD,HDFCUPI 07naizdOcFyt%2FFds1RRic2%BI%2Fq5f0I3305660D%3D1LICRcl1Knbh%2F0YO%2FwuG8kjD,HDFCUPI 07naizdOcFyt%2FFds1RRic2%BI%2Fq5f0I3305660D%3D1LICRcl1Knbh%2F0YO%2FwuG8kjD,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,hdfcupi 07naizdocfyt 2ffds1rric2 bi 2fq5f0i3305660d 3d1licrcl1knbh 2f0yo 2fwug8kjd
EXP-SPAM-0119,"Dear customer, we were unable to deliver the package to the provided address Request a second attempt by using the following link","Dear customer, we were unable to deliver the package to the provided address Request a second attempt by using the following link","Dear customer, we were unable to deliver the package to the provided address Request a second attempt by using the following link",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,dear customer we were unable to deliver the package to the provided address request a second attempt by using the following link
EXP-SPAM-0122,"Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"" reconfirm your address","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"" reconfirm your address","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"" reconfirm your address",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,verification_action;delivery_bait,0,8,88,current_raw_complete_packet,delivery service provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number after replying ok reconfirm your address
EXP-SPAM-0123,Yes I used the first step where you sent me the link that's what I used,Yes I used the first step where you sent me the link that's what I used,Yes I used the first step where you sent me the link that's what I used,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,government_bait,0,5,70,current_raw_complete_packet,yes i used the first step where you sent me the link that s what i used
EXP-SPAM-0124,make the necessary changes to your identity information now to avoid delay on your refund processes,make the necessary changes to your identity information now to avoid delay on your refund processes,make the necessary changes to your identity information now to avoid delay on your refund processes,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,government_bait;payment_bait,0,8,88,current_raw_complete_packet,make the necessary changes to your identity information now to avoid delay on your refund processes
EXP-SPAM-0127,I'm reaching out about thepost on YOUR_COMPANY_NAME_HERE,I'm reaching out about thepost on YOUR_COMPANY_NAME_HERE,I'm reaching out about thepost on YOUR_COMPANY_NAME_HERE,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,i m reaching out about thepost on your company name here
EXP-SPAM-0128,Linkt: Your services have been restricted please view to remove lim...,Linkt: Your services have been restricted please view to remove lim...,Linkt: Your services have been restricted please view to remove lim...,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,telecom promo,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,account_threat,0,6,76,current_raw_complete_packet,linkt your services have been restricted please view to remove lim
EXP-SPAM-0129,"Parcel delivery cancelled due to invalid billing, instructions on how to fix can be viewed on","Parcel delivery cancelled due to invalid billing, instructions on how to fix can be viewed on","Parcel delivery cancelled due to invalid billing, instructions on how to fix can be viewed on",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait;payment_bait,0,8,88,current_raw_complete_packet,parcel delivery cancelled due to invalid billing instructions on how to fix can be viewed on
EXP-SPAM-0130,Now our company offer online part-time job that only needs to watch the YouTube video about 10-20 seconds give a LIKE SUBSCRIBE the YOUTUBE . Each YouTube is 50rs and this is just a task for new hires. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time.,Now our company offer online part-time job that only needs to watch the YouTube video about 10-20 seconds give a LIKE SUBSCRIBE the YOUTUBE . Each YouTube is 50rs and this is just a task for new hires. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time.,Now our company offer online part-time job that only needs to watch the YouTube video about 10-20 seconds give a LIKE SUBSCRIBE the YOUTUBE. Each YouTube is 50rs and this is just a task for new hires. After you become a regular employee you can earn at least 2000 to 30000 Rupees a day using mobile devices in your free time.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,job/investment offer,review_too_long,traceable,,,,,,smishing,unclear_review,promotional_offer,2,2,56,current_raw_complete_packet,now our company offer online part time job that only needs to watch the youtube video about 10 20 seconds give a like subscribe the youtube each youtube is < > and this is just a task for new hires after you become a regular employee you can earn at least 2000 to 30000 rupees a day using mobile devices in your free time
EXP-SPAM-0131,You won today's Happy Times! Here's your Rs. 500 no minimum spend Lenskart voucher.,You won today's Happy Times! Here's your Rs. 500 no minimum spend Lenskart voucher.,You won today's Happy Times! Here's your Rs. 500 no minimum spend Lenskart voucher.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_spam_not_smishing,promotional_offer;prize_reward_ad,4,2,60,current_raw_complete_packet,you won today s happy times here s your < > no minimum spend lenskart voucher
EXP-SPAM-0133,"The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please.","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please.","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request,0,6,76,current_raw_complete_packet,the carrier was unable to deliver your order because the shipping information is missing a house number check please
EXP-SPAM-0135,TECSIDEL: Your vehicle HR66B4294 TAG used at ayanagar. Charges: 100.00 Thanks,TECSIDEL: Your vehicle HR66B4294 TAG used at ayanagar. Charges: 100.00 Thanks,TECSIDEL: Your vehicle HR66B4294 TAG used at ayanagar. Charges: 100.00 Thanks,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,payment_bait,0,5,70,current_raw_complete_packet,tecsidel your vehicle hr66b4294 tag used at ayanagar charges 100 00 thanks
EXP-SPAM-0137,Your order was dropped off. Please refer to this photo your Dasher provided to see where it was left.,Your order was dropped off. Please refer to this photo your Dasher provided to see where it was left.,Your order was dropped off. Please refer to this photo your Dasher provided to see where it was left.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,your order was dropped off please refer to this photo your dasher provided to see where it was left
EXP-SPAM-0138,Your mobile number linked to terrorism activities. Clear record with 14500 TK: terror-clear.bd/urgent,Your mobile number linked to terrorism activities. Clear record with 14500 TK: terror-clear.bd/urgent,Your mobile number linked to terrorism activities. Clear record with 14500 TK: terror-clear.bd/urgent,smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,urgency,0,4,64,current_raw_complete_packet,your mobile number linked to terrorism activities clear record with 14500 tk < >
EXP-SPAM-0140,"Congratulations! Your E- Gift voucher from Citi India is here Dear Customer, Congratulations! You are now eligible for a complimentary Amazon E-Gift Voucher Rs.750/- based on your successful fulfillment of the minimum spend criteria. Order no MEEMI3199","Congratulations! Your E- Gift voucher from Citi India is here Dear Customer, Congratulations! You are now eligible for a complimentary Amazon E-Gift Voucher Rs.750/- based on your successful fulfillment of the minimum spend criteria. Order no MEEMI3199","Congratulations! Your E- Gift voucher from Citi India is here Dear Customer, Congratulations! You are now eligible for a complimentary Amazon E-Gift Voucher Rs.750/- based on your successful fulfillment of the minimum spend criteria. Order no MEEMI3199",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,unclear_review,promotional_offer,2,2,56,current_raw_complete_packet,congratulations your e gift voucher from citi india is here dear customer congratulations you are now eligible for a complimentary amazon e gift voucher < > based on your successful fulfillment of the minimum spend criteria order no meemi3199
EXP-SPAM-0142,"Walgreens: You're being randomly given, as 1 of 613 people, 1 reward by filling in a brief survey. Reward ends in 5 hours vnnim.cc/mNGtaOl O","Walgreens: You're being randomly given, as 1 of 613 people, 1 reward by filling in a brief survey. Reward ends in 5 hours vnnim.cc/mNGtaOl O","Walgreens: You're being randomly given, as 1 of 613 people, 1 reward by filling in a brief survey. Reward ends in 5 hours vnnim.cc/mNGtaOl O",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,,smishing,unclear_review,prize_reward_ad,2,2,56,current_raw_complete_packet,walgreens you re being randomly given as 1 of < > eople 1 reward by filling in a brief survey reward ends in 5 hours < > o
EXP-SPAM-0145,Dear Register to receive 100RS for free; invite friends together to make money; invest in 500RS to get 900RS; link:,Dear Register to receive 100RS for free; invite friends together to make money; invest in 500RS to get 900RS; link:,Dear Register to receive 100RS for free; invite friends together to make money; invest in 500RS to get 900RS; link:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,unclear_review,promotional_offer,2,2,56,current_raw_complete_packet,dear register to receive < > for free invite friends together to make money invest in < > to get < > link
EXP-SPAM-0148,We are only one drop away. We should be with you by 16:03 and will let you know if there are any problems. Tracking,We are only one drop away. We should be with you by 16:03 and will let you know if there are any problems. Tracking,We are only one drop away. We should be with you by 16:03 and will let you know if there are any problems. Tracking,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,we are only one drop away we should be with you by 16 03 and will let you know if there are any problems tracking
EXP-SPAM-0150,Why / wasn't your  i package delivered? https://...,Why / wasn't your  i package delivered? https://...,Why / wasn't your i package delivered? <URL>,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,True,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait;link_present,0,6,76,current_raw_complete_packet,why wasn t your i package delivered < >
EXP-SPAM-0151,"Your Yes loan is due,please repay it on time and avoid contacting your family!","Your Yes loan is due,please repay it on time and avoid contacting your family!","Your Yes loan is due,please repay it on time and avoid contacting your family!",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,your yes loan is due please repay it on time and avoid contacting your family
EXP-SPAM-0152,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to...","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to...","[ I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to...",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,government_bait;payment_bait,0,8,88,current_raw_complete_packet,i r s you will receive a tax refund of < > but cannot process it due to
EXP-SPAM-0153,"The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please. prhomitaddr.info/Mfwe O�","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please. prhomitaddr.info/Mfwe O�","The carrier was unable to deliver your order because the shipping information is missing a house number. Check, please. <URL> O�",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,True,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request,0,6,76,current_raw_complete_packet,the carrier was unable to deliver your order because the shipping information is missing a house number check please < > o
EXP-SPAM-0154,"DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.","DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.","DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,dpd we attempted to deliver your package but failed you can book redelivery via our website below
EXP-SPAM-0156,"27Your package is on hold due to invalid address information you filled in, please correct the information. rebrand.ly/US-1","27Your package is on hold due to invalid address information you filled in, please correct the information. rebrand.ly/US-1","27Your package is on hold due to invalid address information you filled in, please correct the information. <URL>",phishing_messages_row,smishing,weak_signal_suspicious,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,27your package is on hold due to invalid address information you filled in please correct the information < >
EXP-SPAM-0157,]TM-[Carrier / help us to improve the t---MOBILE experience for you,]TM-[Carrier / help us to improve the t---MOBILE experience for you,]TM-[Carrier / help us to improve the t---MOBILE experience for you,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,tm carrier help us to improve the t mobile experience for you
EXP-SPAM-0160,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label;conflict_needs_review,7,0,54,current_raw_complete_packet,a < > xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a < > reward just call < >
EXP-SPAM-0161,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;bank_account_bait;original_spam_label;conflict_needs_review,5,3,68,current_raw_complete_packet,private your 2003 account statement for < > shows 800 un redeemed s i m points call < > identifier < > expires 24 10 04
EXP-SPAM-0162,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;urgency;original_spam_label;conflict_needs_review,7,2,66,current_raw_complete_packet,urgent we are trying to contact u todays draw shows that you have won a < > prize guaranteed call < > from land line claim j89 po box245c < > m
EXP-SPAM-0163,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,telecom promo,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;original_spam_label;conflict_needs_review,5,0,50,current_raw_complete_packet,congrats nokia 3650 video camera phone is your call < > calls cost < > pm ave call 3mins vary from mobiles 16 close < > ost < > ldn wc1n3xx
EXP-SPAM-0164,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;original_spam_label;conflict_needs_review,5,0,50,current_raw_complete_packet,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on < > stopsms < > ppm
EXP-SPAM-0165,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label;conflict_needs_review,7,0,54,current_raw_complete_packet,call from < > tells u 2 call < > to claim < > prize u have 2 enter all ur mobile personal details the prompts careful
EXP-SPAM-0166,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;bank_account_bait;original_spam_label;conflict_needs_review,5,3,68,current_raw_complete_packet,private your 2003 account statement for shows 800 un redeemed s i m points call < > identifier < > expires 26 11 04
EXP-SPAM-0168,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label;conflict_needs_review,7,0,54,current_raw_complete_packet,this is the 2nd time we have tried 2 contact u u have won the < > ound prize 2 claim is easy call < > now only < > per min bt national rate
EXP-SPAM-0169,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,prize_reward_ad;original_spam_label;conflict_needs_review,5,0,50,current_raw_complete_packet,you are a winner u have been specially selected 2 receive < > or a 4 holiday flights inc speak to a live operator 2 claim < > p min 18
EXP-SPAM-0171,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,Smishing,smishing,conflict_needs_review,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,conflict_needs_review,0,2,52,current_raw_complete_packet,u < > have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on < >
EXP-SPAM-0172,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;urgency;original_spam_label;conflict_needs_review,7,2,66,current_raw_complete_packet,urgent we are trying to contact u todays draw shows that you have won a < > prize guaranteed call < > from land line claim y87 valid 12hrs only
EXP-SPAM-0173,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,True,False,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,prize_reward_ad;link_present;original_spam_label;conflict_needs_review,5,1,56,current_raw_complete_packet,collect your valentine s weekend to paris inc flight hotel < > prize guaranteed text paris to no 69101 < >
EXP-SPAM-0174,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,promotional_offer;premium_number_ad;delivery_bait;original_spam_label;conflict_needs_review,7,3,72,current_raw_complete_packet,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call < > for free delivery
EXP-SPAM-0175,"449050000301 You have won a £2,000 price! To claim, call 09050000301.","449050000301 You have won a £2,000 price! To claim, call 09050000301.","449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam,spam,conflict_needs_review,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,False,True,False,True,reward/prize,pass_raw_complete,traceable,,,,,,spam,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;original_spam_label;conflict_needs_review,7,0,54,current_raw_complete_packet,< > you have won a < > price to claim call < >
