final_row_id,source_final_row_id,message_raw,message_clean,model_text,normalized_label,label_id,source_name,dataset_name,source_group,data_origin,is_synthetic,label_status,review_status,service_category,scam_category,source_file,notes,normalized_message_key,normalized_raw_message_key,split_group_key,split,original_clean_row,augmentation_status,original_final_row_id,perturbation_level,perturbation_techniques,variant_index
v3_public_manual_research_synthetic_row_008546,v3_public_manual_research_synthetic_row_008546,Dear Customer Your (ATM-DEBIT) CARD Has been BLOCKED For SECURITY REASONS. As Per RBI New RULES. Activate Your Card.,Dear Customer Your (ATM-DEBIT) CARD Has been BLOCKED For <OTP> <OTP>. As Per RBI New RULES. Activate Your Card.,Dear Customer Your (ATM-DEBIT) CARD Has been BLOCKED For <OTP> <OTP>. As Per RBI New RULES. Activate Your Card.,smishing,1,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_10269; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear customer your atm debit card has been blocked for <otp> <otp> as per rbi new rules activate your card,dear customer your atm debit card has been blocked for security reasons as per rbi new rules activate your card,split_group_1447642599638897383,train,True,original_clean,v3_public_manual_research_synthetic_row_008546,0,,0
v3_public_manual_research_synthetic_row_000838,v3_public_manual_research_synthetic_row_000838,Maya security code: 6450. Enter this code on the screen. No reply is needed.,Maya security code: <OTP>. Enter this code on the screen. No reply is needed.,Maya security code: <OTP>. Enter this code on the screen. No reply is needed.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,generic_account_verification,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,Official OTP flows ask the user to enter code in app/site. Brand=Maya; synthetic values only.,maya security code <otp> enter this code on the screen no reply is needed,maya security code <OTP> enter this code on the screen no reply is needed,split_group_9363146100989511705,train,True,original_clean,v3_public_manual_research_synthetic_row_000838,0,,0
v3_public_manual_research_synthetic_row_003267,v3_public_manual_research_synthetic_row_003267,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,can you let me know details of fri when u find out cos i m not in tom or fri mentionned chinese thanks,can you let me know details of fri when u find out cos i m not in tom or fri mentionned chinese thanks,split_group_13478281372691275868,train,True,original_clean,v3_public_manual_research_synthetic_row_003267,0,,0
v3_public_manual_research_synthetic_row_000817,v3_public_manual_research_synthetic_row_000817,Amazon security code: 30515. Enter this code to continue signing in. Service message only.,Amazon security code: <OTP>. Enter this code to continue signing in. Service message only.,Amazon security code: <OTP>. Enter this code to continue signing in. Service message only.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,fixed_format_big_brand_otp,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\template_research\research_backed_ham_template_families.csv,Amazon help documents 2-Step Verification codes. Brand=Amazon; synthetic values only.,amazon security code <otp> enter this code to continue signing in service message only,amazon security code <OTP> enter this code to continue signing in service message only,split_group_5768491557318101249,train,True,original_clean,v3_public_manual_research_synthetic_row_000817,0,,0
v3_public_manual_research_synthetic_row_001394,v3_public_manual_research_synthetic_row_001394,"LBC DELIVERY! TN: JT06551897423 Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (09989483331. Thanks and be Safe!. No reply is needed.","LBC DELIVERY! TN: JT06551897423 Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (<PHONE>. Thanks and be Safe!. No reply is needed.","LBC DELIVERY! TN: JT06551897423 Rider: THRIX PUAL A TAN, | have try calling your number but no one answers, kindly call me back when you are available. For further concern, you may call (<PHONE>. Thanks and be Safe!. No reply is needed.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00073. Brand=LBC; synthetic values only.,lbc delivery tn jt06551897423 rider thrix pual a tan have try calling your number but no one answers kindly call me back when you are available for further concern you may call <phone> thanks and be safe no reply is needed,lbc delivery tn jt06551897423 rider thrix pual a tan have try calling your number but no one answers kindly call me back when you are available for further concern you may call <PHONE> thanks and be safe no reply is needed,split_group_3575606371696341991,train,True,original_clean,v3_public_manual_research_synthetic_row_001394,0,,0
v3_public_manual_research_synthetic_row_002828,v3_public_manual_research_synthetic_row_002828,Ok lor.,Ok lor.,Ok lor.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,ok lor,ok lor,split_group_3949908794317661748,train,True,original_clean,v3_public_manual_research_synthetic_row_002828,0,,0
v3_public_manual_research_synthetic_row_004785,v3_public_manual_research_synthetic_row_004785,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*","Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*","Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea,mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea,split_group_15675753412761218784,train,True,original_clean,v3_public_manual_research_synthetic_row_004785,0,,0
v3_public_manual_research_synthetic_row_007401,v3_public_manual_research_synthetic_row_007401,"Your ANZ OnlineCode security settings have expired. To maintain the security of your account, confirm your details via anz-online-check.com. Xray.","Your ANZ OnlineCode security settings have expired. To maintain the security of your account, confirm your details via <URL> Xray.","Your ANZ OnlineCode security settings have expired. To maintain the security of your account, confirm your details via <URL> Xray.",smishing,1,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_003208; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,your anz onlinecode security settings have expired to maintain the security of your account confirm your details via <url> xray,your anz onlinecode security settings have expired to maintain the security of your account confirm your details via <URL> xray,split_group_5931071468389326558,train,True,original_clean,v3_public_manual_research_synthetic_row_007401,0,,0
v3_public_manual_research_synthetic_row_009728,v3_public_manual_research_synthetic_row_009728,"Globe: You’ve won the Netflix Mug in our Giveaway. To claim the prize, Kindly send here the six digits you received. Thank you,,","Globe: You’ve won the Netflix Mug in our Giveaway. To claim the prize, Kindly send here the six digits you received. Thank you,,","Globe: You’ve won the Netflix Mug in our Giveaway. To claim the prize, Kindly send here the six digits you received. Thank you,,",smishing,1,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_21366; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=telecom,globe you ve won the netflix mug in our giveaway to claim the prize kindly send here the six digits you received thank you,globe you ve won the netflix mug in our giveaway to claim the prize kindly send here the six digits you received thank you,split_group_5050106762644015387,train,True,original_clean,v3_public_manual_research_synthetic_row_009728,0,,0
v3_public_manual_research_synthetic_row_008665,v3_public_manual_research_synthetic_row_008665,FreeMsg:WellsFargo:Wire transfer of $790 initiated to capitalone Credit Card done by you? if not cancel here: https://verified-capital.one/Wellsfargo/,FreeMsg:WellsFargo:Wire transfer of <AMOUNT> initiated to capitalone Credit Card done by you? if not cancel here: <URL>,FreeMsg:WellsFargo:Wire transfer of <AMOUNT> initiated to capitalone Credit Card done by you? if not cancel here: <URL>,smishing,1,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_013447; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,freemsg wellsfargo wire transfer of <amount> initiated to capitalone credit card done by you if not cancel here <url>,freemsg wellsfargo wire transfer of 790 initiated to capitalone credit card done by you if not cancel here <URL>,split_group_15208412020288648148,train,True,original_clean,v3_public_manual_research_synthetic_row_008665,0,,0
v3_public_manual_research_synthetic_row_005603,v3_public_manual_research_synthetic_row_005603,FRM:|Voucher#VX832774| oprahstoday.com MSG:Oprah is doing her biggest giveawayl Voucher#VX832774,FRM:|Voucher#VX832774| <URL> MSG:Oprah is doing her biggest giveawayl Voucher#VX832774,FRM:|Voucher#VX832774| <URL> MSG:Oprah is doing her biggest giveawayl Voucher#VX832774,smishing,1,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,category=Advertisement; brand=Oprah; sender_type=Phone Number; url=oprahstoday.com; domain=oprahstoday.com,frm voucher vx832774 <url> msg oprah is doing her biggest giveawayl voucher vx832774,frm voucher vx832774 <URL> msg oprah is doing her biggest giveawayl voucher vx832774,split_group_12639684576737133591,train,True,original_clean,v3_public_manual_research_synthetic_row_005603,0,,0
v3_public_manual_research_synthetic_row_002437,v3_public_manual_research_synthetic_row_002437,Aiyah then i wait lor. Then u entertain me. Hee...,Aiyah then i wait lor. Then u entertain me. Hee...,Aiyah then i wait lor. Then u entertain me. Hee...,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,aiyah then i wait lor then u entertain me hee,aiyah then i wait lor then u entertain me hee,split_group_8625038239803145146,train,True,original_clean,v3_public_manual_research_synthetic_row_002437,0,,0
v3_public_manual_research_synthetic_row_007772,v3_public_manual_research_synthetic_row_007772,Your mobile number selected for government survey. Win 20000 TK: survey-prize.bd/win Code: SV7741,Your mobile number selected for government survey. Win 20000 TK: survey-prize.bd/win Code: <OTP>,Your mobile number selected for government survey. Win 20000 TK: survey-prize.bd/win Code: <OTP>,smishing,1,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0281; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,your mobile number selected for government survey win <OTP> tk survey prize bd win code <otp>,your mobile number selected for government survey win <OTP> tk survey prize bd win code sv7741,split_group_8369079315465425963,train,True,original_clean,v3_public_manual_research_synthetic_row_007772,0,,0
v3_public_manual_research_synthetic_row_002081,v3_public_manual_research_synthetic_row_002081,Banks closed this Holy Week. Deposit or withdraw from your BDO account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance. This message is for your information.,Banks closed this Holy Week. Deposit or withdraw from your BDO account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance. This message is for your information.,Banks closed this Holy Week. Deposit or withdraw from your BDO account for FREE at any of our participating partner stores nationwide. Just ask a store personnel for assistance. This message is for your information.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00001. Brand=BDO; synthetic values only.,banks closed this holy week deposit or withdraw from your bdo account for free at any of our participating partner stores nationwide just ask a store personnel for assistance this message is for your information,banks closed this holy week deposit or withdraw from your bdo account for free at any of our participating partner stores nationwide just ask a store personnel for assistance this message is for your information,split_group_16305849297228055762,train,True,original_clean,v3_public_manual_research_synthetic_row_002081,0,,0
v3_public_manual_research_synthetic_row_004477,v3_public_manual_research_synthetic_row_004477,Good night. Am going to sleep.,Good night. Am going to sleep.,Good night. Am going to sleep.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,good night am going to sleep,good night am going to sleep,split_group_10749980784500802783,train,True,original_clean,v3_public_manual_research_synthetic_row_004477,0,,0
v3_public_manual_research_synthetic_row_003440,v3_public_manual_research_synthetic_row_003440,"It's fine, imma get a drink or somethin. Want me to come find you?","It's fine, imma get a drink or somethin. Want me to come find you?","It's fine, imma get a drink or somethin. Want me to come find you?",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,it s fine imma get a drink or somethin want me to come find you,it s fine imma get a drink or somethin want me to come find you,split_group_6575158346545943039,train,True,original_clean,v3_public_manual_research_synthetic_row_003440,0,,0
v3_public_manual_research_synthetic_row_007853,v3_public_manual_research_synthetic_row_007853,"Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest","Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest","Your loan has been approved! Click this link now to get TK5,00,000 loan at only 5% interest",smishing,1,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0468; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,your loan has been approved click this link now to get tk5 00 000 loan at only 5 interest,your loan has been approved click this link now to get tk5 00 000 loan at only 5 interest,split_group_2416358788467777895,train,True,original_clean,v3_public_manual_research_synthetic_row_007853,0,,0
v3_public_manual_research_synthetic_row_007964,v3_public_manual_research_synthetic_row_007964,Approved. Congrats your UnionBank CLASSIC VISA application was approved! Expect your card to be delivered to your billing address soon.,Approved. Congrats your UnionBank CLASSIC VISA application was approved! Expect your card to be delivered to your billing address soon.,Approved. Congrats your UnionBank CLASSIC VISA application was approved! Expect your card to be delivered to your billing address soon.,smishing,1,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07413; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,approved congrats your unionbank classic visa application was approved expect your card to be delivered to your billing address soon,approved congrats your unionbank classic visa application was approved expect your card to be delivered to your billing address soon,split_group_14026494818293969222,train,True,original_clean,v3_public_manual_research_synthetic_row_007964,0,,0
v3_public_manual_research_synthetic_row_000496,v3_public_manual_research_synthetic_row_000496,I'm gonna be home soon and i don't want to talk to u anymore tonight.. I've cried enough today.,I'm gonna be home soon and i don't want to talk to u anymore tonight.. I've cried enough today.,I'm gonna be home soon and i don't want to talk to u anymore tonight.. I've cried enough today.,ham,0,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,i m gonna be home soon and i don t want to talk to u anymore tonight i ve cried enough today,i m gonna be home soon and i don t want to talk to u anymore tonight i ve cried enough today,split_group_12099004568845790754,train,True,original_clean,v3_public_manual_research_synthetic_row_000496,0,,0
v3_public_manual_research_synthetic_row_002276,v3_public_manual_research_synthetic_row_002276,Yeah whatever lol,Yeah whatever lol,Yeah whatever lol,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,yeah whatever lol,yeah whatever lol,split_group_6023489405688888595,train,True,original_clean,v3_public_manual_research_synthetic_row_002276,0,,0
v3_public_manual_research_synthetic_row_008622,v3_public_manual_research_synthetic_row_008622,PR0FIT FR0M $911 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PR0FITS CLICK HERE: ceqasimo.halusyof.com/0jka?0,PR0FIT FR0M <AMOUNT> PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PR0FITS CLICK HERE: <URL>?0,PR0FIT FR0M <AMOUNT> PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PR0FITS CLICK HERE: <URL>?0,smishing,1,SMS Phishing Dataset,wspr-ncsu/sms-phishing,strict_raw_replacement_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_10839; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,pr0fit fr0m <amount> per day get rich 0n oil in a crisis calculate y0ur p0ssible pr0fits click here <url> 0,pr0fit fr0m 911 per day get rich 0n oil in a crisis calculate y0ur p0ssible pr0fits click here <URL>,split_group_6463778251797492177,train,True,original_clean,v3_public_manual_research_synthetic_row_008622,0,,0
v3_public_manual_research_synthetic_row_003484,v3_public_manual_research_synthetic_row_003484,R we still meeting 4 dinner tonight?,R we still meeting 4 dinner tonight?,R we still meeting 4 dinner tonight?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,r we still meeting 4 dinner tonight,r we still meeting 4 dinner tonight,split_group_1284966169811678428,train,True,original_clean,v3_public_manual_research_synthetic_row_003484,0,,0
v3_public_manual_research_synthetic_row_006093,v3_public_manual_research_synthetic_row_006093,"You have been offered a Grant of $1,450,000.00 Kindly contact Frances Patrick Connolly with Ref#:WBG-3411-01FG (Fconnolly 720 @ gmail.com)",You have been offered a Grant of <AMOUNT> Kindly contact Frances Patrick Connolly with Ref#:WBG-3411-01FG (Fconnolly 720 @ <URL>),You have been offered a Grant of <AMOUNT> Kindly contact Frances Patrick Connolly with Ref#:WBG-3411-01FG (Fconnolly 720 @ <URL>),smishing,1,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,category=Prize/Contest; brand=; sender_type=Phone Number; url=; domain=,you have been offered a grant of <amount> kindly contact frances patrick connolly with ref wbg <NUM> 01fg fconnolly 720 <url>,you have been offered a grant of 1 450 000 00 kindly contact frances patrick connolly with ref wbg <NUM> 01fg fconnolly 720 <URL>,split_group_16686047403774715392,train,True,original_clean,v3_public_manual_research_synthetic_row_006093,0,,0
v3_public_manual_research_synthetic_row_000006,v3_public_manual_research_synthetic_row_000006,Welcome to Globe! Make sure your eSIM is registered and compliant with the law to enjoy our services:,Welcome to Globe! Make sure your eSIM is registered and compliant with the law to enjoy our services:,Welcome to Globe! Make sure your eSIM is registered and compliant with the law to enjoy our services:,ham,0,manual_google_drive_ham,manually_curated_service_ham,manual_curated_ham,manual_real,False,accepted_manual_ham,approved,telecom,,drive_export/THESIS/CLEANED/cleaned_dataset.csv,merge_status=not_merged; merged_from_manual_ids=manual_ham_000006; merged_row_count=1; artifact_status=not_artifact; text_privacy_status=raw_ocr_extracted_text,welcome to globe make sure your esim is registered and compliant with the law to enjoy our services,welcome to globe make sure your esim is registered and compliant with the law to enjoy our services,split_group_10552340667024958159,train,True,original_clean,v3_public_manual_research_synthetic_row_000006,0,,0
v3_public_manual_research_synthetic_row_002398,v3_public_manual_research_synthetic_row_002398,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,so li hai me bored now da lecturer repeating last weeks stuff waste time,so li hai me bored now da lecturer repeating last weeks stuff waste time,split_group_15051352250641468881,train,True,original_clean,v3_public_manual_research_synthetic_row_002398,0,,0
v3_public_manual_research_synthetic_row_007218,v3_public_manual_research_synthetic_row_007218,URGENT: gas bill overdue 9283 TK. Disconnection in 2 hours: secure-bd.org/verify,URGENT: gas bill overdue 9283 TK. Disconnection in 2 hours: <URL>,URGENT: gas bill overdue 9283 TK. Disconnection in 2 hours: <URL>,smishing,1,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,public_real,False,accepted,candidate,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0651; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,urgent gas bill overdue <NUM> tk disconnection in 2 hours <url>,urgent gas bill overdue <NUM> tk disconnection in 2 hours <URL>,split_group_7415219320538423440,train,True,original_clean,v3_public_manual_research_synthetic_row_007218,0,,0
v3_public_manual_research_synthetic_row_002791,v3_public_manual_research_synthetic_row_002791,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...","Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...","Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,hey thk we juz go accordin to wat we discussed yest lor except no kb on sun cos there s nt much lesson to go if we attend kb on sat,hey thk we juz go accordin to wat we discussed yest lor except no kb on sun cos there s nt much lesson to go if we attend kb on sat,split_group_4482135000393384529,train,True,original_clean,v3_public_manual_research_synthetic_row_002791,0,,0
v3_public_manual_research_synthetic_row_002411,v3_public_manual_research_synthetic_row_002411,Now project pa. After that only i can come.,Now project pa. After that only i can come.,Now project pa. After that only i can come.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.,now project pa after that only i can come,now project pa after that only i can come,split_group_10777673040795909344,train,True,original_clean,v3_public_manual_research_synthetic_row_002411,0,,0
v3_public_manual_research_synthetic_row_001668,v3_public_manual_research_synthetic_row_001668,"J&T Express DELIVERY! TN: JT3841143569, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T Express DELIVERY! TN: JT3841143569, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.","J&T Express DELIVERY! TN: JT3841143569, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing J&T Express Philippines! Stay safe and have a great day ahead.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00075. Brand=J&T Express; synthetic values only.,j t express delivery tn jt3841143569 rider thrix pual a tan your cod amount is 879 00 you can pay by cash or conveniently online when the rider arrives please note that a photo proof of delivery is required thank you for choosing j t express philippines stay safe and have a great day ahead,j t express delivery tn jt3841143569 rider thrix pual a tan your cod amount is 879 00 you can pay by cash or conveniently online when the rider arrives please note that a photo proof of delivery is required thank you for choosing j t express philippines stay safe and have a great day ahead,split_group_6132071507421981355,train,True,original_clean,v3_public_manual_research_synthetic_row_001668,0,,0
v3_public_manual_research_synthetic_row_006791,v3_public_manual_research_synthetic_row_006791,"PNC - Alart: We recently noticed a suspicious operation on your account, for the safety of your account, visit here","PNC - Alart: We recently noticed a suspicious operation on your account, for the safety of your account, visit here","PNC - Alart: We recently noticed a suspicious operation on your account, for the safety of your account, visit here",smishing,1,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,public_real,False,accepted,approved,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,pnc alart we recently noticed a suspicious operation on your account for the safety of your account visit here,pnc alart we recently noticed a suspicious operation on your account for the safety of your account visit here,split_group_12995726599581824931,train,True,original_clean,v3_public_manual_research_synthetic_row_006791,0,,0
