final_row_id,source_final_row_id,message_raw,message_clean,model_text,normalized_label,label_id,source_name,dataset_name,source_group,data_origin,is_synthetic,label_status,review_status,service_category,scam_category,source_file,notes
v3_public_manual_research_synthetic_row_000001,v3_public_manual_research_synthetic_row_000001,TablePlus: You still have an active balance. Reactivate with just 10P to claim your 18P starter gift. See your 3 percent daily back. Only on tbplus88.com,TablePlus: You still have an active balance. Reactivate with just 10P to claim your 18P starter gift. See your 3 percent daily back. Only on <URL>,TablePlus: You still have an active balance. Reactivate with just 10P to claim your 18P starter gift. See your 3 percent daily back. Only on <URL>,ham,0,manual_google_drive_ham,manually_curated_service_ham,manual_curated_ham,manual_real,False,accepted_manual_ham,approved,unsure,,drive_export/THESIS/CLEANED/cleaned_dataset.csv,merge_status=not_merged; merged_from_manual_ids=manual_ham_000001; merged_row_count=1; artifact_status=not_artifact; text_privacy_status=raw_ocr_extracted_text
v3_public_manual_research_synthetic_row_001341,v3_public_manual_research_synthetic_row_001341,"Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Your bank is regulated by BSP. For your reference.","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Your bank is regulated by BSP. For your reference.","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. Your bank is regulated by BSP. For your reference.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00017. Brand=Your bank; synthetic values only.
v3_public_manual_research_synthetic_row_001342,v3_public_manual_research_synthetic_row_001342,Your e-wallet] DO NOT SHARE: Use your SECRET one-time PIN 657840 to activate BPI Mobile Key on your SM-S938B. For your reference.,Your e-wallet] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S938B. For your reference.,Your e-wallet] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S938B. For your reference.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00086. Brand=BPI; synthetic values only.
v3_public_manual_research_synthetic_row_001343,v3_public_manual_research_synthetic_row_001343,Maya] DO NOT SHARE: Use your SECRET one-time PIN 6522 to activate BPI Mobile Key on your SM-S938B. Please check your app for details.,Maya] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S938B. Please check your app for details.,Maya] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S938B. Please check your app for details.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00086. Brand=BPI; synthetic values only.
v3_public_manual_research_synthetic_row_001344,v3_public_manual_research_synthetic_row_001344,"LBC DELIVERY! TN: JT23410253932574, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing Your courier Philippines! Stay safe and have a great day ahead.","LBC DELIVERY! TN: JT23410253932574, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing Your courier Philippines! Stay safe and have a great day ahead.","LBC DELIVERY! TN: JT23410253932574, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing Your courier Philippines! Stay safe and have a great day ahead.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00075. Brand=LBC; synthetic values only.
v3_public_manual_research_synthetic_row_001345,v3_public_manual_research_synthetic_row_001345,"Great news! As of 01/19/2026, you have enough rewards points on your BPI Platinum Mastercard to waive your Annual Fee goodbye. Convert your P50 to a 50% Annual Fee Waiver by texting the keyword below to 225622 on or before 15 May 10:20 AM, 2026. Keyword:. This is an automated notice.","Great news! As of 01/19/2026, you have enough rewards points on your BPI Platinum Mastercard to waive your Annual Fee goodbye. Convert your <AMOUNT> to a 50% Annual Fee Waiver by texting the keyword below to 225622 on or before <DATE_TIME>:20 AM, 2026. Keyword:. This is an automated notice.","Great news! As of 01/19/2026, you have enough rewards points on your BPI Platinum Mastercard to waive your Annual Fee goodbye. Convert your <AMOUNT> to a 50% Annual Fee Waiver by texting the keyword below to 225622 on or before <DATE_TIME>:20 AM, 2026. Keyword:. This is an automated notice.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00011. Brand=BPI; synthetic values only.
v3_public_manual_research_synthetic_row_001346,v3_public_manual_research_synthetic_row_001346,"REMINDER: We will have a scheduled system upgrade on 15 May 10:20 AM (SUN), from today to tomorrow. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (09177614459. Thank you.","REMINDER: We will have a scheduled system upgrade on <DATE_TIME>:20 AM (SUN), from <DATE_TIME> to <DATE_TIME>. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (<PHONE>. Thank you.","REMINDER: We will have a scheduled system upgrade on <DATE_TIME>:20 AM (SUN), from <DATE_TIME> to <DATE_TIME>. Our debit cards, online channels, and other services, will be temporarily unavailable. Please plan ahead. Visit our social media pages for updates. For concerns, call at (<PHONE>. Thank you.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00043. Brand=; synthetic values only.
v3_public_manual_research_synthetic_row_001347,v3_public_manual_research_synthetic_row_001347,"Skip ""Pay in PHP""! Quick Tip: When booking your hotel accommodations through overseas online store, or travelling abroad, ALWAYS choose to PAY INNON-PHP CURRENCY for better conversion rates and enjoy more savings. Metrobank is regulated by the BSP. No reply is needed.","Skip ""Pay in PHP""! Quick Tip: When booking your hotel accommodations through overseas online store, or travelling abroad, ALWAYS choose to PAY INNON-PHP CURRENCY for better conversion rates and enjoy more savings. Metrobank is regulated by the BSP. No reply is needed.","Skip ""Pay in PHP""! Quick Tip: When booking your hotel accommodations through overseas online store, or travelling abroad, ALWAYS choose to PAY INNON-PHP CURRENCY for better conversion rates and enjoy more savings. Metrobank is regulated by the BSP. No reply is needed.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00021. Brand=Metrobank; synthetic values only.
v3_public_manual_research_synthetic_row_001348,v3_public_manual_research_synthetic_row_001348,"Hey customer! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply.","Hey customer! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply.","Hey customer! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00109. Brand=; synthetic values only.
v3_public_manual_research_synthetic_row_001349,v3_public_manual_research_synthetic_row_001349,"Get a chance to win up to BDOvoucher when you buy at least P100 regular BDO load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from 12 May 3:45 PM to 15 May 10:20 AM, 2026. T&Cs apply. Your bank is BSP-regulated. DT1248176. For your reference.","Get a chance to win up to BDOvoucher when you buy at least <AMOUNT> regular BDO load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from <DATE_TIME> <DATE_TIME> to <DATE_TIME>:20 AM, 2026. T&Cs apply. Your bank is BSP-regulated. DT1248176. For your reference.","Get a chance to win up to BDOvoucher when you buy at least <AMOUNT> regular BDO load on the Metrobank App. Just log in to your account, and tap 'Send Load"". Promo runs from <DATE_TIME> <DATE_TIME> to <DATE_TIME>:20 AM, 2026. T&Cs apply. Your bank is BSP-regulated. DT1248176. For your reference.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00003. Brand=BDO; synthetic values only.
v3_public_manual_research_synthetic_row_001350,v3_public_manual_research_synthetic_row_001350,1/2 today:52: P50 loaded to 09177023001 from 83890164302495 for 1 year. Ref:BGS3SOGQDL. Get MORE with PROMO LOAD in the Globe App! 2/2 Do it ALL with POWER ALL! Enjoy up to 30 Days of FREE Smart + 20 GB + Unli Calls & Texts. Get it NOW at https://example.com. This is an automated notice.,1/2 <DATE_TIME>:52: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BGS3SOGQDL. Get MORE with PROMO LOAD in the Globe App! 2/2 Do it ALL with POWER ALL! Enjoy up to 30 Days of FREE Smart + 20 GB + Unli Calls & Texts. Get it NOW at <URL> This is an automated notice.,1/2 <DATE_TIME>:52: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BGS3SOGQDL. Get MORE with PROMO LOAD in the Globe App! 2/2 Do it ALL with POWER ALL! Enjoy up to 30 Days of FREE Smart + 20 GB + Unli Calls & Texts. Get it NOW at <URL> This is an automated notice.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00170. Brand=Smart; synthetic values only.
v3_public_manual_research_synthetic_row_001351,v3_public_manual_research_synthetic_row_001351,Hi Ka-LBC! We will deliver your shipment today. Provide authorization & ID if not around. Photo may be taken as proof of delivery. Thanks. This is an automated notice.,Hi Ka-LBC! We will deliver your shipment <DATE_TIME>. Provide authorization & ID if not around. Photo may be taken as proof of delivery. Thanks. This is an automated notice.,Hi Ka-LBC! We will deliver your shipment <DATE_TIME>. Provide authorization & ID if not around. Photo may be taken as proof of delivery. Thanks. This is an automated notice.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00077. Brand=LBC; synthetic values only.
v3_public_manual_research_synthetic_row_001352,v3_public_manual_research_synthetic_row_001352,"Still haven't referred? Don't miss the chance to earn big: get P50 eGC for every successful referral until tomorrow, 2026! Share your code ACO135 & invite friends to apply for their 1st Metrobank credit card! Visit our website for the application link and T&Cs. DT1245534S2025 CCPD26-041","Still haven't referred? Don't miss the chance to earn big: get <AMOUNT> eGC for every successful referral until <DATE_TIME>, 2026! Share your code ACO135 & invite friends to apply for their 1st Metrobank credit card! Visit our website for the application link and T&Cs. DT1245534S2025 CCPD26-041","Still haven't referred? Don't miss the chance to earn big: get <AMOUNT> eGC for every successful referral until <DATE_TIME>, 2026! Share your code ACO135 & invite friends to apply for their 1st Metrobank credit card! Visit our website for the application link and T&Cs. DT1245534S2025 CCPD26-041",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00022. Brand=Metrobank; synthetic values only.
v3_public_manual_research_synthetic_row_001353,v3_public_manual_research_synthetic_row_001353,"1/2 15 May 10:20 AM:38: P100 loaded to 09985502841 from 727967356344 for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Globe App for Bigger & Longer Data, No Expiry offers and MORE! https://example.com","1/2 <DATE_TIME>:20 AM:38: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Globe App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","1/2 <DATE_TIME>:20 AM:38: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Globe App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00141. Brand=Smart; synthetic values only.
v3_public_manual_research_synthetic_row_001354,v3_public_manual_research_synthetic_row_001354,"Register now! Download the BDO App, click ""Promos"" before logging in and search for ""Up to P50 cashback on all travel spend"" to know more. Promo runs from 03/16/26 to 05/15/26 only. T&Cs apply. DTI249796S26. CCPD26-108. This is an automated notice.","Register now! Download the BDO App, click ""Promos"" before logging in and search for ""Up to <AMOUNT> cashback on all travel spend"" to know more. Promo runs from 03/16/26 to 05/15/26 only. T&Cs apply. DTI249796S26. CCPD26-108. This is an automated notice.","Register now! Download the BDO App, click ""Promos"" before logging in and search for ""Up to <AMOUNT> cashback on all travel spend"" to know more. Promo runs from 03/16/26 to 05/15/26 only. T&Cs apply. DTI249796S26. CCPD26-108. This is an automated notice.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00019. Brand=BDO; synthetic values only.
v3_public_manual_research_synthetic_row_001355,v3_public_manual_research_synthetic_row_001355,27 Aug 6:00 PM at 12 May 3:45 PM Easy 10% cashback with GCash! Just use Maya in stores or when shopping online in the next 7 days. Check your GCash Messages now to know more!. No reply is needed.,<DATE_TIME> <DATE_TIME> at <DATE_TIME> <DATE_TIME> Easy 10% cashback with GCash! Just use Maya in stores or when shopping online in the next 7 days. Check your GCash Messages now to know more!. No reply is needed.,<DATE_TIME> <DATE_TIME> at <DATE_TIME> <DATE_TIME> Easy 10% cashback with GCash! Just use Maya in stores or when shopping online in the next 7 days. Check your GCash Messages now to know more!. No reply is needed.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00080. Brand=GCash; synthetic values only.
v3_public_manual_research_synthetic_row_001356,v3_public_manual_research_synthetic_row_001356,"Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. BDO is regulated by BSP. Please check your app for details.","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. BDO is regulated by BSP. Please check your app for details.","Quick tip when travelling abroad or shopping at overseas online stores, always choose to pay in non-Php currency for better conversion rates and enjoy better value on your purchases. BDO is regulated by BSP. Please check your app for details.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00017. Brand=BDO; synthetic values only.
v3_public_manual_research_synthetic_row_001357,v3_public_manual_research_synthetic_row_001357,"1/2 tomorrow:35: PHP 2,450.75 loaded to 09177426599 from 9670268255 for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the Globe App!. For your reference.",1/2 <DATE_TIME>:35: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the Globe App!. For your reference.,1/2 <DATE_TIME>:35: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the Globe App!. For your reference.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00139. Brand=Globe; synthetic values only.
v3_public_manual_research_synthetic_row_001358,v3_public_manual_research_synthetic_row_001358,Use verification code 9467 for GCash authentication. Use verification code 7062 for GCash authentication. Use verification code 405498 for BPI authentication. No reply is needed.,Use verification code <OTP> for GCash authentication. Use verification code <OTP> for GCash authentication. Use verification code <OTP> for BPI authentication. No reply is needed.,Use verification code <OTP> for GCash authentication. Use verification code <OTP> for GCash authentication. Use verification code <OTP> for BPI authentication. No reply is needed.,ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00095. Brand=BPI; synthetic values only.
v3_public_manual_research_synthetic_row_001359,v3_public_manual_research_synthetic_row_001359,"Your supplementary, BOBBY A BARCE with Card ending in 74234737958 has spent PHP 1,250.00 at Pru Life of U.K. on 03/16 12 May 3:45 PM. If you have concerns, call 09176773920. For your reference.","Your supplementary, BOBBY A BARCE with Card ending in <REF_NUM> has spent <AMOUNT> at Pru Life of U.K. on 03/16 <DATE_TIME> <DATE_TIME>. If you have concerns, call <PHONE>. For your reference.","Your supplementary, BOBBY A BARCE with Card ending in <REF_NUM> has spent <AMOUNT> at Pru Life of U.K. on 03/16 <DATE_TIME> <DATE_TIME>. If you have concerns, call <PHONE>. For your reference.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00068. Brand=; synthetic values only.
v3_public_manual_research_synthetic_row_001360,v3_public_manual_research_synthetic_row_001360,"SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs tomorrow, 2025 only! DT1I211890. No reply is needed.","SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs <DATE_TIME>, 2025 only! DT1I211890. No reply is needed.","SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs <DATE_TIME>, 2025 only! DT1I211890. No reply is needed.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00114. Brand=; synthetic values only.
v3_public_manual_research_synthetic_row_001361,v3_public_manual_research_synthetic_row_001361,"1/2 15 May 10:20 AM:21: P50 loaded to 09173208890 from 012835795490 for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Your telecom provider App for Bigger & Longer Data, No Expiry offers and MORE! https://example.com","1/2 <DATE_TIME>:20 AM:21: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Your telecom provider App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","1/2 <DATE_TIME>:20 AM:21: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Your telecom provider App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00134. Brand=Smart; synthetic values only.
v3_public_manual_research_synthetic_row_001362,v3_public_manual_research_synthetic_row_001362,"Nice! You received a PHP 1,250.00 voucher from GCash. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!. For your reference.","Nice! You received a <AMOUNT> voucher from GCash. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!. For your reference.","Nice! You received a <AMOUNT> voucher from GCash. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!. For your reference.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00082. Brand=GCash; synthetic values only.
v3_public_manual_research_synthetic_row_001363,v3_public_manual_research_synthetic_row_001363,"Promo extended! Get Diamond Indulgence Annual Membership for P50 (from P300) with your RCBC Premium Credit Card. Enjoy a free night stay, up to 50% off dining, and more at Diamond Hotel. Offer now valid until 27 Aug 6:00 PM, 2026. Call 09170072414 or search DHPINDUL on the RCBC Credit Website. DTI246122S26.","Promo extended! Get Diamond Indulgence Annual Membership for <AMOUNT> (from <AMOUNT>) with your RCBC Premium Credit Card. Enjoy a free night stay, up to 50% off dining, and more at Diamond Hotel. Offer now valid until <DATE_TIME> <DATE_TIME>, 2026. Call <PHONE> or search DHPINDUL on the RCBC Credit Website. DTI246122S26.","Promo extended! Get Diamond Indulgence Annual Membership for <AMOUNT> (from <AMOUNT>) with your RCBC Premium Credit Card. Enjoy a free night stay, up to 50% off dining, and more at Diamond Hotel. Offer now valid until <DATE_TIME> <DATE_TIME>, 2026. Call <PHONE> or search DHPINDUL on the RCBC Credit Website. DTI246122S26.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00042. Brand=; synthetic values only.
v3_public_manual_research_synthetic_row_001364,v3_public_manual_research_synthetic_row_001364,"J&T Express DELIVERY! TN: JT20873415229072, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing LBC Philippines! Stay safe and have a great day ahead.","J&T Express DELIVERY! TN: JT20873415229072, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing LBC Philippines! Stay safe and have a great day ahead.","J&T Express DELIVERY! TN: JT20873415229072, Rider: THRIX PUAL A TAN. Your COD amount is 879.00. You can pay by cash or conveniently online when the rider arrives. Please note that a photo proof of delivery is required. Thank you for choosing LBC Philippines! Stay safe and have a great day ahead.",ham,0,service_ham_template_generator,synthetic_service_ham_research_backed,synthetic_ham_template,synthetic_template,True,synthetic_ham_approved,approved_synthetic,manual_ph_service_templates,,C:\Users\Lenovo\OneDrive\Documents\Coding\Some other\Thesis Data Source research\smishing-source-hunt\data\final_dataset_build\interim\service_ham_template_patterns.csv,Generated from approved manual service ham template service_ham_template_00075. Brand=J&T Express; synthetic values only.
