removed_unified_id,removed_message_raw,removed_reason,replacement_candidate_id,replacement_message_raw,replacement_source_name,replacement_dataset_name,replacement_campaign_template_key,replacement_reason,duplicate_check_status,notes
replacement_smishx_smishing_0201,"Hello,Someone   tried   to   log   into   your   Instagram   account.   If   it   was   you,please   confirm   your   iden***y:Â Click   on   the   link   http://mbltext.com/owu   Instag",campaign_repeat_excluded,ncsu_sms_phishing_057610,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ hZEaC",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > hzeac,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
gathered_imc25_english_smish_00388,"Your Netflix membership is on hold. We're having some trouble with your current billing information.

To using your account as normally, please follow the instructions by click on link below :",campaign_repeat_excluded,ncsu_sms_phishing_057615,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ UuWvi",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > uuwvi,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_hf_bengali_sms_smishing_english_smish_0084,Police case filed against you. Settlement 18263 TK: emergency-bank.org/urgent,campaign_repeat_excluded,ncsu_sms_phishing_057617,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ tDkXv",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > tdkxv,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15412,"Hi, we are#6b1# waiting on / an / action from you to deliver your package: https://...",weak_or_no_smishing_signal,ncsu_sms_phishing_057622,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ AbNzF",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > abnzf,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15732,Why / wasn't your  i package delivered? https://...,weak_or_no_smishing_signal,ncsu_sms_phishing_057626,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ fzAmR",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > fzamr,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15734,Shipped! Here's your tracking link ; http://...,weak_or_no_smishing_signal,ncsu_sms_phishing_057631,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ DOPxV",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > dopxv,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_hf_bengali_sms_smishing_english_smish_0103,Police case filed against you. Settlement 19687 TK: urgent-bd.org/urgent,campaign_repeat_excluded,ncsu_sms_phishing_057634,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ TMWHI",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > tmwhi,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_smishx_smishing_0069,[emailÂ protected] / U-S-P-S ID 67162 / We could not find the correct info provided for your item: https://qi.lv/tft,campaign_repeat_excluded,ncsu_sms_phishing_057638,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ yDpcG",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ydpcg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_12022,"Dear SBI user, your SBI YONO Account has been blocked please verify your PAN CARD click here to login your PAN number: https://sdt.l/TAwcZ",campaign_repeat_excluded,ncsu_sms_phishing_057641,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ qKjvE",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > qkjve,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_smishx_smishing_0136,[emailÂ protected] / U-S-P-S ID 43077 / We could not find the correct info provided for your item: https://qi.lv/mwg,campaign_repeat_excluded,ncsu_sms_phishing_057645,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ mOGKq",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > mogkq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15735,Your @ order * has been shipped! http://...,weak_or_no_smishing_signal,ncsu_sms_phishing_057649,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ XKFus",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > xkfus,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_000767,"Your  account  has  been  blocked,  in  order  to  unblock  your  account  swiftly  please  visit  https://cwb-account.com/",campaign_repeat_excluded,ncsu_sms_phishing_057653,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ iSbUp",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > isbup,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_000628,FROM BANK: Account is on hold confrim here within 5min: https://ko.gl/SaZyh,campaign_repeat_excluded,ncsu_sms_phishing_057657,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ rYmGq",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > rymgq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_smishx_smishing_0086,hello https://drpsnd.io/SiQPdG Reply STOP to stop...,campaign_repeat_excluded,ncsu_sms_phishing_057661,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ pKHAA",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > pkhaa,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_smishx_smishing_0148,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),weak_or_no_smishing_signal,ncsu_sms_phishing_057664,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ QaAnK",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > qaank,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_02480,Please follow this link www....,weak_or_no_smishing_signal,ncsu_sms_phishing_057666,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ qCtuU",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > qctuu,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_000817,"An up to £3 FREEBIE has been dropped onto your account!
Claim here: http://pktwn.uk/184ec
24hrs. 40xWR. MaxWD£50
T&C Apply. Stop Msg? Call +441384 884469",campaign_repeat_excluded,ncsu_sms_phishing_057667,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ QPPhM",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > qpphm,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00058,NHS: We noticed you haven't applied for your Covid Pass. Follow the link to complete registration and avoid penalties:,weak_or_no_smishing_signal,ncsu_sms_phishing_057673,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ mRPpM",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > mrppm,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00075,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to...",weak_or_no_smishing_signal,ncsu_sms_phishing_057683,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ lDhiZ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ldhiz,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00086,"[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information....",weak_or_no_smishing_signal,ncsu_sms_phishing_057689,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ TdimC",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > tdimc,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_smishx_smishing_0177,We sincerely invite you to join our WS exchange group to share and exchange B-T.C together Earn Â¤1000-5000 per day. http://lihi2.cc/rlEbq,campaign_repeat_excluded,ncsu_sms_phishing_057692,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ fyDHO",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > fydho,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00108,You kept AUTO-SCAN turned off! 13 Apps jeopardise your phones security. Remove these apps immediately,weak_or_no_smishing_signal,ncsu_sms_phishing_057693,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ ybgoa",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ybgoa,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00148,USPostal: Your package delivery has been paused due to missing street information for the package delivery city.,weak_or_no_smishing_signal,ncsu_sms_phishing_057701,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ gzcAM",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > gzcam,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00160,"Package reminder: We cannot deliver your package to door due to the incomplete house number, please fill in the address.",weak_or_no_smishing_signal,ncsu_sms_phishing_057704,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ xULHU",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > xulhu,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_smishx_smishing_0120,ãå¸çè¹ä»»é£åå¬²ãä¸ ç­ç¥???å¤©ä¸ å±?æ½å¸çè¹??ææ©? åè±ª https://lihi2.cc/IpPZ5,campaign_repeat_excluded,ncsu_sms_phishing_057706,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ GgrTO",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ggrto,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_000942,U S P S . / ORDER #154102 Delivery : We need to update your shipping and pay fee for delivery please visit: https://check-my-trackupdate.tabgun.com/,campaign_repeat_excluded,ncsu_sms_phishing_057707,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ zEhmv",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > zehmv,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00375,"WellsFargo SecurityCenter Critical notification! Please follow the link, for more details:",weak_or_no_smishing_signal,ncsu_sms_phishing_057716,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ RJdpM",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > rjdpm,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00376,(Package #48586) Package #UPS-8L7BC9L pending delivery. Complete document:,weak_or_no_smishing_signal,ncsu_sms_phishing_057718,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ Kibcv",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > kibcv,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00462,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption.

To using your account as normally, please follow the instructions by click on link below :",campaign_repeat_excluded,ncsu_sms_phishing_057721,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ dEoHQ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > deohq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00464,make the necessary changes to your identity information now to avoid delay on your refund processes,weak_or_no_smishing_signal,ncsu_sms_phishing_057727,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ kwTcG",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > kwtcg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_00380,"Dear friend, we invite you to join the cryptocurrency internal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link"" below to join.",campaign_repeat_excluded,ncsu_sms_phishing_057732,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ REIdP",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > reidp,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00478,Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver:,weak_or_no_smishing_signal,ncsu_sms_phishing_057735,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ XtqaP",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > xtqap,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00557,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption.

To update your billing information, please follow the instructions by click on link below :",campaign_repeat_excluded,ncsu_sms_phishing_057739,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ Cytll",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > cytll,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00646,"USPS: Your parcel address is wrong, we can not deliver to your door, please fill in the address, so that we can deliver in time:",weak_or_no_smishing_signal,ncsu_sms_phishing_057745,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ vDJFC",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > vdjfc,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_00494,i'm really sorry if i'm wasting ur time i just want to ask u for a small help if u don't mind i need this free xbox game pass code from discord gifts if u don't need it 💖,campaign_repeat_excluded,ncsu_sms_phishing_057748,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ blJKY",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > bljky,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_001689,[email protected]  /  Your  Account  Has  Been  Locked  /  CITI_SERVICE  #27150:  Your  account  access  has  been  limited  due  to  fraudulent  activity.  Please  visit  https://magazinehours.in//?open  to  unlock  your  account.,campaign_repeat_excluded,ncsu_sms_phishing_057752,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ jxtFl",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > jxtfl,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00769,Your package can't be deliver due to incorrect address. Please fill the right details so we can redeliver the parcel as soon as possible.,weak_or_no_smishing_signal,ncsu_sms_phishing_057757,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ iXWbQ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ixwbq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_00673,"You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link....",campaign_repeat_excluded,ncsu_sms_phishing_057762,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ nWTHn",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > nwthn,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_001992,Dein  Account  wurde  gesperrt.  Besuchen  Sie:  https://anmeldesicherheit-volksbank.com  um  Ihr  Konto  zu  sichern,campaign_repeat_excluded,ncsu_sms_phishing_057766,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ ReAZH",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > reazh,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_00736,"[ I.R.S. ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.",campaign_repeat_excluded,ncsu_sms_phishing_057769,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ dCArP",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > dcarp,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_hf_bengali_sms_smishing_english_smish_0278,Click here to increase your credit card limit: [creditcardincrease.com/LimitBD],campaign_repeat_excluded,ncsu_sms_phishing_057772,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ Yykuc",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > yykuc,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00899,"YOUR parcel address is wrong, we can not deliver to your door, please fill in the address, so that we can deliver in time:",weak_or_no_smishing_signal,ncsu_sms_phishing_057777,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ baqSD",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > baqsd,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00905,Jamba Juice drink refund. $5.00 back on all orders you've already purchased! Hope you saved the receipts!,weak_or_no_smishing_signal,ncsu_sms_phishing_057786,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ BvBhb",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > bvbhb,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00931,Package Tracking: Your package arrived at the transit center but could not be delivered due to incomplete address information. Details:,weak_or_no_smishing_signal,ncsu_sms_phishing_057794,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ jVNoW",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > jvnow,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_00933,Its  Jim!Im trying to deliver your parcel. Please  send me your delivery details asap,weak_or_no_smishing_signal,ncsu_sms_phishing_057798,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ zKkCH",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > zkkch,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01022,"The system detects an error in the calculation your tax, please complete the data for a tax refund",weak_or_no_smishing_signal,ncsu_sms_phishing_057800,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ wgZdk",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > wgzdk,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
gathered_imc25_english_smish_01602,(Your Parcel Is Cleared) Re-schedule:,weak_or_no_smishing_signal,ncsu_sms_phishing_057806,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ ktEjl",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ktejl,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_001997,"~Hi  bumble,  did  you  forget  about  the  75  Argos  Offer?  There's  still  time  to  continue!  Click  rwdzuk.com/02897e5f  Reply  STOP  to  cancel",campaign_repeat_excluded,ncsu_sms_phishing_057810,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ wCvJO",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > wcvjo,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_00868,You will receive a refund of $976.0. We will charge this amount to those of you who have submitted the documents we require for these steps to claim your assignment you and.,campaign_repeat_excluded,ncsu_sms_phishing_057816,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ wzHDx",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > wzhdx,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01444,Your package is on hold for an invalid recipient address. Fill in the correct address info by the link.,weak_or_no_smishing_signal,ncsu_sms_phishing_057820,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ fDTkF",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > fdtkf,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01445,"UserID 58693 / Heads up T-Mobile Limited pass, Get your chance now",weak_or_no_smishing_signal,ncsu_sms_phishing_057822,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ hLvQT",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > hlvqt,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01471,MSG:Out for delivery:missing location info(Error) . Thank you,weak_or_no_smishing_signal,ncsu_sms_phishing_057828,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ PgxiM",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > pgxim,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01555,Good news about your auto loan request! Your loan specialist at  Mossy Mitsubishi Escondido is ready to discuss your options. You can use the link below to schedule an appointment.,weak_or_no_smishing_signal,ncsu_sms_phishing_057832,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ JnCxG",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > jncxg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01572,Your package cannot be delivered due to incorrect house number information. Please fill in the correct address online for re-deliver:,weak_or_no_smishing_signal,ncsu_sms_phishing_057837,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ WKJwO",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > wkjwo,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01594,"Hello mate, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences:",campaign_repeat_excluded,ncsu_sms_phishing_057841,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ KPswX",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > kpswx,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_001998,"Hi bumble, did you forget about the 75 Argos Offer? There's still time to continue! Click rwdzuk.com/02897e5f Reply STOP to cancel .",campaign_repeat_excluded,ncsu_sms_phishing_057845,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ ltCyW",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > ltcyw,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_00957,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link.,campaign_repeat_excluded,ncsu_sms_phishing_057849,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ iCzHG",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > iczhg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_01702,"Hey from SuperTravel, are you still interested in booking the Best Western McCarran Inn? Our deal of $135/night is going to save you a total of $235 compared to Expedia Deals this good won't last long. Book now before it disappears.",weak_or_no_smishing_signal,ncsu_sms_phishing_057852,"New COIN~Login || www.usdtwtrc.com|| Username:Rom88 P***word:R66888 Balance:3,862,587.65 ~~~ FMzvU",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new coin login < > username rom88 p word r66888 balance < > fmzvu,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
