unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status,repair_status,final_strict_raw_eligible,exclusion_reason
uci_001064,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1064,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,122,26,False,needs_review,kept_strict_raw,True,
uci_001170,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1170,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ok.. now i am in bus.. If i come soon i will come otherwise tomorrow,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,71,15,False,needs_review,kept_strict_raw,True,
mishra_002558,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2558,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure..,Ok.. now i am in bus.. If i come soon i will come otherwise tomorrow for sure..,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,82,17,False,needs_review,kept_strict_raw,True,
uci_001124,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1124,Ok.ok ok..then..whats ur todays plan,Ok.ok ok..then..whats ur todays plan,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,36,8,False,needs_review,kept_strict_raw,True,
mishra_001754,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1754,Ok.ok ok..then..whats ur todays plan..can we be together?,Ok.ok ok..then..whats ur todays plan..can we be together?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,57,12,False,needs_review,kept_strict_raw,True,
uci_004052,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4052,Ok ok take care. I can understand.,Ok ok take care. I can understand.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,34,7,False,needs_review,kept_strict_raw,True,
mishra_003824,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,3824,Ok.ok ..then..what is ur todays plan,Ok.ok ..then..what is ur todays plan,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,36,8,False,needs_review,kept_strict_raw,True,
uci_002979,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2979,"Ok omw now, you at castor?","Ok omw now, you at castor?",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,26,6,False,needs_review,kept_strict_raw,True,
uci_001604,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1604,Ok pa. Nothing problem:-),Ok pa. Nothing problem:-),ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,25,4,False,needs_review,kept_strict_raw,True,
mishra_001855,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1855,Ok�say my regards..,Ok�say my regards..,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,19,4,False,needs_review,kept_strict_raw,True,
uci_004667,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4667,Ok set let u noe e details later...,Ok set let u noe e details later...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,35,8,False,needs_review,kept_strict_raw,True,
uci_000427,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,427,Ok. She'll be ok. I guess,Ok. She'll be ok. I guess,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,25,7,False,needs_review,kept_strict_raw,True,
mishra_004465,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,4465,Ok�smart work!!,Ok�smart work!!,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,15,3,False,needs_review,kept_strict_raw,True,
uci_003069,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3069,Ok. So april. Cant wait,Ok. So april. Cant wait,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,23,5,False,needs_review,kept_strict_raw,True,
uci_005258,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5258,Ok... Sweet dreams...,Ok... Sweet dreams...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,21,3,False,needs_review,kept_strict_raw,True,
uci_003890,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3890,ok....take care.umma to you too...,ok....take care.umma to you too...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,34,7,False,needs_review,kept_strict_raw,True,
uci_005197,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5197,Ok... Take ur time n enjoy ur dinner...,Ok... Take ur time n enjoy ur dinner...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,39,8,False,needs_review,kept_strict_raw,True,
mishra_000986,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,986,Ok�talk to me later�,Ok�talk to me later�,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,20,5,False,needs_review,kept_strict_raw,True,
mishra_005184,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5184,Ok..tell me�,Ok..tell me�,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,12,3,False,needs_review,kept_strict_raw,True,
mishra_002434,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,2434,Ok�tell me later�,Ok�tell me later�,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,17,4,False,needs_review,kept_strict_raw,True,
mishra_001645,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1645,Ok thanks..dats wonderful�,Ok thanks..dats wonderful�,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,26,4,False,needs_review,kept_strict_raw,True,
uci_002843,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2843,Ok thanx...,Ok thanx...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,11,2,False,needs_review,kept_strict_raw,True,
uci_002412,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2412,Ok... Thanx... Gd nite 2 ü too...,Ok... Thanx... Gd nite 2 ü too...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,33,6,False,needs_review,kept_strict_raw,True,
uci_003672,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3672,Ok thanx... Take care then...,Ok thanx... Take care then...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,29,5,False,needs_review,kept_strict_raw,True,
mishra_005214,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,5214,Ok�that�s fine,Ok�that�s fine,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,14,4,False,needs_review,kept_strict_raw,True,
uci_000342,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,342,Ok that's great thanx a lot.,Ok that's great thanx a lot.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,28,7,False,needs_review,kept_strict_raw,True,
uci_002865,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2865,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?","Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about?",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,137,28,False,needs_review,kept_strict_raw,True,
uci_004228,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4228,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.","Ok thats cool. Its, just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,131,24,False,needs_review,kept_strict_raw,True,
uci_003334,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3334,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,128,27,False,needs_review,kept_strict_raw,True,
uci_003269,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3269,Ok then i come n pick u at engin?,Ok then i come n pick u at engin?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,33,9,False,needs_review,kept_strict_raw,True,
uci_002216,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2216,Ok then i'll let him noe later n ask him call u tmr...,Ok then i'll let him noe later n ask him call u tmr...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,54,14,False,likely_sms,kept_strict_raw,True,
uci_001213,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,1213,Ok then i will come to ur home after half an hour,Ok then i will come to ur home after half an hour,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,49,12,False,needs_review,kept_strict_raw,True,
mishra_001495,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1495,Ok then i will come to ur home after half an hour..is that fine?,Ok then i will come to ur home after half an hour..is that fine?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,64,15,False,needs_review,kept_strict_raw,True,
mishra_001160,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1160,Ok then I will wait for. Then u talk to me�.,Ok then I will wait for. Then u talk to me�.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,44,11,False,needs_review,kept_strict_raw,True,
uci_002366,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2366,Ok then no need to tell me anything i am going to sleep good night,Ok then no need to tell me anything i am going to sleep good night,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,66,15,False,needs_review,kept_strict_raw,True,
uci_005163,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5163,Ok... Then r we meeting later?,Ok... Then r we meeting later?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,30,6,False,needs_review,kept_strict_raw,True,
uci_004775,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4775,Ok then u tell me wat time u coming later lor.,Ok then u tell me wat time u coming later lor.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,46,11,False,needs_review,kept_strict_raw,True,
uci_000745,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,745,Ok. There may be a free gym about.,Ok. There may be a free gym about.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,34,8,False,needs_review,kept_strict_raw,True,
uci_002367,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2367,Ok try to do week end course in coimbatore.,Ok try to do week end course in coimbatore.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,43,9,False,needs_review,kept_strict_raw,True,
uci_004685,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4685,Ok u can take me shopping when u get paid =D,Ok u can take me shopping when u get paid =D,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,44,11,False,needs_review,kept_strict_raw,True,
uci_002929,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2929,Ok... U enjoy ur shows...,Ok... U enjoy ur shows...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,25,5,False,needs_review,kept_strict_raw,True,
uci_000154,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,154,Ok... Ur typical reply...,Ok... Ur typical reply...,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=pass_raw; sms_likeness_status=likely_sms.,25,4,False,likely_sms,kept_strict_raw,True,
uci_003707,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3707,Ok. Very good. Its all about making that money.,Ok. Very good. Its all about making that money.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,47,9,False,needs_review,kept_strict_raw,True,
uci_005537,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,5537,Ok which your another number,Ok which your another number,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,28,5,False,needs_review,kept_strict_raw,True,
mishra_001309,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,1309,Ok. Wonderful�,Ok. Wonderful�,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,14,2,False,needs_review,kept_strict_raw,True,
uci_003080,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3080,Okay but i thought you were the expert,Okay but i thought you were the expert,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,38,8,False,needs_review,kept_strict_raw,True,
uci_004291,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,4291,"Okay, good, no problem, and thanx!","Okay, good, no problem, and thanx!",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,34,6,False,needs_review,kept_strict_raw,True,
uci_002047,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2047,Okay... I booked all already... Including the one at bugis.,Okay... I booked all already... Including the one at bugis.,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,59,10,False,needs_review,kept_strict_raw,True,
uci_002454,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,2454,Okay. I've seen it. So i should pick it on friday?,Okay. I've seen it. So i should pick it on friday?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,50,12,False,needs_review,kept_strict_raw,True,
uci_003204,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3204,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,110,21,False,needs_review,kept_strict_raw,True,
uci_003925,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,3925,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,121,26,False,needs_review,kept_strict_raw,True,
uci_000102,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,102,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,81,21,False,needs_review,kept_strict_raw,True,
uci_000244,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,244,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.","Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham,ham,accepted,accepted,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,,,,false,false,false,UCI spam is preserved for later smishing relabel review.,False,0,,pass_raw,Strict raw accepted after repair validation; original audit status=review_sms_likeness; sms_likeness_status=needs_review.,83,16,False,needs_review,kept_strict_raw,True,
