unified_id,source_name,dataset_name,source_group,source_row_id,message_raw,message_clean,source_label,normalized_label,label_status,review_status,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,contains_url,contains_email,contains_phone,notes,raw_placeholder_detected,raw_placeholder_count,raw_placeholder_types,raw_quality_status,raw_quality_notes,raw_length,token_count,long_message_flag,sms_likeness_status
replacement_imc25_english_smish_06375,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_06375,Your A/c XXXXX802653 is credited with Rs. <US_DRIVER_LICENSE> via NEFT/AXMB2310344434. Click here to approved the transitions-,Your A/c XXXXX802653 is credited with Rs. <US_DRIVER_LICENSE> via NEFT/AXMB2310344434. Click here to approved the transitions-,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_06375,gathered_imc25_english_smish_04340,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_06375; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,126,20,False,likely_sms
replacement_imc25_english_smish_06652,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_06652,Please enter the verification code: <US_DRIVER_LICENSE> to continue with your Mobile Money payment. DO NOT SHARE THIS CODE,Please enter the verification code: <US_DRIVER_LICENSE> to continue with your Mobile Money payment. DO NOT SHARE THIS CODE,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_06652,gathered_imc25_english_smish_04445,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_06652; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,122,20,False,likely_sms
replacement_imc25_english_smish_06655,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_06655,Congratulations! Your request no xx78 is approved. Rs <US_BANK_NUMBER> successfully transferred in your A/C. Confirm Now-,Congratulations! Your request no xx78 is approved. Rs <US_BANK_NUMBER> successfully transferred in your A/C. Confirm Now-,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_06655,gathered_imc25_english_smish_04453,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_06655; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,121,19,False,likely_sms
replacement_imc25_english_smish_06738,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_06738,I'm at Woolworths and brought the wrong card with me. Can you please send me 200 I will pay you back when i get home. BSB - <US_DRIVER_LICENSE> Acc - <US_BANK_NUMBER>,I'm at Woolworths and brought the wrong card with me. Can you please send me 200 I will pay you back when i get home. BSB - <US_DRIVER_LICENSE> Acc - <US_BANK_NUMBER>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_06738,gathered_imc25_english_smish_04481,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_06738; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,True,2,US_BANK_NUMBER;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,166,34,False,likely_sms
replacement_imc25_english_smish_06930,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_06930,Y'ello. You are buying airtime worth UGX 100 for <US_BANK_NUMBER> <US_PASSPORT> <US_BANK_NUMBER> at a fee of UGX 0.0. Enter PIN to confirm:,Y'ello. You are buying airtime worth UGX 100 for <US_BANK_NUMBER> <US_PASSPORT> <US_BANK_NUMBER> at a fee of UGX 0.0. Enter PIN to confirm:,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_06930,gathered_imc25_english_smish_04519,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_06930; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=telecom,True,3,US_BANK_NUMBER;US_PASSPORT,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,139,29,False,likely_sms
replacement_imc25_english_smish_06968,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_06968,[<LOCATION>/PS] Your street information is incorrect and cannot be delivered please confirm your address now:,[<LOCATION>/PS] Your street information is incorrect and cannot be delivered please confirm your address now:,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_06968,gathered_imc25_english_smish_04527,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_06968; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=delivery,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,109,16,False,likely_sms
replacement_imc25_english_smish_07011,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07011,Second Prize 1Crore. What is the first prize? Special Invitation in Big league! & Big Winnings on My11circle CHN vs MUM Winning Amount – Rs. <US_BANK_NUMBER> (5.86Crores),Second Prize 1Crore. What is the first prize? Special Invitation in Big league! & Big Winnings on My11circle CHN vs MUM Winning Amount – Rs. <US_BANK_NUMBER> (5.86Crores),smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07011,gathered_imc25_english_smish_04550,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07011; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,170,28,False,likely_sms
replacement_imc25_english_smish_07027,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07027,Dear Customer Rs.574.00 has been debited from account **3394 to VPA rpy.qrkarnatakар73807233@icici. Your UPI transaction reference number is <US_BANK_NUMBER>.,Dear Customer Rs.574.00 has been debited from account **3394 to VPA rpy.qrkarnatakар73807233@icici. Your UPI transaction reference number is <US_BANK_NUMBER>.,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07027,gathered_imc25_english_smish_04557,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07027; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,158,26,False,likely_sms
replacement_imc25_english_smish_07122,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07122,We empathized with you  for any inconvenience this may have caused. Kindly assist with the first eight and last four digit on the debit card used for this transaction in this format - <US_BANK_NUMBER>-7890. Thank you.,We empathized with you for any inconvenience this may have caused. Kindly assist with the first eight and last four digit on the debit card used for this transaction in this format - <US_BANK_NUMBER>-7890. Thank you.,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07122,gathered_imc25_english_smish_04598,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07122; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,217,38,False,likely_sms
replacement_imc25_english_smish_07151,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07151,Congratulations Your number/ had won PHP750000.00) 2nd winner From: KOPIKO MAGKA PERA 4 DTI# 5261'<US_DRIVER_LICENSE>. To claim just text your NAME: AGE: ADD: Work: Thank you!,Congratulations Your number/ had won <AMOUNT>) 2nd winner From: KOPIKO MAGKA PERA 4 DTI# 5261'<US_DRIVER_LICENSE>. To claim just text your NAME: AGE: ADD: Work: Thank you!,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07151,gathered_imc25_english_smish_04623,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07151; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,175,30,False,likely_sms
replacement_imc25_english_smish_07216,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07216,Dear Customer Your AEPS Balance Enquiry transaction for SBI account number <US_DRIVER_LICENSE> is successful. Your balance is 14.83 CR. RRN <US_BANK_NUMBER>.-SBI,Dear Customer Your AEPS Balance Enquiry transaction for SBI account number <US_DRIVER_LICENSE> is successful. Your balance is 14.83 CR. RRN <US_BANK_NUMBER>.-SBI,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07216,gathered_imc25_english_smish_04642,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07216; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,2,US_BANK_NUMBER;US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,161,27,False,likely_sms
replacement_imc25_english_smish_07267,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07267,Dear [NAME REDACTED] Rs.5000 Bonus to be credited on My11Circle. GUJ vs KOL Prize Pool - <US_BANK_NUMBER> (9.70 Cr)...,Dear [NAME REDACTED] Rs.5000 Bonus to be credited on My11Circle. GUJ vs KOL Prize Pool - <US_BANK_NUMBER> (9.70 Cr)...,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07267,gathered_imc25_english_smish_04674,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07267; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=spam,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,118,22,False,likely_sms
replacement_imc25_english_smish_07508,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07508,['Dear SBI Customer Your SBI Debit Card ending **** is due f' 'Dear SBI User your A/c X**** debited by <US_DRIVER_LICENSE>.0 on 04Dec2' 'Dear SBI User your A/c X**** debited by Rs80.0 on 02Dec22'],['Dear SBI Customer Your SBI Debit Card ending **** is due f' 'Dear SBI User your A/c X**** debited by <US_DRIVER_LICENSE>.0 on 04Dec2' 'Dear SBI User your A/c X**** debited by <AMOUNT> on 02Dec22'],smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07508,gathered_imc25_english_smish_04743,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07508; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,196,39,False,likely_sms
replacement_imc25_english_smish_07565,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07565,From <EMAIL_ADDRESS> to <EMAIL_ADDRESS> Please be advised that due to REPUBLIC ACT NO. 11934. We need to confirm your mobile number to LANDBANK access. We are hoping for your cooperation for us to make your account secure and safe on our end.,From <EMAIL_ADDRESS> to <EMAIL_ADDRESS> Please be advised that due to REPUBLIC ACT NO. 11934. We need to confirm your mobile number to LANDBANK access. We are hoping for your cooperation for us to make your account secure and safe on our end.,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07565,gathered_imc25_english_smish_04773,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07565; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,2,EMAIL_ADDRESS,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,242,44,False,likely_sms
replacement_imc25_english_smish_07725,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07725,Sorry we could not complete your request to update the phone number linked to your <LOCATION> account. Please call customer care @<US_BANK_NUMBER>,Sorry we could not complete your request to update the phone number linked to your <LOCATION> account. Please call customer care @<US_BANK_NUMBER>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07725,gathered_imc25_english_smish_04832,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07725; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,2,LOCATION;US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,146,24,False,likely_sms
replacement_imc25_english_smish_07731,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07731,Dear customer your Request No. <US_BANK_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,Dear customer your Request No. <US_BANK_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07731,gathered_imc25_english_smish_04838,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07731; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,167,29,False,likely_sms
replacement_imc25_english_smish_07733,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07733,Thank you for applying for Axis Bank Indianoil Credit Card. Your application ID is <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> and an sms confirming application status will be sent shortly.,Thank you for applying for Axis Bank Indianoil Credit Card. Your application ID is <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> and an sms confirming application status will be sent shortly.,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07733,gathered_imc25_english_smish_04851,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07733; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,3,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,205,33,False,likely_sms
replacement_imc25_english_smish_07806,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07806,Dear Customer Your HDFC Netbanking A/C will be blocked <LOCATION>,Dear Customer Your HDFC Netbanking A/C will be blocked <LOCATION>,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07806,gathered_imc25_english_smish_04907,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07806; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,65,11,False,likely_sms
replacement_imc25_english_smish_07905,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07905,Withdrawal code: <US_DRIVER_LICENSE>. If this was not generated by you cancel here immediately:,Withdrawal code: <US_DRIVER_LICENSE>. If this was not generated by you cancel here immediately:,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07905,gathered_imc25_english_smish_05013,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07905; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,True,1,US_DRIVER_LICENSE,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,95,15,False,likely_sms
replacement_imc25_english_smish_07980,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07980,"Your <LOCATION> online banking has been suspended due to security verifications, sign in below to verify your profile :","Your <LOCATION> online banking has been suspended due to security verifications, sign in below to verify your profile:",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07980,gathered_imc25_english_smish_05073,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07980; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,119,18,False,likely_sms
replacement_imc25_english_smish_07985,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07985,We have identified some unusual activity on your Online Banking. Log In via the secure link http://<IP_ADDRESS>/personal to avoid account suspension.,We have identified some unusual activity on your Online Banking. Log In via the secure link http://<IP_ADDRESS>/personal to avoid account suspension.,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07985,gathered_imc25_english_smish_05089,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07985; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,IP_ADDRESS,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,149,24,False,likely_sms
replacement_imc25_english_smish_07999,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07999,"Your <LOCATION> bank account has been suspended due to security verifications, sign in below to verify your profile :","Your <LOCATION> bank account has been suspended due to security verifications, sign in below to verify your profile:",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07999,gathered_imc25_english_smish_05122,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07999; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,117,18,False,likely_sms
replacement_imc25_english_smish_08001,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_08001,"DEAR CUSTOMER,CBN OF NIGERIA HAS BLOCKED YOUR ATM DEBIT CARD due TO YOUR INCOMPLETE BVN REGISTRATION CALL OUR CUSTOMER CARE ON <US_BANK_NUMBER>","DEAR CUSTOMER,CBN OF NIGERIA HAS BLOCKED YOUR ATM DEBIT CARD due TO YOUR INCOMPLETE BVN REGISTRATION CALL OUR CUSTOMER CARE ON <US_BANK_NUMBER>",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_08001,gathered_imc25_english_smish_05136,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_08001; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,US_BANK_NUMBER,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,143,25,False,likely_sms
replacement_imc25_english_smish_08006,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_08006,<LOCATION>: Unusual device has been detected. We've temporarily locked your account. Verify now,<LOCATION>: Unusual device has been detected. We've temporarily locked your account. Verify now,smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_08006,gathered_imc25_english_smish_05142,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_08006; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,95,14,False,likely_sms
replacement_imc25_english_smish_08012,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_08012,"YOUR MOBILE NO HAS GOT RS 3.5CRORE FROM THE RBI COMPENSATION FUND. TO GET FUND SEND NAME,MOBILE NO,ADD,AGE,JOB,ID,BANK DETAILS TO: <EMAIL_ADDRESS>","YOUR MOBILE NO HAS GOT <AMOUNT>CRORE FROM THE RBI COMPENSATION FUND. TO GET FUND SEND NAME,MOBILE NO,ADD,AGE,JOB,ID,BANK DETAILS TO: <EMAIL_ADDRESS>",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_08012,gathered_imc25_english_smish_05165,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_08012; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,EMAIL_ADDRESS,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,146,29,False,likely_sms
replacement_imc25_english_smish_08013,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_08013,"Bendigo Bank: In order to find out if an account is locked, log into your <LOCATION> for verification.","Bendigo Bank: In order to find out if an account is locked, log into your <LOCATION> for verification.",smishing_corpus_row,smishing,accepted,candidate,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_08013,gathered_imc25_english_smish_05174,false,false,false,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_08013; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,True,1,LOCATION,fail_placeholder_anonymized,message_raw contains angle-bracket placeholder/anonymized tokens.,102,18,False,likely_sms
