augmentation_id,original_final_row_id,variant_index,perturbation_level,perturbation_techniques,num_chars_changed,changed_token_count,achieved_perturbation_rate,quality_status,label_preserved,seed,notes
aug_train_v3_public_manual_research_synthetic_row_009656_v1,v3_public_manual_research_synthetic_row_009656,1,20,leetspeak_obfuscation;homoglyph_substitution;spacing_punctuation_case_noise,52,10,0.4031,pass,True,255993738,leetspeak_obfuscation:leet_chars=4 | numeric_otp_variation:no_digit_sequence | urgency_paraphrasing:no_urgency_phrase | url_variation:no_url_found | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2 | separator_injection:no_separator_keyword | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_009656_v2,v3_public_manual_research_synthetic_row_009656,2,20,spacing_punctuation_case_noise;separator_injection;homoglyph_substitution,59,11,0.4574,pass,True,2660348329,institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:separator_keyword=update | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_010536_v1,v3_public_manual_research_synthetic_row_010536,1,20,spacing_punctuation_case_noise;homoglyph_substitution;leetspeak_obfuscation,80,7,0.442,pass,True,3060969416,numeric_otp_variation:no_digit_sequence | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=3 | separator_injection:no_separator_keyword | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2 | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_007638_v1,v3_public_manual_research_synthetic_row_007638,1,20,homoglyph_substitution;url_variation;spacing_punctuation_case_noise,80,11,0.6349,pass,True,1108964102,homoglyph_substitution:homoglyph_chars=2 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_008592_v1,v3_public_manual_research_synthetic_row_008592,1,20,numeric_otp_variation;separator_injection;spacing_punctuation_case_noise,45,8,0.7031,pass,True,3880951948,institution_substitution:no_context_safe_institution_swap | url_variation:no_url_found | numeric_otp_variation:numeric_sequences=2 | separator_injection:separator_keyword=account | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_008592_v2,v3_public_manual_research_synthetic_row_008592,2,20,numeric_otp_variation;spacing_punctuation_case_noise;homoglyph_substitution,49,4,0.7656,pass,True,3096124496,numeric_otp_variation:numeric_sequences=2 | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_006859_v1,v3_public_manual_research_synthetic_row_006859,1,20,url_variation;separator_injection;homoglyph_substitution,42,3,0.2692,pass,True,3756289524,urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | separator_injection:separator_keyword=login | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_006859_v2,v3_public_manual_research_synthetic_row_006859,2,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,143,18,0.9167,pass,True,795609541,leetspeak_obfuscation:leet_chars=0 | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=2 | spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_006859_v3,v3_public_manual_research_synthetic_row_006859,3,20,spacing_punctuation_case_noise;url_variation;separator_injection,118,18,0.7564,pass,True,2394949794,spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld | separator_injection:separator_keyword=verify
aug_train_v3_public_manual_research_synthetic_row_005813_v1,v3_public_manual_research_synthetic_row_005813,1,20,numeric_otp_variation;homoglyph_substitution;spacing_punctuation_case_noise,75,4,0.6757,pass,True,368161557,numeric_otp_variation:numeric_sequences=1 | homoglyph_substitution:homoglyph_chars=1 | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_008646_v1,v3_public_manual_research_synthetic_row_008646,1,20,homoglyph_substitution;leetspeak_obfuscation;spacing_punctuation_case_noise,27,4,0.5294,pass,True,1102228263,institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=1 | leetspeak_obfuscation:leet_chars=2 | urgency_paraphrasing:no_urgency_phrase | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_005572_v1,v3_public_manual_research_synthetic_row_005572,1,20,leetspeak_obfuscation;url_variation;separator_injection,56,2,0.4553,pass,True,439958583,leetspeak_obfuscation:leet_chars=1 | url_variation:url_domain_changed_to_safe_invalid_tld | separator_injection:separator_keyword=account
aug_train_v3_public_manual_research_synthetic_row_009919_v1,v3_public_manual_research_synthetic_row_009919,1,20,homoglyph_substitution;spacing_punctuation_case_noise;numeric_otp_variation,105,16,0.7721,pass,True,3171326294,homoglyph_substitution:homoglyph_chars=2 | urgency_paraphrasing:no_urgency_phrase | separator_injection:no_separator_keyword | spacing_punctuation_case_noise:noise_edits=3 | url_variation:no_url_found | leetspeak_obfuscation:leet_chars=0 | numeric_otp_variation:numeric_sequences=2
aug_train_v3_public_manual_research_synthetic_row_006598_v1,v3_public_manual_research_synthetic_row_006598,1,20,homoglyph_substitution;spacing_punctuation_case_noise,13,5,0.1383,pass,True,2331606761,urgency_paraphrasing:no_urgency_phrase | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=1 | url_variation:no_url_found | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:no_separator_keyword
aug_train_v3_public_manual_research_synthetic_row_009167_v1,v3_public_manual_research_synthetic_row_009167,1,20,spacing_punctuation_case_noise;leetspeak_obfuscation;url_variation,88,14,1.0353,pass,True,2511049720,spacing_punctuation_case_noise:noise_edits=3 | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=4 | urgency_paraphrasing:no_urgency_phrase | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_009167_v2,v3_public_manual_research_synthetic_row_009167,2,20,homoglyph_substitution;url_variation;separator_injection,49,8,0.5765,pass,True,2788258936,homoglyph_substitution:homoglyph_chars=1 | url_variation:url_domain_changed_to_safe_invalid_tld | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=verify
aug_train_v3_public_manual_research_synthetic_row_008425_v1,v3_public_manual_research_synthetic_row_008425,1,20,homoglyph_substitution;numeric_otp_variation;spacing_punctuation_case_noise,26,7,0.1615,pass,True,3413436408,leetspeak_obfuscation:leet_chars=0 | homoglyph_substitution:homoglyph_chars=2 | institution_substitution:no_context_safe_institution_swap | separator_injection:no_separator_keyword | numeric_otp_variation:numeric_sequences=1 | urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_007634_v1,v3_public_manual_research_synthetic_row_007634,1,20,homoglyph_substitution;leetspeak_obfuscation;url_variation,49,4,0.3657,pass,True,3940938301,homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=2 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_009768_v1,v3_public_manual_research_synthetic_row_009768,1,20,homoglyph_substitution;numeric_otp_variation;spacing_punctuation_case_noise,54,3,1.0,pass,True,2954562821,leetspeak_obfuscation:leet_chars=0 | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=1 | separator_injection:no_separator_keyword | url_variation:no_url_found | numeric_otp_variation:numeric_sequences=1 | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_008745_v1,v3_public_manual_research_synthetic_row_008745,1,20,leetspeak_obfuscation;spacing_punctuation_case_noise;homoglyph_substitution,57,6,0.4711,pass,True,1913499958,leetspeak_obfuscation:leet_chars=3 | separator_injection:no_separator_keyword | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=2 | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007466_v1,v3_public_manual_research_synthetic_row_007466,1,20,spacing_punctuation_case_noise;leetspeak_obfuscation;homoglyph_substitution,22,4,0.2157,pass,True,3678537329,numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | leetspeak_obfuscation:leet_chars=3 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_007466_v2,v3_public_manual_research_synthetic_row_007466,2,20,separator_injection;spacing_punctuation_case_noise;homoglyph_substitution,55,4,0.5392,pass,True,4130658360,urgency_paraphrasing:no_urgency_phrase | url_variation:no_url_found | separator_injection:separator_keyword=update | numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_006642_v1,v3_public_manual_research_synthetic_row_006642,1,20,homoglyph_substitution;leetspeak_obfuscation;spacing_punctuation_case_noise,8,5,0.0625,pass,True,2935692540,numeric_otp_variation:no_digit_sequence | url_variation:no_url_found | homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=2 | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_007327_v1,v3_public_manual_research_synthetic_row_007327,1,20,url_variation;spacing_punctuation_case_noise;homoglyph_substitution,45,4,0.4545,pass,True,961774778,leetspeak_obfuscation:leet_chars=0 | numeric_otp_variation:no_digit_sequence | institution_substitution:no_context_safe_institution_swap | separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=3 | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007327_v2,v3_public_manual_research_synthetic_row_007327,2,20,homoglyph_substitution;spacing_punctuation_case_noise,9,3,0.0909,pass,True,3301039103,homoglyph_substitution:homoglyph_chars=1 | spacing_punctuation_case_noise:noise_edits=3 | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | institution_substitution:no_context_safe_institution_swap | leetspeak_obfuscation:leet_chars=0 | separator_injection:no_separator_keyword | url_variation:no_url_found
aug_train_v3_public_manual_research_synthetic_row_007327_v3,v3_public_manual_research_synthetic_row_007327,3,20,spacing_punctuation_case_noise;url_variation;separator_injection,40,7,0.404,pass,True,3806507071,leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=3 | url_variation:url_domain_changed_to_safe_invalid_tld | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=verify
aug_train_v3_public_manual_research_synthetic_row_007457_v1,v3_public_manual_research_synthetic_row_007457,1,20,leetspeak_obfuscation;homoglyph_substitution;spacing_punctuation_case_noise,98,5,0.7656,pass,True,887549181,separator_injection:no_separator_keyword | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=2 | numeric_otp_variation:no_digit_sequence | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2 | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_010438_v1,v3_public_manual_research_synthetic_row_010438,1,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,132,23,0.825,pass,True,3439074660,homoglyph_substitution:homoglyph_chars=2 | separator_injection:no_separator_keyword | spacing_punctuation_case_noise:noise_edits=3 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_009319_v1,v3_public_manual_research_synthetic_row_009319,1,20,numeric_otp_variation;separator_injection;leetspeak_obfuscation,70,11,0.7955,pass,True,192605292,numeric_otp_variation:numeric_sequences=2 | separator_injection:separator_keyword=account | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_007307_v1,v3_public_manual_research_synthetic_row_007307,1,20,numeric_otp_variation;homoglyph_substitution;spacing_punctuation_case_noise,19,5,0.0974,pass,True,435252281,numeric_otp_variation:numeric_sequences=2 | leetspeak_obfuscation:leet_chars=0 | homoglyph_substitution:homoglyph_chars=2 | separator_injection:no_separator_keyword | institution_substitution:no_context_safe_institution_swap | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_008819_v1,v3_public_manual_research_synthetic_row_008819,1,20,numeric_otp_variation;url_variation;spacing_punctuation_case_noise,69,4,0.5188,pass,True,1560401058,separator_injection:no_separator_keyword | numeric_otp_variation:numeric_sequences=1 | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_008819_v2,v3_public_manual_research_synthetic_row_008819,2,20,url_variation;homoglyph_substitution;leetspeak_obfuscation,57,3,0.4286,pass,True,3928727540,urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=3
aug_train_v3_public_manual_research_synthetic_row_006051_v1,v3_public_manual_research_synthetic_row_006051,1,20,homoglyph_substitution;spacing_punctuation_case_noise;numeric_otp_variation,82,6,0.5694,pass,True,4235921616,leetspeak_obfuscation:leet_chars=0 | homoglyph_substitution:homoglyph_chars=2 | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=2 | numeric_otp_variation:numeric_sequences=2
aug_train_v3_public_manual_research_synthetic_row_006946_v1,v3_public_manual_research_synthetic_row_006946,1,20,spacing_punctuation_case_noise;homoglyph_substitution;url_variation,47,5,0.3481,pass,True,1950209129,spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=2 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_006946_v2,v3_public_manual_research_synthetic_row_006946,2,20,numeric_otp_variation;homoglyph_substitution;url_variation,47,4,0.3481,pass,True,2327509446,numeric_otp_variation:numeric_sequences=1 | homoglyph_substitution:homoglyph_chars=2 | urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_007512_v1,v3_public_manual_research_synthetic_row_007512,1,20,homoglyph_substitution;url_variation;spacing_punctuation_case_noise,96,13,0.8205,pass,True,3187862814,homoglyph_substitution:homoglyph_chars=2 | numeric_otp_variation:no_digit_sequence | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_010114_v1,v3_public_manual_research_synthetic_row_010114,1,20,homoglyph_substitution;leetspeak_obfuscation;spacing_punctuation_case_noise,25,6,0.6757,pass,True,3883556729,url_variation:no_url_found | homoglyph_substitution:homoglyph_chars=1 | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=2 | separator_injection:no_separator_keyword | institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_010114_v2,v3_public_manual_research_synthetic_row_010114,2,20,homoglyph_substitution;spacing_punctuation_case_noise,26,2,0.7027,pass,True,3655071599,homoglyph_substitution:homoglyph_chars=1 | numeric_otp_variation:no_digit_sequence | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:no_separator_keyword | url_variation:no_url_found | institution_substitution:no_context_safe_institution_swap
aug_train_v3_public_manual_research_synthetic_row_008949_v1,v3_public_manual_research_synthetic_row_008949,1,20,homoglyph_substitution;separator_injection;spacing_punctuation_case_noise,76,19,0.7525,pass,True,2930399623,homoglyph_substitution:homoglyph_chars=1 | separator_injection:separator_keyword=account | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_010034_v1,v3_public_manual_research_synthetic_row_010034,1,20,leetspeak_obfuscation;spacing_punctuation_case_noise;homoglyph_substitution,95,19,0.7851,pass,True,1355107088,urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=4 | spacing_punctuation_case_noise:noise_edits=3 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_009124_v1,v3_public_manual_research_synthetic_row_009124,1,20,separator_injection;homoglyph_substitution;spacing_punctuation_case_noise,154,29,0.9809,pass,True,2812499261,separator_injection:separator_keyword=account | leetspeak_obfuscation:leet_chars=0 | homoglyph_substitution:homoglyph_chars=2 | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_007704_v1,v3_public_manual_research_synthetic_row_007704,1,20,spacing_punctuation_case_noise;leetspeak_obfuscation;homoglyph_substitution,80,14,0.7273,pass,True,378532202,spacing_punctuation_case_noise:noise_edits=2 | url_variation:no_url_found | numeric_otp_variation:no_digit_sequence | institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=2 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007165_v1,v3_public_manual_research_synthetic_row_007165,1,20,numeric_otp_variation;spacing_punctuation_case_noise;url_variation,75,8,0.6818,pass,True,2128024757,leetspeak_obfuscation:leet_chars=0 | numeric_otp_variation:numeric_sequences=2 | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:no_separator_keyword | urgency_paraphrasing:no_urgency_phrase | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_007165_v2,v3_public_manual_research_synthetic_row_007165,2,20,spacing_punctuation_case_noise;numeric_otp_variation;homoglyph_substitution,84,13,0.7636,pass,True,2009436063,spacing_punctuation_case_noise:noise_edits=3 | numeric_otp_variation:numeric_sequences=2 | leetspeak_obfuscation:leet_chars=0 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_009753_v1,v3_public_manual_research_synthetic_row_009753,1,20,homoglyph_substitution;spacing_punctuation_case_noise,86,17,0.7049,pass,True,416327175,leetspeak_obfuscation:leet_chars=0 | homoglyph_substitution:homoglyph_chars=2 | spacing_punctuation_case_noise:noise_edits=3 | urgency_paraphrasing:no_urgency_phrase | url_variation:no_url_found | numeric_otp_variation:no_digit_sequence | institution_substitution:no_context_safe_institution_swap | separator_injection:no_separator_keyword
aug_train_v3_public_manual_research_synthetic_row_007996_v1,v3_public_manual_research_synthetic_row_007996,1,20,separator_injection;spacing_punctuation_case_noise;homoglyph_substitution,95,7,0.7037,pass,True,253694563,separator_injection:separator_keyword=account | spacing_punctuation_case_noise:noise_edits=3 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007696_v1,v3_public_manual_research_synthetic_row_007696,1,20,homoglyph_substitution;leetspeak_obfuscation;spacing_punctuation_case_noise,89,15,0.8018,pass,True,2260455378,homoglyph_substitution:homoglyph_chars=2 | institution_substitution:no_context_safe_institution_swap | url_variation:no_url_found | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=4 | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_007736_v1,v3_public_manual_research_synthetic_row_007736,1,20,leetspeak_obfuscation;spacing_punctuation_case_noise;separator_injection,85,5,0.5705,pass,True,703561068,numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=3 | spacing_punctuation_case_noise:noise_edits=3 | institution_substitution:no_context_safe_institution_swap | separator_injection:separator_keyword=account
aug_train_v3_public_manual_research_synthetic_row_006957_v1,v3_public_manual_research_synthetic_row_006957,1,20,url_variation;spacing_punctuation_case_noise;separator_injection,114,10,0.958,pass,True,3844465775,numeric_otp_variation:no_digit_sequence | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:separator_keyword=update
aug_train_v3_public_manual_research_synthetic_row_006957_v2,v3_public_manual_research_synthetic_row_006957,2,20,leetspeak_obfuscation;separator_injection;url_variation,58,4,0.4874,pass,True,3650854762,urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=3 | numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=login | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_008401_v1,v3_public_manual_research_synthetic_row_008401,1,20,url_variation;spacing_punctuation_case_noise;homoglyph_substitution,110,14,0.991,pass,True,3945894875,separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_008401_v2,v3_public_manual_research_synthetic_row_008401,2,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,92,12,0.8288,pass,True,1435129209,institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2 | numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_008401_v3,v3_public_manual_research_synthetic_row_008401,3,20,url_variation;spacing_punctuation_case_noise;homoglyph_substitution,42,3,0.3784,pass,True,957386533,separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld | numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=3 | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_006093_v1,v3_public_manual_research_synthetic_row_006093,1,20,spacing_punctuation_case_noise;homoglyph_substitution;url_variation,138,7,1.0,pass,True,97514268,spacing_punctuation_case_noise:noise_edits=3 | separator_injection:no_separator_keyword | homoglyph_substitution:homoglyph_chars=1 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_006093_v2,v3_public_manual_research_synthetic_row_006093,2,20,url_variation;homoglyph_substitution;leetspeak_obfuscation,26,3,0.1884,pass,True,4119554536,url_variation:url_domain_changed_to_safe_invalid_tld | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_006093_v3,v3_public_manual_research_synthetic_row_006093,3,20,numeric_otp_variation;homoglyph_substitution;url_variation,29,4,0.2101,pass,True,1327805801,separator_injection:no_separator_keyword | leetspeak_obfuscation:leet_chars=0 | numeric_otp_variation:numeric_sequences=2 | institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=1 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_009207_v1,v3_public_manual_research_synthetic_row_009207,1,20,homoglyph_substitution;leetspeak_obfuscation;numeric_otp_variation,8,5,0.062,pass,True,2053033062,homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=4 | separator_injection:no_separator_keyword | numeric_otp_variation:numeric_sequences=1
aug_train_v3_public_manual_research_synthetic_row_009207_v2,v3_public_manual_research_synthetic_row_009207,2,20,homoglyph_substitution;separator_injection;spacing_punctuation_case_noise,100,4,0.7752,pass,True,1188465897,institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2 | separator_injection:separator_keyword=update | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_009928_v1,v3_public_manual_research_synthetic_row_009928,1,20,spacing_punctuation_case_noise;url_variation;separator_injection,59,5,0.7867,pass,True,1020242002,spacing_punctuation_case_noise:noise_edits=3 | url_variation:url_domain_changed_to_safe_invalid_tld | numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=secure
aug_train_v3_public_manual_research_synthetic_row_009928_v2,v3_public_manual_research_synthetic_row_009928,2,20,homoglyph_substitution;spacing_punctuation_case_noise,4,3,0.0533,pass,True,3356446577,leetspeak_obfuscation:leet_chars=0 | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=1 | numeric_otp_variation:no_digit_sequence | separator_injection:no_separator_keyword | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=3 | urgency_paraphrasing:no_urgency_phrase
aug_train_v3_public_manual_research_synthetic_row_010376_v1,v3_public_manual_research_synthetic_row_010376,1,20,url_variation;numeric_otp_variation;spacing_punctuation_case_noise,69,7,0.5111,pass,True,3396629011,urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:numeric_sequences=1 | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_010376_v2,v3_public_manual_research_synthetic_row_010376,2,20,numeric_otp_variation;spacing_punctuation_case_noise;url_variation,55,6,0.4074,pass,True,604067486,numeric_otp_variation:numeric_sequences=1 | institution_substitution:no_context_safe_institution_swap | separator_injection:no_separator_keyword | spacing_punctuation_case_noise:noise_edits=2 | leetspeak_obfuscation:leet_chars=0 | urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_008576_v1,v3_public_manual_research_synthetic_row_008576,1,20,homoglyph_substitution;spacing_punctuation_case_noise;leetspeak_obfuscation,62,14,0.747,pass,True,1725135887,urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=1 | url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=3 | separator_injection:no_separator_keyword | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_007749_v1,v3_public_manual_research_synthetic_row_007749,1,20,homoglyph_substitution;urgency_paraphrasing;separator_injection,30,2,0.2804,pass,True,3398170659,homoglyph_substitution:homoglyph_chars=1 | urgency_paraphrasing:urgency_phrase=\burgent\b | separator_injection:separator_keyword=secure
aug_train_v3_public_manual_research_synthetic_row_007749_v2,v3_public_manual_research_synthetic_row_007749,2,20,homoglyph_substitution;urgency_paraphrasing;separator_injection,90,3,0.8411,pass,True,2236210916,homoglyph_substitution:homoglyph_chars=1 | institution_substitution:no_context_safe_institution_swap | url_variation:no_url_found | urgency_paraphrasing:urgency_phrase=\burgent\b | separator_injection:separator_keyword=account
aug_train_v3_public_manual_research_synthetic_row_006824_v1,v3_public_manual_research_synthetic_row_006824,1,20,spacing_punctuation_case_noise;url_variation;leetspeak_obfuscation,46,3,0.4259,pass,True,4018533244,spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | leetspeak_obfuscation:leet_chars=4
