final_row_id,split,normalized_label,data_origin,is_synthetic,source_name,dataset_name,normalized_message_key,normalized_raw_message_key,split_group_key
v3_public_manual_research_synthetic_row_001515,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,<date_time> <date_time> at <date_time> easy 10 cashback with gcash just use your e wallet in stores or when shopping online in the next 7 days check your maya messages now to know more please check your app for details,27 aug 6 00 pm at tomorrow easy 10 cashback with gcash just use your e wallet in stores or when shopping online in the next 7 days check your maya messages now to know more please check your app for details,split_group_148207234715799050
v3_public_manual_research_synthetic_row_001516,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,you can also register at the official globe sim registration website ref fgwsnc1 please check your app for details,you can also register at the official globe sim registration website ref fgwsnc1 please check your app for details,split_group_10401015241658656401
v3_public_manual_research_synthetic_row_001517,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,greetings from bdo jocelyn anne barce just sent you <amount> message from sender personal expense thank you this is an automated notice,greetings from bdo jocelyn anne barce just sent you <AMOUNT> message from sender personal expense thank you this is an automated notice,split_group_15227626280476458662
v3_public_manual_research_synthetic_row_001518,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 58 <amount> loaded to <phone> from <ref_num> for 1 year ref dbi6d32l9i get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <url> c,1 2 today 58 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref dbi6d32l9i get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <URL> c,split_group_16221417846755607835
v3_public_manual_research_synthetic_row_001519,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 get exclusive promos every week just for you with just a tap on the globe app click don t miss out now on <url> for more surprises this message is for your information,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 get exclusive promos every week just for you with just a tap on the globe app click don t miss out now on <URL> for more surprises this message is for your information,split_group_16255615440048359309
v3_public_manual_research_synthetic_row_001521,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 58 <amount> loaded to <phone> from <ref_num> for 1 year ref dbi6d32l9i get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <url> c,1 2 tomorrow 58 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref dbi6d32l9i get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <URL> c,split_group_3232636950582717797
v3_public_manual_research_synthetic_row_001525,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,use verification code <otp> for your bank authentication use verification code <otp> for your e wallet authentication this is an automated notice,use verification code <OTP> for your bank authentication use verification code <OTP> for your e wallet authentication this is an automated notice,split_group_1270117004524737307
v3_public_manual_research_synthetic_row_001526,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,greetings from metrobank jocelyn anne barce just sent you <amount> message from sender personal expense thank you for your reference,greetings from metrobank jocelyn anne barce just sent you <AMOUNT> message from sender personal expense thank you for your reference,split_group_10234606854273324959
v3_public_manual_research_synthetic_row_001527,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> <date_time> 49 <amount> loaded to <phone> from <ref_num> for 1 year ref bal49hhy30 get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <amount> and get a total of <amount> load valid for 30 days get now at <url>,1 2 27 aug 6 00 pm 49 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref bal49hhy30 get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <URL>,split_group_11154134582761176569
v3_public_manual_research_synthetic_row_001528,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,get extra 10 off up to <amount> at the lbc birthday this is an automated notice,get extra 10 off up to <AMOUNT> at the lbc birthday this is an automated notice,split_group_728843042751092387
v3_public_manual_research_synthetic_row_001529,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,indulge at gloria maris greenhills jocelyn anne enjoy 50 off for a min <amount> spend with your rcbc premium credit card from <date_time> <date_time> mon fri valid for lunch <date_time> 20 am <date_time> and dinner <date_time> <date_time> search gmgh on the rcbc credit website for details t cs apply dti253026s26,indulge at gloria maris greenhills jocelyn anne enjoy 50 off for a min <AMOUNT> spend with your rcbc premium credit card from 12 may 3 45 pm mon fri valid for lunch 15 may 10 20 am tomorrow and dinner today today search gmgh on the rcbc credit website for details t cs apply dti253026s26,split_group_3228434059007387187
v3_public_manual_research_synthetic_row_001530,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,pre order the samsung galaxy s26 series for as low as <amount> mo at 0 inst for 24mos at select samsung experience premium stores bundle with galaxy buds4 get 10 off the buds offer valid until <date_time> 20 am for a min spend of <amount> t cs apply details at the rcbc credit website search sams26sp d250155s26,pre order the samsung galaxy s26 series for as low as <AMOUNT> mo at 0 inst for 24mos at select samsung experience premium stores bundle with galaxy buds4 get 10 off the buds offer valid until 15 may 10 20 am for a min spend of <AMOUNT> t cs apply details at the rcbc credit website search sams26sp d250155s26,split_group_11418106111867598457
v3_public_manual_research_synthetic_row_001531,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,vouchers bundles on lbc visit lbc ph s official this is an automated notice,vouchers bundles on lbc visit lbc ph s official this is an automated notice,split_group_948617112126672695
v3_public_manual_research_synthetic_row_001533,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your referrals can earn you rewards get <amount> egc for every successful referral when friends apply get approved for their first bdo credit card using your code aco135 promo runs until <date_time> <date_time> <OTP> visit our website for the application link for t cs dt1245534s2025 ccpd26 041,your referrals can earn you rewards get <AMOUNT> egc for every successful referral when friends apply get approved for their first bdo credit card using your code aco135 promo runs until 27 aug 6 00 pm <OTP> visit our website for the application link for t cs dt1245534s2025 ccpd26 041,split_group_8506060477579922382
v3_public_manual_research_synthetic_row_001534,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,metrobank is regulated by the bsp no reply is needed,metrobank is regulated by the bsp no reply is needed,split_group_5746046962064087383
v3_public_manual_research_synthetic_row_001537,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your chance to start earning egcs is extended until <date_time> 20 am <OTP> share your code aco135 invite friends to apply for their first metrobank credit card to earn <amount> egc per successful referral visit our website for the application link t cs dt1245534s2025 ccpd26 041,your chance to start earning egcs is extended until 15 may 10 20 am <OTP> share your code aco135 invite friends to apply for their first metrobank credit card to earn <AMOUNT> egc per successful referral visit our website for the application link t cs dt1245534s2025 ccpd26 041,split_group_14298024610191270998
v3_public_manual_research_synthetic_row_001538,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your apr <NUM> statement balance for card ending in <ref_num> is php 2 96 min amt due is <amount> to view your statement do more with your rcbc credit card download and register to the rcbc pulz app for your reference,your apr <NUM> statement balance for card ending in <NUM> is php 2 96 min amt due is <AMOUNT> to view your statement do more with your rcbc credit card download and register to the rcbc pulz app for your reference,split_group_15243914836827775411
v3_public_manual_research_synthetic_row_001539,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,we ll process your redemption within 10 20 banking days please reply using your primary registered mobile number to ensure successful processing t cs apply bdo is regulated by bsp,we ll process your redemption within 10 20 banking days please reply using your primary registered mobile number to ensure successful processing t cs apply bdo is regulated by bsp,split_group_1527384354316398345
v3_public_manual_research_synthetic_row_001540,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,wednesday <date_time> <date_time> still dreaming of the f1 grid your rcbc visa infinite is your ticket every <amount> spend earns you an entry to win monza barcade watch party passes to austria or madrid if you haven t registered visit rcbccredit and search fivivs promo runs until 08 31 26 dti251184s 26,wednesday 27 aug 6 00 pm still dreaming of the f1 grid your rcbc visa infinite is your ticket every <AMOUNT> spend earns you an entry to win monza barcade watch party passes to austria or madrid if you haven t registered visit rcbccredit and search fivivs promo runs until 08 31 26 dti251184s 26,split_group_6031250871656188557
v3_public_manual_research_synthetic_row_001541,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> <date_time> 14 <amount> loaded to <phone> from <ref_num> for 1 year ref dc4oe6teaw get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <url>,1 2 12 may 3 45 pm 14 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref dc4oe6teaw get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <URL>,split_group_10325141324117271877
v3_public_manual_research_synthetic_row_001542,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> <date_time> 05 <amount> loaded to <phone> from <ref_num> for 1 year ref chrivezpor get more with promo load in the globe app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <url>,1 2 27 aug 6 00 pm 05 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref chrivezpor get more with promo load in the globe app 2 2 stay always connected manage your subscriptions and check out the smart app for bigger longer data no expiry offers and more <URL>,split_group_6966802256186748072
v3_public_manual_research_synthetic_row_001544,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 you have successfully redeemed all data 99 using <amount> keep using the your telecom provider app to earn more points to redeem more rewards please check your app for details,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 you have successfully redeemed all data 99 using <AMOUNT> keep using the your telecom provider app to earn more points to redeem more rewards please check your app for details,split_group_13086397735861937511
v3_public_manual_research_synthetic_row_001545,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,quick tip when travelling abroad or shopping at overseas online stores always choose to pay in non php currency for better conversion rates and enjoy better value on your purchases metrobank is regulated by bsp use official channels for help,quick tip when travelling abroad or shopping at overseas online stores always choose to pay in non php currency for better conversion rates and enjoy better value on your purchases metrobank is regulated by bsp use official channels for help,split_group_12216832058975322088
v3_public_manual_research_synthetic_row_001546,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 you have successfully redeemed all data 99 using <amount> keep using the globe app to earn more points to redeem more rewards keep this message for your records,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 you have successfully redeemed all data 99 using <AMOUNT> keep using the globe app to earn more points to redeem more rewards keep this message for your records,split_group_887847070128718176
v3_public_manual_research_synthetic_row_001547,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,jocelyn big travel bonus is back with up to <amount> cashback for a min accum spend on all your travel spend using your your bank credit card this message is for your information,jocelyn big travel bonus is back with up to <AMOUNT> cashback for a min accum spend on all your travel spend using your your bank credit card this message is for your information,split_group_3631659622766502814
v3_public_manual_research_synthetic_row_001548,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,lagi nang may budget para mag book dahil rides are up to 15 cheaper na with grabcar saver plus <date_time> off ka pa when you use code tightbudgetko mas mabilis nang mag book nakatipid ka pa min fare <amount> max discount <amount> please check your app for details,lagi nang may budget para mag book dahil rides are up to 15 cheaper na with grabcar saver plus today off ka pa when you use code tightbudgetko mas mabilis nang mag book nakatipid ka pa min fare <AMOUNT> max discount <AMOUNT> please check your app for details,split_group_6313103611279141193
v3_public_manual_research_synthetic_row_001549,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,use verification code <otp> for maya authentication please check your app for details,use verification code <OTP> for maya authentication please check your app for details,split_group_12494904400274652207
v3_public_manual_research_synthetic_row_001550,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,don t miss your chance to earn mom her mother s day treat use your rcbc premium card at paper moon cafe by <date_time> to qualify for free 3 hokkaido cupcakes min <amount> spend or a small mille crepe min <amount> spend redeem <date_time> <date_time> at any store details at the rcbc credit site search mdpm dt1251767s26,don t miss your chance to earn mom her mother s day treat use your rcbc premium card at paper moon cafe by today to qualify for free 3 hokkaido cupcakes min <AMOUNT> spend or a small mille crepe min <AMOUNT> spend redeem 12 may 3 45 pm at any store details at the rcbc credit site search mdpm dt1251767s26,split_group_4878665943274159123
v3_public_manual_research_synthetic_row_001551,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,greetings from your bank this is a friendly reminder on your minimum amount due of <amount> you may pay via bdo online bdo app or using other banking apps please check your app for details,greetings from your bank this is a friendly reminder on your minimum amount due of <AMOUNT> you may pay via bdo online bdo app or using other banking apps please check your app for details,split_group_279087366948564256
v3_public_manual_research_synthetic_row_001553,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,we d like to remind you that the due date for your card ending in <ref_num> is on 04 06 your minimum amount due is <amount> your total statement balance is <amount> if you have already paid prior to receiving this message thank you for your payment this is an automated notice,we d like to remind you that the due date for your card ending in <NUM> is on 04 06 your minimum amount due is <AMOUNT> your total statement balance is <AMOUNT> if you have already paid prior to receiving this message thank you for your payment this is an automated notice,split_group_13051554904717571823
v3_public_manual_research_synthetic_row_001555,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your referrals can earn you rewards get <amount> egc for every successful referral when friends apply get approved for their first maya credit card using your code aco135 promo runs until <date_time> <date_time> <OTP> visit our website for the application link for t cs dt1245534s2025 ccpd26 041,your referrals can earn you rewards get <AMOUNT> egc for every successful referral when friends apply get approved for their first maya credit card using your code aco135 promo runs until 27 aug 6 00 pm <OTP> visit our website for the application link for t cs dt1245534s2025 ccpd26 041,split_group_1661543005464977617
v3_public_manual_research_synthetic_row_001556,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,you earned <amount> on your promo purchase simple easy globe thats the globe app no reply is needed,you earned <AMOUNT> on your promo purchase simple easy globe thats the globe app no reply is needed,split_group_1106989276089113640
v3_public_manual_research_synthetic_row_001557,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 20 am 31 <amount> loaded to <phone> from <ref_num> for 1 year ref chf6udj2wu get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <url> c,1 2 15 may 10 20 am 31 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref chf6udj2wu get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <URL> c,split_group_5420106930519118423
v3_public_manual_research_synthetic_row_001558,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 20 am 25 <amount> loaded to <phone> from <ref_num> for 1 year ref alt572i6nt get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <amount> and get a total of <amount> load valid for 30 days get now at <url> c,1 2 15 may 10 20 am 25 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref alt572i6nt get more with promo load in the smart app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <URL> c,split_group_1454369549560046390
v3_public_manual_research_synthetic_row_001559,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 48 <amount> loaded to <phone> from <ref_num> for 1 year ref ca22adz7ti get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <url>,1 2 today 48 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref ca22adz7ti get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <URL>,split_group_5490350836873608322
v3_public_manual_research_synthetic_row_001560,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,get a chance to win up to your bankvoucher when you buy at least <amount> regular metrobank load on the bpi app just log in to your account and tap send load promo runs from <date_time> to <date_time> <NUM> t cs apply your bank is bsp regulated dt1248176 use official channels for help,get a chance to win up to your bankvoucher when you buy at least <AMOUNT> regular metrobank load on the bpi app just log in to your account and tap send load promo runs from tomorrow to today <NUM> t cs apply your bank is bsp regulated dt1248176 use official channels for help,split_group_10704161651136789078
v3_public_manual_research_synthetic_row_001561,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,nice you received a <amount> voucher from maya use it for your load bills shopping and more tap vouchers on the app to claim your gift before it expires this message is for your information,nice you received a <AMOUNT> voucher from maya use it for your load bills shopping and more tap vouchers on the app to claim your gift before it expires this message is for your information,split_group_17938620457738837592
v3_public_manual_research_synthetic_row_001562,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,quick tip when travelling abroad or shopping at overseas online stores always choose to pay in non php currency for better conversion rates and enjoy better value on your purchases bdo is regulated by bsp this message is for your information,quick tip when travelling abroad or shopping at overseas online stores always choose to pay in non php currency for better conversion rates and enjoy better value on your purchases bdo is regulated by bsp this message is for your information,split_group_2827815600719301918
v3_public_manual_research_synthetic_row_001563,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,hi ka your courier we will deliver your shipment <date_time> <date_time> provide authorization id if not around photo may be taken as proof of delivery thanks for your reference,hi ka your courier we will deliver your shipment 12 may 3 45 pm provide authorization id if not around photo may be taken as proof of delivery thanks for your reference,split_group_11903654277116821579
v3_public_manual_research_synthetic_row_001564,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> <date_time> 50 <amount> loaded to <phone> from <ref_num> for 1 year ref cedimajjvp get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <url>,1 2 12 may 3 45 pm 50 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref cedimajjvp get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <URL>,split_group_2107238114510591507
v3_public_manual_research_synthetic_row_001567,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,bpi do not share use your secret one time pin <otp> to activate metrobank mobile key on your sm s918b standard rates may apply,bpi do not share use your secret one time pin <OTP> to activate metrobank mobile key on your sm s918b standard rates may apply,split_group_6164710134595252194
v3_public_manual_research_synthetic_row_001568,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your courier delivery tn jt2471353723 rider thrix pual a tan your cod amount is 669 00 you can pay by cash or conveniently online when the rider arrives please note that a photo proof of delivery is required thank you for choosing your courier philippines stay safe and have a great day ahead,your courier delivery tn jt2471353723 rider thrix pual a tan your cod amount is 669 00 you can pay by cash or conveniently online when the rider arrives please note that a photo proof of delivery is required thank you for choosing your courier philippines stay safe and have a great day ahead,split_group_16654525287365011615
v3_public_manual_research_synthetic_row_001569,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,don t miss out on a sweet surprise for mom use your rcbc premium credit card at paper moon cafe until apr 30 to earn her favorite treats get 3 hokkaido cupcakes min <amount> spend or a small mille crepe min <amount> spend redeem <date_time> 20 am at any store details at the rcbc credit site search mdpm dt1i251767s26,don t miss out on a sweet surprise for mom use your rcbc premium credit card at paper moon cafe until apr 30 to earn her favorite treats get 3 hokkaido cupcakes min <AMOUNT> spend or a small mille crepe min <AMOUNT> spend redeem 15 may 10 20 am at any store details at the rcbc credit site search mdpm dt1i251767s26,split_group_3486121718388694559
v3_public_manual_research_synthetic_row_001570,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,greetings from metrobank jocelyn anne barce just sent you <amount> message from sender personal expense thank you please check your app for details,greetings from metrobank jocelyn anne barce just sent you <AMOUNT> message from sender personal expense thank you please check your app for details,split_group_4159298188999242418
v3_public_manual_research_synthetic_row_001571,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 20 am 50 <amount> loaded to <phone> from <ref_num> for 1 year ref cedimajjvp get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <url>,1 2 15 may 10 20 am 50 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref cedimajjvp get more with promo load in the your telecom provider app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <URL>,split_group_603396454801648166
v3_public_manual_research_synthetic_row_001572,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,jocelyn big travel bonus is back with up to <amount> cashback for a min accum spend on all your travel spend using your metrobank credit card standard rates may apply,jocelyn big travel bonus is back with up to <AMOUNT> cashback for a min accum spend on all your travel spend using your metrobank credit card standard rates may apply,split_group_9388921815889521221
v3_public_manual_research_synthetic_row_001574,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,use verification code <otp> for bpi authentication use verification code <otp> for maya authentication please check your app for details,use verification code <OTP> for bpi authentication use verification code <OTP> for maya authentication please check your app for details,split_group_7602663452723543403
v3_public_manual_research_synthetic_row_001576,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 20 am 42 <amount> loaded to <phone> from <ref_num> for 1 year ref cctzianige get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <url> c,1 2 15 may 10 20 am 42 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref cctzianige get more with promo load in the smart app 2 2 stay always connected manage your subscriptions and check out the your telecom provider app for bigger longer data no expiry offers and more <URL> c,split_group_11261576587876006940
v3_public_manual_research_synthetic_row_001577,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 40 <amount> loaded to <phone> from <ref_num> for 1 year ref cct3ian2v9 get more with promo load in the globe app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <url>,1 2 today 40 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref cct3ian2v9 get more with promo load in the globe app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <URL>,split_group_4107633896881668683
v3_public_manual_research_synthetic_row_001578,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,nice you received a <amount> voucher from gcash use it for your load bills shopping and more tap vouchers on the app to claim your gift before it expires standard rates may apply,nice you received a <AMOUNT> voucher from gcash use it for your load bills shopping and more tap vouchers on the app to claim your gift before it expires standard rates may apply,split_group_18035080179485010944
v3_public_manual_research_synthetic_row_001579,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 get exclusive promos every week just for you with just a tap on the your telecom provider app click don t miss out now on <url> for more surprises standard rates may apply,awesome you can now enjoy 6 gb shareable data for all sites for 7 days with all data 99 get exclusive promos every week just for you with just a tap on the your telecom provider app click don t miss out now on <URL> for more surprises standard rates may apply,split_group_5533453803421364569
v3_public_manual_research_synthetic_row_001580,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your courier delivery tn jt25525449742085 rider thrix pual a tan have try calling your number but no one answers kindly call me back when you are available for further concern you may call <phone> thanks and be safe for your reference,your courier delivery tn jt25525449742085 rider thrix pual a tan have try calling your number but no one answers kindly call me back when you are available for further concern you may call <PHONE> thanks and be safe for your reference,split_group_6584059369861227799
v3_public_manual_research_synthetic_row_001581,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 20 am 25 <amount> loaded to <phone> from <ref_num> for 1 year ref alt572i6nt get more with promo load in the your telecom provider app 2 2 get more load for less with the all new promo load buy <amount> and get a total of <amount> load valid for 30 days get now at <url> c,1 2 15 may 10 20 am 25 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref alt572i6nt get more with promo load in the your telecom provider app 2 2 get more load for less with the all new promo load buy <AMOUNT> and get a total of <AMOUNT> load valid for 30 days get now at <URL> c,split_group_18121017432406314740
v3_public_manual_research_synthetic_row_001583,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,1 2 <date_time> 38 <amount> loaded to <phone> from <ref_num> for 1 year ref clm48awrsy get more with promo load in the globe app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <url>,1 2 today 38 <AMOUNT> loaded to <PHONE> from <NUM> for 1 year ref clm48awrsy get more with promo load in the globe app 2 2 stay always connected manage your subscriptions and check out the globe app for bigger longer data no expiry offers and more <URL>,split_group_1546553159709198614
v3_public_manual_research_synthetic_row_001585,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,lagi nang may budget para mag book dahil rides are up to 15 cheaper na with grabcar saver plus <date_time> off ka pa when you use code tightbudgetko mas mabilis nang mag book nakatipid ka pa min fare <amount> max discount <amount> keep this message for your records,lagi nang may budget para mag book dahil rides are up to 15 cheaper na with grabcar saver plus tomorrow off ka pa when you use code tightbudgetko mas mabilis nang mag book nakatipid ka pa min fare <AMOUNT> max discount <AMOUNT> keep this message for your records,split_group_959869433675295297
v3_public_manual_research_synthetic_row_001587,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,mayarewards nice you received a <amount> voucher from maya use it for your load bills shopping and more tap vouchers on the app to claim your gift before it expires keep this message for your records,mayarewards nice you received a <AMOUNT> voucher from maya use it for your load bills shopping and more tap vouchers on the app to claim your gift before it expires keep this message for your records,split_group_7938486245255826688
v3_public_manual_research_synthetic_row_001588,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,purchase your korea concert tickets using your metrobank mastercard credit card and get up to <amount> cashback search up to <amount> cashback with beyond borders on the your bank website to learn more promo runs from 1 16 6 to 3 15 26 t cs apply dti244590 ccpd26 002 standard rates may apply,purchase your korea concert tickets using your metrobank mastercard credit card and get up to <AMOUNT> cashback search up to <AMOUNT> cashback with beyond borders on the your bank website to learn more promo runs from 1 16 6 to 3 15 26 t cs apply dti244590 ccpd26 002 standard rates may apply,split_group_5216550042374736580
v3_public_manual_research_synthetic_row_001589,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,your supplementary bobby a barce with card ending in <ref_num> has spent <amount> at pru life of u k on 03 16 <date_time> 20 am if you have concerns call <phone> keep this message for your records,your supplementary bobby a barce with card ending in <NUM> has spent <AMOUNT> at pru life of u k on 03 16 15 may 10 20 am if you have concerns call <PHONE> keep this message for your records,split_group_8395552012477588223
v3_public_manual_research_synthetic_row_001590,train,ham,synthetic_template,True,service_ham_template_generator,synthetic_service_ham_research_backed,ending <date_time> drop by the your bank travel fair at the glorietta activity center oam to 8pm to enjoy exclusive deals on airlines hotel accommodations cruises travel agencies other travel related merchants t cs apply dti244768 ccpd26 01 this message is for your information,ending today drop by the your bank travel fair at the glorietta activity center oam to 8pm to enjoy exclusive deals on airlines hotel accommodations cruises travel agencies other travel related merchants t cs apply dti244768 ccpd26 01 this message is for your information,split_group_8769545574144667079
