unified_id,source_name,dataset_name,source_group,source_row_id,message_text,source_label,normalized_label,label_status,review_status,contains_url,contains_email,contains_phone,source_file,notes,normalized_text_key,duplicate_cluster_id,duplicate_cluster_size,is_dedup_representative,duplicate_cluster_sources,duplicate_cluster_labels,message_raw,message_clean,raw_text_available,raw_text_status,cleaning_status,redaction_detected_in_raw,raw_lookup_status,raw_lookup_notes,replacement_status,replacement_candidate_id,original_replaced_unified_id,final_dataset_eligible,exclusion_reason
gathered_imc25_english_smish_04806,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04806,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone...,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row.,your login for paytm app has started do not share sms with otp code to anyone,,1,true,Smishing-Dataset-IMC25,smishing,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone...,Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone...,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,False,duplicate_against_raw_required_dataset
replacement_hf_bengali_sms_smishing_english_smish_0016,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0016,Chance to win a Samsung Galaxy phone! Reply 'GALAXY' to this message.,smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0016; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,sbi yono user your a c will be blocked <date time> update pan number for ekyc click here <url>,,1,true,Smishing-Dataset-IMC25,smishing,Chance to win a Samsung Galaxy phone! Reply 'GALAXY' to this message.,Chance to win a Samsung Galaxy phone! Reply 'GALAXY' to this message.,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0016,gathered_imc25_english_smish_04810,True,
replacement_imc25_english_smish_07652,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07652,Dear HDFC Customer Your HDFC Account has been Blocked Due to KYC please Update Pan-Card by link,smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07652; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear 889795xxxxxx your a c no xxxxxxx is credited with rs <us driver license> for details check now <url> bl,,1,true,Smishing-Dataset-IMC25,smishing,Dear HDFC Customer Your HDFC Account has been Blocked Due to KYC please Update Pan-Card by link,Dear HDFC Customer Your HDFC Account has been Blocked Due to KYC please Update Pan-Card by link,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07652,gathered_imc25_english_smish_04817,True,
replacement_ncsu_sms_phishing_008020,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008020,152Your account has beenfrozen because we are unable tovalidate your information.Validate your account here:<URL>,phishing_messages_row,smishing,accepted,candidate,true,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008020; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,apple redacted a refund has been issued due to a pricing error that occurred on your previous order delivered to redacted you can deposit your funds instantly through interac by visiting <url>,,1,true,Smishing-Dataset-IMC25,smishing,152Your account has beenfrozen because we are unable tovalidate your information.Validate your account here:https://kofamerica.cc,152Your account has beenfrozen because we are unable tovalidate your information.Validate your account here:<URL>,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008020,gathered_imc25_english_smish_04818,True,
replacement_hf_bengali_sms_smishing_english_smish_0023,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0023,Traffic police fine 3000 TK for violation. Pay online to avoid court: traffic-fine.bd/pay,smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0023; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,dear customer your hdfc netbanking account will be blocked by <date time> please update your pancard now,,1,true,Smishing-Dataset-IMC25,smishing,Traffic police fine 3000 TK for violation. Pay online to avoid court: traffic-fine.bd/pay,Traffic police fine 3000 TK for violation. Pay online to avoid court: traffic-fine.bd/pay,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0023,gathered_imc25_english_smish_04819,True,
replacement_imc25_english_smish_07721,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07721,Dear Customer your H.D.F.C NET BANKING! Account Will be Suspended! Today Please Update Your PAN CARD Click here to link,smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07721; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear user congrats your a c <url>xxx556 is credited with rs <otp> for details check now <url> rupbza,,1,true,Smishing-Dataset-IMC25,smishing,Dear Customer your H.D.F.C NET BANKING! Account Will be Suspended! Today Please Update Your PAN CARD Click here to link,Dear Customer your H.D.F.C NET BANKING! Account Will be Suspended! Today Please Update Your PAN CARD Click here to link,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07721,gathered_imc25_english_smish_04820,True,
gathered_imc25_english_smish_04821,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04821,Canada Post: You missed your delivery. Your parcel was returned to our post office. A delivery reschedule is required. text Y to reschedule your delivery,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row.,canada post you missed your delivery your parcel was returned to our post office a delivery reschedule is required text y to reschedule your delivery,,1,true,Smishing-Dataset-IMC25,smishing,Canada Post: You missed your delivery. Your parcel was returned to our post office. A delivery reschedule is required. text Y to reschedule your delivery,Canada Post: You missed your delivery. Your parcel was returned to our post office. A delivery reschedule is required. text Y to reschedule your delivery,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,False,duplicate_against_raw_required_dataset
replacement_ncsu_sms_phishing_008022,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008022,153Your account has beenfrozen because we are unable tovalidate your information.Validate your account here:<URL>,phishing_messages_row,smishing,accepted,candidate,true,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008022; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,your hdfc bank debit card is dispatched via blue dart awb <us bank number> will be delivered by <date time> track here <url>,,1,true,Smishing-Dataset-IMC25,smishing,153Your account has beenfrozen because we are unable tovalidate your information.Validate your account here:https://kofamerica.cc...,153Your account has beenfrozen because we are unable tovalidate your information.Validate your account here:<URL>,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008022,gathered_imc25_english_smish_04824,True,
replacement_hf_bengali_sms_smishing_english_smish_0026,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0026,Your vehicle registration expired. Renew online with 1200 TK fine: vehicle-reg.bd/renew,smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0026; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,ing a unauthorised device has attempted to login please visit <url> to review this login,,1,true,Smishing-Dataset-IMC25,smishing,Your vehicle registration expired. Renew online with 1200 TK fine: vehicle-reg.bd/renew,Your vehicle registration expired. Renew online with 1200 TK fine: vehicle-reg.bd/renew,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0026,gathered_imc25_english_smish_04830,True,
replacement_imc25_english_smish_07725,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07725,Sorry we could not complete your request to update the phone number linked to your <LOCATION> account. Please call customer care @<US_BANK_NUMBER>,smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07725; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear hdfc user your a c will be blocked <date time> update your pancard for kyc verify your account login with netbanking click here,,1,true,Smishing-Dataset-IMC25,smishing,Sorry we could not complete your request to update the phone number linked to your <LOCATION> account. Please call customer care @<US_BANK_NUMBER>,Sorry we could not complete your request to update the phone number linked to your <LOCATION> account. Please call customer care @<US_BANK_NUMBER>,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07725,gathered_imc25_english_smish_04832,True,
replacement_ncsu_sms_phishing_008023,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008023,We temporarily disabled your acct. Visit <URL> for lDENTlTY-VERlFICATION,phishing_messages_row,smishing,accepted,candidate,true,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008023; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,dear customer your sbi yono account is disabled please click the link to update your pan link <url>,,1,true,Smishing-Dataset-IMC25,smishing,We temporarily disabled your acct. Visit https://p1.rs/l9ERm for lDENTlTY-VERlFICATION,We temporarily disabled your acct. Visit <URL> for lDENTlTY-VERlFICATION,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008023,gathered_imc25_english_smish_04834,True,
replacement_hf_bengali_sms_smishing_english_smish_0035,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0035,"E-commerce Platform (No Fee) If you want to earn <AMOUNT>/<AMOUNT> USDT daily by working in our company, Inbox",smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0035; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,dear customer your s b i account disabled please click the link to update your pan card click here <url> sri india,,1,true,Smishing-Dataset-IMC25,smishing,"E-commerce Platform (No Fee) If you want to earn $10/$15 USDT daily by working in our company, Inbox","E-commerce Platform (No Fee) If you want to earn <AMOUNT>/<AMOUNT> USDT daily by working in our company, Inbox",True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0035,gathered_imc25_english_smish_04836,True,
replacement_imc25_english_smish_07731,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07731,Dear customer your Request No. <US_BANK_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07731; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,santander your one time passcode is <otp> if you did not request a code <otp> call us on <phone number>,,1,true,Smishing-Dataset-IMC25,smishing,Dear customer your Request No. <US_BANK_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,Dear customer your Request No. <US_BANK_NUMBER> for SMS Alerts update has been processed successfully. If you have not done it kindly report to SBI YONO customer Care.,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07731,gathered_imc25_english_smish_04838,True,
replacement_ncsu_sms_phishing_008024,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008024,"We noticed suspicious activity on your account and had to suspend it, please veri fy identity to resume normal use:<URL>",phishing_messages_row,smishing,accepted,candidate,true,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008024; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,<date time> to register for ooredoo fun run kulhudhuffushi the happiest 5k run in the <location> don t miss out on the festivities in <location> on <date time> book your slot now at <url> for more info <url>,,1,true,Smishing-Dataset-IMC25,smishing,"We noticed suspicious activity on your account and had to suspend it, please veri fy identity to resume normal use:www.kofamerica.cc...","We noticed suspicious activity on your account and had to suspend it, please veri fy identity to resume normal use:<URL>",True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008024,gathered_imc25_english_smish_04840,True,
replacement_hf_bengali_sms_smishing_english_smish_0052,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0052,Bet on football and win a luxury car! Start: xini.eu/00Qe,smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0052; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,dear user your s b i netbanking a c will be hold <date time> please update pan card click the link,,1,true,Smishing-Dataset-IMC25,smishing,Bet on football and win a luxury car! Start: xini.eu/00Qe,Bet on football and win a luxury car! Start: xini.eu/00Qe,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0052,gathered_imc25_english_smish_04846,True,
replacement_imc25_english_smish_07733,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07733,Thank you for applying for Axis Bank Indianoil Credit Card. Your application ID is <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> and an sms confirming application status will be sent shortly.,smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07733; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear consumer your electricity power will be disconnected <date time> at <date time> because your <date time> bill was not update please immediately contact customer care number <phone number> thank you,,1,true,Smishing-Dataset-IMC25,smishing,Thank you for applying for Axis Bank Indianoil Credit Card. Your application ID is <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> and an sms confirming application status will be sent shortly.,Thank you for applying for Axis Bank Indianoil Credit Card. Your application ID is <US_DRIVER_LICENSE>-<US_DRIVER_LICENSE>-<US_DRIVER_LICENSE> and an sms confirming application status will be sent shortly.,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07733,gathered_imc25_english_smish_04851,True,
replacement_ncsu_sms_phishing_008031,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008031,Evri: Your parceI has been returned to our branch due to a faiIed deIivery attempt. PIease visit: <URL> to rescheduIe a deIivery,phishing_messages_row,smishing,accepted,candidate,true,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008031; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,ups delivery notification intended to your parcel from apple inc destined to has a delivery fee of 3 91 to proceed with your delivery your invoice must be paid before <date time> to do so visit to unsubscribe reply stop,,1,true,Smishing-Dataset-IMC25,smishing,Evri: Your parceI has been returned to our branch due to a faiIed deIivery attempt. PIease visit: myevri-parcel-alerts.com to rescheduIe a deIivery,Evri: Your parceI has been returned to our branch due to a faiIed deIivery attempt. PIease visit: <URL> to rescheduIe a deIivery,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008031,gathered_imc25_english_smish_04854,True,
replacement_hf_bengali_sms_smishing_english_smish_0067,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0067,Want to join for free and utilize your free time to do network marketing business with DXN company to create a passive income path? Then inbox,smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0067; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,dear customer your electricity power will disconnect at <date time> 09 30pm as your <date time> bill wasn t updated call us <phone number> imediately thank you,,1,true,Smishing-Dataset-IMC25,smishing,Want to join for free and utilize your free time to do network marketing business with DXN company to create a passive income path? Then inbox,Want to join for free and utilize your free time to do network marketing business with DXN company to create a passive income path? Then inbox,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0067,gathered_imc25_english_smish_04856,True,
replacement_imc25_english_smish_07735,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07735,Dear Account Holder As per your request for HDFC Bank Imperia Premium Banking programme please click here to share your consent - TnC,smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07735; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,dear customer your hdfc account will be expire <date time> please update your information thank you click here <url> rstfab,,1,true,Smishing-Dataset-IMC25,smishing,Dear Account Holder As per your request for HDFC Bank Imperia Premium Banking programme please click here to share your consent - TnC,Dear Account Holder As per your request for HDFC Bank Imperia Premium Banking programme please click here to share your consent - TnC,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07735,gathered_imc25_english_smish_04857,True,
replacement_ncsu_sms_phishing_008032,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008032,We attempted to deliver your EVRI parcel GBD053634ART today but no one was home. Please follow: <URL> to request a redelivery.,phishing_messages_row,smishing,accepted,candidate,true,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=telecom; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008032; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,last call 00 00 17 charge rs70 00 main bal <us driver license> 39 og validity <url>r bal product info dial <num>,,1,true,Smishing-Dataset-IMC25,smishing,We attempted to deliver your EVRI parcel GBD053634ART today but no one was home. Please follow: https://evri-parcel-alert.com to request a redelivery.,We attempted to deliver your EVRI parcel GBD053634ART today but no one was home. Please follow: <URL> to request a redelivery.,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008032,gathered_imc25_english_smish_04858,True,
replacement_hf_bengali_sms_smishing_english_smish_0073,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,hf_bengali_sms_smishing_english_smish_0073,Your Gmail storage full. Upgrade now or lose emails: gmail-storage.bd/upgrade Payment: 1200 TK,smish,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0073; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,dear electric power <url>r electrical power will be cut <date time> at <date time> because your pervious month bill is not updated call immediately <date time> thanks,,1,true,Smishing-Dataset-IMC25,smishing,Your Gmail storage full. Upgrade now or lose emails: gmail-storage.bd/upgrade Payment: 1200 TK,Your Gmail storage full. Upgrade now or lose emails: gmail-storage.bd/upgrade Payment: 1200 TK,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,hf_bengali_sms_smishing_english_smish_0073,gathered_imc25_english_smish_04859,True,
replacement_imc25_english_smish_07744,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,imc25_english_smish_07744,"""Dear Consumer Your Your HDFC Reward Points Worth. <AMOUNT>- will expire soon Please. Click here https://",smishing_corpus_row,smishing,accepted,candidate,false,false,false,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_07744; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,the <named entity> is <date time> for eur <otp> 00 txn at kesko senukai lt on your card <otp> do not share otp <otp> anyone call <phone number> if not requested by you,,1,true,Smishing-Dataset-IMC25,smishing,"""Dear Consumer Your Your HDFC Reward Points Worth. Rs 5018- will expire soon Please . Click here https://","""Dear Consumer Your Your HDFC Reward Points Worth. <AMOUNT>- will expire soon Please. Click here https://",True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,imc25_english_smish_07744,gathered_imc25_english_smish_04863,True,
replacement_ncsu_sms_phishing_008043,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,ncsu_sms_phishing_008043,your parcel cannot be delivered <URL>,phishing_messages_row,smishing,accepted,candidate,true,false,true,data\organized\raw_recovery\collected_smishing_candidates_raw_classified.csv,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_008043; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,your hdfc life group credit protect plus policy no <us driver license> has been <url>r any queries or clarification please contact idfc first bank limited t c apply,,1,true,Smishing-Dataset-IMC25,smishing,your parcel cannot be delivered https://wwwuspsmail-bbefbc.ingress-comporellon.ewp.live/us/?id=9514901185421...,your parcel cannot be delivered <URL>,True,original_unredacted,cleaned_from_raw,False,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,replaced_with_raw_available_candidate,ncsu_sms_phishing_008043,gathered_imc25_english_smish_04865,True,
gathered_imc25_english_smish_04868,Smishing-Dataset-IMC25,Gathered approved smishing 7k,gathered_approved_smishing,imc25_english_smish_04868,Attention! This is to inform you that the IncomeDept has officially concluded the TaxAudit. You are due for an overdue refund of <OTP>.49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly Ensure you fill accurate details. Click the link beneath and submit a refund request.,smishing_corpus_row,smishing,accepted,approved,false,false,false,data\final\approved_smishing_messages.csv,original_source=Smishing-Dataset-IMC25; scam_category=government; strict-clean approved gathered smishing row.,attention this is to inform you that the incomedept has officially concluded the taxaudit you are due for an overdue refund of <otp> 49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly ensure you fill accurate details click the link beneath and submit a refund request,,1,true,Smishing-Dataset-IMC25,smishing,Attention! This is to inform you that the IncomeDept has officially concluded the TaxAudit. You are due for an overdue refund of 40199.49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly Ensure you fill accurate details.  Click the link beneath and submit a refund request.,Attention! This is to inform you that the IncomeDept has officially concluded the TaxAudit. You are due for an overdue refund of 40199.49 rs but one of your details is incorrect please follow below to crosscheck and apply accordingly Ensure you fill accurate details. Click the link beneath and submit a refund request.,True,original_unredacted,cleaned_from_raw,False,found_in_source_archive,Selected gathered final `message_raw` as the least-redacted available text.,kept_original_raw_available,,,False,duplicate_against_raw_required_dataset
