old_unified_id,old_message_clean,replacement_candidate_id,replacement_message_raw,replacement_message_clean,replacement_source_name,replacement_dataset_name,match_method,duplicate_check_status,replacement_status,notes
gathered_imc25_english_smish_01311,Your inv.o.ice fo.r Septe.mber was <URL>d. Than.ks. <URL>e's our <URL>y <URL>ent fo.r u: du9k3.c0m/rvirONcqBD,ncsu_sms_phishing_001685,rocedere al rinnovo cliccando sul link : rinnovo-aruba.hk-ssl.net/?,rocedere al rinnovo cliccando sul link: <URL>?,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01312,"Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow <URL> to make correction. Thanks",imc25_english_smish_00718,"Oomiy: You're invited bestie! Be the first to get access to our <LOCATION>. Use code: 3for89 to get any 3 pieces for $89. Only available on the app. Download link below! Get App exclusive deals, experiences and product launches when you download now!","Oomiy: You're invited bestie! Be the first to get access to our <LOCATION>. Use code: 3for89 to get any 3 pieces for <AMOUNT>. Only available on the app. Download link below! Get App exclusive deals, experiences and product launches when you download now!",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01313,IRS:-Your Tax return was rejected by the IRS. kindly fix this by follow <URL>ine now,hf_bengali_sms_smishing_english_smish_0255,"Dear customer, TK25000 has been withdrawn from A/cXXXXX on 31-12-2019 at Kolkata TS ATM.Txn# S32131611-20191005. If not done by you, forward this SMS from your registered mobile number to 7679786941 to block your card or call 7029892098 immediately -State Bank of India","Dear customer, TK25000 has been withdrawn from A/cXXXXX on <PHONE> at Kolkata TS ATM.Txn# S32131611-20191005. If not done by you, forward this SMS from your registered mobile number to <PHONE> to block your card or call <PHONE> immediately -State Bank of India",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01314,Please choose a time on my calendar by following this link: <URL>,ncsu_sms_phishing_001686,cedere al rinnovo cliccando sul link : rinnovo.hk-ssl.net,cedere al rinnovo cliccando sul link: <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01317,You've an incoming tax return Cashier's Check at our warehouse. visit <URL> to validate your current address for redelivery,imc25_english_smish_00733,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01319,You have a new notification: <URL> Reply STOP to optout,hf_bengali_sms_smishing_english_smish_0256,Your account may be hacked. Quickly send 3000 taka to this number: 01789654032.,Your account may be hacked. Quickly send 3000 taka to this number: <PHONE>.,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01321,You.r pa.yment for <URL>.t was receive.d. Thank yo.u! her.e is a small r.e Ward for yo.u:,ncsu_sms_phishing_001688,[email protected] / Your Account Has Been Locked / CITI_SERVICE #50365: Your account access has been limited due to fraudulent activity. Please visit https://magazinehours.in/?open to unlock your account.,[email protected] / Your Account Has Been Locked / CITI_SERVICE #50365: Your account access has been limited due to fraudulent activity. Please visit <URL> to unlock your account.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01322,"Revolut: We had to limit some features, We require you to upload your ID and selfie via the link to continue using your app: <URL>",imc25_english_smish_00740,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.

In order to expedite the processing of your refund and avoid potential delays or penalties, please provi","[ I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link. In order to expedite the processing of your refund and avoid potential delays or penalties, please provi",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01328,1Netflix-Mybilling:Your payment was <URL>llow the link to update your payment details.,hf_bengali_sms_smishing_english_smish_0257,Your Meghna Bank salary account salary credit failed. Fix: meghnabank-salary.net,Your Meghna Bank salary account salary credit failed. Fix: <URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01329,"CITIBANK: To finish linking AMANDA P to your account, reply <NAMED_ENTITY> authorized this? Visit <URL> to secure your account.",ncsu_sms_phishing_001689,[email protected]  /  Your  Account  Has  Been  Locked  /  CITI_SERVICE  #27150:  Your  account  access  has  been  limited  due  to  fraudulent  activity.  Please  visit  https://magazinehours.in//?open  to  unlock  your  account.,[email protected] / Your Account Has Been Locked / CITI_SERVICE #27150: Your account access has been limited due to fraudulent activity. Please visit <URL> to unlock your account.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01330,UNILEVER PLC are looking for individuals all over the nation who can plaster their Car or Truck with our sticker for an advert and Earn 500 bucks <DATE_TIME>. PLS visit <URL> for more details to get started.,imc25_english_smish_00762,i'm really sorry if u i'm wasting ur time i just want to ask u for a small help if u don't mind i need this free xbox game pass code from discord gifts if u don't need it 💕,i'm really sorry if u i'm wasting ur time i just want to ask u for a small help if u don't mind i need this free xbox game pass code from discord gifts if u don't need it 💕,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01334,EDD CA UI: Your EDD debit has been Temporarily DISABLED. Refer to <URL> Reply STOP to OPT-Out,hf_bengali_sms_smishing_english_smish_0258,We need your information to process your payment. Click here: [paymentverify.com/VerifyBD],We need your information to process your payment. Click here: [<URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01341,myGOV; A new payment message view at <URL> Regards <NAMED_ENTITY>,ncsu_sms_phishing_001692,"World   Cup   sponsors,   cockfighting,   slot   ,   sports,   hot   online.   Register   to   get   588P.   https://cntr.click/4ZXjcYK","World Cup sponsors, cockfighting, slot, sports, hot online. Register to get 588P. <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01343,"Team Snapchat: Your password was reset due to suspicious activity. To gain access to your account, click ‘Forgot Password’ at: <URL>.",imc25_english_smish_00769,Your package can't be deliver due to incorrect address. Please fill the right details so we can redeliver the parcel as soon as possible.,Your package can't be deliver due to incorrect address. Please fill the right details so we can redeliver the parcel as soon as possible.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01347,Tap link to register for Wi-Fi calling:<URL>,hf_bengali_sms_smishing_english_smish_0260,Update your bank account details. Please login here: http://bit.ly/AccountUpdate,Update your bank account details. Please login here: <URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01354,"0Z0W PAYMENT: A payment was sent to you via SARS <DATE_TIME> Return. <URL> to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",ncsu_sms_phishing_001760,Your   parceI   is   being   heId   due   to   unpaid   fees.   PIease   visit:   https://redirect2help.com/r/upsheIp-route:5088,Your parceI is being heId due to unpaid fees. PIease visit: <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01355,Puffy Mattress: Splurge on award-winning design & comfort with <AMOUNT> in Total Savings for the best sleep ever. Use code <OTP> at checkout for <AMOUNT> off any mattress + free <AMOUNT> Luxury Sleep Bundle. Shop Now: <URL> STOP to opt out,imc25_english_smish_00770,"IRS: Your account is missing some info that we need to comply with financial regulations, login at <NRP> With idme to keep your account activated

The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.

IRS team","IRS: Your account is missing some info that we need to comply with financial regulations, login at <NRP> With idme to keep your account activated The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service. IRS team",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01359,HotJackie871 is hoping for intimate pleasures. Accept her invite here: <URL>,hf_bengali_sms_smishing_english_smish_0263,"10,000 TK has been deposited in Nagad account. Click here for details: https://t.me/NagadDepositBot","10,000 TK has been deposited in Nagad account. Click here for details: <URL>",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01360,(PayPal-Support: Your account has been <URL> and Secure here immediately > <URL> ~) 34VhfJ9,ncsu_sms_phishing_001765,Your Westpac Protect SMS Code mobile number has changed to xxxxxx3261. If this was not you please visit: westpac.weblogin-01confirm.com,Your Westpac Protect SMS Code mobile number has changed to xxxxxx3261. If this was not you please visit: <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01365,(Security Warning-cqo3-Contact our 24/7 Support: <PHONE>) EBT-Card is currently <NAMED_ENTITY>! MessageID for <UK_NHS>!,imc25_english_smish_00781,"USDT- [tbit99 .com] successfully created new account: manese password: manese663 current balance is <US_DRIVER_LICENSE>.00USDT, please do not share this information with anyone.","USDT- [<URL> successfully created new account: manese password: manese663 current balance is <US_DRIVER_LICENSE>.00USDT, please do not share this information with anyone.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01367,"I'm showing you a comprehensive plan for your car, available for <DATE_TIME>. Open: <URL> Reply END to unsubscribe",hf_bengali_sms_smishing_english_smish_0264,Click here to update Janata Bank account: https://t.me/JanataUpdateBot5,Click here to update Janata Bank account: <URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01369,Apple Inc. Your iPhone 12 <NAMED_ENTITY> in lost mode turned on with 15% battery. Check the current location at: <URL> <URL>,ncsu_sms_phishing_001766,"Dispatched: Hi Mamata Bandyopadhyay, your package with Nestle Lactogro... is dispatched and should reach by 06 Jun, 2022. Track your order here http://lybr.at/d7efed04f","Dispatched: Hi Mamata Bandyopadhyay, your package with Nestle Lactogro... is dispatched and should reach by 06 Jun, 2022. Track your order here <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01374,<NAMED_ENTITY> <DATE_TIME> Allegheny St <URL>,imc25_english_smish_00785,"[ IRS ]Your 2023 tax return has discrepancies and missing information. You are due a $573.00 refund. Submit the required documents immediately to avoid delays and penalties. Please confirm your information in the link.

(Please reply 1, then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser)

IRS
Act now to secure your refund.","[ IRS ]Your 2023 tax return has discrepancies and missing information. You are due a <AMOUNT> refund. Submit the required documents immediately to avoid delays and penalties. Please confirm your information in the link. (Please reply 1, then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) IRS Act now to secure your refund.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01378,We have made several attempts to reach you. This is your final courtesy call before we are unable to lower your credit card interest rate. Press one to speak to the member services department or press two and your eligibility to lower your rate will expire. Listen to voice message: <PHONE>,hf_bengali_sms_smishing_english_smish_0265,You have won a free gift card! Click here to collect: [giftcardfree.com/CollectBD],You have won a free gift card! Click here to collect: [<URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01387,"IRS: Your account is missing some info that we need to comply with financial regulations, login at <URL>",ncsu_sms_phishing_001799,"Connor  To  get  your  loan  of  up  to  £10,000,  follow  this  link  https://tx.vc/r/2TDQJ/  This  was  also  sent  to  your  email.  1Plus1  Loans",Connor To get your loan of up to <AMOUNT> follow this link <URL> This was also sent to your email. 1Plus1 Loans,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01390,"As a security check against your PayPal account has been restricted. Please click on the following link to provide your information: <URL> If we do not receive a response to our verification attempt within <DATE_TIME>, we will permanently limit your account. Thank you, PayPal",imc25_english_smish_00804,"Hello, invite you to enter BTC discussion group and earn 5K-50K every day. Reply 1 and enter the link. ↓↓↓","Hello, invite you to enter BTC discussion group and earn 5K-50K every day. Reply 1 and enter the link. ↓↓↓",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01391,"Hi, The Car Insurance Rates for Your <DATE_TIME> HYUNDAI SONATA Are Ready. View Rates Here: <URL> Reply STOP to stop SMS Hi, Still Looking to Insure Your <DATE_TIME> HYUNDAI SONATA? Compare & Find a Better Rate Now: <URL> Reply STOP to stop SMS",hf_bengali_sms_smishing_english_smish_0267,Click here to verify your email address: [emailverify.com/VerifyBD],Click here to verify your email address: [<URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01392,"Hey <NAMED_ENTITY>, help us answer a fast survey. We will give you a free watch in return. <URL> Txt Stop to end",ncsu_sms_phishing_001803,"Grace  ,  Forward  this  text  message  to  your  guarantor.  Click  here  to  sign  as  guarantor  for  Grace  .  https://tx.vc/r/2TDXW/  1Plus1  Loans","Grace, Forward this text message to your guarantor. Click here to sign as guarantor for Grace. <URL> 1Plus1 Loans",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01393,"Hi, it's AT&T. Learn about 3rd party mobile purchases & blocking at <URL>",imc25_english_smish_00806,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. Ready to ship when changes are complete,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. Ready to ship when changes are complete,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01395,"New login detected from: <PHONE> - Oman ] Android Follow link below to unlock your account: <URL> verify your account within <DATE_TIME> or your PayPal account will be terminated permanently. Regards, PayPal ID <US_DRIVER_LICENSE>",hf_bengali_sms_smishing_english_smish_0273,Your credit card limit increased to 200000 BDT. Activate: cardactivation-bd.net PIN: CC9876,Your credit card limit increased to 200000 BDT. Activate: <URL> PIN: <OTP>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01401,REMINDER: Confirm your <AMOUNT> refund through our digital form. Refund available until <DATE_TIME>: <URL>,ncsu_sms_phishing_001849,"Youu2019re invited to claim an exclusive offer... https://tx.vc/r/2TLCO/
T&Cs Apply, 18 Plus. Play Responsibly.
Unsubscribe At https://tx.vc/r/2TLzA/","Youu2019re invited to claim an exclusive offer... <URL> T&Cs Apply, 18 Plus. Play Responsibly. Unsubscribe At <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01402,LINE OTP Service: Please enter <US_DRIVER_LICENSE> into LINE within <DATE_TIME>. Reply STOP to Cancel.,imc25_english_smish_00821,"Honey, do you need a part-time job? Online platforms like Amazon are hiring online product promoters No need for you to invest

Note: {you do not need to invest}
Our job is simple. You only need to use your mobile phone to help platform merchants click and follow products to improve their rankings. Salary is paid immediately upon completion. • Earning $100 - $500 a day is easy. If you want to join please add us on WhatsApp","Honey, do you need a part-time job? Online platforms like Amazon are hiring online product promoters No need for you to invest Note: {you do not need to invest} Our job is simple. You only need to use your mobile phone to help platform merchants click and follow products to improve their rankings. Salary is paid immediately upon completion. • Earning <AMOUNT> - <AMOUNT> a day is easy. If you want to join please add us on WhatsApp",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01412,The California Public Utilities Commission will hold hearings on <DATE_TIME> regarding new rules for a federal broadband grant program. Please visit cpu <URL> for more information.,hf_bengali_sms_smishing_english_smish_0274,"Your Pubali Bank student loan approved for 200,000TK. Claim: pubalibank-loan.com","Your Pubali Bank student loan approved for 200,000TK. Claim: <URL>",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01422,OTC 20% off entire store Valid for <DATE_TIME> only #1 voted store <URL> Reply STOP to end.,ncsu_sms_phishing_001992,Dein  Account  wurde  gesperrt.  Besuchen  Sie:  https://anmeldesicherheit-volksbank.com  um  Ihr  Konto  zu  sichern,Dein Account wurde gesperrt. Besuchen Sie: <URL> um Ihr Konto zu sichern,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01428,Simple return of 45$ when you submit easy info. <URL>,imc25_english_smish_00830,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.

(Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser)

The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and provide them with the highest quality service.","[ I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link. (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and provide them with the highest quality service.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01432,Bank Of America Hurry up! Offers Have arrived! (<AMOUNT> value). ./storag <URL>,hf_bengali_sms_smishing_english_smish_0276,Learn how to earn with one click! Earn money from home using mobile: https://refer.mslgames.com/YfrcqEcoToos53HN7,Learn how to earn with one click! Earn money from home using mobile: <URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01434,(Call <PHONE> Now! 290#) Your <URL>d have been locked! Account-ID: <UK_NHS>!,ncsu_sms_phishing_001995,US Postal:The courier tried to deliver and could not find your address. you can re-deliver through the online service. https://cwb-net-account.com,US Postal:The courier tried to deliver and could not find your address. you can re-deliver through the online service. <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01438,"The address of your package logistics tail number 5892 is not detailed, and needs to be updated: <URL>",imc25_english_smish_00857,Your Gas verification code is: <US_DRIVER_LICENSE>,Your Gas verification code is: <US_DRIVER_LICENSE>,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01439,<NAMED_ENTITY>: Please call us back to discuss your potential Toxic Water payout. <PHONE> STOP to STOP msgs,hf_bengali_sms_smishing_english_smish_0277,Call to verify your account security +8801916677889,Call to verify your account security <PHONE>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01443,BANKOFAMERICA: Update your account information due to repeated login attempts on <URL>ine immediately.,ncsu_sms_phishing_002003,Dein Account wurde gesperrt. Besuchen Sie: https://anmeldesicherheit-volksbank.com um Ihr Konto zu sichern. route:3,Dein Account wurde gesperrt. Besuchen Sie: <URL> um Ihr Konto zu sichern. route:3,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01453,"Your invoice for <DATE_TIME> is received. Thank you, here's our tiny reward for u: <URL>",imc25_english_smish_00875,Your SSN has been blocked due to recent activities. Unblock your account using the link,Your SSN has been blocked due to recent activities. Unblock your account using the link,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01454,Sams Club / Summer prizes has just arrived only for limited time get your chance here: <URL>,hf_bengali_sms_smishing_english_smish_0278,Click here to increase your credit card limit: [creditcardincrease.com/LimitBD],Click here to increase your credit card limit: [<URL>,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01457,"Thanks ""<NAMED_ENTITY>"" for paying your phone bill on time for <DATE_TIME>! You are qualified for a platinum membership <URL> iPhone 11 reward included",ncsu_sms_phishing_002004,Dein Account wurde gesperrt. Besuchen Sie: https://anmeldesicherheit-volksbank.com um Ihr Konto zu sichern. route:2,Dein Account wurde gesperrt. Besuchen Sie: <URL> um Ihr Konto zu sichern. route:2,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01458,91% Of <NRP> have no clue about this secret method to lose weight extremely fast that all the celebs use. The sharks on Shark Tank have finally brought it out and its selling out quick. Gets your now <URL>,imc25_english_smish_00899,"YOUR parcel address is wrong, we can not deliver to your door, please fill in the address, so that we can deliver in time:","YOUR parcel address is wrong, we can not deliver to your door, please fill in the address, so that we can deliver in time:",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01460,Your Venmo Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL>de:<EMAIL_ADDRESS><URL> Please take action on your account within <DATE_TIME>,hf_bengali_sms_smishing_english_smish_0279,"Government providing up to 50,000TK subsidy for farmers. Call now to claim: 01538272734","Government providing up to 50,000TK subsidy for farmers. Call now to claim: <PHONE>",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01461,"Gems By <NAMED_ENTITY>: GEMS Summer Collection has launched with SIX bold shades! You're bound to find something you'll love! Shop early access with code: ""SUMMER"" <URL>",ncsu_sms_phishing_002005,Dein Account wurde gesperrt. Besuchen Sie: https://anmeldesicherheit-volksbank.com um Ihr Konto zu sichern. route:5,Dein Account wurde gesperrt. Besuchen Sie: <URL> um Ihr Konto zu sichern. route:5,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01468,Your CarHistory has a new entry: <URL> yo cmlxf,imc25_english_smish_00900,Congratulations ! You Have Unclaimed Stimulus Check To Claim ! Our data sources show you are a recipient of stimulus check. Don’t wait 👈 Claim your stimulus check Now.,Congratulations! You Have Unclaimed Stimulus Check To Claim! Our data sources show you are a recipient of stimulus check. Don’t wait 👈 Claim your stimulus check Now.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_01472,COMCAST INC: We are happy to invite you to Online interview for work from Home with <DATE_TIME> pay of <AMOUNT> per hr. send APY4623 to <PHONE>,hf_bengali_sms_smishing_english_smish_0284,"Dear customer, 8990 TK. K Enterprise ds POS/ECOM.Txn# on 23-02-2020 a txn was made on XX card. It was not done by you, forward this SMS from your registered mobile number. 18604195555","Dear customer, 8990 TK. K Enterprise ds POS/ECOM.Txn# on <PHONE> a txn was made on XX card. It was not done by you, forward this SMS from your registered mobile number. <PHONE>",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
